vn_id,source_id,kind,pdf_page,routing,n_domain_catalogues,domain_catalogues,qa_catalogues
EV-VN-S030-0022,VKM-SRC-030,claim,3,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S030-0023,VKM-SRC-030,visual_check,3,DOMAIN,1,evidence/boreholes/borehole_catalog.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv;evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0024,VKM-SRC-030,borehole,3,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv,
EV-VN-S030-0025,VKM-SRC-030,borehole,3,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv,
EV-VN-S030-0026,VKM-SRC-030,claim,3,UNROUTED,0,,
EV-VN-S030-0027,VKM-SRC-030,visual_check,3,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0028,VKM-SRC-030,borehole,3,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0029,VKM-SRC-030,borehole,3,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0030,VKM-SRC-030,borehole,3,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0031,VKM-SRC-030,borehole,4,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0032,VKM-SRC-030,borehole,4,DOMAIN,4,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0033,VKM-SRC-030,borehole,4,DOMAIN,3,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0034,VKM-SRC-030,borehole,4,DOMAIN,4,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0035,VKM-SRC-030,borehole,4,DOMAIN,4,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_identity_issues.csv;evidence/boreholes/borehole_picks.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv;evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0036,VKM-SRC-030,borehole,4,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/boreholes/borehole_picks.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0037,VKM-SRC-030,parameter,4,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0038,VKM-SRC-030,stress_measurement,4,DOMAIN,3,catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv;evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0039,VKM-SRC-030,spatial_entity,3,DOMAIN,1,evidence/mining/spatial_hierarchy.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0040,VKM-SRC-030,visual_check,4,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0041,VKM-SRC-030,claim,4,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0042,VKM-SRC-030,formula,4,DOMAIN,3,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/record_to_model_map.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0043,VKM-SRC-030,formula,5,DOMAIN,3,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/record_to_model_map.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0044,VKM-SRC-030,formula,5,DOMAIN,3,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/record_to_model_map.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0045,VKM-SRC-030,formula,5,DOMAIN,3,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/record_to_model_map.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0046,VKM-SRC-030,formula,5,DOMAIN,5,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/formula_conflicts.csv;catalogues/mathematics/record_to_model_map.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0047,VKM-SRC-030,formula,5,DOMAIN,3,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/record_to_model_map.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0048,VKM-SRC-030,claim,5,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0049,VKM-SRC-030,engineering_rule,5,DOMAIN,2,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/record_to_model_map.csv,
EV-VN-S030-0050,VKM-SRC-030,stress_measurement,5,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0051,VKM-SRC-030,stress_measurement,5,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0052,VKM-SRC-030,stress_measurement,5,DOMAIN,4,catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/boreholes/borehole_catalog.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0053,VKM-SRC-030,stress_measurement,5,DOMAIN,7,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/causal/causal_graph_nodes.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/boreholes/borehole_catalog.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0054,VKM-SRC-030,stress_measurement,5,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0055,VKM-SRC-030,stress_measurement,5,DOMAIN,4,catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/boreholes/borehole_catalog.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0056,VKM-SRC-030,stress_measurement,5,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0057,VKM-SRC-030,stress_measurement,5,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0058,VKM-SRC-030,stress_measurement,5,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0059,VKM-SRC-030,stress_measurement,5,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0060,VKM-SRC-030,stress_measurement,5,DOMAIN,2,evidence/boreholes/borehole_catalog.csv;evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0061,VKM-SRC-030,visual_check,5,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0062,VKM-SRC-030,conflict_note,5,DOMAIN,1,evidence/materials/mech_rheo_conflicts.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0063,VKM-SRC-030,conflict_note,5,DOMAIN,1,evidence/coordinates/coordinate_datum_evidence.csv,evidence/qa/correction_impact.csv;evidence/qa/evidence_corrections.csv;evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0064,VKM-SRC-030,claim,6,DOMAIN,1,evidence/geology/geology_evidence.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0065,VKM-SRC-030,claim,6,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0066,VKM-SRC-030,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S030-0067,VKM-SRC-030,citation,6,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S030-0068,VKM-SRC-030,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S030-0069,VKM-SRC-030,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S030-0070,VKM-SRC-030,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S030-0071,VKM-SRC-030,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S030-0072,VKM-SRC-030,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S030-0073,VKM-SRC-030,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S030-0074,VKM-SRC-030,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S030-0075,VKM-SRC-030,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S030-0076,VKM-SRC-030,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S030-0077,VKM-SRC-030,citation,6,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S030-0078,VKM-SRC-030,open_question,6,QA_ONLY,0,,evidence/qa/evidence_corrections.csv;evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0079,VKM-SRC-030,open_question,4,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S030-0080,VKM-SRC-030,lifecycle_stage,6,DOMAIN,1,evidence/lifecycle/lifecycle_stage_record_map.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0001,VKM-SRC-031,claim,1,UNROUTED,0,,
EV-VN-S031-0002,VKM-SRC-031,formula,1,DOMAIN,10,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/formula_conflicts.csv;catalogues/mathematics/formula_visual_checks.csv;catalogues/mathematics/record_to_model_map.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/lineage_affected_records.csv;evidence/sources/multi_source_cited_works.csv;evidence/sources/primary_source_targets.csv;evidence/sources/repeated_secondary_citations.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0003,VKM-SRC-031,claim,1,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S031-0004,VKM-SRC-031,mining_geometry,1,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0005,VKM-SRC-031,formula,1,DOMAIN,16,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/causal/causal_graph_nodes.csv;catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/formula_conflicts.csv;catalogues/mathematics/formula_visual_checks.csv;catalogues/mathematics/record_to_model_map.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/external/external_findings.csv;evidence/external/external_sources.csv;evidence/external/formula_verifications.csv;evidence/external/target_resolution.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/lineage_affected_records.csv;evidence/sources/repeated_secondary_citations.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0006,VKM-SRC-031,parameter,2,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0007,VKM-SRC-031,claim,2,UNROUTED,0,,
EV-VN-S031-0008,VKM-SRC-031,visual_check,2,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0009,VKM-SRC-031,formula,2,DOMAIN,5,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/formula_conflicts.csv;catalogues/mathematics/formula_visual_checks.csv;catalogues/mathematics/record_to_model_map.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0010,VKM-SRC-031,subsidence_method,2,DOMAIN,2,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/record_to_model_map.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0011,VKM-SRC-031,claim,2,DOMAIN,7,catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/lineage_affected_records.csv;evidence/sources/multi_source_cited_works.csv;evidence/sources/primary_source_targets.csv;evidence/sources/repeated_secondary_citations.csv,
EV-VN-S031-0012,VKM-SRC-031,rheology_law,2,DOMAIN,9,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/formula_visual_checks.csv;catalogues/mathematics/record_to_model_map.csv;evidence/materials/rheology_evidence_catalog.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/lineage_affected_records.csv;evidence/sources/multi_source_cited_works.csv;evidence/sources/primary_source_targets.csv;evidence/sources/repeated_secondary_citations.csv,
EV-VN-S031-0013,VKM-SRC-031,claim,2,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0014,VKM-SRC-031,parameter,3,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0015,VKM-SRC-031,visual_check,3,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0016,VKM-SRC-031,conflict_note,3,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0017,VKM-SRC-031,parameter,3,UNROUTED,0,,
EV-VN-S031-0018,VKM-SRC-031,parameter,3,UNROUTED,0,,
EV-VN-S031-0019,VKM-SRC-031,formula,3,DOMAIN,5,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/record_to_model_map.csv;evidence/external/external_findings.csv;evidence/external/formula_verifications.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0020,VKM-SRC-031,parameter,3,UNROUTED,0,,
EV-VN-S031-0021,VKM-SRC-031,parameter,3,UNROUTED,0,,
EV-VN-S031-0022,VKM-SRC-031,process_mechanism,3,DOMAIN,6,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/causal/causal_graph_nodes.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S031-0023,VKM-SRC-031,visual_check,4,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0024,VKM-SRC-031,parameter,4,UNROUTED,0,,
EV-VN-S031-0025,VKM-SRC-031,parameter,4,UNROUTED,0,,
EV-VN-S031-0026,VKM-SRC-031,claim,4,DOMAIN,3,catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S031-0027,VKM-SRC-031,lifecycle_stage,4,DOMAIN,2,evidence/lifecycle/lifecycle_stage_record_map.csv;evidence/lifecycle/lifecycle_stages.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0028,VKM-SRC-031,open_question,4,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0029,VKM-SRC-031,chronology_event,4,DOMAIN,4,evidence/hydro_thermal/hydro_evidence_catalog.csv;evidence/mining/chronology_conflicts.csv;evidence/mining/mining_chronology_catalog.csv;evidence/monitoring/monitoring_campaigns_timeline.csv,
EV-VN-S031-0030,VKM-SRC-031,information_lifecycle,4,DOMAIN,5,evidence/lifecycle/information_lifecycle_matrix.csv;evidence/lifecycle/information_lifecycle_record_map.csv;evidence/lifecycle/lifecycle_graph_edges.csv;evidence/lifecycle/lifecycle_stages.csv;evidence/monitoring/monitoring_campaigns_timeline.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S031-0031,VKM-SRC-031,citation,4,DOMAIN,3,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv;evidence/sources/repeated_secondary_citations.csv,
EV-VN-S031-0032,VKM-SRC-031,citation,4,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S031-0033,VKM-SRC-031,citation,4,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S031-0034,VKM-SRC-031,citation,5,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S031-0035,VKM-SRC-031,citation,5,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S031-0036,VKM-SRC-031,citation,5,DOMAIN,2,evidence/external/external_findings.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S031-0037,VKM-SRC-031,citation,5,DOMAIN,4,evidence/external/external_findings.csv;evidence/external/external_sources.csv;evidence/external/target_resolution.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S031-0038,VKM-SRC-031,citation,5,DOMAIN,3,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv;evidence/sources/repeated_secondary_citations.csv,
EV-VN-S031-0039,VKM-SRC-031,citation,5,DOMAIN,3,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv;evidence/sources/repeated_secondary_citations.csv,
EV-VN-S031-0040,VKM-SRC-031,citation,5,DOMAIN,3,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv;evidence/sources/repeated_secondary_citations.csv,
EV-VN-S031-0041,VKM-SRC-031,conflict_note,5,UNROUTED,0,,
EV-VN-S031-0042,VKM-SRC-031,visual_check,5,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0001,VKM-SRC-032,claim,1,UNROUTED,0,,
EV-VN-S032-0002,VKM-SRC-032,claim,1,UNROUTED,0,,
EV-VN-S032-0003,VKM-SRC-032,formula,1,DOMAIN,11,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/formula_conflicts.csv;catalogues/mathematics/formula_visual_checks.csv;catalogues/mathematics/record_to_model_map.csv;evidence/external/external_findings.csv;evidence/external/formula_verifications.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/lineage_affected_records.csv;evidence/sources/multi_source_cited_works.csv;evidence/sources/primary_source_targets.csv;evidence/sources/repeated_secondary_citations.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0004,VKM-SRC-032,engineering_rule,1,DOMAIN,7,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/formula_visual_checks.csv;catalogues/mathematics/record_to_model_map.csv;evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv;evidence/sources/lineage_affected_records.csv;evidence/sources/repeated_secondary_citations.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0005,VKM-SRC-032,claim,1,UNROUTED,0,,
EV-VN-S032-0006,VKM-SRC-032,formula,2,DOMAIN,5,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/formula_visual_checks.csv;catalogues/mathematics/record_to_model_map.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/multi_source_cited_works.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0007,VKM-SRC-032,formula,2,DOMAIN,5,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/formula_visual_checks.csv;catalogues/mathematics/record_to_model_map.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/multi_source_cited_works.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0008,VKM-SRC-032,formula,2,DOMAIN,6,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/formula_conflicts.csv;catalogues/mathematics/formula_visual_checks.csv;catalogues/mathematics/record_to_model_map.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/multi_source_cited_works.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0009,VKM-SRC-032,claim,2,DOMAIN,3,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/multi_source_cited_works.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0010,VKM-SRC-032,parameter,2,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,
EV-VN-S032-0011,VKM-SRC-032,mining_geometry,2,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0012,VKM-SRC-032,visual_check,2,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0013,VKM-SRC-032,claim,2,UNROUTED,0,,
EV-VN-S032-0014,VKM-SRC-032,parameter,3,UNROUTED,0,,
EV-VN-S032-0015,VKM-SRC-032,parameter,3,UNROUTED,0,,
EV-VN-S032-0016,VKM-SRC-032,stratigraphic_unit,3,DOMAIN,1,evidence/geology/stratigraphic_thickness_observations.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0017,VKM-SRC-032,mining_geometry,3,DOMAIN,2,evidence/mining/geometry_row_id_rename_receipt.csv;evidence/mining/mining_geometry_catalog.csv,
EV-VN-S032-0018,VKM-SRC-032,parameter,3,UNROUTED,0,,
EV-VN-S032-0019,VKM-SRC-032,claim,3,DOMAIN,1,evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S032-0020,VKM-SRC-032,formula,4,DOMAIN,5,catalogues/mathematics/MATHEMATICAL_MODEL_REGISTRY.csv;catalogues/mathematics/record_to_model_map.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/multi_source_cited_works.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0021,VKM-SRC-032,claim,4,DOMAIN,3,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/multi_source_cited_works.csv;evidence/sources/primary_source_targets.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0022,VKM-SRC-032,process_mechanism,4,DOMAIN,6,catalogues/causal/causal_graph.json;catalogues/causal/causal_graph_edges.csv;catalogues/causal/causal_graph_nodes.csv;catalogues/physics/physics_coverage_and_execution_matrix.csv;catalogues/physics/process_evidence_links.csv;evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S032-0023,VKM-SRC-032,visual_check,4,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0024,VKM-SRC-032,parameter,5,DOMAIN,1,evidence/materials/mechanics_evidence_catalog.csv,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0025,VKM-SRC-032,parameter,5,UNROUTED,0,,
EV-VN-S032-0026,VKM-SRC-032,visual_check,5,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0027,VKM-SRC-032,claim,5,UNROUTED,0,,
EV-VN-S032-0028,VKM-SRC-032,claim,5,DOMAIN,1,evidence/materials/interfaces_damage_catalog.csv,
EV-VN-S032-0029,VKM-SRC-032,open_question,5,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
EV-VN-S032-0030,VKM-SRC-032,citation,5,DOMAIN,3,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv;evidence/sources/repeated_secondary_citations.csv,
EV-VN-S032-0031,VKM-SRC-032,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S032-0032,VKM-SRC-032,citation,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S032-0033,VKM-SRC-032,citation,6,DOMAIN,2,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S032-0034,VKM-SRC-032,citation,6,DOMAIN,3,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/primary_source_targets.csv;evidence/sources/repeated_secondary_citations.csv,
EV-VN-S032-0035,VKM-SRC-032,claim,6,UNROUTED,0,,
EV-VN-S032-0036,VKM-SRC-032,claim,6,DOMAIN,3,evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/multi_source_cited_works.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S032-0037,VKM-SRC-032,parameter,6,DOMAIN,4,evidence/materials/mechanics_evidence_catalog.csv;evidence/sources/SOURCE_CITATION_GRAPH.csv;evidence/sources/multi_source_cited_works.csv;evidence/sources/primary_source_targets.csv,
EV-VN-S032-0038,VKM-SRC-032,claim,6,DOMAIN,1,evidence/sources/SOURCE_CITATION_GRAPH.csv,
EV-VN-S032-0039,VKM-SRC-032,claim,6,QA_ONLY,0,,evidence/qa/visual_ocr_qa_ledger.csv
