rank,priority,score,cited_work_id,cited_work_key,cited_work_full,cited_year,cited_type,is_primary,why_primary,worldspec_components,cited_by_sources,n_citing_sources,anchor_vn_ids,corpus_status,external_status,phase1_external_access,phase1_full_text_read,phase1_external_ids,relations,dependent_claims_n,dependent_kinds,dependent_claims,topic_tags,lookup_hint,status,scope,scale,confidence,notes
11,P1,32,CW-0052,bariah|2005|прогноз нарастания оседаний земной поверхности,"Барях, А. А. Прогноз нарастания оседаний земной поверхности при отработке свиты калийных пластов / А. А. Барях, Е. А. Телегина, Н. А. Самоделкина, С. Ю. Девятков // ФТПРПИ, 2005. – № 4. – С. 26-34.",2005,article,UNKNOWN,Барях–Телегина–Самоделкина–Девятков 2005 — оригинал прогнозных графиков нарастания оседаний (функция времени η(t)) для свиты пластов; основа временного развития оседаний в моделях ГИ УрО РАН. EXT-SRC-010 — только DISCOVERY_ONLY.,"physics/processes.py (кинетика оседаний), mathmeta/models.py",VKM-SRC-012;VKM-SRC-023,2,EV-VN-S012-0624;EV-VN-S012-0528;EV-VN-S023-0011;EV-VN-S023-0529,NOT_IN_CORPUS,EXT-SRC-010=DISCOVERY_ONLY,ABSTRACT_ONLY,N,EXTWEB-SUBSIDENCE_FORMULAS-007=METADATA_ONLY:RELATED;EXTWEB-SUBSIDENCE_FORMULAS-021=ABSTRACT_ONLY:SAME_WORK,cites,1,open_question:1,EV-VN-S023-0535,subsidence/InSAR;rheology/properties,J. Min. Sci. 41(4) 312-319 / ФТПРПИ 2005 №4; DOI 10.1007/s10913-005-0096-y,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,HIGH,manual annotation
12,P1,29,CW-0026,kashnikov|2011|определение зон сдвижений подработанной территории,"Кашников Ю.А., Лысков И.А., Мусихин В.В., Гилев М.В. Определение зон сдвижений на подработанной территории Верхнекамского месторождения калийных солей (ВКМКС) по результатам интерферометрической обработки радарных данных // Маркшейдерский вестник, 2011, №3. - С.34-39",2011,article,Y,ПЕРВИЧНАЯ публикация InSAR-зон сдвижений на подработанной территории ВКМКС (Маркшейдерский вестник 2011 №3). Вероятный первоисточник рис. 3/6 автореферата Мусихина (зоны 1–8 над СКРУ-1) и слайдов VKM-SRC-002; в корпусе есть только вторичные пересказы.,"observations/catalog.py (InSAR-модальность, СКРУ-1); chronology (эпохи съёмок)",VKM-SRC-001;VKM-SRC-002,2,EV-VN-S001-0071;EV-VN-S002-0042,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;same_author_series,0,,,subsidence/InSAR;VKM,"Маркшейдерский вестник, 2011, №3, с.34-39 (Кашников, Лысков, Мусихин, Гилев); eLIBRARY",UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,HIGH,manual annotation
13,P1,21,CW-0029,liskov|2012|определение оседаний земной поверхности подработанных,"Лысков И.А., Кашников Ю.А., Мусихин В.В. Определение оседаний земной поверхности подработанных территорий при разработке полезных ископаемых по результатам интерферометрической обработки радарных данных // Физико-технические проблемы разработки полезных ископаемых, 2012, №4. - С. 68-77.",2012,article,Y,"Первичная статья ПНИПУ по определению оседаний подработанных территорий по радарным данным (ВКМКС); источник чисел, повторяемых в слайдах VKM-SRC-002.","observations/catalog.py (InSAR), mathmeta (оператор наблюдения)",VKM-SRC-001;VKM-SRC-002,2,EV-VN-S001-0074;EV-VN-S002-0047,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;same_author_series,0,,,subsidence/InSAR,"ФТПРПИ 2012 (Лысков, Кашников, Мусихин) — проверить том/номер; английская версия J. Mining Science",UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,HIGH,manual annotation
14,P1,21,CW-0034,musihin|2012|мониторинг процессов оседаний земной поверхности,"Мусихин В.В. Мониторинг процессов оседаний земной поверхности в районах интенсивного недропользования на основе интерферометрической обработки данных космического радиолокационного зондирования. Диссертация на соискание ученой степени кандидата технических наук, Пермь, 2012г.",2012,dissertation,Y,"Полный текст канд. диссертации Мусихина 2012 (146 с.); в корпусе только автореферат VKM-SRC-001. Нужны: список сцен ENVISAT/TerraSAR-X, геометрия, опорная точка, значения по зонам СКРУ-1.",observations/catalog.py; chronology/events.py (даты съёмок),VKM-SRC-002;VKM-SRC-010,2,EV-VN-S002-0049;EV-VN-S010-0022,PARTIAL_LOCAL: VKM-SRC-001,NONE,NO_PHASE1_RECORD,N,,cites;same_author_series,0,,,subsidence/InSAR,"ПНИПУ, 2012, спец. 25.00.16; РГБ/диссертационный фонд ПНИПУ",FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,manual annotation
15,P2,125,CW-0085,NOAUTHOR|2004|указания защите рудников затопления охране,"Указания по защите рудников от затопления и охране подрабатываемых объектов в условиях Верхнекамского месторождения калийных солей (технологический регламент). – С.-Петербург, 2004.",2004,normative,Y,Редакция «Указаний» 2004 г. (СПб) — на неё ссылаются VKM-SRC-038/040/025; 29 зависимых записей. Нужна для отслеживания дрейфа норм между редакциями 2004→2008→2014→2022.,engineering rules (история норм),VKM-SRC-038;VKM-SRC-040,2,EV-VN-S038-0042;EV-VN-S040-0420,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,EXTWEB-NORMATIVE-001=FULL_TEXT_READ:RELATED;EXTWEB-NORMATIVE-004=FULL_TEXT_READ:RELATED,cites;reproduces_data;reproduces_figure;reproduces_formula,29,stratigraphic_unit:10;parameter:6;hydro:4;claim:2;engineering_rule:2;subsidence_method:1;formula:1;spatial_entity:1;process_mechanism:1;information_lifecycle:1,EV-VN-S038-0015;EV-VN-S038-0016;EV-VN-S040-0018;EV-VN-S040-0019;EV-VN-S040-0020;EV-VN-S040-0021;EV-VN-S040-0022;EV-VN-S040-0023;EV-VN-S040-0024;EV-VN-S040-0025;EV-VN-S040-0026;EV-VN-S040-0027;EV-VN-S040-0028;EV-VN-S040-0029;EV-VN-S040-0030;EV-VN-S040-0031;EV-VN-S040-0032;EV-VN-S040-0038;EV-VN-S040-0040;EV-VN-S040-0041;EV-VN-S040-0042;EV-VN-S040-0045;EV-VN-S040-0046;EV-VN-S040-0047;EV-VN-S040-0048;EV-VN-S040-0049;EV-VN-S040-0050;EV-VN-S040-0052;EV-VN-S040-0122,subsidence/InSAR;ВЗТ/flooding;VKM,"СПб: ВНИИГ/ГИ УрО РАН, 2004",UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,HIGH,manual annotation
16,P2,119,CW-0005,dzhinoridze|2000|петротектонические основы безопасной эксплуатации верхнекамского,"Джиноридзе Н.М. Петротектонические основы безопасной эксплуатации Верхнекамского месторождения калийно-магниевых солей / Н.М. Джиноридзе. – СПб. − Соликамск: Изд-во ОГУП «Соликамская типография», 2000. – 391 с.",2000,book,UNKNOWN,"Джиноридзе и др. 2000 «Петротектонические основы безопасной эксплуатации ВКМ» — первичный источник петротектонической схемы/зон нарушений ВЗТ; 42 зависимые записи в 5 источниках, в корпусе отсутствует.","geology (тектоника, аномалии ВЗТ), spatial entities",VKM-SRC-011;VKM-SRC-012;VKM-SRC-016;VKM-SRC-025;VKM-SRC-040,5,EV-VN-S011-2176;EV-VN-S011-2737;EV-VN-S011-3006;EV-VN-S011-0273;EV-VN-S011-0450;EV-VN-S011-0526,NOT_IN_CORPUS,NONE,ABSTRACT_ONLY,N,EXTWEB-BOREHOLES_GEOLOGY-009=ABSTRACT_ONLY:SAME_WORK,cites;reproduces_data;reproduces_figure,42,borehole:24;spatial_entity:9;claim:7;visual_check:1;stratigraphic_unit:1,EV-VN-S011-0387;EV-VN-S011-0422;EV-VN-S011-0423;EV-VN-S011-0424;EV-VN-S011-0425;EV-VN-S011-0426;EV-VN-S011-0427;EV-VN-S011-0428;EV-VN-S011-0429;EV-VN-S011-0430;EV-VN-S011-0431;EV-VN-S011-0432;EV-VN-S011-0433;EV-VN-S011-0434;EV-VN-S011-0435;EV-VN-S011-0436;EV-VN-S011-0437;EV-VN-S011-0438;EV-VN-S011-0439;EV-VN-S011-0440;EV-VN-S011-0441;EV-VN-S011-0442;EV-VN-S011-0443;EV-VN-S011-0445;EV-VN-S011-0458;EV-VN-S011-0463;EV-VN-S011-0475;EV-VN-S011-0490;EV-VN-S011-1506;EV-VN-S011-1554;EV-VN-S011-1764;EV-VN-S011-2622;EV-VN-S011-2623;EV-VN-S011-2624;EV-VN-S011-2625;EV-VN-S011-2626;EV-VN-S011-2627;EV-VN-S011-2628;EV-VN-S011-2629;EV-VN-S012-0135;EV-VN-S016-0015;EV-VN-S025-0064,pillars/mining;VKM;tectonics,"СПб: Недра/ВНИИГ, 2000 (Джиноридзе, Аристаров, Поликарпов и др.)",UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,HIGH,manual annotation
17,P2,95,CW-0008,kudriashov|2001|верхнекамское месторождение солей,"Кудряшов А.И. Верхнекамское месторождение солей / А.И. Кудряшов. – Пермь: Изд-во ОГУП «Соликамская типография», 2001. – 427 с.",2001,book,UNKNOWN,,,VKM-SRC-011;VKM-SRC-025;VKM-SRC-027;VKM-SRC-040,4,EV-VN-S011-2252;EV-VN-S011-2748;EV-VN-S011-3234;EV-VN-S011-0527;EV-VN-S025-1092;EV-VN-S025-0070,PARTIAL_LOCAL: VKM-SRC-011,NONE,METADATA_ONLY,N,EXTWEB-BOREHOLES_GEOLOGY-002=METADATA_ONLY:SAME_WORK,cites;reproduces_data;reproduces_figure;same_author_series,30,stratigraphic_unit:11;parameter:7;claim:4;hydro:4;borehole:1;visual_check:1;process_mechanism:1;information_lifecycle:1,EV-VN-S011-1769;EV-VN-S011-1770;EV-VN-S025-0022;EV-VN-S025-0064;EV-VN-S025-0596;EV-VN-S027-0009;EV-VN-S040-0018;EV-VN-S040-0019;EV-VN-S040-0020;EV-VN-S040-0021;EV-VN-S040-0022;EV-VN-S040-0023;EV-VN-S040-0024;EV-VN-S040-0025;EV-VN-S040-0026;EV-VN-S040-0027;EV-VN-S040-0028;EV-VN-S040-0029;EV-VN-S040-0030;EV-VN-S040-0031;EV-VN-S040-0032;EV-VN-S040-0038;EV-VN-S040-0040;EV-VN-S040-0045;EV-VN-S040-0046;EV-VN-S040-0047;EV-VN-S040-0048;EV-VN-S040-0049;EV-VN-S040-0050;EV-VN-S040-0122,VKM,,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
18,P2,89,CW-0067,NOAUTHOR|1979|технологические схемы очистной выемки калийных,"Технологические схемы очистной выемки калийных пластов Верхнекамского месторождения. Пермь, ВНИИГ, 1979 г.",1979,normative,Y,,,VKM-SRC-020;VKM-SRC-028,2,EV-VN-S020-0460;EV-VN-S020-0239;EV-VN-S028-0220,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure,30,stratigraphic_unit:27;claim:1;parameter:1;spatial_entity:1,EV-VN-S020-0005;EV-VN-S020-0008;EV-VN-S020-0011;EV-VN-S020-0017;EV-VN-S020-0020;EV-VN-S020-0021;EV-VN-S020-0022;EV-VN-S020-0023;EV-VN-S020-0024;EV-VN-S020-0025;EV-VN-S020-0026;EV-VN-S020-0027;EV-VN-S020-0028;EV-VN-S020-0029;EV-VN-S020-0030;EV-VN-S020-0031;EV-VN-S020-0032;EV-VN-S020-0033;EV-VN-S020-0034;EV-VN-S020-0035;EV-VN-S020-0036;EV-VN-S020-0037;EV-VN-S020-0038;EV-VN-S020-0039;EV-VN-S020-0040;EV-VN-S020-0041;EV-VN-S020-0042;EV-VN-S020-0043;EV-VN-S020-0044;EV-VN-S020-0045,VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
19,P2,81,CW-0056,kartashov|1979|прочность деформируемость горных пород,"Прочность и деформируемость горных пород / Ю. М. Карташов, Б. В. Матвеев, Г. В. Михеев, А. Б. Фадеев ; под общ. ред. А. Б. Фадеева – М. : Недра, 1979. – 272 с.",1979,book,UNKNOWN,"Карташов и др. 1979 «Прочность и деформируемость горных пород» — первичный источник масштабного эффекта/методик испытаний, 31 зависимая запись в VKM-SRC-012/025 (reproduces_formula).",physics (масштабный переход LAB→MASSIF),VKM-SRC-012;VKM-SRC-025,2,EV-VN-S012-0674;EV-VN-S025-1082;EV-VN-S025-0162;EV-VN-S025-0173;EV-VN-S025-0204,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_formula,31,claim:13;parameter:10;formula:5;engineering_rule:3,EV-VN-S025-0160;EV-VN-S025-0178;EV-VN-S025-0179;EV-VN-S025-0180;EV-VN-S025-0181;EV-VN-S025-0182;EV-VN-S025-0183;EV-VN-S025-0184;EV-VN-S025-0185;EV-VN-S025-0186;EV-VN-S025-0189;EV-VN-S025-0193;EV-VN-S025-0201;EV-VN-S025-0249;EV-VN-S025-0251;EV-VN-S025-0252;EV-VN-S025-0334;EV-VN-S025-0343;EV-VN-S025-0346;EV-VN-S025-0347;EV-VN-S025-0523;EV-VN-S025-0851;EV-VN-S025-0852;EV-VN-S025-0860;EV-VN-S025-0861;EV-VN-S025-0907;EV-VN-S025-0975;EV-VN-S025-0985;EV-VN-S025-0986;EV-VN-S025-0987;EV-VN-S025-0988,,"М.: Недра, 1979",UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,HIGH,manual annotation
20,P2,69,CW-1639,zilbershmidt|1978|каталог физико механических свойств пород,"Зильбершмидт В.Г. Каталог физико-механических свойств пород Верхнекамского калийного месторождения / В.Г. Зильбершмидт, О.А. Тимантеев, А.П. Митус; Перм. политехн. ин-т. – Пермь, 1978. – 73 с.",1978,report,Y,Зильбершмидт и др. 1978 «Каталог физико-механических свойств пород ВКМ» — первичная база испытаний ВНИИГ; 16 зависимых записей в VKM-SRC-025.,physics (свойства пород по пластам),VKM-SRC-025,1,EV-VN-S025-1076;EV-VN-S025-0204,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,16,parameter:11;claim:4;hydro:1,EV-VN-S025-0178;EV-VN-S025-0179;EV-VN-S025-0180;EV-VN-S025-0181;EV-VN-S025-0182;EV-VN-S025-0183;EV-VN-S025-0184;EV-VN-S025-0185;EV-VN-S025-0186;EV-VN-S025-0189;EV-VN-S025-0288;EV-VN-S025-0435;EV-VN-S025-0523;EV-VN-S025-0554;EV-VN-S025-0590;EV-VN-S025-0657,rheology/properties;VKM,"Фонды ВНИИГ/Уралкалий, 1978 (отчёт/каталог)",UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,HIGH,manual annotation
21,P2,67,CW-1669,proskuriakov|1973|физико механические свойства соляных пород,"Проскуряков Н.М. Физико-механические свойства соляных пород / Н.М. Проскуряков, Р.С. Пермяков, А.К. Черников. – Л.: Недра, 1973. – 271 с.",1973,book,UNKNOWN,Проскуряков–Пермяков–Черников 1973 — ранний каталог физико-механических свойств соляных пород (в т.ч. ВКМ); 24 зависимые записи в VKM-SRC-025 (сводные диапазоны §2.3 — не только ВКМ).,"physics (параметры, диапазоны)",VKM-SRC-025,1,EV-VN-S025-1114;EV-VN-S025-0204,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure,24,parameter:11;claim:10;information_lifecycle:1;engineering_rule:1;process_mechanism:1,EV-VN-S025-0176;EV-VN-S025-0177;EV-VN-S025-0178;EV-VN-S025-0179;EV-VN-S025-0180;EV-VN-S025-0181;EV-VN-S025-0182;EV-VN-S025-0183;EV-VN-S025-0184;EV-VN-S025-0185;EV-VN-S025-0186;EV-VN-S025-0189;EV-VN-S025-0190;EV-VN-S025-0193;EV-VN-S025-0195;EV-VN-S025-0197;EV-VN-S025-0201;EV-VN-S025-0249;EV-VN-S025-0288;EV-VN-S025-0373;EV-VN-S025-0376;EV-VN-S025-0416;EV-VN-S025-0523;EV-VN-S025-0682,rheology/properties,"Л.: Недра, 1973",UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,HIGH,manual annotation
22,P2,66,CW-0079,bariah|2021|обоснование инженерных критериев безопасной подработки,"Барях А.А., Тенисон Л.О. Обоснование инженерных критериев безопасной подработки водозащитной толщи на Верхнекамском месторождении солей // Горный журнал. 2021. Т. 2021. № 4. С. 57–63. DOI 10.17580/gzh.2021.04.08.",2021,article,UNKNOWN,"Барях–Тенисон 2021 (Горный журнал №4, с.57–63) — обоснование инженерных критериев безопасной подработки ВЗТ; критерии повторяются в VKM-SRC-021/023. ВКР Филатовой (VKM-SRC-023) приписывает этой работе карту комплексного коэффициента опасности нарушения ВЗТ kо по СКРУ-1 (рис. 40а; табл. 4.1, признак F1 — оцифровка из [35]), а на рис. 24б — работе [32] 2011: конфликт атрибуции LIN-26. Проверить, в какой работе опубликована карта kо и относится ли она к СКРУ-1 (внешнее чтение полного текста EXTWEB-SKRU1_SPECIFIC-002 карты kо в находках не отметило).","physics (критерии ВЗТ), engineering rules; LIN-26 (слои kо/kз.Т ВКР)",VKM-SRC-021;VKM-SRC-023,2,EV-VN-S021-0053;EV-VN-S023-0517;EV-VN-S023-0530,NOT_IN_CORPUS,NONE,FULL_TEXT_READ,Y,EXTWEB-SKRU1_SPECIFIC-002=FULL_TEXT_READ:SAME_WORK,cites;reproduces_data;reproduces_figure,10,claim:4;conflict_note:2;parameter:2;visual_check:2;engineering_rule:1,EV-VN-S021-0019;EV-VN-S021-0030;EV-VN-S023-0319;EV-VN-S023-0320;EV-VN-S023-0405;EV-VN-S023-0407;EV-VN-S023-0418;EV-VN-S023-0424;EV-VN-S023-0429;EV-VN-S023-0532,subsidence/InSAR;ВЗТ/flooding;VKM,"Горный журнал, 2021, №4, с.57–63; DOI 10.17580/gzh.2021.04.08 (rudmet.ru)",UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,HIGH,manual annotation
23,P2,64,CW-0010,solovev|2011|методическое руководство ведению горных работ,"Методическое руководство по ведению горных работ на рудниках ОАО «Сильвинит» / Отв. ред. В.А. Соловьев. Новосибирск: Наука, 2011. 487 с.",2011,normative,Y,"«Методическое руководство по ведению горных работ на рудниках ОАО «Сильвинит»» 2011 (Галургия; Новосибирск: Наука, 487 с.) — нормативный первоисточник параметров систем разработки рудников Сильвинита (в т.ч. СКРУ-1). В корпусе только редакция УФ ВНИИГ 1992 (VKM-SRC-037); EXT-SRC-031 — DISCOVERY_ONLY.",mining/*.py (система разработки СКРУ-1),VKM-SRC-014;VKM-SRC-019;VKM-SRC-026;VKM-SRC-027,4,EV-VN-S014-1265;EV-VN-S014-0011;EV-VN-S019-0041;EV-VN-S026-0166;EV-VN-S027-0067,NOT_IN_CORPUS,EXT-SRC-031=DISCOVERY_ONLY,METADATA_ONLY,N,EXTWEB-NORMATIVE-010=METADATA_ONLY:SAME_WORK,cites;reproduces_data;reproduces_formula;same_author_series,7,engineering_rule:2;claim:2;conflict_note:1;mining_geometry:1;formula:1,EV-VN-S014-1273;EV-VN-S019-0022;EV-VN-S026-0003;EV-VN-S026-0016;EV-VN-S027-0009;EV-VN-S027-0014;EV-VN-S027-0058,pillars/mining;VKM,"Новосибирск: Наука, 2011, 487 с. (отв. ред. В.А. Соловьев)",UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,HIGH,manual annotation
24,P2,63,CW-0021,NOAUTHOR|2008|указания защите рудников затопления охране,"Указания по защите рудников от затопления и охране подрабатываемых объектов в условиях Верхнекамского месторождения калийных солей (технологический регламент). – СПб., 2008.",2008,normative,Y,"Редакция «Указаний» 2008 г.; цитируется VKM-SRC-011/027/033. Нужна для сверки значений [C] и критериев, различающихся между редакциями.",engineering rules,VKM-SRC-011;VKM-SRC-027;VKM-SRC-033,3,EV-VN-S011-2395;EV-VN-S011-0454;EV-VN-S027-0066;EV-VN-S033-0032,NOT_IN_CORPUS,EXT-SRC-032=DISCOVERY_ONLY,NO_PHASE1_RECORD,N,EXTWEB-NORMATIVE-004=FULL_TEXT_READ:RELATED,cites;reproduces_data;reproduces_figure;reproduces_formula,6,claim:2;chronology_event:1;visual_check:1;formula:1;engineering_rule:1,EV-VN-S011-0382;EV-VN-S011-2076;EV-VN-S027-0009;EV-VN-S027-0011;EV-VN-S027-0058;EV-VN-S033-0004,ВЗТ/flooding;VKM,"СПб, 2008",UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,HIGH,manual annotation
25,P2,59,CW-1683,NOAUTHOR|2004|указания защите рудников затопления охране,"Указания по защите рудников от затопления и охране объектов на земной поверхности от вредного влияния подземных горных разработок в условиях Верхнекамского месторождения калийных солей. – Л.: ВНИИГ, 2004. – 88 с.",2004,normative,Y,,,VKM-SRC-025,1,EV-VN-S025-1129,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,EXTWEB-NORMATIVE-001=FULL_TEXT_READ:RELATED;EXTWEB-NORMATIVE-002=FULL_TEXT_READ:RELATED;EXTWEB-NORMATIVE-004=FULL_TEXT_READ:RELATED,cites;reproduces_data;reproduces_figure;reproduces_formula,8,engineering_rule:3;formula:1;parameter:1;claim:1;chronology_event:1;visual_check:1,EV-VN-S025-0132;EV-VN-S025-0344;EV-VN-S025-0345;EV-VN-S025-0354;EV-VN-S025-0523;EV-VN-S025-0524;EV-VN-S025-0653;EV-VN-S025-0654,ВЗТ/flooding;VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
26,P2,57,CW-0933,kassin|1991|тектонике пермских образований вкм данным,"Кассин Г.Г., Филатов В.В., Суворов В.В. О тектонике пермских образований ВКМ по данным гравиметрии и магнитометрии / Проблемы комплексного изучения водозащитной толщи на месторождениях калийных солей: мат-лы III рег. сов-я. Пермь: УФ ВНИИГ, 1991. С. 50–56.",1991,article,UNKNOWN,,,VKM-SRC-011,1,EV-VN-S011-3144;EV-VN-S011-0532;EV-VN-S011-0641,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure,25,spatial_entity:25,EV-VN-S011-2534;EV-VN-S011-2535;EV-VN-S011-2536;EV-VN-S011-2537;EV-VN-S011-2538;EV-VN-S011-2539;EV-VN-S011-2540;EV-VN-S011-2541;EV-VN-S011-2542;EV-VN-S011-2543;EV-VN-S011-2544;EV-VN-S011-2545;EV-VN-S011-2546;EV-VN-S011-2547;EV-VN-S011-2548;EV-VN-S011-2551;EV-VN-S011-2552;EV-VN-S011-2553;EV-VN-S011-2554;EV-VN-S011-2555;EV-VN-S011-2556;EV-VN-S011-2557;EV-VN-S011-2558;EV-VN-S011-2559;EV-VN-S011-2560,ВЗТ/flooding;VKM;tectonics,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
27,P2,52,CW-0009,kudriashov|2004|разрывная тектоника верхнекамского месторождения солей,"Разрывная тектоника Верхнекамского месторождения солей / А.И. Кудряшов, В.Е. Васюков, Г.С. Фон-дер-лаасс идр.; Под науч.ред. А.И. Кудряшова – Пермь: ГИ УрО РАН, 2004. – 194 с.: ил. 65. – Библиогр.: с. 158-167. – ISBN 5-89095-096-07",2004,book,UNKNOWN,Кудряшов и др. 2004 «Разрывная тектоника ВКМ» — первичная карта разрывных нарушений; воспроизводится VKM-SRC-011/012/018/023.,"geology/boreholes.py? нет — spatial_entity (разломы), geology",VKM-SRC-011;VKM-SRC-012;VKM-SRC-018;VKM-SRC-023,4,EV-VN-S011-2257;EV-VN-S011-3260;EV-VN-S011-0022;EV-VN-S011-0640;EV-VN-S012-0675;EV-VN-S018-0087,NOT_IN_CORPUS,NONE,ABSTRACT_ONLY,N,EXTWEB-BOREHOLES_GEOLOGY-003=ABSTRACT_ONLY:SAME_WORK,cites;reproduces_data;reproduces_figure;same_author_series,4,spatial_entity:1;claim:1;chronology_event:1;stratigraphic_unit:1,EV-VN-S012-0133;EV-VN-S012-0137;EV-VN-S018-0004;EV-VN-S023-0128,pillars/mining;VKM;tectonics,"Пермь: ГИ УрО РАН, 2004",UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,HIGH,manual annotation
28,P2,49,CW-0051,asanov|1999|экспериментальное определение напряжений соляном массиве,"Асанов В.А. Экспериментальное определение напряжений в соляном массиве с использованием эффекта Кайзера / В.А. Асанов, В.Н. Токсаров // Труды Межд. конф. «Геодинамика и напряженное состояние недр Земли», 4-7 октября 1999 г. – Новосибирск, 1999. – С. 147-151.",1999,article,Y,"Асанов–Токсаров 1999 — эксперимент по напряжениям в соляном массиве (эффект Кайзера); первичные натурные данные напряжений ВКМ, используемые VKM-SRC-012/029.","physics (начальное НДС), observations (stress)",VKM-SRC-012;VKM-SRC-029,2,EV-VN-S012-0619;EV-VN-S029-0347,NOT_IN_CORPUS,NONE,METADATA_ONLY,N,EXTWEB-RHEOLOGY_MECH-010=METADATA_ONLY:RELATED;EXTWEB-RHEOLOGY_MECH-020=METADATA_ONLY:SAME_WORK,cites;reproduces_data;reproduces_figure;reproduces_formula;same_author_series,11,stress_measurement:2;formula:2;parameter:2;conflict_note:1;process_mechanism:1;chronology_event:1;visual_check:1;claim:1,EV-VN-S012-0071;EV-VN-S012-0072;EV-VN-S029-0048;EV-VN-S029-0051;EV-VN-S029-0055;EV-VN-S029-0056;EV-VN-S029-0057;EV-VN-S029-0080;EV-VN-S029-0086;EV-VN-S029-0088;EV-VN-S029-0089,stress,"ГИ УрО РАН, 1999 (сборник/журнал — уточнить)",UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,HIGH,manual annotation
29,P2,47,CW-1881,NOAUTHOR|1985|указания охране зданий сооружений природных,"Указания по охране зданий, сооружений и природных объектов от вредного влияния подземных горных разработок и по охране рудников от затопления в условиях Верхнекамского месторождения калийных солей.— Л.: ВНИИГ, 1985.— 232 с.",1985,normative,Y,"«Указания…» 1985 (Л.: ВНИИГ, 232 с.) — VKM-SRC-037 ссылается на них [20] как на источник табл. 1.5 (стандартные прочности 21,5/23,0/19,0/11,5 МПа, σ∞, ρ), коэффициентов K1/K2/K5, мощности ВЗТ и ширины зоны смягчения. Те же прочности проходят в «Указания» 2022 [69] (LIN-25; группа пласта КрI сменилась). Нужна, чтобы отличить воспроизведение норм 1985 г. в руководстве 1990/92 от новых правил.","engineering rules (история норм); physics (нормативные прочности, LAB)",VKM-SRC-037,1,EV-VN-S037-1228;EV-VN-S037-0149;EV-VN-S037-0887;EV-VN-S037-0957,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,EXTWEB-NORMATIVE-001=FULL_TEXT_READ:RELATED;EXTWEB-NORMATIVE-002=FULL_TEXT_READ:RELATED;EXTWEB-NORMATIVE-004=FULL_TEXT_READ:RELATED,cites;reproduces_data;reproduces_formula,5,formula:2;engineering_rule:1;conflict_note:1;information_lifecycle:1,EV-VN-S037-0884;EV-VN-S037-0944;EV-VN-S037-0952;EV-VN-S037-1231;EV-VN-S037-1250,ВЗТ/flooding;VKM,"Л.: ВНИИГ, 1985, 232 с.; фонды АО «ВНИИ Галургии» / РГБ",UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,HIGH,manual annotation
