vn_id,kind,source_id,pdf_page,locator_extra,in_merged,model_ids,disposition,reason
EV-VN-S026-0137,formula,VKM-SRC-026,29,"§5.2, сноски 14, 15",True,MM-MINE-010,MAPPED,
EV-VN-S026-0138,formula,VKM-SRC-026,29,§5.3,True,MM-ECON-004,MAPPED,
EV-VN-S026-0139,formula,VKM-SRC-026,30,"§5.3, сноска 17",True,MM-ECON-004,MAPPED,
EV-VN-S026-0140,formula,VKM-SRC-026,30,§5.3 p30-31,True,MM-ECON-004,MAPPED,
EV-VN-S026-0144,formula,VKM-SRC-026,31,§5.3,True,MM-ECON-004,MAPPED,
EV-VN-S027-0014,engineering_rule,VKM-SRC-027,3,§ нормативная база,True,,EXCLUDED,CONTEXT: соответствие ФНП (без уравнения)
EV-VN-S027-0016,engineering_rule,VKM-SRC-027,3,§ меры для сложных условий,True,,EXCLUDED,DESIGN_VALUE: размеры панелей/блоков Усольского КК (→ MINING поток)
EV-VN-S027-0019,engineering_rule,VKM-SRC-027,3,§ допустимая степень нагружения,True,MM-PILLAR-010,MAPPED,
EV-VN-S027-0021,engineering_rule,VKM-SRC-027,4,§ методика,True,MM-PILLAR-007,MAPPED,
EV-VN-S027-0058,formula,VKM-SRC-027,6,Табл. 2 / § методика (формула отсутствует),True,MM-PILLAR-007,MAPPED,
EV-VN-S027-0063,engineering_rule,VKM-SRC-027,6,"Выводы, п. 3",True,,EXCLUDED,DESIGN_PRINCIPLE: расчёт по наихудшим исходным данным (без уравнения)
EV-VN-S028-0012,engineering_rule,VKM-SRC-028,6,"разд.1, п.1 Проходческо-очистные комбайны, общие требования",True,,EXCLUDED,DESIGN_RULE: форма сечения комбайновых выработок
EV-VN-S028-0017,engineering_rule,VKM-SRC-028,8,разд.1,True,,EXCLUDED,EQUIPMENT: дискретные типоразмеры органов
EV-VN-S028-0019,engineering_rule,VKM-SRC-028,8,разд.1,True,,EXCLUDED,EQUIPMENT: автоматическое вождение
EV-VN-S028-0031,engineering_rule,VKM-SRC-028,18,"§2.1.1 Исполнительные органы, требования",True,,EXCLUDED,EQUIPMENT: регулирование органа по гипсометрии
EV-VN-S028-0068,engineering_rule,VKM-SRC-028,65,§2.1.3,True,,EXCLUDED,EQUIPMENT: удержание на пологих пластах
EV-VN-S028-0082,engineering_rule,VKM-SRC-028,90,"§2.2.1, текст стр. 90-92, рис. 2.45-2.47",True,,EXCLUDED,EQUIPMENT: D и L органов (без уравнения)
EV-VN-S028-0116,engineering_rule,VKM-SRC-028,191,§3.4 Электроснабжение комбайнов,True,,EXCLUDED,EQUIPMENT_LIMIT: кабель ≤350 м
EV-VN-S028-0129,engineering_rule,VKM-SRC-028,267,§4.1.5 Совместная работа комбайнов с бункером-перегружателем; дистанционное управление при признаках выброса,True,,EXCLUDED,SAFETY_RULE: дистанционное управление при признаках выброса
EV-VN-S028-0134,formula,VKM-SRC-028,268,§4.1.6 Защита и контроль; уставка ПМЗ (формула без номера),True,MM-ELEC-001,MAPPED,
EV-VN-S028-0135,formula,VKM-SRC-028,269,§4.1.6 Защита и контроль; проверка уставки по току двухфазного КЗ,True,MM-ELEC-001,MAPPED,
EV-VN-S028-0140,engineering_rule,VKM-SRC-028,293,§5.1.3 Монтаж комбайнов,True,,EXCLUDED,SAFETY_RULE: монтажные камеры
EV-VN-S028-0154,engineering_rule,VKM-SRC-028,316,§5.4.2 Монтаж конвейеров и подготовка их к работе,True,,EXCLUDED,EQUIPMENT_RULE: конвейерный штрек
EV-VN-S028-0159,engineering_rule,VKM-SRC-028,321,"§6.1 Подготовка комбайнов к работе, п.1.5",True,,EXCLUDED,SAFETY_RULE: проверка кровли
EV-VN-S028-0165,engineering_rule,VKM-SRC-028,325,§6.1,True,,EXCLUDED,EQUIPMENT_RULE: нагрузка двигателей
EV-VN-S028-0169,engineering_rule,VKM-SRC-028,330,"§6.3 (повторено §6.4, p.332)",True,,EXCLUDED,SAFETY_RULE: газовый режим
EV-VN-S028-0178,engineering_rule,VKM-SRC-028,386,§7.4,True,,EXCLUDED,SAFETY_RULE: кровля перед ремонтом
EV-VN-S028-0188,engineering_rule,VKM-SRC-028,413,§9.1 «Передвижение самоходных вагонов по выработкам»,True,,EXCLUDED,SAFETY_LIMIT: зазоры для самоходного вагона
EV-VN-S028-0193,engineering_rule,VKM-SRC-028,418,§9.2-9.3,True,,EXCLUDED,SAFETY_RULE: бункер-перегружатель
EV-VN-S029-0024,formula,VKM-SRC-029,15,"формулы (1.1)-(1.3), Рис. 1.2",True,MM-STRESS-002,MAPPED,
EV-VN-S029-0028,formula,VKM-SRC-029,16,"§1.1.2 HTPF, рис. 1.3",True,MM-STRESS-002,MAPPED,
EV-VN-S029-0029,formula,VKM-SRC-029,18,"формулы (1.5)-(1.6), рис. 1.4",True,MM-STRESS-002,MAPPED,
EV-VN-S029-0041,formula,VKM-SRC-029,27,"формула (1.7), рис. 1.10",True,MM-STRESS-004,MAPPED,
EV-VN-S029-0051,formula,VKM-SRC-029,39,"§1.2.3, закономерность 1-2 (in-text)",True,MM-STRESS-005,MAPPED,
EV-VN-S029-0067,formula,VKM-SRC-029,48,"§1.3.2, способ 3 (in-text)",True,MM-STRESS-005,MAPPED,
EV-VN-S029-0086,formula,VKM-SRC-029,55,"формула (1.8), refs [62, 67-69]",True,MM-STRESS-006,MAPPED,
EV-VN-S029-0108,formula,VKM-SRC-029,65,"§2.1, ref [80]",True,MM-STRESS-008,MAPPED,
EV-VN-S029-0112,formula,VKM-SRC-029,67,"формулы (2.1, 2.2), ref [56]",True,MM-STRESS-007,MAPPED,
EV-VN-S029-0155,formula,VKM-SRC-029,90,Рис. 3.1,True,MM-STR-009,MAPPED,
EV-VN-S029-0177,formula,VKM-SRC-029,102,"формула (3.1), ref [17]",True,MM-STRESS-008,MAPPED,
EV-VN-S029-0181,formula,VKM-SRC-029,105,"формула (3.2), ref [95]",True,MM-STRESS-008,MAPPED,
EV-VN-S029-0194,formula,VKM-SRC-029,110,"§4.1.1, Рис. 4.1",True,MM-STRESS-008,MAPPED,
EV-VN-S029-0220,formula,VKM-SRC-029,126,§4.3 пп.2-4,True,MM-STRESS-005,MAPPED,
EV-VN-S029-0222,formula,VKM-SRC-029,127,§4.3 пп.5-6,True,MM-STRESS-005,MAPPED,
EV-VN-S030-0042,formula,VKM-SRC-030,4,формула (1),True,MM-STRESS-003,MAPPED,
EV-VN-S030-0043,formula,VKM-SRC-030,5,формула (2),True,MM-STRESS-003,MAPPED,
EV-VN-S030-0044,formula,VKM-SRC-030,5,формула (3),True,MM-STRESS-003,MAPPED,
EV-VN-S030-0045,formula,VKM-SRC-030,5,формула (4),True,MM-STRESS-003,MAPPED,
EV-VN-S030-0046,formula,VKM-SRC-030,5,формула (5),True,MM-STRESS-003,MAPPED,
EV-VN-S030-0047,formula,VKM-SRC-030,5,p.5 before Табл. 2,True,MM-STRESS-001,MAPPED,
EV-VN-S030-0049,engineering_rule,VKM-SRC-030,5,p.5,True,MM-STRESS-003,MAPPED,
EV-VN-S031-0002,formula,VKM-SRC-031,1,Введение,True,MM-PILLAR-010,MAPPED,
EV-VN-S031-0005,formula,VKM-SRC-031,1,§Методы и подходы,True,MM-PILLAR-010,MAPPED,
EV-VN-S031-0009,formula,VKM-SRC-031,2,§Методы и подходы,True,MM-SUBS-011,MAPPED,
EV-VN-S031-0010,subsidence_method,VKM-SRC-031,2,§Методы и подходы,True,MM-SUBS-011,MAPPED,
EV-VN-S031-0012,rheology_law,VKM-SRC-031,2,§Методы и подходы,True,MM-CREEP-012,MAPPED,
EV-VN-S031-0019,formula,VKM-SRC-031,3,§Результаты,True,MM-PILLAR-001,MAPPED,
EV-VN-S032-0003,formula,VKM-SRC-032,1,формула (1),True,MM-PILLAR-010,MAPPED,
EV-VN-S032-0004,engineering_rule,VKM-SRC-032,1,формула (1),True,MM-PILLAR-010,MAPPED,
EV-VN-S032-0006,formula,VKM-SRC-032,2,p2 текст,True,MM-PILLAR-008,MAPPED,
EV-VN-S032-0007,formula,VKM-SRC-032,2,p2 текст,True,MM-PILLAR-008,MAPPED,
EV-VN-S032-0008,formula,VKM-SRC-032,2,формула (3),True,MM-PILLAR-008,MAPPED,
EV-VN-S032-0020,formula,VKM-SRC-032,4,формула (4),True,MM-PILLAR-008,MAPPED,
EV-VN-S033-0004,engineering_rule,VKM-SRC-033,1,Введение; ref [1],True,MM-PILLAR-006,MAPPED,
EV-VN-S033-0015,formula,VKM-SRC-033,2,p2,True,MM-PILLAR-011,MAPPED,
EV-VN-S033-0016,formula,VKM-SRC-033,2,формула (1),True,MM-PILLAR-011,MAPPED,
EV-VN-S034-0004,engineering_rule,VKM-SRC-034,1,вводная часть,True,,EXCLUDED,MONITORING_RULE: устойчивость МКЦ по скорости деформирования → решения о закладке (без уравнения; → MONITORING_LIFECYCLE)
EV-VN-S034-0005,subsidence_method,VKM-SRC-034,1,вводная часть,True,MM-CREEP-012,MAPPED,
EV-VN-S034-0029,formula,VKM-SRC-034,2,§ участок 2 (пересчёт конвергенции в продольную деформацию),True,MM-PILLAR-009,MAPPED,
EV-VN-S034-0041,subsidence_method,VKM-SRC-034,4,весь текст,True,MM-PILLAR-009,MAPPED,
EV-VN-S035-0006,subsidence_method,VKM-SRC-035,1,введение; рис. 1; ссылка [1],True,MM-CREEP-012,MAPPED,
EV-VN-S035-0016,formula,VKM-SRC-035,3,"подписи Рис. 2б, Рис. 3, Рис. 5",True,MM-WPS-007,MAPPED,
EV-VN-S035-0020,engineering_rule,VKM-SRC-035,4,текст p.4-5; Рис. 5,True,MM-WPS-007,MAPPED,
EV-VN-S036-0017,formula,VKM-SRC-036,2,"eq. (1), §Mathematical model",True,MM-CREEP-103,MAPPED,
EV-VN-S036-0018,formula,VKM-SRC-036,3,eq. (2),True,MM-CREEP-103,MAPPED,
EV-VN-S036-0020,formula,VKM-SRC-036,3,eq. (3),True,MM-STR-010,MAPPED,
EV-VN-S036-0021,formula,VKM-SRC-036,3,eq. (4),True,MM-STR-010,MAPPED,
EV-VN-S036-0022,formula,VKM-SRC-036,3,eq. (5),True,MM-STR-011,MAPPED,
EV-VN-S036-0023,formula,VKM-SRC-036,3,eq. (6),True,MM-STR-011,MAPPED,
EV-VN-S036-0026,formula,VKM-SRC-036,4,eq. (7),True,MM-NUM-001,MAPPED,
EV-VN-S036-0027,formula,VKM-SRC-036,4,eq. (8),True,MM-NUM-001,MAPPED,
EV-VN-S036-0028,formula,VKM-SRC-036,4,eq. (9),True,MM-NUM-001,MAPPED,
EV-VN-S036-0030,rheology_law,VKM-SRC-036,4,"eq. (10)-(11), §Viscoplasticity laws: Bingham's law",True,MM-CREEP-018,MAPPED,
EV-VN-S036-0031,formula,VKM-SRC-036,4,eq. (10),True,MM-CREEP-018,MAPPED,
EV-VN-S036-0032,formula,VKM-SRC-036,4,eq. (11),True,MM-CREEP-018,MAPPED,
EV-VN-S036-0034,formula,VKM-SRC-036,5,eq. (12),True,MM-CREEP-018,MAPPED,
EV-VN-S036-0035,formula,VKM-SRC-036,5,eq. (13),True,MM-CREEP-018,MAPPED,
EV-VN-S036-0037,formula,VKM-SRC-036,5,eq. (14),True,MM-STR-010,MAPPED,
EV-VN-S036-0039,formula,VKM-SRC-036,5,eq. (15),True,MM-CREEP-018,MAPPED,
EV-VN-S036-0041,formula,VKM-SRC-036,6,eq. (16),True,MM-STR-010,MAPPED,
EV-VN-S036-0042,formula,VKM-SRC-036,6,eq. (17),True,MM-CREEP-018,MAPPED,
EV-VN-S036-0044,rheology_law,VKM-SRC-036,6,Table 1: “Mohr-Coulomb + Bingham” model parameters,True,MM-CREEP-018,MAPPED,
EV-VN-S036-0046,formula,VKM-SRC-036,6,eq. (18),True,MM-CREEP-018,MAPPED,
EV-VN-S036-0047,formula,VKM-SRC-036,6,eq. (19),True,MM-CREEP-018,MAPPED,
EV-VN-S036-0048,formula,VKM-SRC-036,7,eq. (20),True,MM-STR-011,MAPPED,
EV-VN-S036-0049,rheology_law,VKM-SRC-036,7,Table 2: “Volumetric + Bingham” model parameters,True,MM-CREEP-018,MAPPED,
EV-VN-S036-0052,rheology_law,VKM-SRC-036,7,"eq. (21)-(22), §Duvaut-Lions law",True,MM-CREEP-019,MAPPED,
EV-VN-S036-0053,formula,VKM-SRC-036,7,eq. (21),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0054,formula,VKM-SRC-036,7,eq. (22),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0055,formula,VKM-SRC-036,8,eq. (23),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0056,formula,VKM-SRC-036,8,eq. (24),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0057,formula,VKM-SRC-036,8,eq. (25),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0058,formula,VKM-SRC-036,8,eq. (26),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0059,formula,VKM-SRC-036,8,eq. (27),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0060,formula,VKM-SRC-036,8,eq. (28),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0061,formula,VKM-SRC-036,9,eq. (29),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0062,formula,VKM-SRC-036,9,eq. (30),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0064,rheology_law,VKM-SRC-036,9,Table 3: “Mohr-Coulomb + Duvaut-Lions” model parameters,True,MM-CREEP-019,MAPPED,
EV-VN-S036-0067,formula,VKM-SRC-036,9,eq. (31),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0068,formula,VKM-SRC-036,9,eq. (32),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0069,formula,VKM-SRC-036,10,eq. (33),True,MM-CREEP-019,MAPPED,
EV-VN-S036-0070,rheology_law,VKM-SRC-036,10,Table 4: “Volumetric + Duvaut-Lions” model parameters,True,MM-CREEP-019,MAPPED,
EV-VN-S036-0072,rheology_law,VKM-SRC-036,10,"eq. (34), §Perzyna's law",True,MM-CREEP-020,MAPPED,
EV-VN-S036-0073,formula,VKM-SRC-036,10,eq. (34),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0077,formula,VKM-SRC-036,11,eq. (35),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0078,formula,VKM-SRC-036,11,eq. (36),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0079,formula,VKM-SRC-036,11,eq. (37),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0081,formula,VKM-SRC-036,11,eq. (38),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0083,formula,VKM-SRC-036,11,eq. (39),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0084,formula,VKM-SRC-036,11,eq. (40),True,MM-STR-010,MAPPED,
EV-VN-S036-0085,formula,VKM-SRC-036,11,eq. (41),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0086,formula,VKM-SRC-036,12,eq. (42),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0087,formula,VKM-SRC-036,12,eq. (43),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0089,formula,VKM-SRC-036,12,eq. (44),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0090,formula,VKM-SRC-036,12,eq. (45),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0091,rheology_law,VKM-SRC-036,12,Table 5: “Mohr-Coulomb + Perzyna” model parameters,True,MM-CREEP-020,MAPPED,
EV-VN-S036-0093,formula,VKM-SRC-036,13,eq. (46),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0094,formula,VKM-SRC-036,13,eq. (47),True,MM-STR-011,MAPPED,
EV-VN-S036-0095,formula,VKM-SRC-036,13,eq. (48),True,MM-CREEP-020,MAPPED,
EV-VN-S036-0096,rheology_law,VKM-SRC-036,13,Table 6: “Volumetric + Perzyna” model parameters,True,MM-CREEP-020,MAPPED,
EV-VN-S036-0099,rheology_law,VKM-SRC-036,14,"eq. (49)-(51), §Perić's law",True,MM-CREEP-021,MAPPED,
EV-VN-S036-0100,formula,VKM-SRC-036,14,eq. (49),True,MM-CREEP-021,MAPPED,
EV-VN-S036-0101,formula,VKM-SRC-036,14,eq. (50),True,MM-CREEP-021,MAPPED,
EV-VN-S036-0102,formula,VKM-SRC-036,14,eq. (51),True,MM-CREEP-021,MAPPED,
EV-VN-S036-0103,formula,VKM-SRC-036,14,eq. (52),True,MM-CREEP-021,MAPPED,
EV-VN-S036-0104,formula,VKM-SRC-036,14,eq. (53),True,MM-CREEP-021,MAPPED,
EV-VN-S036-0106,formula,VKM-SRC-036,14,eq. (54),True,MM-CREEP-021,MAPPED,
EV-VN-S036-0107,formula,VKM-SRC-036,15,eq. (55),True,MM-CREEP-021,MAPPED,
EV-VN-S036-0108,rheology_law,VKM-SRC-036,15,Table 7: “Mohr-Coulomb + Perić” model parameters,True,MM-CREEP-021,MAPPED,
EV-VN-S036-0110,formula,VKM-SRC-036,15,eq. (56),True,MM-CREEP-021,MAPPED,
EV-VN-S036-0111,formula,VKM-SRC-036,15,eq. (57),True,MM-CREEP-021,MAPPED,
EV-VN-S036-0116,rheology_law,VKM-SRC-036,16,Table 8: “Volumetric + Perić” model parameters,True,MM-CREEP-021,MAPPED,
EV-VN-S037-0049,engineering_rule,VKM-SRC-037,5,§1.1.2,True,,EXCLUDED,DEFINITION: кровля ВЗТ по верхнему соляному прослою (геология)
EV-VN-S037-0119,formula,VKM-SRC-037,10,"§1.2.1, эмпирическая зависимость σсж(h/d)",True,MM-LAB-001,MAPPED,
EV-VN-S037-0126,formula,VKM-SRC-037,11,"Табл. 1.1, строка 1 (рекомендация Международного бюро по механике горных пород)",True,MM-LAB-002,MAPPED,
EV-VN-S037-0127,formula,VKM-SRC-037,11,"Табл. 1.1, строка 2 (рекомендация ВНИМИ)",True,MM-LAB-003,MAPPED,
EV-VN-S037-0128,formula,VKM-SRC-037,11,"Табл. 1.1, строка 3 (коэффициент Церна)",True,MM-LAB-004,MAPPED,
EV-VN-S037-0129,formula,VKM-SRC-037,11,"Табл. 1.1, строка 4 (рекомендация УФ ВНИИГ)",True,MM-LAB-001,MAPPED,
EV-VN-S037-0130,formula,VKM-SRC-037,11,"§1.2.1, коэффициент относительного изменения прочности",True,MM-LAB-005,MAPPED,
EV-VN-S037-0139,formula,VKM-SRC-037,12,"§1.2.1, определение модуля упругости",True,MM-LAB-005,MAPPED,
EV-VN-S037-0140,formula,VKM-SRC-037,12,"§1.2.1, определение модуля деформации",True,MM-LAB-005,MAPPED,
EV-VN-S037-0143,rheology_law,VKM-SRC-037,13,Рис. 1.13,True,MM-CREEP-002,MAPPED,
EV-VN-S037-0145,formula,VKM-SRC-037,13,"§1.2.1, коэффициент Пуассона",True,MM-LAB-005,MAPPED,
EV-VN-S037-0146,formula,VKM-SRC-037,13,"§1.2.1, коэффициент поперечной деформации",True,MM-LAB-005,MAPPED,
EV-VN-S037-0174,engineering_rule,VKM-SRC-037,15,"Табл. 1.5, примечание",True,,EXCLUDED,USAGE_RULE: усреднённые характеристики табл. 1.5 только при отсутствии данных участка (учесть в параметрах)
EV-VN-S037-0205,engineering_rule,VKM-SRC-037,19,§1.3.2,True,,EXCLUDED,DESIGN_RULE: панельная подготовка (ширина панели 400 м)
EV-VN-S037-0223,engineering_rule,VKM-SRC-037,23,"§1.3.3, высота камер",True,,EXCLUDED,DESIGN_RULE: высота камер = мощность пласта (В ≤ 10 м)
EV-VN-S037-0224,engineering_rule,VKM-SRC-037,23,"§1.3.3, «зоны смягчения»",True,,EXCLUDED,DESIGN_RULE: зоны смягчения (без уравнения)
EV-VN-S037-0262,engineering_rule,VKM-SRC-037,30,"§1.3.6, маломощные пласты",True,,EXCLUDED,"CLASSIFICATION: маломощные пласты ≤3,5 м"
EV-VN-S037-0280,engineering_rule,VKM-SRC-037,34,"§2.2, с.67; рис. 2.4",True,,EXCLUDED,TECHNOLOGY_RULE: перемычки с врубами
EV-VN-S037-0301,engineering_rule,VKM-SRC-037,36,"§2.4, с.70",True,,EXCLUDED,"TECHNOLOGY_RULE: прямой порядок отработки панелей СКПРУ-1, временные целики"
EV-VN-S037-0305,engineering_rule,VKM-SRC-037,36,"§2.6, с.71",True,,EXCLUDED,DESIGN_VALUE: временные целики 400/160 м (СКПРУ-3)
EV-VN-S037-0340,engineering_rule,VKM-SRC-037,42,"§2.8, с.83",True,,EXCLUDED,NO_EQUATION: запрет подземных складов токсичных отходов
EV-VN-S037-0347,engineering_rule,VKM-SRC-037,42,"§2.8, с.83–84",True,,EXCLUDED,NO_EQUATION: подземная лечебница
EV-VN-S037-0348,engineering_rule,VKM-SRC-037,43,"§2.9, с.84; рис. 2.19–2.20",True,,EXCLUDED,NO_EQUATION: шламовые камеры (размещение)
EV-VN-S037-0373,engineering_rule,VKM-SRC-037,48,"§3.4, с.95–96; рис. 3.11",True,,EXCLUDED,TECHNOLOGY_RULE: разрезные выработки в складчатом пласте Вк
EV-VN-S037-0380,engineering_rule,VKM-SRC-037,50,"§3.4, с.98; рис. 3.16",True,,EXCLUDED,TECHNOLOGY_RULE: 2 ч проветривания после взрывания
EV-VN-S037-0388,engineering_rule,VKM-SRC-037,52,"рис. 3.19 а–г; §3.5, с.99",True,,EXCLUDED,"TECHNOLOGY_RULE: дренажные шпуры 1,2–4 м"
EV-VN-S037-0400,engineering_rule,VKM-SRC-037,54,рис. 3.23 подпись (БКЗ-4),True,,EXCLUDED,DESIGN_RULE: выбор схемы многопластовой выемки по мощности ВЗТ (>80 / >60 м)
EV-VN-S037-0417,engineering_rule,VKM-SRC-037,56,рис. 3.32 а–г (варианты отработки при вскрытии складок),True,,EXCLUDED,TECHNOLOGY_RULE: проход складок комбайном
EV-VN-S037-0419,engineering_rule,VKM-SRC-037,57,"§3.10, с.112; рис. 3.35",True,,EXCLUDED,TECHNOLOGY_RULE: разрезная выработка у почвы
EV-VN-S037-0433,engineering_rule,VKM-SRC-037,60,"§3.11, с.118 (СКПРУ-1)",True,,EXCLUDED,"TECHNOLOGY_RULE: 2 ч проветривания (СКПРУ-1, пласт В)"
EV-VN-S037-0440,engineering_rule,VKM-SRC-037,62,Рис. 3.47 (с.122),True,MM-PILLAR-003,MAPPED,
EV-VN-S037-0445,engineering_rule,VKM-SRC-037,63,"§3.14, меры безопасности (с.125)",True,,EXCLUDED,DESIGN_LIMIT: междупластье БВ ≥ 2 м
EV-VN-S037-0476,formula,VKM-SRC-037,72,§4.2 (с.143),True,MM-BACKFILL-003,MAPPED,
EV-VN-S037-0480,engineering_rule,VKM-SRC-037,75,§4.3 (с.148),True,MM-BACKFILL-003,MAPPED,
EV-VN-S037-0484,engineering_rule,VKM-SRC-037,75,§4.4 (с.148),True,,EXCLUDED,TECHNOLOGY_RULE: чередование шламовых камер
EV-VN-S037-0485,engineering_rule,VKM-SRC-037,75,§4.4 (с.148–149),True,,EXCLUDED,TECHNOLOGY_RULE: намывные перемычки
EV-VN-S037-0494,engineering_rule,VKM-SRC-037,77,§4.6 (с.153),True,,EXCLUDED,DESIGN_RULE: шламовые камеры ниже маркирующей глины (условие 50 % заполнения)
EV-VN-S037-0505,engineering_rule,VKM-SRC-037,79,§5.1 (с.157),True,,EXCLUDED,FIELD_OBSERVATION: нарушение паспорта защитной пачки → рост ГДЯ (без уравнения)
EV-VN-S037-0529,formula,VKM-SRC-037,83,"§5.3, формула (5.1) (с.165)",True,MM-GASDYN-002,MAPPED,
EV-VN-S037-0530,formula,VKM-SRC-037,85,"§5.3, формула (5.2) (с.168)",True,MM-GASDYN-002,MAPPED,
EV-VN-S037-0531,formula,VKM-SRC-037,85,"§5.3, формула (5.3) (с.168)",True,MM-GASDYN-002,MAPPED,
EV-VN-S037-0532,formula,VKM-SRC-037,85,"§5.3, формула (5.4) (с.168)",True,MM-GASDYN-002,MAPPED,
EV-VN-S037-0540,formula,VKM-SRC-037,86,"§5.4, формула (5.5) (с.170)",True,MM-GASDYN-003,MAPPED,
EV-VN-S037-0541,formula,VKM-SRC-037,86,"§5.4, формула (5.6) (с.171)",True,MM-GASDYN-003,MAPPED,
EV-VN-S037-0542,engineering_rule,VKM-SRC-037,86,§5.4 (с.171),True,MM-GASDYN-003,MAPPED,
EV-VN-S037-0546,engineering_rule,VKM-SRC-037,87,§5.5 (с.172–173),True,,EXCLUDED,SEQUENCING_RULE: безопасный порядок отработки выбросоопасных пластов (разрыв фронтов не указан)
EV-VN-S037-0547,engineering_rule,VKM-SRC-037,87,"§5.5 (с.173), рис. 5.8, 5.9",True,MM-GASDYN-004,MAPPED,
EV-VN-S037-0549,engineering_rule,VKM-SRC-037,87,§6.1 (с.173),True,MM-ROOF-002,MAPPED,
EV-VN-S037-0553,formula,VKM-SRC-037,89,"§6.2, формула (6.1) (с.176)",True,MM-ROOF-004,MAPPED,
EV-VN-S037-0554,formula,VKM-SRC-037,89,"§6.2, формула (6.2) (с.176)",True,MM-STR-005,MAPPED,
EV-VN-S037-0555,rheology_law,VKM-SRC-037,89,§6.2 (с.176),True,MM-ROOF-002,MAPPED,
EV-VN-S037-0558,formula,VKM-SRC-037,89,"§6.2, формула (6.3) (с.177)",True,MM-ROOF-008,MAPPED,
EV-VN-S037-0559,formula,VKM-SRC-037,89,"§6.2, формула (6.4) (с.177)",True,MM-ROOF-011,MAPPED,
EV-VN-S037-0560,formula,VKM-SRC-037,89,"§6.2, формула (6.5) (с.177)",True,MM-ROOF-002,MAPPED,
EV-VN-S037-0561,rheology_law,VKM-SRC-037,89,"§6.2, (6.5)–(6.8) (с.177–178)",True,MM-ROOF-002,MAPPED,
EV-VN-S037-0562,formula,VKM-SRC-037,90,"§6.2, формула (6.6) (с.178)",True,MM-ROOF-002,MAPPED,
EV-VN-S037-0563,formula,VKM-SRC-037,90,"§6.2, формула (6.7) (с.178)",True,MM-ROOF-002,MAPPED,
EV-VN-S037-0564,formula,VKM-SRC-037,90,"§6.2, K_mn и формула (6.8) (с.179)",True,MM-ROOF-002,MAPPED,
EV-VN-S037-0565,engineering_rule,VKM-SRC-037,90,Табл. 6.1 (с.178),True,MM-ROOF-002,MAPPED,
EV-VN-S037-0571,engineering_rule,VKM-SRC-037,90,§6.3 (с.179),True,,EXCLUDED,"DEFINITION: сопряжение ствола (≤1,5 D)"
EV-VN-S037-0574,engineering_rule,VKM-SRC-037,91,"§6.3, Рис. 6.4 (типы сопряжений I, II, III)",True,,EXCLUDED,CLASSIFICATION: типы сопряжений ствола I–III
EV-VN-S037-0578,subsidence_method,VKM-SRC-037,91,§6.3 (методика НЗНД),True,MM-GEOMECH-003,MAPPED,
EV-VN-S037-0579,formula,VKM-SRC-037,91,"с. 181–182, формула изолинии границы НЗНД (без номера)",True,MM-STR-006,MAPPED,
EV-VN-S037-0583,formula,VKM-SRC-037,93,"с. 185, табл. 6.3",True,MM-STR-006,MAPPED,
EV-VN-S037-0584,engineering_rule,VKM-SRC-037,94,Табл. 6.2,True,MM-STR-006,MAPPED,
EV-VN-S037-0585,engineering_rule,VKM-SRC-037,94,Табл. 6.3,True,MM-STR-006,MAPPED,
EV-VN-S037-0588,engineering_rule,VKM-SRC-037,93,§6.4,True,,EXCLUDED,DESIGN_RULE: перевод категории устойчивости мерами
EV-VN-S037-0589,engineering_rule,VKM-SRC-037,93,§6.4,True,,EXCLUDED,"TECHNOLOGY_RULE: защитный слой 0,9–1,0 м при БВР"
EV-VN-S037-0590,engineering_rule,VKM-SRC-037,94,Табл. 6.4 «Рекомендуемые меры поддержания горных выработок»,True,,EXCLUDED,CLASSIFICATION: меры поддержания по категориям
EV-VN-S037-0591,engineering_rule,VKM-SRC-037,94,§6.5,True,,EXCLUDED,TECHNOLOGY_RULE: очерёдность работ на сопряжении
