row_id,category,crs_kind_schema,vertical_kind_schema,axes_schema,system_as_printed,what_is_stated,what_is_unknown,values_as_printed,key_finding_ru,source_id,pdf_page,locator,vn_id,record_kind,status,evidence_type,scope,spatial_level,extraction_method,quote_check,confidence,relevance_to_skru1_world,notes
CDE-0388,GEOREFERENCING,,,,georef,"Can the GI UrO RAN database 'Физико-механические свойства соляных пород ВКМКС' (georeferenced per-sample lab data, 250 underground boreholes, >5000 samples) be accessed, and which records belong to SKRU-1 panels? | Would allow SKRU-1-specific and spatially varying property fields instead of pooled Silvinit-mines statistics.",,,,VKM-SRC-025,63,§2.10 p.63,EV-VN-S025-0325,open_question,UNKNOWN,DESCRIPTIVE,VKM_REGIONAL,deposit,OCR,EXACT,HIGH,MEDIUM, | keyword sweep hit
CDE-0389,GEOREFERENCING,,DEPTH_BELOW_SURFACE/COLLAR,,georef,"GIS-integrated geomechanical information (lab DB + geology + mining + surface movement) |  |  | GIS processing possible because sampling points are spatially referenced |  | data layers named: seam bedding conditions (thickness, depth, composition), refined data on anomalous-structure zones of the salt stratum, geological sections by exploration boreholes, plans of mining and BACKFILL development, SURFACE MOVEMENT graphs (графики сдвижения земной поверхности), urban development plans |  | GI UrO RAN / mining company | GIS (not in corpus)",,,,VKM-SRC-025,65,p.65,EV-VN-S025-0332,information_lifecycle,FACT,DESCRIPTIVE,VKM_REGIONAL,deposit,OCR_VISUALLY_CONFIRMED,EXACT,HIGH,MEDIUM,"Confirms existence (by 2008) of georeferenced data classes needed for the 3D+time world: mining & backfill development plans and surface-movement graphs, alongside lab data. | keyword sweep hit"
CDE-0390,GEOREFERENCING,,,,georef,"geomechanical information integration / mine planning support | Georeferenced lab property data combined in GIS with bedding conditions, anomalous-zone data, exploration-borehole sections, mining and backfill plans, surface movement graphs and urban development plans; used for mine-planning decisions, correlation between salt-stratum structure and rock properties, and maps for the district and individual areas/rock types | lab DB, exploration boreholes, mining/backfill plans, surface movement data, urban plans | correlations, maps, planning decisions | GI UrO RAN, mine services | continuous with mine development",,,,VKM-SRC-025,65,p.65,EV-VN-S025-0333,lifecycle_stage,FACT,DESCRIPTIVE,VKM_REGIONAL,deposit,OCR_VISUALLY_CONFIRMED,EXACT,HIGH,MEDIUM, | keyword sweep hit
CDE-0391,MAP_SCALE_ORIENTATION,,,,scale bar,Рис. 3.6 photos of monoliths | OK_CONFIRMED |  |  | caption OK | photos show banded red/grey sylvinite with layering (a) and pink very coarse-grained (б); no scale bar | Qualitative only; no scale bar,масштаб отсутствует,,,VKM-SRC-025,75,Рис. 3.6,EV-VN-S025-0381,visual_check,FACT,LAB_TEST,VKM_REGIONAL,specimen,VISUAL_READ,NOT_FOUND,MEDIUM,LOW-MEDIUM, | keyword sweep hit
CDE-0392,HEIGHT_SYSTEM;ABSOLUTE_ELEVATION,,ABSOLUTE_UNSPECIFIED,,absolute elevation; height system; абсолютная отметк,"Linear multiple regression of seam-weighted UCS on roof elevation, thickness and impurities |[фрагмент совпадает с цитатой источника — см. quote] | \sigma_{т.ср} = b_0 + b_1 Z_{кр} + b_2 M + b_3\,Н.О. + b_4\,CaSO_4 | σт.ср | predicted weighted-mean UCS of seam at point | МПа | b0 | intercept | МПа | b1..b4 | regression coefficients (Табл. 4.9) | МПа per unit | Zкр | absolute elevation of seam roof at point | м | M | seam thickness at point | м | Н.О. | insoluble residue content | % | CaSO4 | calcium sulphate content | % | (4.13) | ORIGINAL |  | strength | sylvinite seams АБ and КрII, mine fields of ОАО «Сильвинит» (СКРУ-1..3); STATISTICA 6.0 Multiple Regression; underpredicts means for all mines",система/датум высот не указаны,,,VKM-SRC-025,126,§4.6 формула (4.13),EV-VN-S025-0688,formula,FACT,LAB_TEST,SKRU1_SKRU2,mine_field,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,HIGH,"Visually confirmed at 250 dpi. Links stratigraphic geometry (roof elevation, thickness) to strength → spatially variable material field. Height system of Zкр not stated (absolute elevation, presumably Baltic). | keyword sweep hit"
CDE-0393,MAP_SCALE_ORIENTATION,MAP_ONLY,,,north arrow,"contour map (isolines) of seam-weighted UCS of seam АБ with mine-field boundaries | Рис. 4.20 — поля СКРУ-1, СКРУ-2, СКРУ-3 | ВКМКС central part (ОАО «Сильвинит») | no coordinates, no north arrow, no scale; regular grid ~15x13 cells; СКРУ-1 NW quadrant, СКРУ-2 SW, СКРУ-3 N-E/E | unknown (grid spacing not stated)",координатная сетка/координаты отсутствуют; масштаб отсутствует; ориентация (север) не указана,,,VKM-SRC-025,129,Рис. 4.20,EV-VN-S025-0699,spatial_entity,INTERPOLATION,CALCULATED_BY_AUTHOR,SKRU1_SKRU2,mine_field,VISUAL_READ,EXACT,HIGH,HIGH, | keyword sweep hit
CDE-0394,GEOREFERENCING;MAP_SCALE_ORIENTATION,MAP_ONLY,,,georef,"ucs_field_seam_AB | σсж (weighted mean over seam) | legend 11−30 МПа; within СКРУ-1 outline mostly ≈17−23 МПа, minimum ≈16−17 in W part, local anomalies up to ≈24-25 near centre-south and NE border; СКРУ-3 mostly 21−26 with high ≈28 anomaly; SE (outside labelled fields) 25−27 | 11 | 30 | МПа | сильвинит пласта АБ | АБ | contours from regression-based zoning (4.13) (per p.128) — interpolated/model-derived field, not direct measurements",,,,VKM-SRC-025,129,Рис. 4.20 (visual read of SKRU-1 part),EV-VN-S025-0700,parameter,INTERPOLATION,CALCULATED_BY_AUTHOR,SKRU1,mine_field,GRAPH_DIGITIZED_APPROX,NOT_FOUND,LOW,HIGH,Approximate visual reading of isoline labels only; no digitization; map not georeferenced. | keyword sweep hit
CDE-0395,GEOREFERENCING;MAP_SCALE_ORIENTATION,,,,crs; georef,"Рис. 4.20 | MAP_ATTRIBUTION |  |  | labels garbled | colour contour map with purple mine-field boundaries labelled СКРУ-1, СКРУ-2, СКРУ-3; legend σсж 11-30 MPa; grid without coordinates; unlabeled field in SE corner (outside СКРУ boundaries, possibly reserve area/Ново-Соликамский участок) | Mine labels legible (СКРУ-1 NW, СКРУ-2 SW, СКРУ-3 NE/E). Orientation/scale/CRS absent → georeferencing requires external mine-field outlines. Whether contours are regression predictions or measured borehole values is not fully explicit (text implies regression-based zoning).",,,,VKM-SRC-025,129,Рис. 4.20,EV-VN-S025-0701,visual_check,FACT,LAB_TEST,SKRU1_SKRU2,mine_field,VISUAL_READ,EXACT,MEDIUM,HIGH, | keyword sweep hit
CDE-0396,GEOREFERENCING;MAP_SCALE_ORIENTATION,,,,georef,"Can the underlying borehole set (СКРУ-1: 23 АБ + 45 КрII boreholes with Zкр, M, Н.О., CaSO4, UCS) and a georeferenced version of the Рис. 4.20 zoning (and an analogous КрII map) be obtained? | Gives a spatially variable seam-strength field for SKRU-1 for the 3D world; published map lacks coordinates/scale/orientation and is regression-based.",,,,VKM-SRC-025,129,Рис. 4.20; Табл. 4.10,EV-VN-S025-0720,open_question,FACT,INTERPRETATION,SKRU1,mine_field,OCR_VISUALLY_CONFIRMED,EXACT_ADJACENT_PAGE,HIGH,HIGH, | keyword sweep hit
CDE-0397,OTHER,,,,системе координат,"contact_shear_curves | Рис. 5.3: осреднённые кривые τ-u и v-u для глинистого контакта при σ = 5; 2,5; 0; −0,2 МПа; для двух других партий зависимости качественно аналогичны. Пиковые τ убывают с σ: ≈9 (σ=5), ≈4,7 (2,5), ≈2,7 (0), ≈0,5 МПа (−0,2) по графику (согласуется с табл. 5.1).",,,,VKM-SRC-025,134,Рис. 5.3,EV-VN-S025-0729,claim,FACT,LAB_TEST,VKM_REGIONAL,specimen,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,LOW-MEDIUM,Graph values approximate; authoritative numbers in Табл. 5.1. | keyword sweep hit
CDE-0398,DEPTH_REFERENCE,MAP_ONLY,DEPTH_BELOW_SURFACE/COLLAR,,datum,"УКК, 5-я ЮВП, 1-й западный блок (координаты не даны) | КрI-КрII коржи | 374,7 | 0,30 | 13,70 | 67,82 | КрII | 375 | 4,9 | 19,94 | 9,70 | КрII-КрIII (междупластье) | 379,9 | 1,6 | 17,06 | 8,7 | КрIII (КрIIIа-б) | 381,5 | 3,5 | 17,67 | 9,2 | Глубина залегания (единица не напечатана; м по смыслу) | Мощность, м | σ0, МПа | Н.О., % | block-averaged design values",система/датум высот не указаны; координатная сетка/координаты отсутствуют,,,VKM-SRC-027,5,"Таблица 1 «Исходные данные для расчета ширины целиков по 5-й ЮВП», Табл.1 кол.2–",EV-VN-S027-0033,horizon_pick,FACT,DESIGN_VALUE,USOLSKY,block,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,LOW-MEDIUM,"""Глубина залегания"" — by row pattern appears to be depth of the TOP of each layer (each next row = previous + thickness); INTERPRETATION, not stated. Depth datum (from surface vs absolute) not stated. σ0 identical in all blocks for each layer. Visually confirmed at 150 dpi. | keyword sweep hit"
CDE-0399,DEPTH_REFERENCE,MAP_ONLY,DEPTH_BELOW_SURFACE/COLLAR,,datum,"УКК, 5-я ЮВП, 1-й восточный блок (координаты не даны) | КрI-КрII коржи | 369,70 | 0,30 | 13,70 | 67,82 | КрII | 370 | 4,90 | 19,94 | 10,5 | КрII-КрIII (междупластье) | 374,9 | 1,60 | 17,06 | 9,70 | КрIII (КрIIIа-б) | 376,5 | 3,55 | 17,67 | 11,3 | Глубина залегания (единица не напечатана; м по смыслу) | Мощность, м | σ0, МПа | Н.О., % | block-averaged design values",система/датум высот не указаны; координатная сетка/координаты отсутствуют,,,VKM-SRC-027,5,"Таблица 1 «Исходные данные для расчета ширины целиков по 5-й ЮВП», Табл.1 кол.6–",EV-VN-S027-0034,horizon_pick,FACT,DESIGN_VALUE,USOLSKY,block,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,LOW-MEDIUM,"""Глубина залегания"" — by row pattern appears to be depth of the TOP of each layer (each next row = previous + thickness); INTERPRETATION, not stated. Depth datum (from surface vs absolute) not stated. σ0 identical in all blocks for each layer. Visually confirmed at 150 dpi. | keyword sweep hit"
CDE-0400,DEPTH_REFERENCE,MAP_ONLY,DEPTH_BELOW_SURFACE/COLLAR,,datum,"УКК, 5-я ЮВП, 2-й восточный блок (координаты не даны) | КрI-КрII коржи | 359,62 | 0,38 | 13,70 | 68,7 | КрII | 360 | 4,70 | 19,94 | 10,50 | КрII-КрIII (междупластье) | 364,7 | 1,60 | 17,06 | 10,50 | КрIII (КрIIIа-б) | 366,3 | 3,40 | 17,67 | 11,50 | Глубина залегания (единица не напечатана; м по смыслу) | Мощность, м | σ0, МПа | Н.О., % | block-averaged design values",система/датум высот не указаны; координатная сетка/координаты отсутствуют,,,VKM-SRC-027,5,"Таблица 1 «Исходные данные для расчета ширины целиков по 5-й ЮВП», Табл.1 кол.2–",EV-VN-S027-0035,horizon_pick,FACT,DESIGN_VALUE,USOLSKY,block,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,LOW-MEDIUM,"""Глубина залегания"" — by row pattern appears to be depth of the TOP of each layer (each next row = previous + thickness); INTERPRETATION, not stated. Depth datum (from surface vs absolute) not stated. σ0 identical in all blocks for each layer. Visually confirmed at 150 dpi. | keyword sweep hit"
CDE-0401,DEPTH_REFERENCE,MAP_ONLY,DEPTH_BELOW_SURFACE/COLLAR,,datum,"УКК, 5-я ЮВП, 3-й западный блок (координаты не даны) | КрI-КрII коржи | 359,62 | 0,38 | 13,70 | 69,25 | КрII | 360 | 5 | 19,94 | 10,1 | КрII-КрIII (междупластье) | 365 | 1,65 | 17,06 | 9,90 | КрIII (КрIIIа-б) | 366,65 | 3,40 | 17,67 | 11,9 | Глубина залегания (единица не напечатана; м по смыслу) | Мощность, м | σ0, МПа | Н.О., % | block-averaged design values",система/датум высот не указаны; координатная сетка/координаты отсутствуют,,,VKM-SRC-027,5,"Таблица 1 «Исходные данные для расчета ширины целиков по 5-й ЮВП», Табл.1 кол.6–",EV-VN-S027-0036,horizon_pick,FACT,DESIGN_VALUE,USOLSKY,block,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,LOW-MEDIUM,"""Глубина залегания"" — by row pattern appears to be depth of the TOP of each layer (each next row = previous + thickness); INTERPRETATION, not stated. Depth datum (from surface vs absolute) not stated. σ0 identical in all blocks for each layer. Visually confirmed at 150 dpi. | keyword sweep hit"
CDE-0402,DEPTH_REFERENCE,MAP_ONLY,DEPTH_BELOW_SURFACE/COLLAR,,datum,"УКК, 5-я ЮВП, 4-й западный блок (координаты не даны) | КрI-КрII коржи | 354,62 | 0,38 | 13,70 | 69,83 | КрII | 355 | 5,4 | 19,94 | 10 | КрII-КрIII (междупластье) | 360,4 | 1,65 | 17,06 | 10,6 | КрIII (КрIIIа-б) | 362,05 | 3,35 | 17,67 | 10,1 | Глубина залегания (единица не напечатана; м по смыслу) | Мощность, м | σ0, МПа | Н.О., % | block-averaged design values",система/датум высот не указаны; координатная сетка/координаты отсутствуют,,,VKM-SRC-027,5,"Таблица 1 «Исходные данные для расчета ширины целиков по 5-й ЮВП», Табл.1 кол.2–",EV-VN-S027-0037,horizon_pick,FACT,DESIGN_VALUE,USOLSKY,block,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,LOW-MEDIUM,"""Глубина залегания"" — by row pattern appears to be depth of the TOP of each layer (each next row = previous + thickness); INTERPRETATION, not stated. Depth datum (from surface vs absolute) not stated. σ0 identical in all blocks for each layer. Visually confirmed at 150 dpi. | keyword sweep hit"
CDE-0403,DEPTH_REFERENCE,MAP_ONLY,DEPTH_BELOW_SURFACE/COLLAR,,datum,"УКК, 5-я ЮВП, 4-й восточный блок (координаты не даны) | КрI-КрII коржи | 349,62 | 0,38 | 13,70 | 70,21 | КрII | 350 | 5,40 | 19,94 | 12 | КрII-КрIII (междупластье) | 355,4 | 1,60 | 17,06 | 12,9 | КрIII (КрIIIа-б) | 357 | 3,45 | 17,67 | 12,3 | Глубина залегания (единица не напечатана; м по смыслу) | Мощность, м | σ0, МПа | Н.О., % | block-averaged design values",система/датум высот не указаны; координатная сетка/координаты отсутствуют,,,VKM-SRC-027,5,"Таблица 1 «Исходные данные для расчета ширины целиков по 5-й ЮВП», Табл.1 кол.6–",EV-VN-S027-0038,horizon_pick,FACT,DESIGN_VALUE,USOLSKY,block,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,LOW-MEDIUM,"""Глубина залегания"" — by row pattern appears to be depth of the TOP of each layer (each next row = previous + thickness); INTERPRETATION, not stated. Depth datum (from surface vs absolute) not stated. σ0 identical in all blocks for each layer. Visually confirmed at 150 dpi. | keyword sweep hit"
CDE-0404,DEPTH_REFERENCE,MAP_ONLY,DEPTH_BELOW_SURFACE/COLLAR,,datum,"УКК, 5-я ЮВП, 2-й западный блок (координаты не даны) | КрI-КрII коржи | 367,62 | 0,38 | 13,70 | 69,83 | КрII | 368 | 5,1 | 19,94 | 9,30 | КрII-КрIII (междупластье) | 373,1 | 1,60 | 17,06 | 9,40 | КрIII (КрIIIа-б) | 374,7 | 3,55 | 17,67 | 9,50 | Глубина залегания (единица не напечатана; м по смыслу) | Мощность, м | σ0, МПа | Н.О., % | block-averaged design values",система/датум высот не указаны; координатная сетка/координаты отсутствуют,,,VKM-SRC-027,5,"Таблица 1 «Исходные данные для расчета ширины целиков по 5-й ЮВП», Табл.1 кол.2–",EV-VN-S027-0039,horizon_pick,FACT,DESIGN_VALUE,USOLSKY,block,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,LOW-MEDIUM,"""Глубина залегания"" — by row pattern appears to be depth of the TOP of each layer (each next row = previous + thickness); INTERPRETATION, not stated. Depth datum (from surface vs absolute) not stated. σ0 identical in all blocks for each layer. Visually confirmed at 150 dpi. | keyword sweep hit"
CDE-0405,DEPTH_REFERENCE,MAP_ONLY,DEPTH_BELOW_SURFACE/COLLAR,,datum,"УКК, 5-я ЮВП, 3-й восточный блок (координаты не даны) | КрI-КрII коржи | 349,62 | 0,38 | 13,7 | 66,95 | КрII | 350 | 5,40 | 19,94 | 10,90 | КрII-КрIII (междупластье) | 355,40 | 1,65 | 17,06 | 10,95 | КрIII (КрIIIа-б) | 367,05 | 3,30 | 17,67 | 12 | Глубина залегания (единица не напечатана; м по смыслу) | Мощность, м | σ0, МПа | Н.О., % | block-averaged design values",система/датум высот не указаны; координатная сетка/координаты отсутствуют,,,VKM-SRC-027,5,"Таблица 1 «Исходные данные для расчета ширины целиков по 5-й ЮВП», Табл.1 кол.6–",EV-VN-S027-0040,horizon_pick,FACT,DESIGN_VALUE,USOLSKY,block,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,LOW-MEDIUM,"""Глубина залегания"" — by row pattern appears to be depth of the TOP of each layer (each next row = previous + thickness); INTERPRETATION, not stated. Depth datum (from surface vs absolute) not stated. σ0 identical in all blocks for each layer. Visually confirmed at 150 dpi. | keyword sweep hit"
CDE-0406,ABSOLUTE_ELEVATION;DEPTH_REFERENCE,,ABSOLUTE_UNSPECIFIED,,абсолютная отметк,Глубина в Табл. 1 — от дневной поверхности или абсолютная отметка? кровля слоя? откуда (какие скважины) получены блоковые значения? | Для 3D-модели нужны датум глубины и опорные скважины; блоковые средние — не точечные наблюдения.,,,,VKM-SRC-027,5,Табл. 1,EV-VN-S027-0075,open_question,UNKNOWN,DESCRIPTIVE,USOLSKY,panel,OCR_VISUALLY_CONFIRMED,EXACT,MEDIUM,MEDIUM, | keyword sweep hit
CDE-0407,GEOREFERENCING;MAP_SCALE_ORIENTATION,MAP_ONLY,,,georef,"equipment formulary (формуляр комбайна): время работы и объём добычи | период обкатки комбайна после монтажа | по окончании обкатки | не указано | не публикуется (внутренний документ рудника/участка) | потенциально — архив механической службы рудника; не маркшейдерский документ | record per machine, not per chamber/location; tonnage not georeferenced | механик участка/рудника | формуляр комбайна (рудник)",,,,VKM-SRC-028,302,§5.1.5 Обкатка; формуляр комбайна,EV-VN-S028-0146,information_lifecycle,FACT,DESCRIPTIVE,VKM_REGIONAL,working,TEXT_LAYER,EXACT,MEDIUM,MEDIUM,Possible auxiliary source of extraction chronology (tonnage per machine per period) if archives survive; linking to chamber geometry would need mine survey records. | keyword sweep hit
CDE-0408,MAP_SCALE_ORIENTATION,,,,scale bar,"strain_field_eps1_range | ε1 (Lagrange) | -0.00045 … 0.00785 (colour scale) | -0.00045 | 0.00785 | - | salt |  | 1 | DIC maps at jack P = 0.0, 10.0, 22.5, 28.3 MPa; Fig. 2.23: 3 load cycles to ≈28-30 MPa over ≈250 s; tangential strain E2 ≈0.15→0.25%, E0 ≈0.05→0.25% (approx.)",,,,VKM-SRC-029,85,"Рис. 2.22, Рис. 2.23",EV-VN-S029-0148,parameter,FACT,LAB_TEST,VKM_REGIONAL,specimen,VISUAL_READ,NOT_FOUND,MEDIUM,LOW-MEDIUM,Graph values approximate; scale bar read visually. | keyword sweep hit
CDE-0409,OTHER,,,,системе координат,"idealized stress-strain history at borehole contour | Stage 1 (virgin): σ1 side σr=8.0, σθ=σz=4.8; σ3 side σθ=8.0, σr=σz=4.8 MPa. Stage 2 (drilling): σr unloads everywhere; σθ max 14.6 (σ3 side), min 6.7 (σ1 side); σz decreases to 3.0 (σ1 side) and increases to 6.2 (σ3 side). Stage 3 (jack) per Fig. 3.8.",,,,VKM-SRC-029,98,"§3.2.2, Рис. 3.8 (pp.97-98)",EV-VN-S029-0171,claim,FACT,CALCULATED_BY_AUTHOR,VKM_REGIONAL,borehole,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,LOW-MEDIUM,Symbols missing in text layer; read visually. | keyword sweep hit
CDE-0410,MAP_SCALE_ORIENTATION,MAP_ONLY,DEPTH_BELOW_SURFACE/COLLAR,,scale bar,"panel (stress-measurement site) | 10 ЗП БКПРУ-2 | рудник БКПРУ-2 ПАО «Уралкалий», ВКМКС | no coordinates; Fig.5.1 plan fragment with N arrow and 0-80 m scale bar | depth of mining 350 m",координатная сетка/координаты отсутствуют,,,VKM-SRC-029,128,"§5.1.1, Рис. 5.1, refs [82,83]",EV-VN-S029-0224,spatial_entity,FACT,FIELD_OBSERVATION,BKPRU2,panel,TEXT_LAYER,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0411,GEOREFERENCING;MAP_SCALE_ORIENTATION,MAP_ONLY,,,crs; georef; scale bar,"mine plan fragment with measurement stations | экспериментальные точки 1, 2, 3 (10 ЗП) | БКПРУ-2 | local plan only, N arrow up, scale bar 0-80 м; point 1 on S wall of 'Вент. штрек' W of panel; point 2 at W edge of chamber block; point 3 inside chamber/pillar field | chambers and ribbon pillars elongated ~N-S, ~100-150 m long on plan (approx., scale-read); fan-shaped chamber group N of vent drift",система координат не названа; координатная сетка/координаты отсутствуют,,,VKM-SRC-029,129,Рис. 5.1,EV-VN-S029-0230,spatial_entity,FACT,DESCRIPTIVE,BKPRU2,panel,VISUAL_READ,EXACT,HIGH,MEDIUM,No coordinates/CRS; cannot be georeferenced without mine plan. | keyword sweep hit
CDE-0412,MAP_SCALE_ORIENTATION,,,,north arrow; scale bar,"panel with 2 stress-measurement sites and geological anomaly zones | панель 12 СКРУ-3 | рудник СКРУ-3 ПАО «Уралкалий» | Fig. 5.4 plan: 'выемочн. штрек 12П4' (E-W), 'транспорт. штрек 12П' (N-S); Экспер. участок №1 near junction of transport drift 12П with drift 12П4 (N part), №2 on transport drift 12П in S part; boundaries of anomaly zones I, II, III groups; 'Открытые трещины' near 12П4 | 3 horizontal boreholes 3.0 m deep per site; no scale bar or north arrow on Fig. 5.4",масштаб отсутствует,,,VKM-SRC-029,130,"§5.1.2, Рис. 5.4, refs [96,97]",EV-VN-S029-0237,spatial_entity,FACT,FIELD_OBSERVATION,SKRU3,panel,TEXT_LAYER,FUZZY_86,HIGH,LOW-MEDIUM,Depth of SKRU-3 panel 12 site not stated on these pages (γH = 7.5 MPa given on p.132). | keyword sweep hit
CDE-0413,MAP_SCALE_ORIENTATION,MAP_ONLY,,,north arrow; scale bar,"Рис. 5.4 | VISUAL_NOT_CHECKABLE |  | caption only |  | labels: 'Открытые трещины', 'выемочн. штрек 12П4', 'транспорт. штрек 12П', 'Граница аном. зоны I гр.', 'Граница аном. зоны II гр.', 'Граница аном. зоны III гр.', 'ПАНЕЛЬ 12', 'Экспер. участок №1', 'Экспер. участок №2' | no scale bar, no north arrow, no coordinates — orientation and distances not recoverable; mine attribution explicit (СКРУ-3), not SKRU-1 | EV-RMB-0223",координатная сетка/координаты отсутствуют; масштаб отсутствует; ориентация (север) не указана,,,VKM-SRC-029,131,Рис. 5.4,EV-VN-S029-0239,visual_check,FACT,DESCRIPTIVE,SKRU3,panel,VISUAL_READ,EXACT,HIGH,LOW-MEDIUM, | keyword sweep hit
CDE-0414,MAP_SCALE_ORIENTATION,,,unknown,1: 711,"Oriented breakout in well 711 (Табл. 1) not used in Табл. 2, while wells 867 and 710 without orientation are used for magnitudes; oriented breakouts in 503 at 2405 m and 647 also not in Табл. 2 | internal Табл. 1 vs Табл. 2 | 711: 10-15° СЗ; 503 @2405: С-Ю; 647: С-Ю",,,,VKM-SRC-030,5,Табл. 1-2,EV-VN-S030-0063,conflict_note,FACT,DESCRIPTIVE,VKM_REGIONAL,borehole,TEXT_LAYER,NOT_FOUND,HIGH,LOW-MEDIUM,Selection criteria for Table 2 not stated. | keyword sweep hit
CDE-0415,MAP_SCALE_ORIENTATION,,,,масштабная линейк,"разрез камерного блока АБ–КрII | Б, А (слои пласта АБ); кс А'-КрI; КрI; кс КрII-КрI; КрII: 1 сл, 3 сл, 5 сл, 7 сл | кровля пласта АБ | почва пласта КрII (7 сл) | междупластье 3,9 м (текст); масштабная линейка 1 м | каменная соль (кс) и сильвинитовые слои; штриховка — сильвинит, голубой — каменная соль (по цвету рисунка, легенды нет) | Камера АБ вынимает слои Б и А; камера КрII — слои 1–7 сл; междупластье содержит пласт КрI (не отрабатывается) между прослоями каменной соли. Сводчатая (комбайновая) форма камер.",,,,VKM-SRC-034,3,Рис. 1б (вертикальный разрез камерного блока),EV-VN-S034-0011,stratigraphic_unit,FACT,DESCRIPTIVE,BKPRU4,panel,VISUAL_READ,NOT_FOUND,MEDIUM,LOW-MEDIUM,Colour legend absent; lithology by label only. | keyword sweep hit
CDE-0416,MAP_SCALE_ORIENTATION,MAP_ONLY,,,north arrow,"profile_line | оседание грунтовых реперов профильной линии над камерным блоком | 187 | 188 | 189 | 190 | 191 | 192 | 193 | 194 | 195 | 196 | 197 | см. рис. 2а | не указана | не указан (план без координат и масштаба) | 1 ЮЗП БКПРУ-4 | На плане: профильная линия (надпись «Профильная линия») проходит параллельно длинным осям камер пласта КрII; «Подземная наблюдательная станция» — между реперами 191 и 192; «Сев. выем. штрек», «Южный выем. штрек» у реперов 196–197.",координатная сетка/координаты отсутствуют,,,VKM-SRC-034,3,Рис. 1а (выкопировка с плана горных работ),EV-VN-S034-0031,monitoring_observation,FACT,DESCRIPTIVE,BKPRU4,survey_line,VISUAL_READ,EXACT,HIGH,LOW-MEDIUM,Plan extract without scale/north arrow/coordinates. | keyword sweep hit
CDE-0417,HEIGHT_SYSTEM;MAP_SCALE_ORIENTATION,MAP_ONLY,,,height system,"absence of site data | The article contains NO boreholes, NO mine/panel/chamber geometry, NO coordinates/height systems, NO monitoring, GPR, seismic, hydro or thermal data, and NO named deposit/mine for the specimens; it is a pure specimen-scale constitutive-calibration paper (GENERAL_METHOD).",координатная сетка/координаты отсутствуют,,,VKM-SRC-036,1,whole article (scope statement),EV-VN-S036-0149,claim,FACT,DESCRIPTIVE,GENERAL_METHOD,unstated,TEXT_LAYER,EXACT,HIGH,MEDIUM (метод),Negative-inventory record for the 3D+time world sweep: nothing to place spatially. | keyword sweep hit
CDE-0418,GEOREFERENCING;MAP_SCALE_ORIENTATION,MAP_ONLY,,,georef; scale bar,"exploration_area | участки детальной разведки 1–15 | ВКМКС | Рис. 1.1 схема ВКМ (без координатной сетки, без масштаба) | ",координатная сетка/координаты отсутствуют; масштаб отсутствует,,,VKM-SRC-037,3,Рис. 1.1 (легенда),EV-VN-S037-0015,spatial_entity,FACT,DESCRIPTIVE,VKM_REGIONAL,deposit,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,MEDIUM,Legend visually confirmed at 110 dpi; OCR had minor errors (Белопашнеиский). Map has no scale bar or coordinate grid → georeferencing only by rivers/outline. | keyword sweep hit
CDE-0419,GEOREFERENCING;MAP_SCALE_ORIENTATION,MAP_ONLY,,,georef,"mine_field (schematic) | СКРУ-1 (СКПРУ-1) | участок 3 — Соликамский | На Рис. 1.1 контур «СКРУ-1» — северная часть Соликамского участка (3), восточнее р. Усолки; южнее — «СКРУ-2» (тот же участок 3); «СКРУ-3» — на Ново-Соликамском участке (4) к востоку/северо-востоку; заштрихованная нефтяная структура 22 (Пашковская) перекрывает в плане восточную часть участка 3 между СКРУ-1 и СКРУ-2; структура 19 (Логовская) — у северной границы участков 1/2; нефтяное месторождение 25 (Юрчукское) — у юго-западного края СКРУ-2 | схема без масштаба",масштаб отсутствует,,,VKM-SRC-037,3,Рис. 1.1 (визуальное чтение карты),EV-VN-S037-0017,spatial_entity,FACT,DESCRIPTIVE,SKRU1,mine_field,VISUAL_READ,NOT_FOUND,MEDIUM,HIGH,"Visual read of 500-dpi zoom. Map uses labels «СКРУ-1/2/3», «БКРУ-1/2/3», «БКЗ-4» (not СКПРУ/БКПРУ). Schematic only; not georeferenced. Oil-structure overlap with SKRU-1/2 field is a hydro/ВЗТ risk context. | keyword sweep hit"
