entity_id,name,aliases,level,entity_type_as_source,parent_id,parent_level,parent_allowed_by_schema,also_within,site_scope,mine_attribution,attribution_status,location_evidence,dimensions_as_printed,schema_note,stream_overlap,node_basis,superseded_by,borehole_id,n_source_records,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
SE:S029-0230,"экспериментальные точки 1, 2, 3 (10 ЗП)",,panel,mine plan fragment with measurement stations,MF:BKPRU2,mine_field,YES,,BKPRU2,БКПРУ-2 / в тексте: БКПРУ-2,FIGURE_ONLY,"local plan only, N arrow up, scale bar 0-80 м; point 1 on S wall of 'Вент. штрек' W of panel; point 2 at W edge of chamber block; point 3 inside chamber/pillar field","chambers and ribbon pillars elongated ~N-S, ~100-150 m long on plan (approx., scale-read); fan-shaped chamber group N of vent drift",,,SOURCE_RECORD_AUTO,,,1,VKM-SRC-029,VKM-SRC-029 pdf p.129 (printed 129); Рис. 5.1,EV-VN-S029-0230,EV-RMB-0220,FACT,DESCRIPTIVE,BKPRU2,FIELD,HIGH,VISUAL_READ,EXACT,
SE:S029-0237,панель 12 СКРУ-3,,panel,panel with 2 stress-measurement sites and geological anomaly zones,MF:SKRU3,mine_field,YES,,SKRU3,СКРУ-3 / в тексте: СКРУ-3,TEXT_CONFIRMED,"Fig. 5.4 plan: 'выемочн. штрек 12П4' (E-W), 'транспорт. штрек 12П' (N-S); Экспер. участок №1 near junction of transport drift 12П with drift 12П4 (N part), №2 on transport drift 12П in S part; boundaries of anomaly zones I, II, III groups; 'Открытые трещины' near 12П4",3 horizontal boreholes 3.0 m deep per site; no scale bar or north arrow on Fig. 5.4,,,SOURCE_RECORD_AUTO,,,1,VKM-SRC-029,"VKM-SRC-029 pdf p.130 (printed 130-131); §5.1.2, Рис. 5.4, refs [96,97]",EV-VN-S029-0237,EV-RMB-0223,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,TEXT_LAYER,FUZZY_86,
SE:S030-0039,Юрчукское; Сибирское; Уньвинское нефтяные месторождения,,geological_element,oil fields,VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,"not given in article (no map, no coordinates)",,уровень из записи «district» → geological_element (тип сущности геологический),GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-030,VKM-SRC-030 pdf p.3 (printed 36-37); Табл. 1,EV-VN-S030-0039,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,
SE:S034-0007,1 ЮЗП (1-я юго-западная панель) рудника БКПРУ-4,,panel,panel/site,MF:BKPRU4,mine_field,YES,,BKPRU4,БКПРУ-4 / в тексте: БКПРУ-4,TEXT_CONFIRMED,координаты не даны; рис. 1а — выкопировка плана горных работ без масштаба и координат,не даны,,,SOURCE_RECORD_AUTO,,,1,VKM-SRC-034,VKM-SRC-034 pdf p.1 (printed 39); вводная часть / рис. 1,EV-VN-S034-0007,,FACT,DESCRIPTIVE,BKPRU4,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
SE:S037-0016,"нефтяные структуры 16–24, нефтяные месторождения 25–28",,geological_element,oil_structure / oil_field,VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,Рис. 1.1,"8,2–32,16 км² (текст)",уровень из записи «deposit» → geological_element (тип сущности геологический),GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-037,VKM-SRC-037 pdf p.3 (printed 5); Рис. 1.1 (легенда),EV-VN-S037-0016,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
SE:S037-0090,I–VII,,geological_element,major tectonic structures of salt roof,VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,"Рис. 1.4 (схема, без масштаба и мин)",,уровень из записи «deposit» → geological_element (тип сущности геологический),GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-037,VKM-SRC-037 pdf p.7 (printed 12); Рис. 1.4 «Структурный план Верхнекамского месторождения»,EV-VN-S037-0090,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
SE:S037-0091,1–35,,geological_element,local tectonic forms (1–35),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,Рис. 1.4,,уровень из записи «deposit» → geological_element (тип сущности геологический),GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-037,VKM-SRC-037 pdf p.7 (printed 12); Рис. 1.4 (легенда е),EV-VN-S037-0091,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
SE:S037-0255,"БКПРУ-1: стволы № 1,2,3 (воздухоподающие), № 4 (вентиляционный, южная граница); районы I–VIII",,mine_field,mine layout topology,MINE:BKPRU1,neighbour_mine,YES,,BKPRU1,БКПРУ-1 / в тексте: БКПРУ-1,TEXT_CONFIRMED,диагональное соединение — причина неудовлетворительного распределения воздуха в южном крыле,,,,SOURCE_RECORD_AUTO,,,1,VKM-SRC-037,"VKM-SRC-037 pdf p.28 (printed 53); Рис. 1.24, БКПРУ-1",EV-VN-S037-0255,,FACT,DESCRIPTIVE,BKPRU1,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_76_ADJ,
SE:S037-0279,два изолированных блока в северной части и один в юго-восточной части шахтного поля БКПРУ-2,,block,isolated blocks (water-inrush protection),MF:BKPRU2,mine_field,NO,,BKPRU2,БКПРУ-2 / в тексте: БКПРУ-2,TEXT_CONFIRMED,северная и юго-восточная части,отделяются от выработанного пространства охранными целиками; вскрытие пятью выработками в соляных породах ниже пласта Красный-III,родитель уровня mine_field не допускается для block в ALLOWED_PARENTS (контейнер известен только на уровне рудника/поля),,SOURCE_RECORD_AUTO,,,1,VKM-SRC-037,"VKM-SRC-037 pdf p.34 (printed 66-67); §2.2, с.67",EV-VN-S037-0279,,FACT,DESIGN_VALUE,BKPRU2,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,
SE:S037-0345,"спелеолечебница СКПРУ-2 (проект УФ ВНИИГ, 30 мест)",,working,designed speleotherapy clinic,MF:SKRU2,mine_field,YES,,SKRU2,СКРУ-2 / в тексте: СКРУ-2,TEXT_CONFIRMED,"пласт АБ, район пятого ствола",,,,SOURCE_RECORD_AUTO,,,1,VKM-SRC-037,"VKM-SRC-037 pdf p.42 (printed 83); §2.8, с.83",EV-VN-S037-0345,,FACT,DESIGN_VALUE,SKRU2,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
SE:S037-0393,аномальные зоны БКПРУ-2 (не поименованы),,geological_element,anomalous geological zones (выявленные аномальные зоны) with hard pillars,MF:BKPRU2,mine_field,YES,,BKPRU2,БКПРУ-2 / в тексте: БКПРУ-2,FIGURE_ONLY,не указано,"жесткие целики: АБ 10,8 м, КрII 7,9 м при межосевом 14 м",,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-037,VKM-SRC-037 pdf p.53 (printed 104); рис. 3.21 г (БКПРУ-2),EV-VN-S037-0393,,FACT,DESCRIPTIVE,BKPRU2,NOT_APPLICABLE,HIGH,VISUAL_READ,EXACT,
SE:S037-0626,ствол № 5 Второго Соликамского рудника,,working,shaft,MF:SKRU2,mine_field,YES,,SKRU2,СКРУ-2 / в тексте: СКРУ-2,TEXT_CONFIRMED,не указано,"диаметр 8 м; раскрытие 6,5 м",,,SOURCE_RECORD_AUTO,,,1,VKM-SRC-037,"VKM-SRC-037 pdf p.100 (printed 199); §6.8, с. 199",EV-VN-S037-0626,,FACT,DESCRIPTIVE,SKRU2,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,
SE:S037-0782,"I–IV СВП, ЮВП, ЮЗП, СЗП (СКПРУ-2)",,panel,panel naming convention,MF:SKRU2,mine_field,YES,,SKRU2,СКРУ-2 / в тексте: СКРУ-2,TEXT_CONFIRMED,"квадранты шахтного поля (СВ, ЮВ, ЮЗ, СЗ) — расшифровка аббревиатур в источнике на этих страницах не дана",не указаны,,,SOURCE_RECORD_AUTO,,,1,VKM-SRC-037,VKM-SRC-037 pdf p.134 (printed 267-268); Табл. 7.11: система обозначения панелей СКПРУ-2,EV-VN-S037-0782,,FACT,DESCRIPTIVE,SKRU2,NOT_APPLICABLE,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
SE:S038-0032,"Шх №1, Шх №2, Шх №3 (стволы, промплощадка слева на карте)",,site,shafts,MF:BKPRU1,mine_field,YES,,BKPRU1,БКПРУ-1 / в тексте: БКПРУ-1,FIGURE_ONLY,"западная часть карты рис. 2, западнее проспекта Ленина; координат нет",,,,SOURCE_RECORD_AUTO,,,1,VKM-SRC-038,VKM-SRC-038 pdf p.5 (printed 244); Рис. 2,EV-VN-S038-0032,,FACT,DESCRIPTIVE,BKPRU1,NOT_APPLICABLE,MEDIUM,VISUAL_READ,NOT_FOUND,
SE:S038-0033,16,,point,unknown point (red dot),MF:BKPRU1,mine_field,YES,,BKPRU1,БКПРУ-1,FIGURE_ONLY,"в водоёме к югу от ул. Кривой, восточнее серых насыпей",,,,SOURCE_RECORD_AUTO,,,1,VKM-SRC-038,VKM-SRC-038 pdf p.5 (printed 244); Рис. 2,EV-VN-S038-0033,,UNKNOWN,DESCRIPTIVE,BKPRU1,NOT_APPLICABLE,LOW,VISUAL_READ,NO_QUOTE,
SE:S040-0043,Рис.1.3 structures,,geological_element,"structural-tectonic elements (swells, troughs, uplifts, domes, brachyanticlines, mulds, brachysynclines)",VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),FIGURE_ONLY,"schematic map, scale bar 0-15 km, no coordinate grid","Главные: I Камско-Вишерский вал, II Камский прогиб, III Губдорский прогиб, IV Клепиковское поднятие, V Федюнькинский прогиб, VI Корельско-Тюлинское поднятие, VII … [сокращено: дословный текст источника — только в PRIVATE]",уровень из записи «deposit» → geological_element (тип сущности геологический),GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-040,VKM-SRC-040 pdf p.15 (printed 15); рис.1.3,EV-VN-S040-0043,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,VISUAL_READ,EXACT,
SE:S040-0222,ствол № 3 рудника СКРУ-3,,site,шахтный ствол,MF:SKRU3,mine_field,YES,,SKRU3,СКРУ-3 / в тексте: СКРУ-3,TEXT_CONFIRMED,зумпфовая часть ствола; координаты/глубина не указаны,"Dств.=7 м (рис. 3.14); клетевое и скиповое отделения, разделенные перегородкой; выработка для очистки зумпфа",,,SOURCE_RECORD_AUTO,,,1,VKM-SRC-040,"VKM-SRC-040 pdf p.104 (printed 104); §3.4 p.104, Рис. 3.14",EV-VN-S040-0222,,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,
SE:S040-0299,"целик между камерами 99–101, 9-й блок, 10-я панель, пласт КрII",,pillar,pillar between chambers (межкамерный целик),SKRU3:PAN:10:B9,block,YES,,SKRU3,СКРУ-3 / в тексте: СКРУ-3,TEXT_CONFIRMED,no coordinates; plan scheme Рис. 4.10,"pillar thickness at measurement points M2/M3/M4 = 2,8/4,1/4,2 м (figure) or 210/410/420 см (text); M1 L=0 at pillar end",уровень/родитель назначены вручную (контейнер аналога/панели),,SOURCE_RECORD_AUTO,,,1,VKM-SRC-040,"VKM-SRC-040 pdf p.126 (printed 126); §4.2, Рис. 4.10",EV-VN-S040-0299,EV-GEO-0408,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,
SE:S040-0326,"панель 17, блок 16, пласт Вс (над выработкой по пласту АБ); survey mark МТ 16Вс-5",,working,two-level working overlap site (Вс above АБ),SKRU3:PAN:17:B16,block,YES,,SKRU3,СКРУ-3 / в тексте: СКРУ-3,FIGURE_ONLY,no coordinates; section Рис. 4.16,"interlayer (пласт Б-В, 'Целик (порода)') 3000; АБ working height 3500 (units not printed, presumably mm); profile 0-30 m (100 MHz), 0-21 m (200/400 MHz); АБ drift ends at ~14.5 m along profile",уровень/родитель назначены вручную (контейнер аналога/панели),,SOURCE_RECORD_AUTO,,,1,VKM-SRC-040,"VKM-SRC-040 pdf p.133 (printed 133); §4.4, Рис. 4.16",EV-VN-S040-0326,EV-GEO-0414,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,VISUAL_READ,EXACT,
FAULT:001,разлом № 1,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б9-Б6,длина 30 км; азимут простирания СЗ 355,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №1",EV-VN-S011-2473,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР* / 
FAULT:002,разлом № 2,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б10-В6,длина 38 км; азимут простирания СВ 8,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №2",EV-VN-S011-2474,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:003,разлом № 3,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: В9-В6,длина 29 км; азимут простирания СЗ 358,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №3",EV-VN-S011-2475,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:004,разлом № 4,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Д9-Д6,длина 34 км; азимут простирания СЗ 359,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №4",EV-VN-S011-2476,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:005,разлом № 5,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Е9-Е6,длина 30 км; азимут простирания С 0,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №5",EV-VN-S011-2477,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:006,разлом № 6,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Е9-Е7,длина 16 км; азимут простирания СЗ 359,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №6",EV-VN-S011-2478,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:007,разлом № 7,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: В10-Г13,длина 32 км; азимут простирания СЗ 334,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №7",EV-VN-S011-2479,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:008,разлом № 8,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Д10-Д12,длина 29 км; азимут простирания СЗ 358,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №8",EV-VN-S011-2480,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:009,разлом № 9,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Д6-Е6,длина 13 км; азимут простирания СЗ 287,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №9",EV-VN-S011-2481,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:010,разлом № 10,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Г6-Е7,длина 25 км; азимут простирания СЗ 296,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №10",EV-VN-S011-2482,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:011,разлом № 11,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б6-Д7,длина 28 км; азимут простирания СЗ 283,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №11",EV-VN-S011-2483,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,"Методы выявления/подтверждения: ГР, МР / "
FAULT:012,разлом № 12,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б6-Е7,длина 40 км; азимут простирания СЗ 284,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №12",EV-VN-S011-2484,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,"Методы выявления/подтверждения: ГР, МР / "
FAULT:013,разлом № 13,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б6-Г7,длина 17 км; азимут простирания СЗ 291,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №13",EV-VN-S011-2485,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:014,разлом № 14,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б7-В8,длина 11 км; азимут простирания СЗ 306,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №14",EV-VN-S011-2486,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:015,разлом № 15,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б7-Д7,длина 32 км; азимут простирания СВ 89,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №15",EV-VN-S011-2487,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,"Методы выявления/подтверждения: ГР, МР / "
FAULT:016,разлом № 16,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б7-Д10,длина 45 км; азимут простирания СЗ 318,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №16",EV-VN-S011-2488,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:017,разлом № 17,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Г8-Д8,длина 20 км; азимут простирания СВ 82,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №17",EV-VN-S011-2489,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:018,разлом № 18,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: В10-Е8,длина 35 км; азимут простирания СВ 59,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №18",EV-VN-S011-2490,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:019,разлом № 19,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Г9-Е9,длина 20 км; азимут простирания СВ 68,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №19",EV-VN-S011-2491,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:020,разлом № 20,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б8-В9,длина 14 км; азимут простирания СЗ 294,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №20",EV-VN-S011-2492,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:021,разлом № 21,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б8-В10,длина 23 км; азимут простирания СЗ 329,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №21",EV-VN-S011-2493,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:022,разлом № 22,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б8-В10,длина 19 км; азимут простирания СЗ 331,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №22",EV-VN-S011-2494,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:023,разлом № 23,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б10-Д11,длина 35 км; азимут простирания СЗ 286,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №23",EV-VN-S011-2495,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,"Методы выявления/подтверждения: ГР, МР, ММ / "
FAULT:024,разлом № 24,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б10-Д11,длина 31 км; азимут простирания СЗ 285,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №24",EV-VN-S011-2496,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
FAULT:025,разлом № 25,,geological_element,fault / tectonic disturbance (catalogue entry),VKM,deposit,YES,,VKM_REGIONAL,ВКМ (регионально),TEXT_CONFIRMED,концы разлома в ячейках рис. 1.46: Б11-Д11,длина 29 км; азимут простирания СЗ 271,,GEOLOGY,SOURCE_RECORD_AUTO,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.142 (printed 282-283); Прил. 1, разлом №25",EV-VN-S011-2497,,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,Методы выявления/подтверждения: ГР / 
