event_id,event,event_type_source,event_type_vkm,event_subtype_note,event_class,event_class_note,date_start_as_printed,date_end_as_printed,date_start_iso,date_start_precision,date_end_iso,date_end_precision,date_qualifier,planned_or_actual,object,spatial_entity_ids,mine_attribution_scope,mines_named_in_text,seams_named,relevance,skru1_relevance,visual_recheck,conflict_ids,part,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
CHR-0279,SKRU-2 accident (2014): suprasalt waters began to enter the mine; inflow reduced to 100-500 m3/day by Uralkali and scientific organisations; author expects full flooding eventually,flooding,WATER_INFLOW,поступление надсолевых вод; рудник не затоплен,PHYSICAL,,2014,,2014,year,,,,ACTUAL,СКРУ-2,MINE:SKRU2,СКРУ-2,СКРУ-2,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-01,,VKM-SRC-040,pdf p.36 (printed 36); §1.3,EV-VN-S040-0100,,FACT,LITERATURE_CITED,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,"SKRU-2 is the neighbour of SKRU-1 (Solikamsk). State as of ~2016-2017 manuscript. 'Full flooding only a matter of time' = author's forecast, not fact."
CHR-0280,Sentinel-1 launched (start of free C-band SAR archive),other,OTHER,запуск Sentinel-1 — доступность архива (information),INFORMATION,schema EventType OTHER даёт PHYSICAL; семантически INFORMATION,2014-04,,2014-04,month,,,,ACTUAL,"Sentinel-1 (Copernicus, ESA)",,общий метод,,,MINING_VKM_CONTEXT,GENERAL_OR_UNSTATED,,,,VKM-SRC-006,"pdf p.10 (printed 10); §1.1, с. 10",EV-VN-S006-0023,,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,Earliest date for Sentinel-1 InSAR time series over VKM/SKRU-1 (information lifecycle boundary).
CHR-0281,Ground collapse (sinkhole) over 2СВП of the second mine (SKRU-2),accident,COLLAPSE,провал над 2СВП,PHYSICAL,,2014-11-18,,2014-11-18,day,,,,ACTUAL,"2СВП СКРУ-2, 1.3 km NW of the pipeline section",MINE:SKRU2,СКРУ-2,СКРУ-2,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-012,pdf p.44 (printed 44); §2.2,EV-VN-S012-0215,EV-MON-0019,FACT,DESCRIPTIVE,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,Exact date of 2014 sinkhole.
CHR-0282,Start of observations (first available epoch) on пункт GNSS №507,monitoring_campaign,MONITORING_CAMPAIGN,,INFORMATION,,2015,,2015,year,,,,ACTUAL,пункт GNSS №507,MINE:SKRU2,СКРУ-2,,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-012,pdf p.43 (printed 43); §2.2,EV-VN-S012-0356,,FACT,FIELD_OBSERVATION,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,
CHR-0283,"Building 39 (18th-century church) taken out of use, in closed zone; monitoring equipment removed early 2020",other,OTHER,вывод здания из эксплуатации,PHYSICAL,,2015,2020-early,2015,year,2020,year,end:AS_PRINTED_WITH_QUALIFIER,ACTUAL,здание № 39,,другой объект ВКМ,,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-017,pdf p.6 (printed 85); p.6,EV-VN-S017-0034,,FACT,DESCRIPTIVE,OTHER_VKM_SITE,FIELD,HIGH,TEXT_LAYER,EXACT,
CHR-0284,Провал №4 у школы №26,accident,COLLAPSE,запись EV-VN-S040-0103 разделена (a–d),PHYSICAL,,2015,,2015,year,,,,ACTUAL,БКПРУ-1 шахтное поле / г. Березники,MINE:BKPRU1,БКПРУ-1,БКПРУ-1,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,CC-04,d,VKM-SRC-040,pdf p.36 (printed 36); §1.3,EV-VN-S040-0103,,FACT,LITERATURE_CITED,BKPRU1,FIELD,HIGH,TEXT_LAYER,EXACT,Post-flooding surface response over years; analogue for long-term post-flooding subsidence (not SKRU-1).
CHR-0285,mining (отработка) of seams АБ and В at the GPR test sites,mining_end,EXTRACTION_PERIOD,отработка опытных участков,PHYSICAL,,2015,2016,2015,year,2016,year,,ACTUAL,"СКРУ-3, пласты АБ и В (Вс) — test pillars of §4.2-4.3",MINE:SKRU3,СКРУ-3,СКРУ-3,АБ;Вс,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-040,pdf p.135 (printed 135); §4.5,EV-VN-S040-0339,EV-GEO-0410,FACT,DESCRIPTIVE,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,"Date refers to extraction at the particular test sites, not to whole seam at mine. 'отработанные' could mean mined out."
CHR-0286,experimental GPR works on physical model of concrete lining,other,LAB_TESTING,физическая модель,INFORMATION,,2015,,2015,year,,,,ACTUAL,модель сегмента бетонной крепи (ch.2),,общий метод,,,INFORMATION,GENERAL_OR_UNSTATED,,,,VKM-SRC-040,pdf p.138 (printed 138); §5.1 (p138-139),EV-VN-S040-0350,,FACT,LAB_TEST,GENERAL_METHOD,LAB,HIGH,TEXT_LAYER,EXACT,Antenna 2-3 cm off surface -> strongly noisy data [55].
CHR-0287,съемка ультразвуковым томографом A1040 MIRA на физической модели бетонной крепи (эксперимент с увлажнением),monitoring_campaign,LAB_TESTING,физическая модель,INFORMATION,,2015-10-06,,2015-10-06,day,,,,ACTUAL,физическая модель сегмента бетонной крепи,,общий метод,,,INFORMATION,GENERAL_OR_UNSTATED,,,,VKM-SRC-040,pdf p.91 (printed 91); Рис. 3.3 (метка времени на экране),EV-VN-S040-0205,,FACT,LAB_TEST,GENERAL_METHOD,LAB,HIGH,VISUAL_READ,EXACT,Date only from screenshot timestamp; model experiments therefore ~autumn 2015.
CHR-0288,Ultrasonic tomography/GPR experimental survey of concrete lining in shaft No.3 SKRU-3 (sump),survey,GEOPHYSICAL_SURVEY,,INFORMATION,,2015-10-15,,2015-10-15,day,,,,ACTUAL,СКРУ-3 ствол №3,MINE:SKRU3,СКРУ-3,СКРУ-3,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,CC-15,,VKM-SRC-040,"pdf p.108 (printed 108); Рис. 3.18, отметка времени на экране",EV-VN-S040-0247,,FACT,MEASURED,SKRU3,NOT_APPLICABLE,MEDIUM,VISUAL_READ,NOT_FOUND,Date only visible as instrument timestamp on a screenshot; the text does not state survey date.
CHR-0289,Закладка зоны 88 («19П блок») СКРУ-1; интервал как напечатан: 2016-2017; тип закладки: сухая,mining_start,BACKFILL_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,2016-2017,2016-2017,2016,year,2017,year,,ACTUAL,19П блок зона 88,SKRU1:ZONE:19P-88,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-17;CC-18,b,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0251,EV-MIN-0312,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0290,"two independent cycles of gyro-azimuth measurements for underground network orientation (initial data: axis points №25, №29 in skip shaft №2)",survey,MONITORING_CAMPAIGN,,INFORMATION,,2016,2017,2016,year,2017,year,,ACTUAL,"ПМОС, horizon −1069,7 м",AN:OTHER_POTASH,аналог: другое калийное месторождение,,,ANALOGUE,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,,,,VKM-SRC-024,pdf p.28 (printed 28); §5.2.1,EV-VN-S024-0069,,FACT,DESCRIPTIVE,OTHER_POTASH_SITE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0291,"GPR field trials (profiling + transillumination) for EM velocity and penetration in salts, seams КС, КрII, АБ, Вс",monitoring_campaign,GEOPHYSICAL_SURVEY,,INFORMATION,,2016,,2016,year,,,,ACTUAL,рудник СКРУ-3,MINE:SKRU3,СКРУ-3,СКРУ-3,КрII;АБ;Вс;КС,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-040,pdf p.119 (printed 119); §4.2,EV-VN-S040-0277,EV-GEO-0400,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,Report/publication of results = ref [53].
CHR-0292,GPR trials for effective penetration depth in salts,monitoring_campaign,GEOPHYSICAL_SURVEY,,INFORMATION,,2016,,2016,year,,,,ACTUAL,рудник СКРУ-3,MINE:SKRU3,СКРУ-3,СКРУ-3,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-040,pdf p.128 (printed 128); §4.3,EV-VN-S040-0311,EV-GEO-0400,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,
CHR-0293,production GPR+UT survey of sump part of shaft (ствол №3) of SKRU-3: voids behind lining and zones of lining thickness increase/decrease found; all anomalies verified by drilling; voids eliminated,survey,GEOPHYSICAL_SURVEY,,INFORMATION,,2016,,2016,year,,,,ACTUAL,"СКРУ-3, зумпфовая часть ствола",MINE:SKRU3,СКРУ-3,СКРУ-3,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,CC-15,,VKM-SRC-040,pdf p.147 (printed 147); Заключение п.4,EV-VN-S040-0378,,FACT,FIELD_OBSERVATION,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,Drilling verification of GPR voids = ground-truth; remediation (voids liquidated) = physical change after survey.
CHR-0294,"Технологический регламент по комплексному обеспечению безопасности горных работ и охране недр на рудниках ПАО «Уралкалий» утверждён (№ 253, 5-е изд.)",normative,NORMATIVE_IN_FORCE,,INFORMATION,,2016-02-16,,2016-02-16,day,,,,N/A,нормативный документ Уралкалия,VKM,ВКМ (регионально),,,NORMATIVE,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-034,pdf p.5 (printed 43); Библиографический список,EV-VN-S034-0053,,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_66,
CHR-0295,"patent RU 2624799 on complex diagnostics of shaft concrete lining (application 2016119277 of 18.05.2016, published 06.07.2017, bull. 19; holder АО «ВНИИ Галургии» per ref [28])",publication,PUBLICATION,,INFORMATION,,2016-05-18,2017-07-06,2016-05-18,day,2017-07-06,day,,ACTUAL,method of shaft lining diagnostics,,общий метод,,,BIBLIOGRAPHIC/INFORMATION,GENERAL_OR_UNSTATED,,,,VKM-SRC-040,pdf p.146 (printed 146); Заключение п.2; ref [28] p151,EV-VN-S040-0376,,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,Dates from bibliography entry [28] (p151).
CHR-0296,"PS-InSAR Sentinel-1 (30 снимков), Кузбасс (не ВКМ)",(из записи вида monitoring_observation),MONITORING_CAMPAIGN,NON_VKM; поздний источник VKM-SRC-010 g3,INFORMATION,,2016-11,2017-10,2016-11,month,2017-10,month,,ACTUAL,,NONVKM,не ВКМ,,,NON_VKM,NON_VKM,,,x,VKM-SRC-010,pdf p.4 (printed 37); г. Кемерово PS 2016–2017; Рис. 3,EV-VN-S010-0010,EV-MON-0147,FACT,MEASURED,NON_VKM,FIELD,HIGH,VISUAL_READ,EXACT,Describes PS product data model (per-point time series attributes) — relevant for designing an InSAR observation data class.
CHR-0297,"проектная документация рудника Гремячинского ГОК (2,3 млн т/год 95% KCl)",other,OTHER,,PHYSICAL,,2016-12-07,,2016-12-07,day,,,,ACTUAL,Гремячинский ГОК,NONVKM,не ВКМ,,,NON_VKM,NON_VKM,,,,VKM-SRC-039,pdf p.5 (printed 61); ссылка [11],EV-VN-S039-0025,,FACT,DESCRIPTIVE,NON_VKM,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND, NON_VKM qualitative analogue (depth >1 km); never transfer numbers to SKRU-1.
CHR-0298,Many new profile lines established at SKRU-2,monitoring_campaign,MONITORING_CAMPAIGN,,INFORMATION,,2017,,2017,year,,,,ACTUAL,СКРУ-2 observation station,MINE:SKRU2,СКРУ-2,СКРУ-2,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-012,pdf p.48 (printed 48); §2.3,EV-VN-S012-0228,,FACT,DESCRIPTIVE,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0299,Patent RU 2624799 «Способ комплексной диагностики состояния бетонной крепи и закрепного пространства шахтных стволов» obtained,publication,PUBLICATION,,INFORMATION,,2017,,2017,year,,,,ACTUAL,shaft lining diagnostics method,VKM,ВКМ (регионально),,,BIBLIOGRAPHIC/INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-040,"pdf p.8 (printed 8); Введение, Публикация и апробация",EV-VN-S040-0013,,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,Also: 4 VAK papers; talks at 17th Ural youth school on geophysics (Ekaterinburg 2016) and 'Неделя горняка 2016' (Moscow 2016).
CHR-0300,start of pilot-industrial tests of GPR assessment of chamber backfill completeness,backfill,GEOPHYSICAL_SURVEY,георадарная оценка полноты закладки (information),INFORMATION,,2017,,2017,year,,,,ACTUAL,рудники ПАО «Уралкалий» (mine not named); КрII chambers surveyed from АБ workings,VKM,ВКМ (регионально),,КрII;АБ,INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-040,pdf p.147 (printed 147); Заключение п.4,EV-VN-S040-0380,,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,FUZZY_60,
CHR-0301,Normative 'Указания по защите рудников от затопления и охране подрабатываемых объектов на ВКМКС' (2014 edition) put into force,normative,NORMATIVE_IN_FORCE,,INFORMATION,,2017-03-30,,2017-03-30,day,,,,N/A,"all VKM potash mines (approved by ПАО «Уралкалий», ЗАО «ВКК», ООО «ЕвроХим-Усольский калийный комбинат»)",MINE:USOLSKY,ВКМ (регионально),Усольский (УКК),,NORMATIVE,VKM_REGIONAL_CONTEXT,,CC-07,,VKM-SRC-019,pdf p.5 (printed 49); Библ. [3],EV-VN-S019-0017,EV-MIN-0259,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,"Edition 2014, 130 pp., Пермь; Березники. Normative regime timeline matters for design-rule lifecycle."
CHR-0302,"введение в действие «Указаний по защите рудников от затопления и охране подрабатываемых объектов на ВКМ калийно-магниевых солей» (ред. 2014), утв. ПАО «Уралкалий», ЗАО «ВКК», ООО «ЕвроХим-УКК»",normative,NORMATIVE_IN_FORCE,,INFORMATION,,2017-03-30,,2017-03-30,day,,,,N/A,ВКМКС (все рудники),MINE:USOLSKY,ВКМ (регионально),Усольский (УКК),,NORMATIVE,VKM_REGIONAL_CONTEXT,,CC-07,,VKM-SRC-031,pdf p.4 (printed 38); Библ. список [1],EV-VN-S031-0029,EV-MIN-1018,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0303,Статья получена редакцией (публикация расчёта параметров системы разработки 5-й ЮВП УКК),publication,PUBLICATION,,INFORMATION,,2017-10-06,,2017-10-06,day,,,,ACTUAL,"Токсаров, Костин 2017, Master`s Journal № 2",MINE:USOLSKY,Усольский (УКК),Усольский (УКК),,BIBLIOGRAPHIC/INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-027,pdf p.7 (printed 62); колофон,EV-VN-S027-0073,,FACT,DESCRIPTIVE,USOLSKY,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0304,"Talitsky GOK (VKM, Akron/VKK) planned commissioning",construction,MINE_COMMISSIONING,PLANNED,PHYSICAL,,"2018 (planned, as printed in text)",,2018,year,,,PLANNED;AS_PRINTED_WITH_QUALIFIER,PLANNED,Талицкий участок ВКМ,VKM,ВКМ (регионально),,,MINING_VKM_CONTEXT,VKM_REGIONAL_CONTEXT,,CC-08,,VKM-SRC-014,pdf p.254 (printed 254); §8.9.2,EV-VN-S014-1225,,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,"Planned date, not an actual event. Conflicts with title of cited ref [29] ('будет введен в строй в 2016 году')."
CHR-0305,ПДГБС tied to БСВ-77 by levelling class III and planimetric coordinates by trilateration class IV; 10 new МОС points installed (НПО «Градиент»),survey,MONITORING_CAMPAIGN,,INFORMATION,,2018,,2018,year,,,,ACTUAL,"ПДГБС / МОС, Gremyachinsk",AN:OTHER_POTASH,аналог: другое калийное месторождение,,,ANALOGUE,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,,,,VKM-SRC-024,pdf p.25 (printed 25); §5.1.3,EV-VN-S024-0058,,FACT,DESCRIPTIVE,OTHER_POTASH_SITE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0306,PLANNED mining periods of West panels (as printed on map),mining_start,EXTRACTION_PERIOD,PLANNED,PHYSICAL,,2018,2085,2018,year,2085,year,,PLANNED,"Гремячинский рудник, 1-12 ЗП",AN:OTHER_POTASH,аналог: другое калийное месторождение,,,ANALOGUE,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,,CC-09,,VKM-SRC-024,pdf p.120 (printed 120); Рисунок Пр.10 (West panels),EV-VN-S024-0415,,FACT,DESIGN_VALUE,OTHER_POTASH_SITE,DESIGN,MEDIUM,VISUAL_READ,EXACT,"Odd-numbered W panels (1,3,5,7,9,11 ЗП) lie in the unshaded (white) part west of the western barrier pillar; even-numbered in the cyan 'шахтное поле' zone. Planned, not actual. Low-res raster (MEDIUM confidence per digit)."
CHR-0307,PLANNED mining periods of East panels (as printed on map),mining_start,EXTRACTION_PERIOD,PLANNED,PHYSICAL,,2018,2085,2018,year,2085,year,,PLANNED,"Гремячинский рудник, 1-12 ВП",AN:OTHER_POTASH,аналог: другое калийное месторождение,,,ANALOGUE,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,,CC-09,,VKM-SRC-024,pdf p.120 (printed 120); Рисунок Пр.10 (East panels),EV-VN-S024-0416,,FACT,DESIGN_VALUE,OTHER_POTASH_SITE,DESIGN,MEDIUM,VISUAL_READ,EXACT,"1 ЗП and 2 ВП start in 2018 — consistent with text (first-priority panels, direct order). Planned, not actual."
CHR-0308,Change of chamber-system variant at BKPRU-2: large areas mined with the Fig.11 variant; currently ore delivered to ore passes (d=500 mm) drilled from panel conveyor drift (Кр-3 or rock salt) to АБ panel conveyor drift,other,OTHER,смена варианта камерной системы — technology change,PHYSICAL,,,2018,,unknown,2018,year,NOT_STATED,ACTUAL,БКПРУ-2 шахтное поле,MINE:BKPRU2,БКПРУ-2,БКПРУ-2,АБ;каменная соль,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-026,pdf p.18 (printed 18); §4.2,EV-VN-S026-0089,,FACT,DESCRIPTIVE,BKPRU2,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,BKPRU-2 mine field later affected by 2006 flooding (not stated here).
CHR-0309,Publication of the teaching manual (signed for print),publication,PUBLICATION,,INFORMATION,,2018-06-11,,2018-06-11,day,,,,ACTUAL,VKM-SRC-026,,общий метод,,,BIBLIOGRAPHIC/INFORMATION,GENERAL_OR_UNSTATED,,,,VKM-SRC-026,pdf p.42 (printed 42); p42,EV-VN-S026-0178,,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0310,Stoping of seam АБ only in SKRU-3 panel 15 block 11,mining_start,EXTRACTION_PERIOD,,PHYSICAL,,2019,2020,2019,year,2020,year,,ACTUAL,"СКРУ-3, панель 15, блок 11, пласт АБ",MF:SKRU3,СКРУ-3,СКРУ-3,АБ,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-012,pdf p.53 (printed 53); §2.3,EV-VN-S012-0251,EV-MON-0035,FACT,DESCRIPTIVE,SKRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0311,"in-mine seismic survey to derive elastic parameters of the massif in experimental-works area, panels 16 and 18 ЗП, BKPRU-2",survey,GEOPHYSICAL_SURVEY,,INFORMATION,,2019,,2019,year,,,,ACTUAL,"БКПРУ-2, 16 ЗП, 18 ЗП",MINE:BKPRU2,БКПРУ-2,БКПРУ-2,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-012,"pdf p.130 (printed 130); Прил. А p.130, тема 3",EV-VN-S012-0734,,FACT,DESCRIPTIVE,BKPRU2,FIELD,MEDIUM,VISUAL_READ,NOT_FOUND,
CHR-0312,"reconstruction of old and installation of new shaft axis points of shafts No.1, 2, 3",survey,MONITORING_CAMPAIGN,,INFORMATION,,2019,,2019,year,,,,ACTUAL,"shafts 1-3, Gremyachinsk",AN:OTHER_POTASH,аналог: другое калийное месторождение,,,ANALOGUE,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,,,,VKM-SRC-024,pdf p.26 (printed 26); §5.1.4,EV-VN-S024-0060,,FACT,DESCRIPTIVE,OTHER_POTASH_SITE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0313,Закладка выработанного пространства пласта КрII на участке 2 (гидрозакладка),backfill,BACKFILL_PERIOD,,PHYSICAL,,2019 (конец 2019 — по второму упоминанию),2021 (2020 — по второму упоминанию),2019,year,2021,year,AS_PRINTED_WITH_QUALIFIER;end:AS_PRINTED_WITH_QUALIFIER,ACTUAL,"участок 2, пласт КрII",,не указан,,КрII,MINING_VKM_CONTEXT,GENERAL_OR_UNSTATED,,CC-14,,VKM-SRC-034,pdf p.2 (printed 40); § участок 2,EV-VN-S034-0024,EV-MIN-1091,FACT,DESCRIPTIVE,UNSTATED,FIELD,HIGH,TEXT_LAYER,EXACT,"Internal inconsistency: ""В 2019-21 гг."" vs ""в период с конца 2019 по 2020 год"" (same page)."
CHR-0314,"SBAS Sentinel-1 (11 снимков), Кузбасс (не ВКМ); оползень в ночь на 07.06.2019",(из записи вида monitoring_observation),MONITORING_CAMPAIGN,NON_VKM; поздний источник VKM-SRC-010 g3,INFORMATION,,2019-04,2019-07,2019-04,month,2019-07,month,,ACTUAL,,NONVKM,не ВКМ,,,NON_VKM,NON_VKM,,,x,VKM-SRC-010,"pdf p.3 (printed 36); Кийзасский разрез, оползень июнь 2019; Рис. 2",EV-VN-S010-0008,EV-MON-0146,FACT,MEASURED,NON_VKM,FIELD,HIGH,VISUAL_READ,EXACT,Fig.2 visual: no legend/scale; labels 1 and 2 visible. 'Retrospective' map — information lifecycle: post-event analysis. Rates in mm/yr annualized from a ~3–4-month series.
CHR-0315,"approbation of results at conferences (St Petersburg Mining Univ. forums 2019, 2021, 2023; EUROCK 2021 Turin online; Ural mining decade 2023 Ekaterinburg)",publication,PUBLICATION,,INFORMATION,,2019-05,2023-05,2019-05,month,2023-05,month,,ACTUAL,dissertation results,MINE:SKRU1;MINE:SKRU2,СКРУ-1/СКРУ-2,,,BIBLIOGRAPHIC/INFORMATION,SKRU1_SHARED_WITH_SKRU2,,,,VKM-SRC-012,pdf p.10 (printed 10); Апробация,EV-VN-S012-0016,,FACT,DESCRIPTIVE,SKRU1_SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,
CHR-0316,InSAR monitoring of Berezniki built-up territory (summer-autumn 2020-2021; COSMO-SkyMed 2021),monitoring_campaign,MONITORING_CAMPAIGN,,INFORMATION,,2020,2021,2020,year,2021,year,,ACTUAL,г. Березники,,другой объект ВКМ,,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-002,pdf p.12; слайд 12,EV-VN-S002-0064,,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,
CHR-0317,FE model state date 2020 and forecast horizon 2031,other,DATA_PROCESSING,дата состояния модели и горизонт прогноза,INFORMATION,,2020,2031,2020,year,2031,year,,ACTUAL (дата состояния модели) + PLANNED (горизонт прогноза),Ansys models along profile lines 1 and 2,IMP:SKRU1-SKRU2,СКРУ-1/СКРУ-2,,,INFORMATION,SKRU1_SHARED_WITH_SKRU2,,,,VKM-SRC-012,pdf p.93 (printed 93); §4.1,EV-VN-S012-0496,,FACT,DESCRIPTIVE,SKRU1_SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,"Model 'current' state = 2020; forecasts +5 and +10 years (per Табл. 4.1, outside chunk) -> 2025, 2030/2031."
CHR-0318,planned advance of SKRU-3 stoping toward/along СКРУ-2–СКРУ-3 pillar within the forecast period (2020–2031),mining_start,EXTRACTION_PERIOD,PLANNED (прогнозный период),PHYSICAL,,2020,2031,2020,year,2031,year,,PLANNED,СКРУ-3 workings near СКРУ-2–СКРУ-3 pillar,MINE:SKRU3,СКРУ-3,СКРУ-2;СКРУ-3,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-012,pdf p.109 (printed 109); §4.3 p.109,EV-VN-S012-0592,,FACT,DESIGN_VALUE,SKRU3,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,Plan statement; no panel/block dates.
CHR-0319,Building 34 resettled and demolished; monitoring moved to neighbouring building 33,monitoring_campaign,OTHER,снос здания; перенос наблюдений,PHYSICAL,,2020-autumn,,2020,year,,,AS_PRINTED_WITH_QUALIFIER,ACTUAL,здания № 34 -> № 33,,другой объект ВКМ,,,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-017,pdf p.6 (printed 85); p.6,EV-VN-S017-0036,,FACT,DESCRIPTIVE,OTHER_VKM_SITE,FIELD,HIGH,TEXT_LAYER,EXACT,Network evolves reactively (sensor relocation after demolition) -> non-stationary observation network.
CHR-0320,Гидравлическая закладка участка 1 ЮЗП БКПРУ-4 после 7 лет измерений (станция 11.2013–12.2020 по подписи рис. 1),backfill,BACKFILL_START,,PHYSICAL,,после 12.2020 (точная дата не указана),,2020,year,,,NOT_EARLIER_THAN;AS_PRINTED_WITH_QUALIFIER,ACTUAL,"камерный блок АБ+КрII, 1 ЮЗП БКПРУ-4",MINE:BKPRU4,БКПРУ-4,БКПРУ-4,КрII;АБ,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-034,pdf p.2 (printed 40); § участок 1,EV-VN-S034-0013,EV-MIN-1084,FACT,DESCRIPTIVE,BKPRU4,FIELD,HIGH,TEXT_LAYER,EXACT,"Backfill date inferred only as ""after 7 years of measurement""; exact date UNKNOWN."
CHR-0321,"IFZ RAN InSAR monitoring campaigns of Berezniki: 2020 (TSX 18 + S1B 13 scenes; 187 d 28.04-11.11.2020), 2021 (TSX 16 scenes, 26.04-08.10.2021, 165 d), 2022 (TSX 17 scenes, 24.04-17.10.2022, 176 d)",monitoring_campaign,MONITORING_CAMPAIGN,,INFORMATION,,2020-04-28,2022-10-17,2020-04-28,day,2022-10-17,day,,ACTUAL,Berezniki areas A and B,,другой объект ВКМ,,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,,VKM-SRC-003,"pdf p.54 (printed 54); §3.2 p.44, 47, 49, 54, 56",EV-VN-S003-0213,,FACT,DESCRIPTIVE,OTHER_VKM_SITE,FIELD,HIGH,TEXT_LAYER,EXACT,
