row_id,row_kind,mine_scope,mines_named_in_text,target_as_printed,spatial_entity_ids,seam,method_as_printed,method_vkm,material_as_printed,period_mining_as_printed,period_backfill_as_printed,delay_as_printed,fill_ratio_as_printed,unfilled_gap_as_printed,density_as_printed,strength_deformation_as_printed,compaction_as_printed,convergence_relation_as_printed,purpose_as_printed,other_parameters_as_printed,design_actual_label,label_basis,visual_recheck,conflict_ids,event_ids,skru1_relevance,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
BF-0099,backfill_chronology,не указан,,"участок 2, пласт КрII",,КрII,,hydraulic,,,2019 (конец 2019 — по второму упоминанию) – 2021 (2020 — по второму упоминанию),,,,,,,,,Закладка выработанного пространства пласта КрII на участке 2 (гидрозакладка),ACTUAL,событие хронологии (BACKFILL_PERIOD); ,,CC-14,CHR-0313,GENERAL_OR_UNSTATED,VKM-SRC-034,pdf p.2 (printed 40); § участок 2,EV-VN-S034-0024,EV-MIN-1091,FACT,DESCRIPTIVE,UNSTATED,FIELD,HIGH,TEXT_LAYER,EXACT,"Internal inconsistency: ""В 2019-21 гг."" vs ""в период с конца 2019 по 2020 год"" (same page)."
BF-0100,backfill_chronology,БКПРУ-4,БКПРУ-4,"камерный блок АБ+КрII, 1 ЮЗП БКПРУ-4",MINE:BKPRU4,КрII;АБ,,hydraulic,,,после 12.2020 (точная дата не указана),,,,,,,,,Гидравлическая закладка участка 1 ЮЗП БКПРУ-4 после 7 лет измерений (станция 11.2013–12.2020 по подписи рис. 1),ACTUAL,событие хронологии (BACKFILL_START); ,,,CHR-0320,VKM_OTHER_MINE_CONTEXT,VKM-SRC-034,pdf p.2 (printed 40); § участок 1,EV-VN-S034-0013,EV-MIN-1084,FACT,DESCRIPTIVE,BKPRU4,FIELD,HIGH,TEXT_LAYER,EXACT,"Backfill date inferred only as ""after 7 years of measurement""; exact date UNKNOWN."
BF-0101,backfill_chronology,СКРУ-1,СКРУ-1;СКРУ-2,СКРУ-1 side of pillar,IMP:SKRU1-SKRU2,,,unknown,,, – <=2023,,,,,,,,,Stoping and backfilling on the SKRU-1 side of the SKRU-1–SKRU-2 intermine pillar fully completed (state as of dissertation ~2022-2023),ACTUAL,событие хронологии (EXTRACTION_END); состояние: очистная выемка и закладка завершены (также BACKFILL_END),,,CHR-0333,SKRU1_DIRECT,VKM-SRC-012,pdf p.34 (printed 34); §1.4.2,EV-VN-S012-0175,EV-MIN-0022;EV-GEO-0194,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,No dates of SKRU-1 mining/backfill given here — needed from other sources.
BF-0102,backfill_chronology,СКРУ-1,СКРУ-1;БКПРУ-4,СКРУ-1; БКПРУ-4,MF:SKRU1;MF:BKPRU4,каменная соль,,unknown,,,,,,,,,,,,Construction of КБС (slime chambers in underlying rock salt) at СКРУ-1 (and БКПРУ-4),ACTUAL,событие хронологии (DEVELOPMENT); КБС на СКРУ-1 «впоследствии» — дата не указана,,,CHR-0371,SKRU1_DIRECT,VKM-SRC-019,pdf p.1 (printed 45); Введение,EV-VN-S019-0008,EV-GEO-0365,UNKNOWN,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,
BF-0103,parameter,СКРУ-2,СКРУ-2,,MF:SKRU2,,,unknown,,,,,,,,,,,,backfill_lag  = в среднем около 10 лет; на ЮВП гор. –143 м до 20 лет и более лет || SKRU-2 near intermine pillars; >=20 yr on SE panels horizon -143,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.34 (printed 34); §1.4.2,EV-VN-S012-0172,EV-MIN-0019,FACT,DESCRIPTIVE,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,"value_max is lower bound of open-ended ""20 лет и более""."
BF-0104,engineering_rule,ВКМ (регионально),,VKMKS normative [69],VKM,,,dry,,,,,,,,,,,,multi-seam superposition of maximum subsidence || VKMKS normative [69] :: sum of single-seam η_ok; seam В carnallite with mechanical backfill -> formula (2.2) irrespective of C,DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-012,pdf p.55 (printed 55); §2.4 p.55,EV-VN-S012-0261,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,
BF-0105,engineering_rule,СКРУ-2,СКРУ-2;СКРУ-3,СКРУ-2–СКРУ-3 pillar edge chambers,MF:SKRU2,,,unknown,,,,,,,,,,,,timely backfilling of chambers near the intermine pillar to prevent linkage of deformation zones || СКРУ-2–СКРУ-3 pillar edge chambers :: no timing/ratio given,UNRESOLVED,evidence_type=INTERPRETATION: описание практики; проект/факт не различены,,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-012,pdf p.106 (printed 106); §4.2 p.106,EV-VN-S012-0576,EV-MIN-0078,FACT,INTERPRETATION,SKRU2,DESIGN,HIGH,TEXT_LAYER,EXACT,
BF-0106,engineering_rule,ВКМ (регионально),СКРУ-1,all VKM mines incl. SKRU-1,VKM,,,unknown,,,,,,,,,,,,Conditions for mining-system parameters per «Указания по защите рудников от затопления…»: (1) safety and flood protection; (2) optimal recovery and techno-economic efficiency; (3) protection of undermined engineering and natural objects on surface; (4) coaxial chambers in closely spaced seams with the upper seam mined ahead by ≥50 м; (5) exclusion of mass roof collapse in chambers; (6) safe backfilling within specified time || all VKM mines incl. SKRU-1 :: lead of upper seam ≥ 50 м,DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,"pdf p.54 (printed 54); §2.5, «Указания по защите рудников от затопления…»",EV-VN-S014-0415,EV-MIN-0130,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,Condition (6) 'в заданные сроки' — backfill timing is a normative time constraint (values not in this chunk). Coaxiality rule vs. SKRU-1 11ВП over 1СП/2СП (p.31) non-aligned layout — note.
BF-0107,engineering_rule,ВКМ (регионально),,камеры большого сечения (шламохранилища),VKM,,,unknown,,,,,,,,,,,,"ширина предохранительного целика между парами КБС, исключающая взаимное влияние || камеры большого сечения (шламохранилища) :: 60,8 м",DESIGN,evidence_type=DESIGN_VALUE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.111 (printed 111); §3.7,EV-VN-S014-0817,EV-MIN-0154,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,
BF-0108,parameter,ВКМ (регионально),,каменная соль (закладка),VKM,,,dry,,,,,,,,,,,,"backfill_geometry_mechanical  = угол откоса 38°; 3,2 м (вылет/отступ у края массива 1-го слоя); 2,5 м (вертикальный размер у кровли, см. текст: зазор 2,5–2,8 м); шаг куч 1,6–2,3 м; зазор между вершиной кучи и кровлей 0,2–1,0 м (2-й слой) град; м || схемы разгрузки самоходного вагона: а — 1-й слой; б — 2-й слой",DESIGN,evidence_type=DESIGN_VALUE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.138 (printed 138); Рис. 5.2,EV-VN-S014-0900,,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,"The '2,5 м' dimension is drawn at the right edge; its extent (roof gap vs layer thickness) is ambiguous in the drawing — text gives roof gap 2,5–2,8 m for layer 1."
BF-0109,engineering_rule,ВКМ (регионально),,камеры рудников ВКМКС,VKM,,,dry,,,,,,,,,,,,"зазоры до кровли при двухслойной механической закладке || камеры рудников ВКМКС :: 1-й слой: 2,5–2,8 м до кровли (оборка заколов); 2-й слой: зазор вершина кучи–кровля ≤1,0 м; вагон подъезжает к стенке под 30–45°; разгрузочная головка конвейера выходит за край откоса на 0,5 м; отъезд 0,3–0,4 м при выгрузке",DESIGN,evidence_type=DESIGN_VALUE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.139 (printed 139); §5.1,EV-VN-S014-0902,EV-MIN-0167;EV-MIN-0168,FACT,DESIGN_VALUE,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,FUZZY_80,Unfilled roof gap (≤1 m) is a direct control on the 'fill ratio' of dry backfill — backfill never reaches the roof.
BF-0110,parameter,ВКМ (регионально),,каменная соль (закладочный массив),VKM,,,dry,,,,,,,,,,,,"density ρз.м = 1,35–1,4 т/м3 || механическая закладка самоходными вагонами",DESIGN,evidence_type=DESIGN_VALUE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.139 (printed 139); §5.1,EV-VN-S014-0903,EV-MIN-0166,FACT,DESIGN_VALUE,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,EXACT,Bulk density of loose/compacted salt fill; origin (measured vs typical) not stated.
BF-0111,parameter,ВКМ (регионально),,шламовая пульпа,VKM,,,hydraulic,,,,,,,,,,,,"slime_pulp_nomogram  = номограмма: объёмное содержание рассола (отн. ед., 0–12) ↔ влажность (70–30 %) ↔ плотность пульпы (1,3–1,9 г/см3) для Н.О. 0–100 %; пример (пунктир): ≈4,7 отн. ед. → влажность ≈48 % → плотность ≈1,45 г/см3 отн. ед.; %; г/см3 || curves for Н.О. = 0, 20, 40, 60, 80, 100 %",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики; проект/факт не различены,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.144 (printed 144); Рис. 5.4 (номограмма),EV-VN-S014-0914,,FACT,DESCRIPTIVE,VKM_REGIONAL,LAB,LOW,GRAPH_DIGITIZED_APPROX,EXACT,Example reading from dashed construction lines is approximate (110 dpi). Nomogram usable for converting pulp density to moisture/brine content — not digitized in Phase 1.
BF-0112,parameter,ВКМ (регионально),,глинисто-солевой шлам (осадок),VKM,,,unknown,,,,,,,,,,,,"density γ (плотность отстоя шлама) = ≈1400 кг/м3 при t≈0 → ≈1565–1675 кг/м3 при t≈35–47 ч (по 4 кривым) кг/м3 || кривые: 1 — с фильтрацией, Н.О. 19 %; 2 — с фильтрацией, Н.О. 50 %; 3 — без фильтрации, Н.О. 19 %; 4 — без фильтрации, Н.О. 50 %; концы кривых (приближённо): треугольники ≈1675 (46 ч), кресты ≈1640 (41 ч), кружки ≈1610 (30 ч), точки ≈1565 (43 ч); нижняя кривая (точки) = 4",ACTUAL,LAB_TEST (лабораторная/образцовая шкала — LAB ≠ MASSIF),,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.144 (printed 144); Рис. 5.5,EV-VN-S014-0915,EV-MIN-0175,FACT,LAB_TEST,VKM_REGIONAL,LAB,MEDIUM,GRAPH_DIGITIZED_APPROX,EXACT,"Approximate visual digitization at 300 dpi; leader lines of labels 1,2,3 are ambiguous (which of the upper three curves is 1/2/3). Time-dependent consolidation of slime fill (settling within ~2 days)."
BF-0113,parameter,ВКМ (регионально),,закладочный массив (солеотходы + шлам),VKM,,,unknown,,,,,,,,,,,,"backfill_compressibility  = компрессионная характеристика при Н.О. 0,7–4,0 % отличается незначительно (числовых значений нет) || лабораторные компрессионные испытания образцов; Н.О. 0,7–4,0 %",ACTUAL,LAB_TEST (лабораторная/образцовая шкала — LAB ≠ MASSIF),,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.145 (printed 145); §5.3.2,EV-VN-S014-0917,EV-MIN-0176,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,TEXT_LAYER,EXACT,"No reference, no modulus values, no stress range. Only qualitative."
BF-0114,parameter,ВКМ (регионально),,солеотвал,VKM,,,hydraulic;dry,,,,,,,,,,,,"hydraulic_pile_parameters  = расход рассола 0,2–0,3 м3/т; растекание ≥100 м (максимум не ограничен); начальная плотность намыва на 10 % больше, чем при сухой отсыпке; годовой намываемый слой в 10–5 раз меньше отсыпаемого м3/т; м; % || гидронамыв солеотвала; 'как показывает опыт'",ACTUAL,evidence_type=FIELD_OBSERVATION,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.148 (printed 148); §5.4,EV-VN-S014-0927,EV-MIN-0187;EV-MIN-0188;EV-MIN-0189,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,FUZZY_76,Text prints 'в 10–5 раз меньше' (existing EV-MIN-0189 paraphrases as 5–10).
BF-0115,parameter,общий метод,,,,,,unknown,,,,,,,,,,,,"backfill_ratio k_ис = 0,74 (пример); 26 % солеотходов — на солеотвал – || учебный пример: k_з=0,8; ρ_з.м='5' т/м3 (как напечатано); ρ_руд=2,08 т/м3; α_под=0,07; β_KCl=0,26; β_Н.О.=0,016",TEACHING_EXAMPLE,evidence_type=TEACHING_EXAMPLE,,,,GENERAL_OR_UNSTATED,VKM-SRC-014,pdf p.151 (printed 151); Пример 1 (§6.1),EV-VN-S014-0938,,FACT,TEACHING_EXAMPLE,GENERAL_METHOD,DESIGN,HIGH,VISUAL_READ,NOT_FOUND,"Teaching example; ρ_з.м = 5 т/м3 is visibly printed and physically implausible for salt fill (text p.139: 1,35–1,4; variants 1,55–1,70) — likely typo (digit lost). Not recomputed in Phase 1."
BF-0116,parameter,общий метод,,,,,,unknown,,,,,,,,,,,,"backfill_teaching_variants ρ_з.м, ρ_руд, α_под, β_KCl, β_Н.О., k_з = 15 вариантов: ρ_з.м 1,55–1,70 т/м3; ρ_руд 2,00–2,10 т/м3; α_под 0,065–0,075; β_KCl 0,20–0,30; β_Н.О. 0,015–0,025; k_з 0,70–0,85 т/м3; доли ед. || учебные варианты (не измерения)",TEACHING_EXAMPLE,evidence_type=TEACHING_EXAMPLE,,,,GENERAL_OR_UNSTATED,VKM-SRC-014,pdf p.152 (printed 152); Расчетная работа № 1 (таблица вариантов),EV-VN-S014-0940,EV-MIN-0194,FACT,TEACHING_EXAMPLE,GENERAL_METHOD,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,"Columns: вариант, ρ_з.м, ρ_руд, α_под, β_KCl, β_Н.О., k_з. Teaching ranges plausibly reflect VKM practice but are NOT measurements."
BF-0117,parameter,ВКМ (регионально),,,VKM,,,hydraulic,,,,,,,,,,,,"hydraulic_backfill_operating_parameters T_ф; t_c; Ж:Т; k_з = T_ф 330–340 сут/год; t_c ≤ 20 ч/сут; Ж:Т ≈ 2:1 (объёмн.); k_з (запас крит. скорости) 1,05–1,1 сут; ч; – || ОАО «Уралкалий», гидрозакладка",ACTUAL,evidence_type=FIELD_OBSERVATION,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.153 (printed 153); §6.2,EV-VN-S014-0942,EV-MIN-0195;EV-MIN-0196;EV-MIN-0197,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,NOT_FOUND,Backfill is available ~330–340 days/yr; relevant for backfill timing/delay in time-dependent models.
BF-0118,parameter,общий метод,,солеотходы/рассол,,,,hydraulic,,,,,,,,,,,,"hydraulic_backfill_teaching_example  = Q_г 1500 тыс. т/год; влажность 7 %; d_ср 1,2 мм; NaCl 93 %, KCl 3 %, CaSO4 3 %, Н.О. 1 %; устье ствола +135 м абс.; слив −150 м абс.; L 6000 м; 330 сут; 17 ч/сут; плотности частиц KCl 2,0, NaCl 2,16, CaSO4 2,35, Н.О. 2,6 т/м3; ρ_т.с 2,16 т/м3; ρ_р (рассол) 1,23 т/м3; η 1,7·10⁻⁶ м2/с; k_v 1,15; Д 0,25 м (1-я попытка); результаты автора: Q_ч 267 т/ч, V_п 371→412 м3/ч, V_кр 2,22 м/с, ρ_п 1,51 т/м3, V_р 267 м3/ч; трубы SDR21 225×10,8 (Dвн 203 мм, 150 м, подъём 2,0 м), SDR9 315×35 (245 мм, подъём 15 м, P_доп 125 м вод. ст., принято 2200 м), ПАТ-275 (243 мм, P_доп 400 м вод. ст., 3800 м); ΣΔH 275 м вод. ст.; H_дв = 240·1,51 = 362 м вод. ст. various || учебный пример, не привязан к конкретному руднику",TEACHING_EXAMPLE,evidence_type=TEACHING_EXAMPLE,,,,GENERAL_OR_UNSTATED,VKM-SRC-014,pdf p.156 (printed 156–160); Пример 2 (pp.156–160),EV-VN-S014-0959,,FACT,TEACHING_EXAMPLE,GENERAL_METHOD,DESIGN,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,"Author's own numeric example copied (not recomputed). Brine density 1,23 t/m3 and particle densities are useful generic property values but come from a teaching example. H_ств = 240 m is used for the driving head; its relation to the stated collar/discharge elevations (+135 / −150 m) is not explained in the text."
BF-0119,parameter,общий метод,,солеотходы,,,,hydraulic,,,,,,,,,,,,"hydraulic_backfill_teaching_variants Q_г, w, d_ср, NaCl, KCl, CaSO4, Н.О., H_ств, H_слива, L_тр, t_c = 15 вариантов: Q_г 1,0–2,0 млн т; влажность 5–8 %; d_ср 1,2–1,5 мм; NaCl 90–95 %; KCl 3–4 %; CaSO4 1–3 %; Н.О. 1–3 %; H_ств +130…+160 м; H_слива −120…−150 м; L_тр 5000–6500 м; t_c 17–20 ч млн т; %; мм; м; ч || учебные варианты",TEACHING_EXAMPLE,evidence_type=TEACHING_EXAMPLE,,,,GENERAL_OR_UNSTATED,VKM-SRC-014,pdf p.160 (printed 160); Расчетная работа № 2 (таблица вариантов),EV-VN-S014-0961,,FACT,TEACHING_EXAMPLE,GENERAL_METHOD,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,"Columns: вариант, Q_г, влажность %, d_ср мм, NaCl, KCl, CaSO4, Н.О., H_ств (абс. отметка устья ствола), H_слива, L_тр, t_c. Values like '1.5' printed with a dot in rows 3, 8, 13. Teaching data — not measurements, but elevations are in the plausible VKM range."
BF-0120,parameter,ВКМ (регионально),,,VKM,,,dry,,,,,,,,,,,,"backfill_roof_gap hз = 0,8–1,0 м || mechanical backfilling with self-propelled wagons (самоходные вагоны)",ACTUAL,evidence_type=FIELD_OBSERVATION,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.161 (printed 161); §6.3,EV-VN-S014-0972,EV-MIN-0200,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,FUZZY_66,"""Из опыта эксплуатации"" — operational experience, not a specific measured dataset; mine not named. Implies residual void of 0.8-1.0 m above backfill in each backfilled chamber -> backfill does not reach roof (relevant to convergence before backfill contact)."
BF-0121,parameter,ВКМ (регионально),,,VKM,,,hydraulic,,,,,,,,,,,,"technological_gap_pulp_pipeline hт = от 1,2 до 1,5 м || hydraulic backfilling, pulp pipeline laying",ACTUAL,evidence_type=FIELD_OBSERVATION,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.162 (printed 162); §6.3,EV-VN-S014-0975,EV-MIN-0201,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,NOT_FOUND,
BF-0122,parameter,ВКМ (регионально),,halite tailings (солеотходы),VKM,,,unknown,,,,,,,,,,,,"backfill_slope_angle φ = 2,3…2,5 (d<1 мм); 2,7…3,0 (d=1,8–2,3 мм) град || slope length up to 100 m; particle size classes",DESIGN,evidence_type=DESIGN_VALUE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.162 (printed 162); §6.3,EV-VN-S014-0976,EV-MIN-0202,ENGINEERING_ASSUMPTION,DESIGN_VALUE,VKM_REGIONAL,DESIGN,MEDIUM,TEXT_LAYER,EXACT,"""Для ориентировочных расчетов можно принять"" — recommended design values; depends also on chamber width and pulp flow rate (not quantified)."
BF-0123,parameter,общий метод,,,,,,unknown,,,,,,,,,,,,"backfill_assignment_inputs Lк,hк.в,Sк.в,hк.н,Sк.н,Lс,hт,φ,α,hп.п,nскв = 15 variants (table) м, м2, град, шт || student assignment table (Расчетная работа №3)",TEACHING_EXAMPLE,evidence_type=TEACHING_EXAMPLE,,,,GENERAL_OR_UNSTATED,VKM-SRC-014,"pdf p.167 (printed 167); §6.3, Расчетная работа № 3 (таблица вариантов)",EV-VN-S014-0992,,FACT,TEACHING_EXAMPLE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Assignment inputs only; typical two-seam chamber dimensions (upper 2.8-3.1 m, lower 5.5-6.5 m high; lower section 32 m2). Visually confirmed table on p.167."
BF-0124,parameter,ВКМ (регионально),,,VKM,,,unknown,,,,,,,,,,,,"backfill_wagon_cycle_statistics Vгруж; Vпор; tзагр; tразг; tвс = Vгруж 92,5 (σ 16, CV 17,3, n=271); Vпор 101 (σ 16,5, CV 16,4, n=235); tзагр 70 (σ 25,5, CV 36,3, n=289); tразг 108 (σ 32,5, CV 30,0, n=187); tвс 23,6 (σ 11,2, CV 47,4, n=483) м/мин; с || columns: число наблюдений, среднее значение, среднеквадратическое отклонение, коэффициент вариации (%); time-study of self-propelled wagon backfilling",ACTUAL,evidence_type=MEASURED,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.169 (printed 169); Табл. 6.1,EV-VN-S014-0996,,FACT,MEASURED,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Statistical time-study data; mine and dates of observations not stated. Peripheral to geomechanics (equipment logistics) but it is observational data. Visually confirmed table p.169.
BF-0125,parameter,общий метод,,,,,,unknown,,,,,,,,,,,,"backfill_wagon_productivity Qср.вз = 84,5 т/ч || teaching example 7: wagon 5ВС-15М, chamber backfilled in two layers, hк=6,0 м, hз=1,0 м",TEACHING_EXAMPLE,evidence_type=TEACHING_EXAMPLE,,,,GENERAL_OR_UNSTATED,VKM-SRC-014,"pdf p.170 (printed 170); §6.4, Пример 7 (pp.169-170); Расчетная работа № 4",EV-VN-S014-0998,,DERIVATION,TEACHING_EXAMPLE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Teaching example; chamber backfilled in two layers (lower, then upper) — layered placement, gap 1.0 m assumed. Calculation line for upper layer labelled ""(6.28)"", lower layer ""(6.27)"" (minor label inconsistency)."
BF-0126,parameter,общий метод,,,,,,unknown,,,,,,,,,,,,"backfill_assignment_inputs L,hк,hвс,hз,tзагр,V,Kст,Kсд = 15 variants (table) м, мин, т, - || student assignment table for wagon backfill productivity",TEACHING_EXAMPLE,evidence_type=TEACHING_EXAMPLE,,,,GENERAL_OR_UNSTATED,VKM-SRC-014,"pdf p.171 (printed 171); §6.4, Расчетная работа № 4 (табл. вариантов, p.171)",EV-VN-S014-1000,,FACT,TEACHING_EXAMPLE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,Assignment inputs only. Page 171 contains only this table (skim-level relevance). Chamber heights 5.0-7.0 m and roof gap 1.0-1.1 m assumed in all variants.
BF-0127,engineering_rule,ВКМ (регионально),,"stopes, VKM",VKM,,,unknown,,,,,,,,,,,,"Separation/fall of the first and even second roof slab ('korzh') in a stope is not loss of stope stability (unlike development workings); chambers to be backfilled must have roof scaling (оборка) before backfilling || stopes, VKM :: ",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-014,pdf p.186 (printed 186); §7.2,EV-VN-S014-1046,,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,Links roof-fall process to backfill timing (scaling precedes backfill).
BF-0128,engineering_rule,аналог: другое калийное месторождение,,Saskatchewan potash mines (analogue),AN:OTHER_POTASH,,,unknown,,,,,,,,,,,,"Canadian water-inrush response: urgent pumping (with tailings pond expansion or brine disposal wells), locate inrush by geological/geophysical/geotechnical means, grouting from underground and/or surface or bulkheads, then backfill around inrush area and stop mining nearby; grouting preferred over bulkheads || Saskatchewan potash mines (analogue) :: ",UNRESOLVED,evidence_type=LITERATURE_CITED: описание практики; проект/факт не различены,,,,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,VKM-SRC-014,pdf p.212 (printed 212); §8.2.4,EV-VN-S014-1118,,FACT,LITERATURE_CITED,OTHER_POTASH_SITE,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,NOT_FOUND,
BF-0129,engineering_rule,ВКМ (регионально),,room-and-pillar mining at VKM,VKM,,,paste,,,,,,,,,,,,ВЗТ protection measures: hardening backfill of chambers; wider interchamber pillars accounting for creep; 'softening zones' with wider pillars at panel boundaries; unmined reserve areas within panel || room-and-pillar mining at VKM :: ,UNRESOLVED,evidence_type=INTERPRETATION: описание практики; проект/факт не различены,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-016,pdf p.10 (printed 42); Заключение,EV-VN-S016-0079,EV-MIN-0295,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_81,
BF-0130,engineering_rule,ВКМ (регионально),,"КБС for clay-salt slimes, VKM potash mines",VKM,,,unknown,,,,,,,,,,,,"max width and max height of КБС || КБС for clay-salt slimes, VKM potash mines :: ≤ 20 м (each)",DESIGN,evidence_type=NORMATIVE,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-019,"pdf p.1 (printed 45); §1 item 1, [3]",EV-VN-S019-0009,EV-MIN-0259,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,
BF-0131,engineering_rule,ВКМ (регионально),,"potash mines (world practice), VKM",VKM,,,unknown,,,,,,,,,,,,"Room-and-pillar with rigid ('жёсткие') interchamber pillars + subsequent backfill of chambers with salt tailings = most reliable ВЗТ protection; gives smooth subsidence; backfill limits max deformation || potash mines (world practice), VKM :: ",UNRESOLVED,evidence_type=INTERPRETATION: описание практики; проект/факт не различены,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-021,pdf p.2 (printed 59); введение,EV-VN-S021-0013,EV-MIN-0274,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_92,
BF-0132,engineering_rule,ВКМ (регионально),,VKM mines,VKM,,,unknown,,,,,,,,,,,,"Mitigation after zoning: backfilling works, softening zones, goaf inspection periodicity, other protective measures up to wet liquidation (controlled flooding) of part of mine field or the whole mine to avoid sinkholes after fresh-water breakthrough || VKM mines :: ",UNRESOLVED,evidence_type=INTERPRETATION: описание практики; проект/факт не различены,,,,VKM_REGIONAL_CONTEXT,VKM-SRC-021,pdf p.5 (printed 62); заключение,EV-VN-S021-0047,,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
BF-0133,parameter,СКРУ-1,,,MF:SKRU1,,,unknown,,,,,,,,,,,,"k_zT (normalized service-life coefficient to degree of backfill) kз.,Т = legend 0,1 ... 0,9 - || field distribution per [32] (Барях и др. 2011, методика оценки опасности нарушения ВЗТ)",UNRESOLVED,evidence_type=LITERATURE_CITED: описание практики; проект/факт не различены,,,,SKRU1_DIRECT,VKM-SRC-023,"pdf p.48 (printed 48); Рис.24а (image26.png), rendered p.48",EV-VN-S023-0304,,FACT,LITERATURE_CITED,SKRU1,NOT_APPLICABLE,MEDIUM,VISUAL_READ,NOT_FOUND,"High (0.9, red) in the south and parts of centre; low (0.1, blue) in NE-centre. Only covers western/central part (eastern blocks blank). Definition/formula of kз.,Т not given in thesis."
