unit_id,name_ru,abbrev,rank,parent_unit,order_index,global_order_top_down,tree_depth,functional,grouping_type,lithology,age_as_printed,aliases,thickness_ranges_by_source_as_printed,n_observation_rows,n_sources,source_ids,vn_ids,scopes_of_evidence,skru1_specific_rows,skru1_specific_note,status,scope,confidence,notes
S_KR2_L4,КрII — слой 4,КрII сл.4,other,S_KR2,3,53,4,FALSE,LITHOSTRAT,бедный сильвинит / каменная соль,P1br3,сл.4 КрII; 4 сл,"VKM-SRC-011 p.59 [BKPRU2; FACT]: мощн 0,34/0,33 (0,04/0,04); KCl 20,3/15,8 (6,91/6,26); NaCl 71,2/75,9 (6,24/6,50); MgCl2 0,19/0,20; CaSO4 2,50/2,39; Н.О. 5,82/6,18 (1,39/1,77); Br 0,066/0,057 (EV-VN-S011-1111)",1,1,VKM-SRC-011,EV-VN-S011-1111,BKPRU2:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,Нумерация слоёв сверху вниз (SRC-011 English summary).
S_KR2_L5,КрII — слой 5,КрII сл.5,other,S_KR2,4,54,4,FALSE,LITHOSTRAT,богатый красный сильвинит,P1br3,сл.5 КрII; 5 сл,"VKM-SRC-011 p.59 [BKPRU2; FACT]: мощн 0,81/0,86 (0,11/0,13); KCl 37,5/37,3 (4,60/4,41); NaCl 56,4/58,0 (5,38/4,06); MgCl2 0,11/0,10; CaSO4 1,38/1,37; Н.О. 2,81/2,61 (0,69/0,32); Br 0,082/0,057 (EV-VN-S011-1112)",1,1,VKM-SRC-011,EV-VN-S011-1112,BKPRU2:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,Нумерация слоёв сверху вниз (SRC-011 English summary).
S_KR2_L6,КрII — слой 6,КрII сл.6,other,S_KR2,5,55,4,FALSE,LITHOSTRAT,бедный сильвинит / каменная соль,P1br3,сл.6 КрII; 6 сл,"VKM-SRC-011 p.59 [BKPRU2; FACT]: мощн 0,23/0,23 (0,04/0,03); KCl 17,4/15,2 (4,13/5,09); NaCl 74,9/75,9 (4,21/4,36); MgCl2 0,14/0,14; CaSO4 2,33/2,43; Н.О. 5,26/5,38 (1,50/1,17); Br 0,062/0,055 (EV-VN-S011-1113)",1,1,VKM-SRC-011,EV-VN-S011-1113,BKPRU2:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,Нумерация слоёв сверху вниз (SRC-011 English summary).
S_KR2_L7,КрII — слой 7,КрII сл.7,other,S_KR2,6,56,4,FALSE,LITHOSTRAT,богатый красный сильвинит,P1br3,сл.7 КрII; 7 сл,"VKM-SRC-011 p.59 [BKPRU2; FACT]: мощн 1,05/0,98 (0,17/0,22); KCl 35,5/34,7 (6,17/4,50); NaCl 60,9/61,6 (5,69/4,71); MgCl2 0,10/0,10; CaSO4 1,90/1,93; Н.О. 2,06/1,94 (0,39/0,40); Br 0,074/0,070 (EV-VN-S011-1114)",1,1,VKM-SRC-011,EV-VN-S011-1114,BKPRU2:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,Нумерация слоёв сверху вниз (SRC-011 English summary).
S_KR3A,КрIIIа (верхний слой),КрIIIа,seam,S_KR3,0,59,4,FALSE,LITHOSTRAT,красный сильвинит,P1br3,КрIIIа; Кр.IIIа; КрIII^А,"VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 0,9 (deposit-wide average) (EV-VN-S014-0128) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 0,95 (EV-VN-S025-0097) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 0,95 (или 0,96) (EV-VN-S037-0037) || VKM-SRC-011 p.17 [VKM_REGIONAL; FACT]: thickness 0,87 m; KCl 23,58; MgCl2 0,23; NaCl 71,62; CaSO4 2,40; Н.О. 2,66; Br 0,034 (%) (EV-VN-S011-0295) || VKM-SRC-011 p.175 [VKM_REGIONAL; FACT]: 0,88 (EV-VN-S011-3854)",5,4,VKM-SRC-011;VKM-SRC-014;VKM-SRC-025;VKM-SRC-037,EV-VN-S011-0295;EV-VN-S011-3854;EV-VN-S014-0128;EV-VN-S025-0097;EV-VN-S037-0037,VKM_REGIONAL:5,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_KR3AB,Межслоевая соль КрIIIа–б,Межслоевая,interseam,S_KR3,1,60,4,FALSE,LITHOSTRAT,каменная соль,P1br3,КрIIIа-КрIIIб; КрIII а-б; КрIIIа-б,"VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 0,8 (deposit-wide average) (EV-VN-S014-0127) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 0,85 (EV-VN-S025-0098) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 0,85 (или 0,86) (EV-VN-S037-0037)",3,3,VKM-SRC-014;VKM-SRC-025;VKM-SRC-037,EV-VN-S014-0127;EV-VN-S025-0098;EV-VN-S037-0037,VKM_REGIONAL:3,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_KR3B,КрIIIб,КрIIIб,seam,S_KR3,2,61,4,FALSE,LITHOSTRAT,красный сильвинит,P1br3,КрIIIб; Кр.IIIб; КрIII^Б,"VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 1,4 (deposit-wide average) (EV-VN-S014-0126) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 1,35 (EV-VN-S025-0099) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 1,35 (EV-VN-S037-0037) || VKM-SRC-011 p.17 [VKM_REGIONAL; FACT]: thickness 1,11 m; KCl 17,81; MgCl2 0,28; NaCl 76,11; CaSO4 1,86; Н.О. 3,66; Br 0,033 (%) (EV-VN-S011-0296) || VKM-SRC-011 p.175 [VKM_REGIONAL; FACT]: 1,14 (EV-VN-S011-3855)",5,4,VKM-SRC-011;VKM-SRC-014;VKM-SRC-025;VKM-SRC-037,EV-VN-S011-0296;EV-VN-S011-3855;EV-VN-S014-0126;EV-VN-S025-0099;EV-VN-S037-0037,VKM_REGIONAL:5,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_KR3BV,Межслоевая соль КрIIIб–в,Межслоевая,interseam,S_KR3,3,62,4,FALSE,LITHOSTRAT,каменная соль,P1br3,КрIIIб-КрIIIв; КрIII б-в; КрIIIб-в,"VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 2,0 (deposit-wide average) (EV-VN-S014-0125) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 1,60 (EV-VN-S025-0100) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 1,60 (EV-VN-S037-0037)",3,3,VKM-SRC-014;VKM-SRC-025;VKM-SRC-037,EV-VN-S014-0125;EV-VN-S025-0100;EV-VN-S037-0037,VKM_REGIONAL:3,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_KR3V,КрIIIв (нижний слой),КрIIIв,seam,S_KR3,4,63,4,FALSE,LITHOSTRAT,красный сильвинит,P1br3,КрIIIв; Кр.IIIв; КрIII^В,"VKM-SRC-014 p.13 [VKM_REGIONAL; FACT]: mean 0,8 (deposit-wide average) (EV-VN-S014-0124) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 0,75 (EV-VN-S025-0101) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 0,75 (EV-VN-S037-0037) || VKM-SRC-011 p.17 [VKM_REGIONAL; FACT]: thickness 0,67 m; KCl 21,27; MgCl2 0,31; NaCl 73,44; CaSO4 1,58; Н.О. 3,20; Br 0,029 (%) (EV-VN-S011-0297) || VKM-SRC-011 p.175 [VKM_REGIONAL; FACT]: 0,68 (EV-VN-S011-3856)",5,4,VKM-SRC-011;VKM-SRC-014;VKM-SRC-025;VKM-SRC-037,EV-VN-S011-0297;EV-VN-S011-3856;EV-VN-S014-0124;EV-VN-S025-0101;EV-VN-S037-0037,VKM_REGIONAL:5,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,
S_AB,Рабочий пласт АБ (А + Б),АБ,seam,KZ,,,,TRUE,WORKING_SEAM,сильвинит (при пёстром сильвините Б отрабатывается вместе с А),P1br3,АБ; А'Б; пласт АБ,"VKM-SRC-020 p.7 [VKM_REGIONAL; FACT]: АБ сильвинитовый средн. 2,8 (EV-VN-S020-0082) || VKM-SRC-025 p.10 [VKM_REGIONAL; FACT]: АБ ср. 3,5 (EV-VN-S025-0066) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: в среднем 3,5; KCl до 45 % (EV-VN-S037-0044)",3,3,VKM-SRC-020;VKM-SRC-025;VKM-SRC-037,EV-VN-S020-0082;EV-VN-S025-0066;EV-VN-S037-0044,VKM_REGIONAL:3,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,"Рабочий (технологический) пласт, пересекает границу СП/КП. Средняя мощность 2,8 м (SRC-020) / 3,5 м (SRC-025)."
PDKS,Подстилающая каменная соль,ПдКС,formation,CX_SALT,2,64,1,FALSE,LITHOSTRAT,"каменная соль (перистый, шпатовый, зернистый галит) с глинисто-ангидритовыми прослоями; внизу — терригенно-хемогенные прослои","P1br2 | P1k2ir'2 (SRC-037, как напечатано)",ПдКС; ПДКС; подстилающая каменная соль; underlying salt rock; КС (в названиях выработок); КБС-вмещающая соль,"VKM-SRC-011 p.12 [VKM_REGIONAL; FACT]: ПдКС total 0–515 m, mean ~330 m (в примечании записи) (EV-VN-S011-0219) || VKM-SRC-011 p.62 [VKM_REGIONAL; FACT]: Durinsky mean 273 m; max 444 m (skv. 24д, Kosikovsky swell); normal 330 m; reduced to 0 in trough centres (EV-VN-S011-1245) || VKM-SRC-011 p.65 [VKM_REGIONAL; FACT]: Borovitsky area: >200 m on swell, up to 400 m (skv. 857, 860); down to 50 m in trough (skv. 289); МГ-ГАТ distance 27,3 m in skv. 853 (thalweg) (EV-VN-S011-1368) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: 0–515 (mean 330) (EV-VN-S011-3826) || VKM-SRC-012 p.63 [VKM_REGIONAL; FACT]: see Table 3.1 picks (no ranges stated in text) (EV-VN-S012-0306) || VKM-SRC-019 p.1 [VKM_REGIONAL; FACT]: not given (EV-VN-S019-0050) || VKM-SRC-020 p.5 [VKM_REGIONAL; FACT]: 151.5-398.2 (средн. 310) (EV-VN-S020-0012) || VKM-SRC-023 p.30 [VKM_REGIONAL; FACT]: (толщина не указана) (EV-VN-S023-0127) || VKM-SRC-023 p.30 [VKM_REGIONAL; FACT]: <50 (periphery) to 515 (centre), mean 330; lower pack 61-98.6 (EV-VN-S023-0128) || VKM-SRC-023 p.31 [VKM_REGIONAL; FACT]: 330 (средняя, Рис. 7 ВКР — воспроизведение колонки Кудряшова) (EV-VN-S023-0137) || VKM-SRC-025 p.10 [VKM_REGIONAL; FACT]: до 400 (EV-VN-S025-0062) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 260, 0 (EV-VN-S025-0104) || VKM-SRC-037 p.4 [VKM_REGIONAL; FACT]: в среднем 300 (EV-VN-S037-0031) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 260,0 (ниже маркировочной пачки) (EV-VN-S037-0037) || VKM-SRC-040 p.11 [VKM_REGIONAL; FACT]: 50-515 (рис.1.2); text gives no range (EV-VN-S040-0024) || VKM-SRC-020 p.5 [VKM_REGIONAL; FACT]: 151.5 - 398.2 м, средняя 310 м (EV-VN-S020-0013)",16,8,VKM-SRC-011;VKM-SRC-012;VKM-SRC-019;VKM-SRC-020;VKM-SRC-023;VKM-SRC-025;VKM-SRC-037;VKM-SRC-040,EV-VN-S011-0219;EV-VN-S011-1245;EV-VN-S011-1368;EV-VN-S011-3826;EV-VN-S012-0306;EV-VN-S019-0050;EV-VN-S020-0012;EV-VN-S020-0013;EV-VN-S023-0127;EV-VN-S023-0128;EV-VN-S023-0137;EV-VN-S025-0062;EV-VN-S025-0104;EV-VN-S037-0031;EV-VN-S037-0037;EV-VN-S040-0024,VKM_REGIONAL:16,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,"Три пачки: нижняя, средняя, верхняя; МГ — в основании верхней пачки (SRC-011 §1.2). Общая 0–515 м, ср. ~330 м (SRC-011)."
PDKS_UPPER,ПдКС — верхняя пачка (КрIIIв–МГ),ПдКС верхн.,other,PDKS,0,65,2,FALSE,LITHOSTRAT,каменная соль высокого качества; шпатовый и перистый галит; микроциклы с глинисто-ангидритовым прослоем в основании,P1br2,"верхняя пачка ПдКС; нижняя шпатовая + верхняя розоватая соль; зона розовой соли; Underlying salt rock, upper horizon; ПдКС upper part (above marker)","VKM-SRC-011 p.12 [VKM_REGIONAL; FACT]: 8–66, ср. 25 (EV-VN-S011-0219) || VKM-SRC-011 p.42 [VKM_REGIONAL; FACT]: not stated as a total in source; 21 layer ranges given (КрIIIв→МГ); markers below МГ to 43,5 м (Попович); EV-GEO-0143 holds a DERIVED sum (not source value) (EV-VN-S011-0816) || VKM-SRC-011 p.82 [BKPRU4; FACT]: (толщина не указана) (EV-VN-S011-1566) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: average 25 (EV-VN-S011-3825) || VKM-SRC-014 p.12 [VKM_REGIONAL; FACT]: upper pack mean 27.2 (EV-VN-S014-0120) || VKM-SRC-023 p.31 [VKM_REGIONAL; FACT]: 25 (средняя, Рис. 7 ВКР — воспроизведение колонки Кудряшова) (EV-VN-S023-0136) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 25 ,0 (EV-VN-S025-0102) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: 25,0 (EV-VN-S037-0037) || VKM-SRC-012 p.69 [SKRU1_SKRU2; INTERPOLATION]: 13.44–41.63 [UNRESOLVED-атрибуция] (EV-VN-S012-0368)",9,6,VKM-SRC-011;VKM-SRC-012;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025;VKM-SRC-037,EV-VN-S011-0219;EV-VN-S011-0816;EV-VN-S011-1566;EV-VN-S011-3825;EV-VN-S012-0368;EV-VN-S014-0120;EV-VN-S023-0136;EV-VN-S025-0102;EV-VN-S037-0037,VKM_REGIONAL:7; BKPRU4:1; SKRU1_SKRU2:1,1,VKM-SRC-012 p.69 GRID_LEGEND_RANGE,FACT,VKM_REGIONAL,HIGH,"21 слой (схема ОАО «Уралкалий», нумерация сверху вниз) / схема ОАО «Сильвинит» (КС-1…9, АН-1…7, снизу вверх). Сечение 6 изучения — СКРУ-1, блок №163 (SRC-011 p.42)."
MG,Маркирующая глина (пласт МГ),МГ,marker,PDKS,1,74,2,FALSE,LITHOSTRAT,глина (соленосная глинисто-ангидрито-карбонатная пачка); внутренние слои А–Д (БКПРУ-2),P1br2,МГ; маркирующая глина; маркирующий горизонт; маркирующая пачка; Marking clay; Marker clay,"VKM-SRC-011 p.12 [VKM_REGIONAL; FACT]: 0,8–1,4 (EV-VN-S011-0218) || VKM-SRC-011 p.42 [VKM_REGIONAL; FACT]: not given in this chunk (EV-VN-S011-0817) || VKM-SRC-011 p.79 [VKM_REGIONAL; FACT]: (толщина не указана) (EV-VN-S011-1543) || VKM-SRC-011 p.86 [BKPRU2; FACT]: Д 0,14; Г 0,30; В 0,20; Б 0,50; А 0,10 (as printed in cm) (EV-VN-S011-1581) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: 0.8–1.4 (EV-VN-S011-3824) || VKM-SRC-012 p.63 [VKM_REGIONAL; FACT]: see Table 3.1 picks (no ranges stated in text) (EV-VN-S012-0307) || VKM-SRC-014 p.12 [VKM_REGIONAL; FACT]: mean about 2 (EV-VN-S014-0121) || VKM-SRC-014 p.106 [BKPRU4; FACT]: (толщина не указана) (EV-VN-S014-0678) || VKM-SRC-019 p.4 [VKM_REGIONAL; DERIVATION]: not given (m_МГ symbol only) (EV-VN-S019-0049) || VKM-SRC-023 p.30 [VKM_REGIONAL; FACT]: МГ залегает с угловым несогласием (толщина не указана) (EV-VN-S023-0129) || VKM-SRC-025 p.11 [VKM_REGIONAL; FACT]: 2,0 (EV-VN-S025-0103) || VKM-SRC-037 p.5 [VKM_REGIONAL; FACT]: маркировочная пачка 2,0 (EV-VN-S037-0037) || VKM-SRC-037 p.36 [BKPRU4; FACT]: not given (EV-VN-S037-0298) || VKM-SRC-011 p.86 [BKPRU2; FACT]: Д 14; Г 30; В 20; Б 50; А 10 (EV-VN-S011-1582) || VKM-SRC-011 p.101 [VKM_REGIONAL; FACT]: 2 (EV-VN-S011-1714) || VKM-SRC-037 p.4 [VKM_REGIONAL; FACT]: 1,5 (EV-VN-S037-0032) || VKM-SRC-040 p.11 [VKM_REGIONAL; FACT]: от 0,8 до 1,4 м (EV-VN-S040-0025)",17,8,VKM-SRC-011;VKM-SRC-012;VKM-SRC-014;VKM-SRC-019;VKM-SRC-023;VKM-SRC-025;VKM-SRC-037;VKM-SRC-040,EV-VN-S011-0218;EV-VN-S011-0817;EV-VN-S011-1543;EV-VN-S011-1581;EV-VN-S011-1582;EV-VN-S011-1714;EV-VN-S011-3824;EV-VN-S012-0307;EV-VN-S014-0121;EV-VN-S014-0678;EV-VN-S019-0049;EV-VN-S023-0129;EV-VN-S025-0103;EV-VN-S037-0032;EV-VN-S037-0037;EV-VN-S037-0298;EV-VN-S040-0025,VKM_REGIONAL:13; BKPRU2:2; BKPRU4:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,HIGH,Наиболее надёжный маркер соляной толщи; датум структурных карт; залегает с угловым несогласием на средней пачке (SRC-011). Будинирован на блоки 4–12 м (SRC-023).
PDKS_MIDDLE,ПдКС — средняя пачка,ПдКС средн.,other,PDKS,2,80,2,FALSE,LITHOSTRAT,"мощная относительно однородная каменная соль с глинисто-ангидритовыми прослоями 0,05–0,5 м",P1br2,"средняя пачка ПдКС; литозона нижняя каменная соль; Underlying salt rock, middle horizon",VKM-SRC-011 p.11 [VKM_REGIONAL; FACT]: 50–440 (p.23 printed) (EV-VN-S011-0153) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: 50–440 (EV-VN-S011-3823) || VKM-SRC-014 p.12 [VKM_REGIONAL; FACT]: middle pack 50–440 (EV-VN-S014-0120),3,2,VKM-SRC-011;VKM-SRC-014,EV-VN-S011-0153;EV-VN-S011-3823;EV-VN-S014-0120,VKM_REGIONAL:3,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,В кровле локально — пласт КрIV (ЮЗ части залежи).
KR4,Пласт Красный-IV (локальный),КрIV,seam,PDKS_MIDDLE,0,81,3,FALSE,LITHOSTRAT,красный сильвинит,P1br2,КрIV; Кр IV,"VKM-SRC-011 p.11 [VKM_REGIONAL; FACT]: 0,40–3,45 (табл. 1.3) (EV-VN-S011-0154) || VKM-SRC-023 p.30 [VKM_REGIONAL; FACT]: не указана (EV-VN-S023-0129) || VKM-SRC-011 p.11 [VKM_REGIONAL; FACT]: верхн. слой 1,4; нижн. слой 0,95; пласт 3,45; KCl 36,88/17,22 %; Н.О. 3,31/3,55 % (EV-VN-S011-0164)",3,2,VKM-SRC-011;VKM-SRC-023,EV-VN-S011-0154;EV-VN-S011-0164;EV-VN-S023-0129,VKM_REGIONAL:3,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,Только два небольших участка на ЮЗ/юге ВКМ у оси Камского прогиба (SRC-011 p.11). Не в районе СКРУ-1 по источнику.
PDKS_LOWER,ПдКС — нижняя пачка (нижняя переходная литозона),ПдКС нижн.,other,PDKS,3,93,2,FALSE,LITHOSTRAT,"каменная соль с 1–5 пластами терригенно-хемогенных пород (мергельно-ангидритовые на З, терригенные на В)",P1br2,"нижняя пачка ПдКС; нижняя переходная литозона; Underlying salt rock, lower horizon; базальная соль","VKM-SRC-011 p.11 [VKM_REGIONAL; FACT]: 61–98,6 (подпачки 19–36 и 32,8–82,8) (EV-VN-S011-0152) || VKM-SRC-011 p.174 [VKM_REGIONAL; FACT]: 61.0–98.6 (EV-VN-S011-3822) || VKM-SRC-014 p.12 [VKM_REGIONAL; FACT]: lower pack 61–99 (EV-VN-S014-0120)",3,2,VKM-SRC-011;VKM-SRC-014,EV-VN-S011-0152;EV-VN-S011-3822;EV-VN-S014-0120,VKM_REGIONAL:3,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,MEDIUM,Латеральная смена фаций прослоев З–В (SRC-011 p.11).
MK_FOREL,Маркирующий горизонт «Форель»,Форель,marker,PDKS_UPPER,0,66,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой (часто со стяжениями ангидрита) ± галитовые прослои,P1br2,Форель,"VKM-SRC-011 p.42 [VKM_REGIONAL; FACT]: 0,6–1,5 см (ср. 1,2 см) (marker thickness, cm) (EV-VN-S011-0797)",1,1,VKM-SRC-011,EV-VN-S011-0797,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 0,1/0,9 (доля от подошвы КрIIIв / до кровли МГ), SRC-011 §2.1."
MK_LYUBA,Маркирующий горизонт «Люба»,Люба,marker,PDKS_UPPER,1,67,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой (часто со стяжениями ангидрита) ± галитовые прослои,P1br2,Люба,"VKM-SRC-011 p.42 [VKM_REGIONAL; FACT]: 2,5–6,7 см (ср. 4,8 см) (marker thickness, cm) (EV-VN-S011-0798)",1,1,VKM-SRC-011,EV-VN-S011-0798,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 0,28/0,72 (доля от подошвы КрIIIв / до кровли МГ), SRC-011 §2.1."
MK_SHPAT_TRIO,Маркирующий горизонт «Шпатовое Трио»,Шпатовое Трио,marker,PDKS_UPPER,2,68,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой (часто со стяжениями ангидрита) ± галитовые прослои,P1br2,Шпатовое Трио,"VKM-SRC-011 p.42 [VKM_REGIONAL; FACT]: 15,4–23,7 см (ср. 19,0 см) (marker thickness, cm) (EV-VN-S011-0799)",1,1,VKM-SRC-011,EV-VN-S011-0799,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 0,45/0,55 (доля от подошвы КрIIIв / до кровли МГ), SRC-011 §2.1."
MK_TORT,Маркирующий горизонт «Торт»,Торт,marker,PDKS_UPPER,3,69,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой (часто со стяжениями ангидрита) ± галитовые прослои,P1br2,Торт,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 29,8–36,6 см (ср. 32,9 см) (marker thickness, cm) (EV-VN-S011-0800)",1,1,VKM-SRC-011,EV-VN-S011-0800,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 0,47/0,53 (доля от подошвы КрIIIв / до кровли МГ), SRC-011 §2.1."
MK_GLINA2,Маркирующий горизонт «Глина-2»,Глина-2,marker,PDKS_UPPER,4,70,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой (часто со стяжениями ангидрита) ± галитовые прослои,P1br2,Глина-2,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 0,1–0,5 см (ср. 0,3 см) (marker thickness, cm) (EV-VN-S011-0801)",1,1,VKM-SRC-011,EV-VN-S011-0801,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 0,52/0,48 (доля от подошвы КрIIIв / до кровли МГ), SRC-011 §2.1."
MK_BUSY,Маркирующий горизонт «Бусы»,Бусы,marker,PDKS_UPPER,5,71,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой (часто со стяжениями ангидрита) ± галитовые прослои,P1br2,Бусы,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 0,1–1,3 см (ср. 0,6 см) (marker thickness, cm) (EV-VN-S011-0802)",1,1,VKM-SRC-011,EV-VN-S011-0802,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 0,55/0,45 (доля от подошвы КрIIIв / до кровли МГ), SRC-011 §2.1."
MK_ZHIRNY,Маркирующий горизонт «Жирный»,Жирный,marker,PDKS_UPPER,6,72,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой (часто со стяжениями ангидрита) ± галитовые прослои,P1br2,Жирный,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 1–2 см (ср. 1,3 см) (marker thickness, cm) (EV-VN-S011-0803)",1,1,VKM-SRC-011,EV-VN-S011-0803,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 0,82/0,18 (доля от подошвы КрIIIв / до кровли МГ), SRC-011 §2.1."
MK_SPUTNIK,Маркирующий горизонт «Спутник»,Спутник,marker,PDKS_UPPER,7,73,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой (часто со стяжениями ангидрита) ± галитовые прослои,P1br2,Спутник,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 4,7–8,3 см (ср. 6,2 см) (marker thickness, cm) (EV-VN-S011-0804) || VKM-SRC-011 p.75 [VKM_REGIONAL; FACT]: (толщина не указана) (EV-VN-S011-1510)",2,1,VKM-SRC-011,EV-VN-S011-0804;EV-VN-S011-1510,VKM_REGIONAL:2,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 0,97/0,03 (доля от подошвы КрIIIв / до кровли МГ), SRC-011 §2.1."
MK_OKULYAR,Маркирующий горизонт «Окуляр»,Окуляр,marker,PDKS_MIDDLE,1,82,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой ± галит,P1br2,Окуляр,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 2,3–8,8 см (ср. 5,1 см) (marker thickness, cm) (EV-VN-S011-0805)",1,1,VKM-SRC-011,EV-VN-S011-0805,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 5,8 м ниже подошвы МГ (SRC-011 §2.1; в тексте — «ниже пласта МГ», т.е. вне верхней пачки по определению §1.2). Относится к «верхней части ПдКС» по заголовку §2.1."
MK_TSEPNOY,Маркирующий горизонт «Цепной»,Цепной,marker,PDKS_MIDDLE,2,83,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой ± галит,P1br2,Цепной,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 5,4–8,3 см (ср. 6,8 см) (marker thickness, cm) (EV-VN-S011-0806)",1,1,VKM-SRC-011,EV-VN-S011-0806,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 9,8 м ниже подошвы МГ (SRC-011 §2.1; в тексте — «ниже пласта МГ», т.е. вне верхней пачки по определению §1.2). Относится к «верхней части ПдКС» по заголовку §2.1."
