obs_id,unit_id,unit_name_canonical,unit_as_printed,abbrev_as_printed,source_id,pdf_page,printed_page,locator,vn_id,existing_evidence_ids,record_kind,scope,site_as_printed,spatial_level,observation_type,thickness_as_printed,thickness_min_m,thickness_max_m,thickness_mean_m,numeric_parse,above_as_printed,below_as_printed,lithology_as_printed,status,evidence_type,extraction_method,quote_check,confidence,transferability_to_SKRU1,notes
STO-0458,KZ,Калийная залежь (продуктивная толща),калийные пласты ВКМ (общее),,VKM-SRC-037,190,379,"§8.7.2, с.378-379",EV-VN-S037-1097,,stratigraphic_unit,VKM_REGIONAL,,seam,DEFINITION,,,,,NONE,,,,FACT,DESCRIPTIVE,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Калийные пласты ВКМ складчаты: выделяются поперечная и продольная составляющие складчатости относительно оси камеры; складчатость количественно оценивается коэффициентами Cп, Cпр."
STO-0459,S_KR2,Пласт Красный-II (слои 1–7),пласт Красный-II (КрII),КрII,VKM-SRC-037,198,395,"Табл. 8.35, с.395; Табл. 8.36, с.398",EV-VN-S037-1140,,stratigraphic_unit,VKM_REGIONAL,"КрII, БКПРУ-1/БКПРУ-2",seam,RANGE,"5,2—7,2 (БКПРУ-1)",5.2,7.2,,MANUAL_FROM_PRINTED,"«корж» (глинисто-солевой прослой/пачка кровли, н.о. ~18 % в примере)",подстилающая каменная соль (в примере),"7 слоёв: нечётные (1,3,5,7) — высококалийные сильвинитовые (KCl ~29—35 % в примере), чётные (2,4,6) — низкокалийные (KCl ~12—17 %, по-видимому галитовые прослои)",FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,MEDIUM,REGIONAL_PRIOR (не значение СКРУ-1),"БКПРУ-1; интервал применимости регрессий | Внутреннее 7-слойное строение КрII; мощности слоёв линейно зависят от общей мощности пласта; коэффициенты различаются между БКПРУ-1 и БКПРУ-2. Интерпретация «сильвинит/галит» — по KCl в примере, в тексте литология слоёв не названа."
STO-0460,S_KR2,Пласт Красный-II (слои 1–7),пласт Красный-II (КрII),КрII,VKM-SRC-037,198,395,"Табл. 8.35, с.395; Табл. 8.36, с.398",EV-VN-S037-1140,,stratigraphic_unit,VKM_REGIONAL,"КрII, БКПРУ-1/БКПРУ-2",seam,RANGE,"3,9—5,6 (БКПРУ-2)",3.9,5.6,,MANUAL_FROM_PRINTED,"«корж» (глинисто-солевой прослой/пачка кровли, н.о. ~18 % в примере)",подстилающая каменная соль (в примере),"7 слоёв: нечётные (1,3,5,7) — высококалийные сильвинитовые (KCl ~29—35 % в примере), чётные (2,4,6) — низкокалийные (KCl ~12—17 %, по-видимому галитовые прослои)",FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,MEDIUM,REGIONAL_PRIOR (не значение СКРУ-1),"БКПРУ-2 | Внутреннее 7-слойное строение КрII; мощности слоёв линейно зависят от общей мощности пласта; коэффициенты различаются между БКПРУ-1 и БКПРУ-2. Интерпретация «сильвинит/галит» — по KCl в примере, в тексте литология слоёв не названа."
STO-0461,S_KR2,Пласт Красный-II (слои 1–7),"пласт Красный-II — модель слоёв для m=5,5 м (БКПРУ-1, по формулам табл. 8.35)",КрII,VKM-SRC-037,200,398,"Табл. 8.36, с.398",EV-VN-S037-1147,,stratigraphic_unit,BKPRU1,КрII (пример БКПРУ-1),seam,AS_PRINTED_TEXT,"5,5 (сумма слоёв 1—7; невязка ~1 % разнесена пропорционально)",,,,NONE,"«корж» 0,3 м (н.о. 18 %)",подстилающая каменная соль,"«Корж»: мощность 0,3 м, в контуре 0,1 м, площадь в контуре 0,23 м², KCl 0 %, н.о. 18,0 %; Слой 1: мощность 1,45 м, в контуре 1,45 м, площадь в контуре 6,84 м², KCl 35,19 %, н.о. 4,84 %; Слой 2: мощность 0,35 м, в контуре 0,35 м, площадь в контуре 2,0",DERIVATION,TEACHING_EXAMPLE,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),"Порядок строк сверху вниз: корж → слои 1…7 → соль; камера 5,7 м захватывает 0,1 м коржа и 0,1 м подстилающей соли. Рассчитано по регрессиям (не замер)."
STO-0462,KORZH,«Коржи» — глинисто-ангидритовые / глинисто-солевые прослои (плиты кровли),«корж» (первый корж) непосредственной кровли калийного пласта,корж,VKM-SRC-037,202,402,"§8.9, с.402; Табл. 8.36 с.398; Пример 1 §8.8 с.397",EV-VN-S037-1175,,stratigraphic_unit,VKM_REGIONAL,,seam,AS_PRINTED_TEXT,"0,3 (пример табл. 8.36); подрезка «коржа» 0,3 м в примере 8.7.6",,,,NONE,вышележащие слои кровли (не описаны),верхний (1-й) слой пласта (для КрII),глинисто-солевая пачка с повышенным нерастворимым остатком (18 % в примере для БКПРУ-1); KCl≈0 (принято),FACT,DESCRIPTIVE,OCR_VISUALLY_CONFIRMED,FUZZY_67,MEDIUM,REGIONAL_PRIOR (не значение СКРУ-1),"Термин «корж» — плитообразная пачка непосредственной кровли, которую при выемке на полную мощность подрезают или оставляют; её н.о. определяет разубоживание. Косвенно через N (8.264) различается по рудникам: СКПРУ-1 N 3,0—3,2 (как БКПРУ-1), БКПРУ-2 6,5—7,5."
STO-0463,FN_HALOGEN,Галогенная формация Соликамской впадины,галогенная формация Соликамской впадины (нижняя пермь),,VKM-SRC-040,11,11,"§1.1, рис.1.2",EV-VN-S040-0022,,stratigraphic_unit,VKM_REGIONAL,ВКМС,deposit,DEFINITION,,,,,NONE,верхнесоликамская подсвита (ТКТ),,salts,FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Comprises карнауховская свита, березниковская свита and нижнесоликамская подсвита. Note: Fig.1.2 does not show a separate карнауховская свита."
STO-0464,GAT,Глинисто-ангидритовая толща,глинисто-ангидритовая толща,"ГАТ, P1br1",VKM-SRC-040,11,11,"§1.1, рис.1.2",EV-VN-S040-0023,,stratigraphic_unit,VKM_REGIONAL,ГАТ,geological_element,RANGE_MEAN,"145 (запад впадины) - 325 (восток), среднее 230 (текст)",145,325,230,MANUAL_FROM_PRINTED,ПдКС (P1br2),,"мергели, аргиллиты, доломиты; меньше известняки, ангидриты, каменная соль, алевролиты, песчаники",FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),текст; рост З→В | Lower part of березниковская свита (P1br).
STO-0465,GAT,Глинисто-ангидритовая толща,глинисто-ангидритовая толща,"ГАТ, P1br1",VKM-SRC-040,11,11,"§1.1, рис.1.2",EV-VN-S040-0023,,stratigraphic_unit,VKM_REGIONAL,ГАТ,geological_element,RANGE_FIGURE,159-310 (рис.1.2),159,310,,MANUAL_FROM_PRINTED,ПдКС (P1br2),,"мергели, аргиллиты, доломиты; меньше известняки, ангидриты, каменная соль, алевролиты, песчаники",FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),рис. 1.2 | Lower part of березниковская свита (P1br).
STO-0466,PDKS,Подстилающая каменная соль,подстилающая каменная соль,"ПдКС, P1br2",VKM-SRC-040,11,11,"§1.1, рис.1.2",EV-VN-S040-0024,,stratigraphic_unit,VKM_REGIONAL,ПдКС,geological_element,RANGE_FIGURE,50-515 (рис.1.2); text gives no range,50,515,,MANUAL_FROM_PRINTED,калийная залежь (P1br3),ГАТ (P1br1),каменная соль с глинистыми прослоями; three packs (horizons); маркирующая глина (МГ) 0.8-1.4 m at base of upper pack,FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"рис. 1.2 | Salt sequence (bottom-up): ПдКС, калийная залежь, ПКС."
STO-0467,KZ,Калийная залежь (продуктивная толща),калийная залежь,P1br3,VKM-SRC-040,12,12,"§1.1, p.12",EV-VN-S040-0026,,stratigraphic_unit,VKM_REGIONAL,калийная залежь,geological_element,MEAN,среднее около 72 (текст),,,72.0,REGEX,ПКС (P1br4),ПдКС (P1br2),productive potash seams separated by rock salt; sylvinite zone (P1br3sil) + carnallite zone (P1br3crn),FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"cited_ref [22,23,7,8,35] (Кудряшов 2001; Кудряшов 2013; Глебов 2006 дисс.; Голубев 1977; Указания по защите рудников 2004) — general compilation for §1.1"
STO-0468,SP,Сильвинитовая зона/пачка,сильвинитовая пачка (зона),P1br3sil (рис.1.2: P1br3^1),VKM-SRC-040,12,12,"§1.1, p.12, рис.1.2",EV-VN-S040-0027,,stratigraphic_unit,VKM_REGIONAL,сильвинитовая зона,geological_element,MEAN,"среднее 17,4 (текст); 10-40 (рис.1.2)",,,17.4,REGEX,карналлитовая пачка,ПдКС,"red sylvinite seams КрIII, КрII, КрI and banded sylvinite seam А, separated by rock-salt interlayers КрII-КрIII, КрI-КрII, А-КрI (bottom-up order КрIII, КрII, КрI, А)",FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"Fig.1.2: 'Сильвинитовая зона. 4 пласта сильвинита, переслаивающиеся с пластами каменной соли'."
STO-0469,KP,Карналлитовая (сильвинито-карналлитовая) зона/пачка,к[фрагмент совпадает с цитатой источника — см. quote],P1br3crn (рис.1.2: P1br3^2),VKM-SRC-040,12,12,"§1.1, p.12-13, рис.1.2",EV-VN-S040-0028,,stratigraphic_unit,VKM_REGIONAL,карналлитовая зона,geological_element,RANGE_MEAN,"38-80, среднее 53,8 (текст, p.12-13)",38,80,53.8,MANUAL_FROM_PRINTED,ПКС (P1br4),сильвинитовая пачка,alternating potash-magnesium salt seams indexed bottom-up Б..К and rock salt interlayers Б-В..И-К; Fig.1.2: 9 seams of potash salts alternating with rock salt,FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_64_ADJ,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"текст | cited_ref [22,23,7,8,35] (Кудряшов 2001; Кудряшов 2013; Глебов 2006 дисс.; Голубев 1977; Указания по защите рудников 2004) — general compilation for §1.1"
STO-0470,KP,Карналлитовая (сильвинито-карналлитовая) зона/пачка,к[фрагмент совпадает с цитатой источника — см. quote],P1br3crn (рис.1.2: P1br3^2),VKM-SRC-040,12,12,"§1.1, p.12-13, рис.1.2",EV-VN-S040-0028,,stratigraphic_unit,VKM_REGIONAL,карналлитовая зона,geological_element,RANGE_FIGURE,30-125 (рис.1.2),30,125,,MANUAL_FROM_PRINTED,ПКС (P1br4),сильвинитовая пачка,alternating potash-magnesium salt seams indexed bottom-up Б..К and rock salt interlayers Б-В..И-К; Fig.1.2: 9 seams of potash salts alternating with rock salt,FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_64_ADJ,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"рис. 1.2 | cited_ref [22,23,7,8,35] (Кудряшов 2001; Кудряшов 2013; Глебов 2006 дисс.; Голубев 1977; Указания по защите рудников 2004) — general compilation for §1.1"
STO-0471,PKS,Покровная каменная соль,покровная каменная соль,"ПКС, P1br4",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0029,,stratigraphic_unit,VKM_REGIONAL,ПКС,geological_element,RANGE_MEAN,"16-22, среднее 20 (текст)",16,22,20,MANUAL_FROM_PRINTED,СМТ (P1sl1),карналлитовая пачка,rock salt with gypsum interlayers (рис.1.2),FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),текст | Absent on crests of some uplifts -> lateral discontinuity in 3D model.
STO-0472,PKS,Покровная каменная соль,покровная каменная соль,"ПКС, P1br4",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0029,,stratigraphic_unit,VKM_REGIONAL,ПКС,geological_element,RANGE_FIGURE,15-25 (рис.1.2),15,25,,MANUAL_FROM_PRINTED,СМТ (P1sl1),карналлитовая пачка,rock salt with gypsum interlayers (рис.1.2),FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),рис. 1.2 | Absent on crests of some uplifts -> lateral discontinuity in 3D model.
STO-0473,SMT,Соляно-мергельная толща (нижнесоликамская подсвита),соляно-мергельная толща (нижнесоликамская подсвита) incl. переходная пачка,"СМТ, P1sl1; ПП",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0030,,stratigraphic_unit,VKM_REGIONAL,СМТ,geological_element,RANGE_MEAN,"15-160, среднее ~100 (текст)",15,160,100,MANUAL_FROM_PRINTED,ТКТ (P1sl2),ПКС (P1br4),"nine rhythm-packs; lower 7 rhythm-packs: clay or marl at base, rock salt or gypsum (clay-gypsum) rock at top; lower part with rock-salt seams = переходная пачка (ПП); Fig.1.2: marls, clays with inclusions and interlayers of rock salt, gypsum, anhydri",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_84,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),текст | Distributed over whole deposit area. Part of водозащитная толща (Fig.1.2).
STO-0474,SMT,Соляно-мергельная толща (нижнесоликамская подсвита),соляно-мергельная толща (нижнесоликамская подсвита) incl. переходная пачка,"СМТ, P1sl1; ПП",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0030,,stratigraphic_unit,VKM_REGIONAL,СМТ,geological_element,RANGE_FIGURE,70-150 (рис.1.2),70,150,,MANUAL_FROM_PRINTED,ТКТ (P1sl2),ПКС (P1br4),"nine rhythm-packs; lower 7 rhythm-packs: clay or marl at base, rock salt or gypsum (clay-gypsum) rock at top; lower part with rock-salt seams = переходная пачка (ПП); Fig.1.2: marls, clays with inclusions and interlayers of rock salt, gypsum, anhydri",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_84,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),рис. 1.2 (без ПП) | Distributed over whole deposit area. Part of водозащитная толща (Fig.1.2).
STO-0475,PP,Переходная пачка,соляно-мергельная толща (нижнесоликамская подсвита) incl. переходная пачка,"СМТ, P1sl1; ПП",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0030,,stratigraphic_unit,VKM_REGIONAL,СМТ,geological_element,MAX_MEAN,"до 88, среднее 20 (текст)",,88,20,MANUAL_FROM_PRINTED,ТКТ (P1sl2),ПКС (P1br4),"nine rhythm-packs; lower 7 rhythm-packs: clay or marl at base, rock salt or gypsum (clay-gypsum) rock at top; lower part with rock-salt seams = переходная пачка (ПП); Fig.1.2: marls, clays with inclusions and interlayers of rock salt, gypsum, anhydri",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_84,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),текст | Distributed over whole deposit area. Part of водозащитная толща (Fig.1.2).
STO-0476,PP,Переходная пачка,соляно-мергельная толща (нижнесоликамская подсвита) incl. переходная пачка,"СМТ, P1sl1; ПП",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0030,,stratigraphic_unit,VKM_REGIONAL,СМТ,geological_element,RANGE_FIGURE,10-25 (рис.1.2),10,25,,MANUAL_FROM_PRINTED,ТКТ (P1sl2),ПКС (P1br4),"nine rhythm-packs; lower 7 rhythm-packs: clay or marl at base, rock salt or gypsum (clay-gypsum) rock at top; lower part with rock-salt seams = переходная пачка (ПП); Fig.1.2: marls, clays with inclusions and interlayers of rock salt, gypsum, anhydri",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_84,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),рис. 1.2 | Distributed over whole deposit area. Part of водозащитная толща (Fig.1.2).
STO-0477,TKT,Терригенно-карбонатная толща (верхнесоликамская подсвита),терригенно-карбонатная толща (верхнесоликамская подсвита),"ТКТ, P1sl2",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0031,,stratigraphic_unit,VKM_REGIONAL,ТКТ,geological_element,RANGE,90-170 (текст),90,170,,MANUAL_FROM_PRINTED,ПЦТ (P1šš),СМТ (P1sl1),"limestones, dolomites, thin-layered marls, mudstones, siltstones, fine-grained sandstones and limestones",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_64,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),текст | Fig.1.2 marks верхнесоликамский водоносный горизонт in upper part of P1sl2.
STO-0478,TKT,Терригенно-карбонатная толща (верхнесоликамская подсвита),терригенно-карбонатная толща (верхнесоликамская подсвита),"ТКТ, P1sl2",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0031,,stratigraphic_unit,VKM_REGIONAL,ТКТ,geological_element,RANGE_FIGURE,90-130 (рис.1.2),90,130,,MANUAL_FROM_PRINTED,ПЦТ (P1šš),СМТ (P1sl1),"limestones, dolomites, thin-layered marls, mudstones, siltstones, fine-grained sandstones and limestones",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_64,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),рис. 1.2 | Fig.1.2 marks верхнесоликамский водоносный горизонт in upper part of P1sl2.
STO-0479,PCT,Пестроцветная толща (шешминская свита),пестроцветная толща (шешминская свита); кайнозой,"ПЦТ, P1šš; KZ",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0032,,stratigraphic_unit,VKM_REGIONAL,ПЦТ / KZ,geological_element,RANGE,0-675 (текст),0,675,,MANUAL_FROM_PRINTED,P2bl (рис.1.2) / кайнозой,ТКТ,"ПЦТ: brown, greenish-grey and grey sandstones and siltstones, sometimes thin marl and limestone interlayers; Fig.1.2: red-coloured clays, sandstones with conglomerate lenses, siltstones, clays with carbonates and copper sulphides. KZ: clays, loams, s",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_80,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),макс. на Дуринской площади | Overburden: key for 3D world top layers and surface response.
STO-0480,PCT,Пестроцветная толща (шешминская свита),пестроцветная толща (шешминская свита); кайнозой,"ПЦТ, P1šš; KZ",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0032,,stratigraphic_unit,VKM_REGIONAL,ПЦТ / KZ,geological_element,RANGE_FIGURE,0-350 (рис.1.2),0,350,,MANUAL_FROM_PRINTED,P2bl (рис.1.2) / кайнозой,ТКТ,"ПЦТ: brown, greenish-grey and grey sandstones and siltstones, sometimes thin marl and limestone interlayers; Fig.1.2: red-coloured clays, sandstones with conglomerate lenses, siltstones, clays with carbonates and copper sulphides. KZ: clays, loams, s",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_80,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),Overburden: key for 3D world top layers and surface response.
STO-0481,CX_MZKZ,Мезозойско-кайнозойский покров,пестроцветная толща (шешминская свита); кайнозой,"ПЦТ, P1šš; KZ",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0032,,stratigraphic_unit,VKM_REGIONAL,ПЦТ / KZ,geological_element,MAX,KZ до 80 (текст),,80,,MANUAL_FROM_PRINTED,P2bl (рис.1.2) / кайнозой,ТКТ,"ПЦТ: brown, greenish-grey and grey sandstones and siltstones, sometimes thin marl and limestone interlayers; Fig.1.2: red-coloured clays, sandstones with conglomerate lenses, siltstones, clays with carbonates and copper sulphides. KZ: clays, loams, s",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_80,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),кайнозой | Overburden: key for 3D world top layers and surface response.
STO-0482,CX_MZKZ,Мезозойско-кайнозойский покров,пестроцветная толща (шешминская свита); кайнозой,"ПЦТ, P1šš; KZ",VKM-SRC-040,13,13,"§1.1, рис.1.2",EV-VN-S040-0032,,stratigraphic_unit,VKM_REGIONAL,ПЦТ / KZ,geological_element,RANGE_FIGURE,KZ 0-50 (рис.1.2),0,50,,MANUAL_FROM_PRINTED,P2bl (рис.1.2) / кайнозой,ТКТ,"ПЦТ: brown, greenish-grey and grey sandstones and siltstones, sometimes thin marl and limestone interlayers; Fig.1.2: red-coloured clays, sandstones with conglomerate lenses, siltstones, clays with carbonates and copper sulphides. KZ: clays, loams, s",FACT,LITERATURE_CITED,TEXT_LAYER,FUZZY_80,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),кайнозой | Overburden: key for 3D world top layers and surface response.
STO-0483,P2BL,Белебеевская свита (только рис. 1.2 SRC-040),"белебеевская свита (средняя пермь, казанский ярус по рис.1.2)",P2bl,VKM-SRC-040,12,12,рис.1.2,EV-VN-S040-0033,,stratigraphic_unit,VKM_REGIONAL,P2bl,geological_element,RANGE_FIGURE,2-275 (рис.1.2),2,275,,MANUAL_FROM_PRINTED,KZ,ПЦТ (P1šš),clays with inclusions and interlayers of marls and limestones; sandstones with conglomerate lenses,FACT,LITERATURE_CITED,VISUAL_READ,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"только рис. 1.2 | Only in Fig.1.2, not in text."
STO-0484,SEQUENCE,,productive seams worked at SKRU-3 (per author),"КС, КрII, АБ, Вс",VKM-SRC-040,119,119,§4.2,EV-VN-S040-0279,,stratigraphic_unit,SKRU3,СКРУ-3 пласты,seam,SEQUENCE_ORDERING,,,,,NONE,,,salts differ in composition and hence physical properties,FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,MEDIUM,OTHER_VKM_SITE (аналог; не СКРУ-1),Запись документирует порядок/набор единиц (см. abbrev_as_printed) | Author lists these as 'all main seams on which mining is conducted' at SKRU-3; ordering not given here.
STO-0485,KORZH,«Коржи» — глинисто-ангидритовые / глинисто-солевые прослои (плиты кровли),глинисто-ангидритовые прослои («коржи»),коржи,VKM-SRC-040,142,142,§5.3,EV-VN-S040-0365,,stratigraphic_unit,VKM_REGIONAL,междупластья ВКМС,interseam,DEFINITION,not given,,,,NONE,,,clay-anhydrite interlayers,FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),located at the base of interseams (в основании междупластий); well imaged by GPR; drivage passports prescribe removal of one or all коржи (with entry into overlying seam not exceeding normative) or preservation of protective pack
STO-0486,KR4,Пласт Красный-IV (локальный),КрIV,,VKM-SRC-011,11,20-21,§1.2 (скв. 424),EV-VN-S011-0164,,parameter,VKM_REGIONAL,скв. 424,borehole,PARAMETER,"верхн. слой 1,4; нижн. слой 0,95; пласт 3,45; KCl 36,88/17,22 %; Н.О. 3,31/3,55 %",,,,SOURCE_RECORD_FIELDS,,,красный сильвинит,FACT,FIELD_OBSERVATION,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),
STO-0487,S_K,Пласт К,К,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0283,EV-GEO-0060;EV-GEO-0061,parameter,VKM_REGIONAL,К,seam,MEAN_TABLE,"thickness 0,84 m; KCl 15,25; MgCl2 8,57; NaCl 58,23; CaSO4 1,15; Н.О. 1,76; Br 0,064 (%)",,,0.84,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0488,S_I,Пласт И,И,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0284,EV-GEO-0062;EV-GEO-0063,parameter,VKM_REGIONAL,И,seam,MEAN_TABLE,"thickness 1,28 m; KCl 17,45; MgCl2 10,77; NaCl 52,75; CaSO4 1,18; Н.О. 2,00; Br 0,080 (%)",,,1.28,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0489,S_Z,Пласт З,З,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0285,EV-GEO-0064;EV-GEO-0065,parameter,VKM_REGIONAL,З,seam,MEAN_TABLE,"thickness 0,60 m; KCl 16,38; MgCl2 11,44; NaCl 57,51; CaSO4 1,25; Н.О. 2,63; Br 0,070 (%)",,,0.6,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0490,S_ZH,Пласт Ж,Ж,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0286,EV-GEO-0066;EV-GEO-0067,parameter,VKM_REGIONAL,Ж,seam,MEAN_TABLE,"thickness 0,80 m; KCl 18,86; MgCl2 11,91; NaCl 50,77; CaSO4 1,29; Н.О. 1,55; Br 0,079 (%)",,,0.8,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0491,S_E,Пласт Е,Е,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0287,EV-GEO-0068;EV-GEO-0069,parameter,VKM_REGIONAL,Е,seam,MEAN_TABLE,"thickness 7,60 m; KCl 15,85; MgCl2 10,98; NaCl 51,75; CaSO4 1,56; Н.О. 2,84; Br 0,091 (%)",,,7.6,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0492,S_D,Пласт Д,Д,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0288,EV-GEO-0070;EV-GEO-0071,parameter,VKM_REGIONAL,Д,seam,MEAN_TABLE,"thickness 8,33 m; KCl 15,72; MgCl2 11,74; NaCl 50,93; CaSO4 1,64; Н.О. 2,62; Br 0,088 (%)",,,8.33,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
STO-0493,S_G,Пласт Г,Г,,VKM-SRC-011,17,32-33,Табл. 1.10,EV-VN-S011-0289,EV-GEO-0072;EV-GEO-0073,parameter,VKM_REGIONAL,Г,seam,MEAN_TABLE,"thickness 6,30 m; KCl 17,59; MgCl2 12,52; NaCl 49,26; CaSO4 1,49; Н.О. 2,18; Br 0,089 (%)",,,6.3,SOURCE_RECORD_FIELDS,,,productive seam,FACT,CALCULATED_BY_AUTHOR,OCR_VISUALLY_CONFIRMED,NOT_FOUND,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"thickness and Н.О. duplicate existing ids; KCl, MgCl2, NaCl, CaSO4, Br columns are new (not in digest)"
