site_group,obs_class,schema_modality,n_catalog_rows,n_datasets,measurement_years_printed,item_kinds,values_in_corpus,source_ids,scope,locators,sites_detail,cat_ids,vn_ids,usable_for_skru1,status_mix,latent_state_link,confidence,status,notes
ВКМКС регионально (рудник не указан),SEISMIC_SURVEY,seismic_survey,13,0,,SYSTEM_DESCRIPTION:10; CITED_DESCRIPTION:3,SPEC_OR_DESCRIPTION_ONLY:13,VKM-SRC-011; VKM-SRC-012; VKM-SRC-014; VKM-SRC-021,VKM_REGIONAL,"VKM-SRC-011 p8 [§1.2; рис. 1.5]; VKM-SRC-011 p8 [§1.2; рис. 1.5]; VKM-SRC-011 p8 [§1.2; рис. 1.5]; VKM-SRC-011 p8 [§1.2; рис. 1.5]; VKM-SRC-011 p8 [§1.2; рис. 1.5]; VKM-SRC-011 p18 [§1.3.1, рис. 1.24]; VKM-SRC-011 p118 [§3.8, p.234]; VKM-SRC-012 p35 [§1.4.3]; VKM-SRC-012 p35 [§1.4.3 pp.35-36]; VKM-SRC-012 p36 [§1.4.3]; VKM-SRC-012 p129 [Прил. А p.129]; VKM-SRC-014 p17 [Рис. 1.4 legend 7-10]; VKM-SRC-021 p3 [p.2-3 (ссылка [6]); этап 3 методики]","ВКМКС (рудник не указан) || рудники Уралкалия (БКПРУ-2, БКПРУ-4 названы)",MON-0342; MON-0343; MON-0344; MON-0345; MON-0346; MON-0347; MON-0351; MON-0353; MON-0354; MON-0355; MON-0356; MON-0357; MON-0358,EV-VN-S011-0067; EV-VN-S011-0068; EV-VN-S011-0069; EV-VN-S011-0070; EV-VN-S011-0071; EV-VN-S011-0307; EV-VN-S011-2008; EV-VN-S012-0178; EV-VN-S012-0180; EV-VN-S012-0182; EV-VN-S012-0732; EV-VN-S014-0170; EV-VN-S021-0056,METHOD/OPERATOR_PRIOR:13,FACT:13,"геометрия отражающих горизонтов (ОГ, ПВРО) и аномалии упругих свойств (статичная геометрия + Vp)",HIGH:11; MEDIUM:2,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
ВКМКС регионально (рудник не указан),ULTRASONIC_ACOUSTIC_NDT,ultrasonic,3,0,,LAB_OR_PHYSICAL_MODEL:3,TEXT_VALUES:2; FIGURE_READ:1,VKM-SRC-025,VKM_REGIONAL,"VKM-SRC-025 p48 [§2.8]; VKM-SRC-025 p46 [§2.8]; VKM-SRC-025 p102 [§4.1 p.102, рис. 4.5]",ВКМКС (рудник не указан),MON-0374; MON-0375; MON-0376,EV-VN-S025-0263; EV-VN-S025-0264; EV-VN-S025-0532,METHOD/OPERATOR_PRIOR:3,FACT:3,"толщина/дефекты крепи, скорость упругих волн в приконтурной зоне",HIGH:3,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
ВКМКС регионально (рудник не указан),UNDERGROUND_STATION,underground_station,2,0,,NORMATIVE_SPEC:1; SYSTEM_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:2,VKM-SRC-019; VKM-SRC-034,VKM_REGIONAL,VKM-SRC-019 p5 [§2 item 8]; VKM-SRC-034 p1 [вводная часть (шахтные исследования),ВКМКС (рудник не указан),MON-0244; MON-0260,EV-VN-S019-0035; EV-VN-S034-0006,METHOD/OPERATOR_PRIOR:2,FACT:2,"смещения контура выработки/глубинных реперов относительно опорных реперов ПНС: оседание кровли, расслоение, конвергенция",HIGH:2,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
ВКМКС регионально (рудник не указан),VISUAL_INSPECTION,other,2,1,1990–1990,SYSTEM_DESCRIPTION:1; DATASET:1,SPEC_OR_DESCRIPTION_ONLY:1; TEXT_VALUES:1,VKM-SRC-020; VKM-SRC-037,VKM_REGIONAL,"VKM-SRC-020 p75 [§2.3]; VKM-SRC-037 p109 [§6.10.1, с. 217 (апробация методик",ВКМКС (рудник не указан),MON-0414; MON-0415,EV-VN-S020-0223; EV-VN-S037-0725,METHOD/OPERATOR_PRIOR:1; VKM_ANALOGUE_ONLY:1,FACT:2,"качественные индикаторы повреждений (кровля, крепь, провалы)",HIGH:2,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,COMPLEX_MONITORING_SYSTEM,other,2,0,,CITED_DESCRIPTION:2,SPEC_OR_DESCRIPTION_ONLY:2,VKM-SRC-023,OTHER_POTASH_SITE,VKM-SRC-023 p19 [rendered p.19; §1.2]; VKM-SRC-023 p19 [rendered p.19; §1.2 (rendered p.19-,АНАЛОГ: другое калийное месторождение,MON-0456; MON-0457,EV-VN-S023-0052; EV-VN-S023-0056,METHOD/OPERATOR_PRIOR:2,FACT:2,перечень модальностей; конкретная связь — по каждой модальности,MEDIUM:2,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,CONVERGENCE,convergence,15,13,2023–2025,DATASET:13; DESIGN_SPEC:2,FIGURE_READ:9; TABLE_VALUES:4; SPEC_OR_DESCRIPTION_ONLY:2,VKM-SRC-024,OTHER_POTASH_SITE,"VKM-SRC-024 p60 [§6.2.3, Рис. 17, Рис. 18]; VKM-SRC-024 p65 [§6.2.4, Рис. 19]; VKM-SRC-024 p82 [Рис. 25 p.82]; VKM-SRC-024 p83 [Рис. 26 p.83]; VKM-SRC-024 p83 [Рис. 27 p.83]; VKM-SRC-024 p83 [Рис. 28 p.83]; VKM-SRC-024 p84 [Рис. 29 p.84]; VKM-SRC-024 p84 [Рис. 30 p.84]; VKM-SRC-024 p84 [Рис. 31 p.84]; VKM-SRC-024 p85 [Рис. 32 p.85]; VKM-SRC-024 p85 [Рис. 33 p.85]; VKM-SRC-024 p154 [Прил.1 §6, Таблица Пр.8 (профильна; VKM-SRC-024 p155 [Прил.1 §6, Таблица Пр.9 (профильна; VKM-SRC-024 p156 [Прил.1 §6, Таблица Пр.10 (профильн; VKM-SRC-024 p157 [Прил.1 §6, Таблица Пр.11 Скорости ",АНАЛОГ: другое калийное месторождение,MON-0263; MON-0264; MON-0265; MON-0266; MON-0267; MON-0268; MON-0269; MON-0270; MON-0271; MON-0272; MON-0273; MON-0274; MON-0275; MON-0276; MON-0277,EV-VN-S024-0157; EV-VN-S024-0169; EV-VN-S024-0220; EV-VN-S024-0221; EV-VN-S024-0222; EV-VN-S024-0223; EV-VN-S024-0224; EV-VN-S024-0225; EV-VN-S024-0226; EV-VN-S024-0227; EV-VN-S024-0228; EV-VN-S024-0455; EV-VN-S024-0456; EV-VN-S024-0457; EV-VN-S024-0461,ANALOGUE_ONLY:13; METHOD/OPERATOR_PRIOR:2,FACT:13; MODEL_CHOICE:2,сближение стенок/кровли-почвы камеры: u(стенка1) − u(стенка2); горизонтальная конвергенция камер,HIGH:15,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,GNSS,gnss,3,2,2011–2011,DATASET:2; CITED_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:1; TEXT_VALUES:1; TABLE_VALUES:1,VKM-SRC-006; VKM-SRC-009,OTHER_POTASH_SITE,VKM-SRC-006 p65 [§5.3 pp.65–66]; VKM-SRC-009 p5 [Полевые работы (GPS)]; VKM-SRC-009 p7 [Таблица 2 «Сравнение результатов пол,"АНАЛОГ: Старобин, 3-е РУ «Беларуськалий» || АНАЛОГ: Старобин, 3-е РУ «Беларуськалий» (GPS vs InSAR) || АНАЛОГ: другое калийное месторождение",MON-0073; MON-0074; MON-0075,EV-VN-S006-0158; EV-VN-S009-0029; EV-VN-S009-0033,ANALOGUE_ONLY:2; METHOD/OPERATOR_PRIOR:1,ANALOGUE:2; FACT:1,вектор u (3D) в пункте относительно опорной системы/базовой станции,HIGH:2; MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,GPR,gpr,1,0,,CITED_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-023,OTHER_POTASH_SITE,VKM-SRC-023 p20 [rendered p.20; §1.2],АНАЛОГ: другое калийное месторождение,MON-0296,EV-VN-S023-0057,METHOD/OPERATOR_PRIOR:1,FACT:1,"геометрия границ (слои, выработки, пустоты, крепь) + ЭМ-свойства (ε_r→v, затухание; влажность/трещиноватость)",MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,HYDRO_REGIME,other,3,0,,CITED_DESCRIPTION:1; SYSTEM_DESCRIPTION:1; DESIGN_SPEC:1,SPEC_OR_DESCRIPTION_ONLY:3,VKM-SRC-014; VKM-SRC-024,OTHER_POTASH_SITE,VKM-SRC-014 p211 [§8.2.4]; VKM-SRC-024 p19 [§3]; VKM-SRC-024 p139 [Прил.1 §3.3.2 Охрана водного бассе,АНАЛОГ: другое калийное месторождение,MON-0427; MON-0428; MON-0429,EV-VN-S014-1115; EV-VN-S024-0047; EV-VN-S024-0443,METHOD/OPERATOR_PRIOR:3,FACT:2; ANALOGUE:1,"уровни/притоки/химия вод — гидро-состояние, не смещение",MEDIUM:2; HIGH:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,INSAR,insar,16,8,2011–2021,METHOD_PROPERTY:7; DATASET:5; DATASET_METADATA:3; CONFLICT:1,SPEC_OR_DESCRIPTION_ONLY:7; TEXT_VALUES:5; FIGURE_READ:2; DESCRIPTION_ONLY:1; TABLE_VALUES:1,VKM-SRC-005; VKM-SRC-009,OTHER_POTASH_SITE,"VKM-SRC-005 p1 [Введение]; VKM-SRC-005 p3 [Рис.2]; VKM-SRC-009 p2 [Таблица 1 «Исходные радиолокационные; VKM-SRC-009 p3 [§2 Расчет базовой линии (displacemen; VKM-SRC-009 p3 [DEM accuracy]; VKM-SRC-009 p4 [§4 Фильтрация; когерентность; Рис. 6; VKM-SRC-009 p4 [§6 Создание файла опорных точек]; VKM-SRC-009 p4 [§8 output parameters]; VKM-SRC-009 p5 [Рис. 9 description; range]; VKM-SRC-009 p7 [Сравнение GPS vs InSAR; Рис. 12, Рис; VKM-SRC-009 p8 [Рис. 14 План горных работ, совмещенн; VKM-SRC-009 p8 [Отклонение центров мульд]; VKM-SRC-009 p8 [Выводы п.1 vs §8 (p5) vs map legend ; VKM-SRC-009 p9 [Выводы п.1; мульды]; VKM-SRC-009 p9 [Рис. 15 description; >40 мульд]; VKM-SRC-009 p10 [Выводы, преимущества]","АНАЛОГ: Старобин || АНАЛОГ: Старобин (Беларусь) || АНАЛОГ: Старобин (Беларусь), лава || АНАЛОГ: Старобин (сопоставление с планом горных работ) || АНАЛОГ: другое калийное месторождение",MON-0181; MON-0182; MON-0201; MON-0202; MON-0203; MON-0204; MON-0205; MON-0207; MON-0208; MON-0209; MON-0210; MON-0211; MON-0212; MON-0213; MON-0214; MON-0215,EV-VN-S005-0005; EV-VN-S005-0024; EV-VN-S009-0012; EV-VN-S009-0016; EV-VN-S009-0018; EV-VN-S009-0020; EV-VN-S009-0022; EV-VN-S009-0025; EV-VN-S009-0027; EV-VN-S009-0035; EV-VN-S009-0037; EV-VN-S009-0038; EV-VN-S009-0039; EV-VN-S009-0040; EV-VN-S009-0041; EV-VN-S009-0042,METHOD/OPERATOR_PRIOR:11; ANALOGUE_ONLY:5,ANALOGUE:13; FACT:3,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,HIGH:11; MEDIUM:4; LOW:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,LEVELLING,levelling,2,0,,METHOD_PROPERTY:1; SYSTEM_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:2,VKM-SRC-009; VKM-SRC-024,OTHER_POTASH_SITE,"VKM-SRC-009 p2 [Введение, мониторинг]; VKM-SRC-024 p25 [§5.1.3]",АНАЛОГ: другое калийное месторождение,MON-0011; MON-0047,EV-VN-S009-0011; EV-VN-S024-0056,METHOD/OPERATOR_PRIOR:2,ANALOGUE:2,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",MEDIUM:1; HIGH:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,MINE_SURVEY_WORKINGS,other,1,0,,NORMATIVE_SPEC:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-024,OTHER_POTASH_SITE,VKM-SRC-024 p35 [§5.3.2],АНАЛОГ: другое калийное месторождение,MON-0396,EV-VN-S024-0091,METHOD/OPERATOR_PRIOR:1,ANALOGUE:1,"фактическая геометрия выработок/пустот (ВХОД/форсинг мира, не состояние)",HIGH:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,SEISMIC_SURVEY,seismic_survey,1,0,,SYSTEM_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-005,OTHER_POTASH_SITE,VKM-SRC-005 p2 [§Постановка задачи; Рис.1 легенда],АНАЛОГ: другое калийное месторождение,MON-0341,EV-VN-S005-0011,METHOD/OPERATOR_PRIOR:1,FACT:1,"геометрия отражающих горизонтов (ОГ, ПВРО) и аномалии упругих свойств (статичная геометрия + Vp)",HIGH:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,SURVEY_CONTROL_NETWORK,other,4,2,2016–2017,DATASET:2; DESIGN_SPEC:2,SPEC_OR_DESCRIPTION_ONLY:2; FIGURE_READ:1; TEXT_VALUES:1,VKM-SRC-024,OTHER_POTASH_SITE,VKM-SRC-024 p27 [Рисунок 5 (ref [14])]; VKM-SRC-024 p28 [§5.2.1 (pp.28-29)]; VKM-SRC-024 p30 [Рис. 6 (ref [13])]; VKM-SRC-024 p51 [§6.1.2 (pp.50-51)],АНАЛОГ: другое калийное месторождение,MON-0404; MON-0405; MON-0406; MON-0407,EV-VN-S024-0065; EV-VN-S024-0070; EV-VN-S024-0075; EV-VN-S024-0118,ANALOGUE_ONLY:2; METHOD/OPERATOR_PRIOR:2,FACT:2; ANALOGUE:2,опорная система координат/высот (datum) для всех наблюдений,HIGH:3; MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,SURVEY_INSTRUMENTATION,other,2,0,,INSTRUMENT_SPEC:2,SPEC_OR_DESCRIPTION_ONLY:2,VKM-SRC-024,OTHER_POTASH_SITE,"VKM-SRC-024 p33 [§5.2.4]; VKM-SRC-024 p150 [Прил.1 §4.2–4.3, Таблица Пр.3 Смет",АНАЛОГ: другое калийное месторождение,MON-0409; MON-0411,EV-VN-S024-0086; EV-VN-S024-0449,METHOD/OPERATOR_PRIOR:2,FACT:2,паспортные характеристики приборов (априор ошибки),HIGH:2,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
АНАЛОГ другое калийное м-е,UNDERGROUND_STATION,underground_station,5,1,2023–2025,DESIGN_SPEC:4; DATASET:1,SPEC_OR_DESCRIPTION_ONLY:4; TEXT_VALUES:1,VKM-SRC-024,OTHER_POTASH_SITE,"VKM-SRC-024 p55 [§6.2.1]; VKM-SRC-024 p58 [§6.2.3]; VKM-SRC-024 p61 [§6.2.3]; VKM-SRC-024 p67 [§6.2.5, Рис. 20, 21]; VKM-SRC-024 p80 [§6.4 pp.80-81]",АНАЛОГ: другое калийное месторождение,MON-0247; MON-0250; MON-0252; MON-0256; MON-0259,EV-VN-S024-0145; EV-VN-S024-0153; EV-VN-S024-0161; EV-VN-S024-0177; EV-VN-S024-0210,METHOD/OPERATOR_PRIOR:4; ANALOGUE_ONLY:1,MODEL_CHOICE:3; FACT:2,"смещения контура выработки/глубинных реперов относительно опорных реперов ПНС: оседание кровли, расслоение, конвергенция",HIGH:5,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
вне ВКМ,GNSS,gnss,1,0,,CITED_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-006,NON_VKM,"VKM-SRC-006 p54 [§5.1, рис. 5.4]",вне ВКМ,MON-0072,EV-VN-S006-0132,METHOD/OPERATOR_PRIOR:1,FACT:1,вектор u (3D) в пункте относительно опорной системы/базовой станции,MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
вне ВКМ,INSAR,insar,18,15,2004–2023,DATASET:15; CITED_DESCRIPTION:3,FIGURE_READ:9; TEXT_VALUES:4; SPEC_OR_DESCRIPTION_ONLY:3; TABLE_VALUES:2,VKM-SRC-001; VKM-SRC-003; VKM-SRC-006; VKM-SRC-007; VKM-SRC-008; VKM-SRC-010,NON_VKM,"VKM-SRC-001 p10 [Рис.1; текст с.10]; VKM-SRC-001 p11 [Рис.2]; VKM-SRC-001 p14 [Рис.5; текст с.13-14]; VKM-SRC-001 p15 [текст с.15]; VKM-SRC-003 p106 [§5.2.2, рис. 5.6]; VKM-SRC-006 p79 [§6.4 p.79]; VKM-SRC-006 p80 [§6.4 p.80]; VKM-SRC-006 p80 [§6.4 p.80]; VKM-SRC-007 p1 [Summary (EN); also p2 RU abstract]; VKM-SRC-007 p5 [Таблица «Характеристика использованн; VKM-SRC-007 p7 [Результаты; Рис. 6]; VKM-SRC-007 p8 [Рис. 7 (график + таблица значений)]; VKM-SRC-008 p3 [§2, data base]; VKM-SRC-008 p5 [Рис. 3, Рис. 4 (SKY-MED 2013)]; VKM-SRC-008 p7 [Рис. 6; PS method 2011–2014]; VKM-SRC-010 p3 [Кийзасский разрез, оползень июнь 201; VKM-SRC-010 p4 [г. Кемерово PS 2016–2017; Рис. 3]; VKM-SRC-010 p6 [Разрез «Бачатский»; Рис. 6]",Турция (вне ВКМ) || вне ВКМ || вне ВКМ: Кийзасский разрез (Кузбасс) || вне ВКМ: г. Кемерово || вне ВКМ: разрез «Бачатский»,MON-0079; MON-0080; MON-0086; MON-0087; MON-0152; MON-0189; MON-0190; MON-0191; MON-0193; MON-0195; MON-0196; MON-0197; MON-0198; MON-0199; MON-0200; MON-0217; MON-0218; MON-0219,EV-VN-S001-0026; EV-VN-S001-0030; EV-VN-S001-0045; EV-VN-S001-0048; EV-VN-S003-0382; EV-VN-S006-0184; EV-VN-S006-0187; EV-VN-S006-0188; EV-VN-S007-0002; EV-VN-S007-0016; EV-VN-S007-0025; EV-VN-S007-0026; EV-VN-S008-0009; EV-VN-S008-0012; EV-VN-S008-0016; EV-VN-S010-0008; EV-VN-S010-0010; EV-VN-S010-0013,METHOD_ANALOGUE_ONLY:15; METHOD/OPERATOR_PRIOR:3,FACT:18,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,HIGH:11; MEDIUM:7,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
вне ВКМ,LEVELLING,levelling,1,0,,CITED_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-006,NON_VKM,"VKM-SRC-006 p61 [§5.3, рис. 5.7]",вне ВКМ,MON-0010,EV-VN-S006-0147,METHOD/OPERATOR_PRIOR:1,FACT:1,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
вне ВКМ,MINE_PLAN_OVERVIEW,other,1,0,,SYSTEM_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-039,NON_VKM,VKM-SRC-039 p2 [Рис. 1 «Обзорная схема района исслед,вне ВКМ,MON-0489,EV-VN-S039-0009,METHOD/OPERATOR_PRIOR:1,FACT:1,схема горных работ (не мониторинг),MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
вне ВКМ,MODEL_OUTPUT_NOT_OBSERVATION,other,3,0,,MODEL_OUTPUT:3,MODEL_OUTPUT_ONLY:3,VKM-SRC-039,NON_VKM,VKM-SRC-039 p3 [Рис. 2 «Мульда сдвижения для условия; VKM-SRC-039 p4 [Рис. 3 «Изменение оседаний земной по; VKM-SRC-039 p5 [Рис. 4 «Влияние степени извлечения в,вне ВКМ,MON-0481; MON-0482; MON-0483,EV-VN-S039-0020; EV-VN-S039-0021; EV-VN-S039-0024,NO:3,DERIVATION:3,нет (расчётный прогноз; нельзя использовать как наблюдение),MEDIUM:3,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
вне ВКМ,OPERATIONAL_RECORDS,other,1,0,,CITED_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-014,NON_VKM,VKM-SRC-014 p234 [§8.4.3],вне ВКМ,MON-0448,EV-VN-S014-1183,METHOD/OPERATOR_PRIOR:1,FACT:1,операционные записи оборудования/производства — вне состояния массива,MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
вне ВКМ,OPTICAL_REMOTE_SENSING,other,3,1,,CITED_DESCRIPTION:1; METHOD_PROPERTY:1; DATASET:1,SPEC_OR_DESCRIPTION_ONLY:2; FIGURE_READ:1,VKM-SRC-006; VKM-SRC-010,NON_VKM,"VKM-SRC-006 p55 [§5.1, рис. 5.5]; VKM-SRC-010 p5 [REACTIV]; VKM-SRC-010 p6 [Landsat-8 LST; Рис. 7, Рис. 8]",вне ВКМ || вне ВКМ (амплитудное детектирование изменений REACTIV) || вне ВКМ: разрез «Бачатский» (Landsat-8 LST),MON-0389; MON-0391; MON-0392,EV-VN-S006-0135; EV-VN-S010-0011; EV-VN-S010-0015,METHOD/OPERATOR_PRIOR:2; METHOD_ANALOGUE_ONLY:1,FACT:3,"морфология поверхности (провалы, линеаменты), LST — не смещение",LOW:1; HIGH:1; MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,BOREHOLE_LOGGING,borehole_logging,3,0,,METHOD_OVERVIEW:1; DESIGN_SPEC:1; CITED_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:3,VKM-SRC-012; VKM-SRC-024; VKM-SRC-025,GENERAL_METHOD,"VKM-SRC-012 p23 [§1.3, [37]]; VKM-SRC-024 p69 [§6.2.5 p.69]; VKM-SRC-025 p97 [p.97]",общий метод (без площадки),MON-0333; MON-0337; MON-0338,EV-VN-S012-0055; EV-VN-S024-0180; EV-VN-S025-0511,METHOD/OPERATOR_PRIOR:3,FACT:2; MODEL_CHOICE:1,"профили Vp/Vs, γ, НК, кавернометрия по скважине — исходное (доработочное) состояние свойств и геометрия слоёв",HIGH:2; MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,COMPLEX_MONITORING_SYSTEM,other,2,0,,METHOD_PROPERTY:1; SYSTEM_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:2,VKM-SRC-010; VKM-SRC-023,GENERAL_METHOD,"VKM-SRC-010 p2 [Введение, ground methods vs InSAR]; VKM-SRC-023 p15 [rendered p.15; §1.1.2]",общий метод (без площадки),MON-0452; MON-0455,EV-VN-S010-0003; EV-VN-S023-0042,METHOD/OPERATOR_PRIOR:2,FACT:2,перечень модальностей; конкретная связь — по каждой модальности,HIGH:1; LOW:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,CONVERGENCE,convergence,1,0,,DESIGN_SPEC:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-024,GENERAL_METHOD,VKM-SRC-024 p56 [§6.2.2 pp.56-57],общий метод (без площадки),MON-0262,EV-VN-S024-0148,METHOD/OPERATOR_PRIOR:1,MODEL_CHOICE:1,сближение стенок/кровли-почвы камеры: u(стенка1) − u(стенка2); горизонтальная конвергенция камер,HIGH:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,GNSS,gnss,1,0,,CITED_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-006,GENERAL_METHOD,VKM-SRC-006 p53 [§5.1 pp.53–54],общий метод (без площадки),MON-0071,EV-VN-S006-0130,METHOD/OPERATOR_PRIOR:1,FACT:1,вектор u (3D) в пункте относительно опорной системы/базовой станции,MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
