cat_id,obs_class,schema_modality,item_kind,observable,equipment_method,spatial_support,time_support,cadence_revisit,precision_error,datum_reference,crs_note,site_attribution_strict,scope,latent_state_link,values_in_corpus,values_summary,usable_for_skru1,information_availability,source_id,locator,vn_ids,existing_evidence_ids,status,evidence_type,scale,confidence,extraction_method,quote_check,visual_recheck,origin,record_kind,notes
MON-0011,LEVELLING,levelling,METHOD_PROPERTY,monitoring practice at potash mines; levelling limitations,,"deposit | Starobin potash deposit (Soligorsk, Belarus)",publ=2012,,,,не указано,АНАЛОГ: другое калийное месторождение,OTHER_POTASH_SITE,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",SPEC_OR_DESCRIPTION_ONLY,"Starobin geodynamic monitoring (2012) = traditional mine-survey levelling with high-precision instruments. Authors' critique: time/labour/cost; real displacement known only at points/levelling lines, elsewhere by interpolation; events between surveys missed. Claim: satellite radar gives 'precise (millimetre)' displacement picture to confirm and refine predicted (design) movement parameters.",METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2012 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: УП «Геоинформационные системы» (InSAR), маркшейдерская служба «Беларуськалий» (GPS)",VKM-SRC-009,"p2 [Введение, мониторинг]",EV-VN-S009-0011,,ANALOGUE,DESCRIPTIVE,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,FUZZY_66,,merged,claim,'Millimetre' precision is an unsupported claim contradicted by the paper's own GPS comparison (p7) and ±1 cm noise (p8). Levelling critique is relevant: interpolation != observation.
MON-0012,LEVELLING,levelling,DATASET,оседания земной поверхности,method: profile_line,survey_line | профильная линия 12 (СКРУ-1) | ids: профильная линия 12; реперы 45–78; максимум реперы 62–66,measurement_date=1989-; dates: наблюдения с 1989 г.; publ=2013; note: observations since 1989,,не указана,не указана,не указано,"СКРУ-1, блок 201, профильная линия 12 (явная атрибуция)",SKRU1,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",TEXT_VALUES,длина отрезка 1030 м; подработан пластами КрII и В (карналлитовый); отработка с жестким поддержанием ВЗТ; интервал максимальных оседаний — реперы 62–66,YES_SKRU1 (с учётом статуса/точности),публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерские службы «Сильвинит»/«Уралкалий»; обобщение Кудряшова (ООО НПФ «Геопрогноз»),VKM-SRC-011,"p130 [стр. 259; Рис. 4.6, 4.7б]",EV-VN-S011-2087,EV-GEO-0179; EV-GEO-0181,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,VCHK-ML-01,merged,monitoring_observation,
MON-0013,LEVELLING,levelling,DATASET,оседание земной поверхности (мм) по реперам 45–78 профильной линии 12,method: profile_line,survey_line | профильная линия 12 (СКРУ-1) | ids: профильная линия 12; реперы 45–78; реперы сопоставления 50 и 65 (красные кружки); ось разлома 98 на графике у репера ~59,"measurement_date=1992;1995;2004;2007;2010; dates: кривые на 1992, 1995, 2004, 2007, 2010 гг. (наблюдения с 1989 г.); publ=2013; note: measurement epochs from curve labels","эпохи 1992, 1995, 2004, 2007, 2010 (наблюдения с 1989)",не указана,"не указана (мм оседаний; нулевая эпоха не подписана, предположительно начало наблюдений 1989 г.)",см. datum_reference,"СКРУ-1, блок 201, профильная линия 12 (явная атрибуция)",SKRU1,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",FIGURE_VALUES_DIGITIZED_APPROX,"GRAPH_DIGITIZED_APPROX (максимум у реперов 63–65): 1992 ≤~160 мм (локальные минимумы у реперов 65–71); 1995 ~550 мм; 2004 ~910 мм; 2007 ~1020 мм; 2010 ~1090 мм. На западном конце (репер 45/46) 2010 ~490 мм; на восточном (78) 2010 ~460 мм, 1995 ~110 мм. Вторичные локальные экстремумы у реперов 67–69.",YES_SKRU1 (с учётом статуса/точности),публично не ранее 2013 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерские службы «Сильвинит»/«Уралкалий»; обобщение Кудряшова (ООО НПФ «Геопрогноз»),VKM-SRC-011,p131 [Рис. 4.7б],EV-VN-S011-2097,EV-GEO-0181,FACT,MEASURED,FIELD,MEDIUM,GRAPH_DIGITIZED_APPROX,EXACT,VCHK-ML-01,merged,monitoring_observation,Consistent with EV-GEO-0181 (550/910/1000/1090); my 2007 read ≈1020 mm. Five epochs over 18 yr show continuing subsidence (no stabilization by 2010) — time dependence directly usable for 3D+time world.
MON-0014,LEVELLING,levelling,DATASET,surface subsidence (levelling),method: profile_line,survey_line | профильная линия №1 | ids: профильная линия №1,measurement_date=1977-; dates: since 1977; publ=2023,,,,не указано,"линия №1 (вдоль сбойки через м/ш целик СКРУ-1–СКРУ-2): реперы 1–8 — зона целика, реперы 9–30 — сторона СКРУ-2 (1 СВП-143); на стороне СКРУ-1 измерений нет (SRC-012 p.107); строка без численных значений",SKRU1_SKRU2_PILLAR,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",DESCRIPTION_ONLY,,PARTIAL (зона м/ш целика СКРУ-1–СКРУ-2: для СКРУ-1 — только локально у целика или через Transfer),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p34 [§1.4.2],EV-VN-S012-0170,,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Profile line No.1 runs along the drift on the surface; start of observations 1977 (p.57 says measured data available only from 2003 for 30 benchmarks). | ИСПРАВЛЕНИЯ 26.09.2026: область: SKRU1_SKRU2 → SKRU1_SKRU2_PILLAR (D-17; линия №1 вдоль сбойки через целик; реперы 9–30 — сторона СКРУ-2)
MON-0015,LEVELLING,levelling,NORMATIVE_SPEC,building deformation via wall benchmarks,method: levelling,benchmark,publ=2023,,,,не указано,здания/сооружения ВКМ (стенные реперы),VKM_REGIONAL,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",SPEC_OR_DESCRIPTION_ONLY,,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p41 [§2.1],EV-VN-S012-0199,EV-MON-0005,FACT,NORMATIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,
MON-0016,LEVELLING,levelling,NORMATIVE_SPEC,levelling campaign frequency vs subsidence rate (VKMKS practice),,survey_line,publ=2023,,,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",SPEC_OR_DESCRIPTION_ONLY,<20 mm/yr: >=1 per 3 yr; 20-50: >=1 per 2 yr; 50-100: >=1 per yr; 100-200: 2 per yr; 200-400: >=3 per yr; 400-800: 6 per yr; >800 mm/yr: monthly,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p41 [§2.1 pp.41-42],EV-VN-S012-0200,EV-MON-0006; EV-MON-0007,FACT,NORMATIVE,DESIGN,HIGH,TEXT_LAYER,EXACT,,merged,engineering_rule,Defines irregular sampling of levelling time series (sampling is rate-dependent => informative sampling for forecasting).
MON-0017,LEVELLING,levelling,NORMATIVE_SPEC,height differences,method: levelling,survey_line,publ=2023,,RMS of height difference <=1 mm per 1 km double run; invar bar-code 3 m non-folding staffs,,не указано,ВКМКС (рудник не указан),VKM_REGIONAL,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",SPEC_OR_DESCRIPTION_ONLY,,METHOD/OPERATOR_PRIOR (не данные состояния),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p42 [§2.1],EV-VN-S012-0203,EV-MON-0008,FACT,NORMATIVE,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_80,,merged,monitoring_observation,
MON-0018,LEVELLING,levelling,DATASET,heights,method: levelling,survey_line | профильная линия №3 | ids: IV; V; VI; 700; 701; 702; 84; 506,publ=2023,,,"single levelling run anchored on IV-VI (barrier pillar under mine technical boundary, north) and 700-702 (Юрчукский & Чашкинский technogenic polygons, south)",см. datum_reference,СКРУ-2,SKRU2,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",TEXT_VALUES,benchmarks 84 and 506 co-located with GPS network points,NEIGHBOUR_ONLY (соседний рудник; не переносить на СКРУ-1 без статуса ANALOGUE),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p43 [§2.2],EV-VN-S012-0208,EV-MON-0013,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,"Northern anchor benchmarks are on a barrier pillar, i.e. potentially not fully outside the influence zone — datum stability issue."
MON-0019,LEVELLING,levelling,DATASET,subsidence trough zoning,method: profile_line,survey_line | профильная линия №3 | ids: профильная линия №3,publ=2023,,,,не указано,СКРУ-2,SKRU2,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",TEXT_VALUES,"trough 1 ~1 km over SKRU-3 panel 15 blocks 1 and 3 (АБ + КрII sylvinite, no backfill, mined 2011); trough 2 ~0.5 km within barrier pillar SKRU-3/SKRU-2; trough 3 ~3 km (split into two sub-sections by intensity) over SKRU-2 nine SE panels mined since 2003 (АБ, КрII, Вк+с)",NEIGHBOUR_ONLY (соседний рудник; не переносить на СКРУ-1 без статуса ANALOGUE),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p43 [§2.2],EV-VN-S012-0210,EV-MON-0015; EV-MON-0017,FACT,FIELD_OBSERVATION,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,"""Four zones"" = trough1, trough2, trough3 split into two sub-sections (author conventional). Extents approximate."
MON-0020,LEVELLING,levelling,DATASET,"cumulative subsidence, horizontal displacement, horizontal strain (smoothed)",method: profile_line,survey_line | профильная линия №3 | ids: профильная линия №3,dates: 2011-~2021 (whole period); publ=2023,,,,не указано,СКРУ-2,SKRU2,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",TEXT_VALUES,subsidence <=90 mm; horizontal displacement <=35 mm; horizontal strain <=0.3 mm/m; peak horizontal displacements 2014-2015,NEIGHBOUR_ONLY (соседний рудник; не переносить на СКРУ-1 без статуса ANALOGUE),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,"p44 [§2.2, рис. 2.2-2.3]",EV-VN-S012-0217,EV-MON-0020; EV-MON-0021; EV-MON-0022,FACT,MEASURED,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,,merged,monitoring_observation,Values from smoothed data (сглаженные данные).
MON-0021,LEVELLING,levelling,DATASET,"cumulative vertical displacement (mm) vs distance along line from reference cluster IV-V-VI (km), epochs 2012-13 ... 2012-20 (8 cumulative curves, base epoch 2012)",method: profile_line,"survey_line | профильная линия №3 | ids: линия №3; рп.443(434?),414,394,374,354,334,314,294,274,254,234,214,194,174,154,134,114,94,74,54,34,14",measurement_date=2012-2020; dates: 2012-2020 (annual cumulative); publ=2023,ежегодные кумулятивные эпохи 2012–2020,"С.К.П. envelope of vertical displacements shown (magenta), approx ±4-5 mm visually",distance along line from benchmark cluster IV-V-VI; pickets пк130–пк240,см. datum_reference,СКРУ-2,SKRU2,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",FIGURE_READ (подписи/легенды/классы),"2012-2020 labelled values (mm): -36.20 (рп.443), -30.51 (рп.414), -21.59 (рп.394), -25.11 (рп.374), -80.82 (рп.354), -35.64 (рп.334), -27.27 (рп.314), -60.21 (рп.294), -60.77 (рп.274), -48.91 (рп.254), -79.68 (рп.234), -85.88 (рп.214), -44.11 (рп.194), -66.85 (рп.174), -39.90 (рп.154), -16.73 (рп.134), -3.46 (рп.114), -0.95 (рп.94), -0.58 (рп.74), -0.77 (рп.54), -0.15 (рп.34), 0.27 (рп.14). Zones along x: 0-1.5 km '2ЮВП (СКРУ-' blocks 23, 33, 43; shaded 1.55-2.0 km; 2-3.5 km 15П (СКРУ-3) Б1, Б3, Б5, Б; 3.5-4.5 km 'барьерный целик' (shaded); 4.5-8 km СКРУ-2 1ЮВ...9ЮВ; shaded ~8.0-8.2 km; >8.2 km negligible subsidence. 'Проекция провала на ось нефтепровода' marked at ~3.5 km (пк165).",NEIGHBOUR_ONLY (соседний рудник; не переносить на СКРУ-1 без статуса ANALOGUE),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p46 [Рис. 2.2],EV-VN-S012-0222,,FACT,MEASURED,NOT_APPLICABLE,HIGH,VISUAL_READ,EXACT,,merged,monitoring_observation,"Curve minimum in the SKRU-2 3ЮВ/4ЮВ zone visually reaches below -90 mm (approx -95...-97, GRAPH reading) — text p.44 limit 90 mm refers to the pillar. Base epoch 2012 though line founded 2011."
MON-0022,LEVELLING,levelling,DATASET,subsidence over SKRU-2–SKRU-3 pillar,method: profile_line,intermine_pillar | СКРУ-2 – СКРУ-3 | ids: №3 (ПНИПУ); №23 (ПАО «Уралкалий»),measurement_date=2009-2020; dates: PNIPU 2012-2020; Uralkali 2009-2020; publ=2023,,,,не указано,СКРУ-2,SKRU2,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",TEXT_VALUES,PNIPU line 3: ~85 mm over 8 years (2012-2020); Uralkali line 23: max 82 mm (2009-2020) near pillar; 'practically full agreement',NEIGHBOUR_ONLY (соседний рудник; не переносить на СКРУ-1 без статуса ANALOGUE),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p48 [§2.3 pp.48-49],EV-VN-S012-0232,EV-MON-0025; EV-MON-0026,FACT,MEASURED,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_82,,merged,monitoring_observation,
MON-0023,LEVELLING,levelling,DATASET,"cumulative subsidence (mm, positive down) vs benchmark number (0-113)",method: profile_line,"survey_line | профильная линия №23 | ids: №23 (Уралкалий), реперы ~1-113","measurement_date=2009-09-09/2021-06-17; dates: 13 epochs: 09.09.2009, 02.09.2010, 21.07.2011, 22.05.2012, 05.06.2013, 04.06.2014, 16.09.2015, 23.06.2016, 08.06.2017, 08.06.2018, 14.06.2019, 10.06.2020, 17.06.2021; publ=2023",13 летних эпох 2009–2021 (июнь–сентябрь),,,не указано,СКРУ-2,SKRU2,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",FIGURE_VALUES_DIGITIZED_APPROX,graph reading (approx): spike in pillar at bm ~17 up to ~90 mm (2021); secondary trough bm ~50 ~160 mm (2021); main trough bm ~70 ~145 mm (2010) -> ~218 mm (2021); zero beyond bm ~95; first epoch 2009 curve only to bm ~61 (line extended later?),NEIGHBOUR_ONLY (соседний рудник; не переносить на СКРУ-1 без статуса ANALOGUE),"публично не ранее 2023 (год публикации источника); внутренняя доступность у держателя — UNKNOWN (дата обработки/передачи не указана); держатель: маркшейдерская служба ПАО «Уралкалий» (линии 1,7,8,10,23); ПНИПУ (линия 3, GNSS 507)",VKM-SRC-012,p49 [Рис. 2.5 (300 dpi)],EV-VN-S012-0233,EV-MON-0026,FACT,MEASURED,NOT_APPLICABLE,MEDIUM,GRAPH_DIGITIZED_APPROX,EXACT,,merged,monitoring_observation,Epoch list read visually from legend (confirmed at 300 dpi). Base epoch not stated (2009 curve non-zero -> base earlier). Annual summer campaigns (June-September).
