scenario_id,latent_world_id,dynamic_mechanism,experiment_role,observation_condition,missingness_mechanism,measurement_error_mechanism,base_seed,latent_seed,generator_seed,numeric_constraint_id,empirical_profile,empirical_period,nominal_interval_years,readable_min_magnitude_mm,reference_upper_mm,reference_floor_mm,structural_shape,temporal_parameters_json,process_motivation,observation_modality,pseudo_transition,numeric_scale_constrained,temporal_law_empirically_identified
V2-W111-O5,V2-W111,reactivation,heldout_mechanism,state_dependent_ordinary,state_dependent,ordinary_noise,130363,1729440329,923188390,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.41829596274079617,""events"":[[0.36443370148220666,0.04573811623493996,0.45],[0.6445379204392241,0.05945955110542195,0.4]],""onset"":0.3598467414448125,""power"":1.9556492017599951,""steepness"":8.327026881755604,""tau"":0.23421227659468147}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W112-O1,V2-W112,reactivation,heldout_mechanism,ordinary_independent,independent,ordinary_noise,130363,4133615674,1509685041,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.45713714264362076,""events"":[[0.3135933596849529,0.043532834477461944,0.45],[0.7168157361327805,0.05659268482070053,0.4]],""onset"":0.32883807012563643,""power"":1.5067122482305868,""steepness"":10.296919235820411,""tau"":0.17119754910913249}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W112-O2,V2-W112,reactivation,heldout_mechanism,long_gap_gross,long_gap,gross_error,130363,4133615674,2962456740,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.45713714264362076,""events"":[[0.3135933596849529,0.043532834477461944,0.45],[0.7168157361327805,0.05659268482070053,0.4]],""onset"":0.32883807012563643,""power"":1.5067122482305868,""steepness"":10.296919235820411,""tau"":0.17119754910913249}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W112-O3,V2-W112,reactivation,heldout_mechanism,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,4133615674,3939001234,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.45713714264362076,""events"":[[0.3135933596849529,0.043532834477461944,0.45],[0.7168157361327805,0.05659268482070053,0.4]],""onset"":0.32883807012563643,""power"":1.5067122482305868,""steepness"":10.296919235820411,""tau"":0.17119754910913249}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W112-O4,V2-W112,reactivation,heldout_mechanism,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,4133615674,424374565,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.45713714264362076,""events"":[[0.3135933596849529,0.043532834477461944,0.45],[0.7168157361327805,0.05659268482070053,0.4]],""onset"":0.32883807012563643,""power"":1.5067122482305868,""steepness"":10.296919235820411,""tau"":0.17119754910913249}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_reflector_contamination,False,True,False
V2-W112-O5,V2-W112,reactivation,heldout_mechanism,state_dependent_ordinary,state_dependent,ordinary_noise,130363,4133615674,3313421953,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.45713714264362076,""events"":[[0.3135933596849529,0.043532834477461944,0.45],[0.7168157361327805,0.05659268482070053,0.4]],""onset"":0.32883807012563643,""power"":1.5067122482305868,""steepness"":10.296919235820411,""tau"":0.17119754910913249}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W113-O1,V2-W113,reactivation,heldout_mechanism,ordinary_independent,independent,ordinary_noise,130363,3910544749,2037257383,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.36825915582791063,""events"":[[0.29043859280061873,0.039108219388109614,0.45],[0.7246460493596125,0.0508406852045425,0.4]],""onset"":0.3050247097729791,""power"":2.3655619936903403,""steepness"":11.375377961402249,""tau"":0.1767873666914991}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W113-O2,V2-W113,reactivation,heldout_mechanism,long_gap_gross,long_gap,gross_error,130363,3910544749,2989340886,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.36825915582791063,""events"":[[0.29043859280061873,0.039108219388109614,0.45],[0.7246460493596125,0.0508406852045425,0.4]],""onset"":0.3050247097729791,""power"":2.3655619936903403,""steepness"":11.375377961402249,""tau"":0.1767873666914991}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W113-O3,V2-W113,reactivation,heldout_mechanism,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,3910544749,131830480,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.36825915582791063,""events"":[[0.29043859280061873,0.039108219388109614,0.45],[0.7246460493596125,0.0508406852045425,0.4]],""onset"":0.3050247097729791,""power"":2.3655619936903403,""steepness"":11.375377961402249,""tau"":0.1767873666914991}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W113-O4,V2-W113,reactivation,heldout_mechanism,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,3910544749,3099044599,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.36825915582791063,""events"":[[0.29043859280061873,0.039108219388109614,0.45],[0.7246460493596125,0.0508406852045425,0.4]],""onset"":0.3050247097729791,""power"":2.3655619936903403,""steepness"":11.375377961402249,""tau"":0.1767873666914991}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_reflector_contamination,False,True,False
V2-W113-O5,V2-W113,reactivation,heldout_mechanism,state_dependent_ordinary,state_dependent,ordinary_noise,130363,3910544749,1143301499,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.36825915582791063,""events"":[[0.29043859280061873,0.039108219388109614,0.45],[0.7246460493596125,0.0508406852045425,0.4]],""onset"":0.3050247097729791,""power"":2.3655619936903403,""steepness"":11.375377961402249,""tau"":0.1767873666914991}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W114-O1,V2-W114,reactivation,heldout_mechanism,ordinary_independent,independent,ordinary_noise,130363,642351255,593195513,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.24595438023556376,""events"":[[0.2722129843148273,0.07742349869333608,0.45],[0.6282729567342907,0.1006505483013369,0.4]],""onset"":0.6463892979472904,""power"":2.1460436104558163,""steepness"":7.527431590556029,""tau"":0.4633250285424351}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W114-O2,V2-W114,reactivation,heldout_mechanism,long_gap_gross,long_gap,gross_error,130363,642351255,3531178891,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.24595438023556376,""events"":[[0.2722129843148273,0.07742349869333608,0.45],[0.6282729567342907,0.1006505483013369,0.4]],""onset"":0.6463892979472904,""power"":2.1460436104558163,""steepness"":7.527431590556029,""tau"":0.4633250285424351}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W114-O3,V2-W114,reactivation,heldout_mechanism,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,642351255,1795665762,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.24595438023556376,""events"":[[0.2722129843148273,0.07742349869333608,0.45],[0.6282729567342907,0.1006505483013369,0.4]],""onset"":0.6463892979472904,""power"":2.1460436104558163,""steepness"":7.527431590556029,""tau"":0.4633250285424351}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W114-O4,V2-W114,reactivation,heldout_mechanism,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,642351255,1062068738,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.24595438023556376,""events"":[[0.2722129843148273,0.07742349869333608,0.45],[0.6282729567342907,0.1006505483013369,0.4]],""onset"":0.6463892979472904,""power"":2.1460436104558163,""steepness"":7.527431590556029,""tau"":0.4633250285424351}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_reflector_contamination,False,True,False
V2-W114-O5,V2-W114,reactivation,heldout_mechanism,state_dependent_ordinary,state_dependent,ordinary_noise,130363,642351255,685978294,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.24595438023556376,""events"":[[0.2722129843148273,0.07742349869333608,0.45],[0.6282729567342907,0.1006505483013369,0.4]],""onset"":0.6463892979472904,""power"":2.1460436104558163,""steepness"":7.527431590556029,""tau"":0.4633250285424351}",two_separated_episodes_transfer_stress_no_observed_SKRU1_trajectory,synthetic_leveling_proxy,False,True,False
V2-W115-O1,V2-W115,smooth_step,development,ordinary_independent,independent,ordinary_noise,130363,744762593,2998628830,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.2939455448031899,""events"":[[0.5585506938153442,0.02,0.5]],""onset"":0.5585506938153442,""power"":2.3820987089295245,""steepness"":8.328641803505992,""tau"":0.470998219267662}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W115-O2,V2-W115,smooth_step,development,long_gap_gross,long_gap,gross_error,130363,744762593,3561415676,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.2939455448031899,""events"":[[0.5585506938153442,0.02,0.5]],""onset"":0.5585506938153442,""power"":2.3820987089295245,""steepness"":8.328641803505992,""tau"":0.470998219267662}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W115-O3,V2-W115,smooth_step,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,744762593,1577416410,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.2939455448031899,""events"":[[0.5585506938153442,0.02,0.5]],""onset"":0.5585506938153442,""power"":2.3820987089295245,""steepness"":8.328641803505992,""tau"":0.470998219267662}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W115-O4,V2-W115,smooth_step,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,744762593,179173121,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.2939455448031899,""events"":[[0.5585506938153442,0.02,0.5]],""onset"":0.5585506938153442,""power"":2.3820987089295245,""steepness"":8.328641803505992,""tau"":0.470998219267662}",smoothed_displacement_step_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W115-O5,V2-W115,smooth_step,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,744762593,2995414305,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.2939455448031899,""events"":[[0.5585506938153442,0.02,0.5]],""onset"":0.5585506938153442,""power"":2.3820987089295245,""steepness"":8.328641803505992,""tau"":0.470998219267662}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W116-O1,V2-W116,smooth_step,development,ordinary_independent,independent,ordinary_noise,130363,1898629925,1841610456,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.2092184268806077,""events"":[[0.526678969125942,0.02,0.5]],""onset"":0.526678969125942,""power"":2.4497096420996898,""steepness"":10.113864425433803,""tau"":0.18422609274928292}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W116-O2,V2-W116,smooth_step,development,long_gap_gross,long_gap,gross_error,130363,1898629925,3775307336,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.2092184268806077,""events"":[[0.526678969125942,0.02,0.5]],""onset"":0.526678969125942,""power"":2.4497096420996898,""steepness"":10.113864425433803,""tau"":0.18422609274928292}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W116-O3,V2-W116,smooth_step,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,1898629925,4193589417,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.2092184268806077,""events"":[[0.526678969125942,0.02,0.5]],""onset"":0.526678969125942,""power"":2.4497096420996898,""steepness"":10.113864425433803,""tau"":0.18422609274928292}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W116-O4,V2-W116,smooth_step,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,1898629925,722462749,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.2092184268806077,""events"":[[0.526678969125942,0.02,0.5]],""onset"":0.526678969125942,""power"":2.4497096420996898,""steepness"":10.113864425433803,""tau"":0.18422609274928292}",smoothed_displacement_step_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W116-O5,V2-W116,smooth_step,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,1898629925,3499976180,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.2092184268806077,""events"":[[0.526678969125942,0.02,0.5]],""onset"":0.526678969125942,""power"":2.4497096420996898,""steepness"":10.113864425433803,""tau"":0.18422609274928292}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W117-O1,V2-W117,smooth_step,development,ordinary_independent,independent,ordinary_noise,130363,1673686791,3749020778,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.2631137733894481,""events"":[[0.6525974646852912,0.02,0.5]],""onset"":0.6525974646852912,""power"":2.8022288363717305,""steepness"":11.233972562905688,""tau"":0.16134074808298451}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W117-O2,V2-W117,smooth_step,development,long_gap_gross,long_gap,gross_error,130363,1673686791,724980772,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.2631137733894481,""events"":[[0.6525974646852912,0.02,0.5]],""onset"":0.6525974646852912,""power"":2.8022288363717305,""steepness"":11.233972562905688,""tau"":0.16134074808298451}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W117-O3,V2-W117,smooth_step,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,1673686791,628802382,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.2631137733894481,""events"":[[0.6525974646852912,0.02,0.5]],""onset"":0.6525974646852912,""power"":2.8022288363717305,""steepness"":11.233972562905688,""tau"":0.16134074808298451}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W117-O4,V2-W117,smooth_step,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,1673686791,4183203844,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.2631137733894481,""events"":[[0.6525974646852912,0.02,0.5]],""onset"":0.6525974646852912,""power"":2.8022288363717305,""steepness"":11.233972562905688,""tau"":0.16134074808298451}",smoothed_displacement_step_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W117-O5,V2-W117,smooth_step,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,1673686791,2273665823,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.2631137733894481,""events"":[[0.6525974646852912,0.02,0.5]],""onset"":0.6525974646852912,""power"":2.8022288363717305,""steepness"":11.233972562905688,""tau"":0.16134074808298451}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W118-O1,V2-W118,smooth_step,development,ordinary_independent,independent,ordinary_noise,130363,1924998649,1539913494,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.21794323790773457,""events"":[[0.6117544789374101,0.02,0.5]],""onset"":0.6117544789374101,""power"":1.8160051269212598,""steepness"":13.25145395960266,""tau"":0.30394440770207065}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W118-O2,V2-W118,smooth_step,development,long_gap_gross,long_gap,gross_error,130363,1924998649,4224422158,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.21794323790773457,""events"":[[0.6117544789374101,0.02,0.5]],""onset"":0.6117544789374101,""power"":1.8160051269212598,""steepness"":13.25145395960266,""tau"":0.30394440770207065}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W118-O3,V2-W118,smooth_step,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,1924998649,887610846,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.21794323790773457,""events"":[[0.6117544789374101,0.02,0.5]],""onset"":0.6117544789374101,""power"":1.8160051269212598,""steepness"":13.25145395960266,""tau"":0.30394440770207065}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W118-O4,V2-W118,smooth_step,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,1924998649,3503862346,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.21794323790773457,""events"":[[0.6117544789374101,0.02,0.5]],""onset"":0.6117544789374101,""power"":1.8160051269212598,""steepness"":13.25145395960266,""tau"":0.30394440770207065}",smoothed_displacement_step_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W118-O5,V2-W118,smooth_step,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,1924998649,983110585,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.21794323790773457,""events"":[[0.6117544789374101,0.02,0.5]],""onset"":0.6117544789374101,""power"":1.8160051269212598,""steepness"":13.25145395960266,""tau"":0.30394440770207065}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W119-O1,V2-W119,smooth_step,development,ordinary_independent,independent,ordinary_noise,130363,563014713,2799452265,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.3615152319538455,""events"":[[0.4199479130679507,0.02,0.5]],""onset"":0.4199479130679507,""power"":2.7444913290756316,""steepness"":6.928285024513107,""tau"":0.27114007407698537}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W119-O2,V2-W119,smooth_step,development,long_gap_gross,long_gap,gross_error,130363,563014713,2186027647,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.3615152319538455,""events"":[[0.4199479130679507,0.02,0.5]],""onset"":0.4199479130679507,""power"":2.7444913290756316,""steepness"":6.928285024513107,""tau"":0.27114007407698537}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W119-O3,V2-W119,smooth_step,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,563014713,1793701757,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.3615152319538455,""events"":[[0.4199479130679507,0.02,0.5]],""onset"":0.4199479130679507,""power"":2.7444913290756316,""steepness"":6.928285024513107,""tau"":0.27114007407698537}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W119-O4,V2-W119,smooth_step,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,563014713,53103825,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.3615152319538455,""events"":[[0.4199479130679507,0.02,0.5]],""onset"":0.4199479130679507,""power"":2.7444913290756316,""steepness"":6.928285024513107,""tau"":0.27114007407698537}",smoothed_displacement_step_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W119-O5,V2-W119,smooth_step,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,563014713,1818530483,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.3615152319538455,""events"":[[0.4199479130679507,0.02,0.5]],""onset"":0.4199479130679507,""power"":2.7444913290756316,""steepness"":6.928285024513107,""tau"":0.27114007407698537}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W120-O1,V2-W120,smooth_step,development,ordinary_independent,independent,ordinary_noise,130363,3747346856,184429109,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.3440731064339433,""events"":[[0.35638879383045036,0.02,0.5]],""onset"":0.35638879383045036,""power"":2.666913466110642,""steepness"":10.944421068466351,""tau"":0.4781553264664}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W120-O2,V2-W120,smooth_step,development,long_gap_gross,long_gap,gross_error,130363,3747346856,3029368976,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.3440731064339433,""events"":[[0.35638879383045036,0.02,0.5]],""onset"":0.35638879383045036,""power"":2.666913466110642,""steepness"":10.944421068466351,""tau"":0.4781553264664}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W120-O3,V2-W120,smooth_step,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,3747346856,2027183357,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.3440731064339433,""events"":[[0.35638879383045036,0.02,0.5]],""onset"":0.35638879383045036,""power"":2.666913466110642,""steepness"":10.944421068466351,""tau"":0.4781553264664}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W120-O4,V2-W120,smooth_step,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,3747346856,3453825533,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.3440731064339433,""events"":[[0.35638879383045036,0.02,0.5]],""onset"":0.35638879383045036,""power"":2.666913466110642,""steepness"":10.944421068466351,""tau"":0.4781553264664}",smoothed_displacement_step_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W120-O5,V2-W120,smooth_step,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,3747346856,3066554304,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.3440731064339433,""events"":[[0.35638879383045036,0.02,0.5]],""onset"":0.35638879383045036,""power"":2.666913466110642,""steepness"":10.944421068466351,""tau"":0.4781553264664}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W121-O1,V2-W121,smooth_step,development,ordinary_independent,independent,ordinary_noise,130363,925374667,2363704841,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.404742980569404,""events"":[[0.5749657733614593,0.02,0.5]],""onset"":0.5749657733614593,""power"":2.547597838331869,""steepness"":13.277148404499826,""tau"":0.3288685669629987}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W121-O2,V2-W121,smooth_step,development,long_gap_gross,long_gap,gross_error,130363,925374667,102157417,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.404742980569404,""events"":[[0.5749657733614593,0.02,0.5]],""onset"":0.5749657733614593,""power"":2.547597838331869,""steepness"":13.277148404499826,""tau"":0.3288685669629987}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W121-O3,V2-W121,smooth_step,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,130363,925374667,3252208829,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.404742980569404,""events"":[[0.5749657733614593,0.02,0.5]],""onset"":0.5749657733614593,""power"":2.547597838331869,""steepness"":13.277148404499826,""tau"":0.3288685669629987}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W121-O4,V2-W121,smooth_step,development,reflector_seasonal,seasonal_reflector,thermal_reflector,130363,925374667,347569858,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.404742980569404,""events"":[[0.5749657733614593,0.02,0.5]],""onset"":0.5749657733614593,""power"":2.547597838331869,""steepness"":13.277148404499826,""tau"":0.3288685669629987}",smoothed_displacement_step_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W121-O5,V2-W121,smooth_step,development,state_dependent_ordinary,state_dependent,ordinary_noise,130363,925374667,3674495380,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.404742980569404,""events"":[[0.5749657733614593,0.02,0.5]],""onset"":0.5749657733614593,""power"":2.547597838331869,""steepness"":13.277148404499826,""tau"":0.3288685669629987}",smoothed_displacement_step_engineering_stress,synthetic_leveling_proxy,False,True,False
