sample_id,point_id,profile_id,zone_id,current_campaign_id,current_date,target_campaign_id,target_date,history_length_raw,history_length_used,max_sequence_length,padding_count,truncated,observation_ids_json,observation_dates_json,delta_t_days_json,padding_mask_json,missing_campaign_mask_json,missing_campaign_counts_json,actual_history_end_date,future_observation_count,target_observation_present,past_only_proof,sequence_sha256,fold_provenance_relation,outer_assignment_source,inner_assignment_source,held_group_metadata_only
P-D01-W001::C017::C018,P-D01-W001,P-D01,GEO_SW,C017,2022-07-19,C018,2022-10-18,11,11,16,5,False,"[""P-D01-W001::C001"",""P-D01-W001::C003"",""P-D01-W001::C005"",""P-D01-W001::C007"",""P-D01-W001::C008"",""P-D01-W001::C009"",""P-D01-W001::C010"",""P-D01-W001::C012"",""P-D01-W001::C014"",""P-D01-W001::C015"",""P-D01-W001::C017""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01"",""2022-07-19""]","[0,154,210,175,168,42,140,210,168,119,140]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1]","[0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1]",2022-07-19,0,False,True,61c3ebd49cb38a2971418b8286fae532d8e034d3ceeab9bf41827d95ded4178d,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-D01-W002::C017::C018,P-D01-W002,P-D01,GEO_SW,C017,2022-07-19,C018,2022-10-18,12,12,16,4,False,"[""P-D01-W002::C001"",""P-D01-W002::C003"",""P-D01-W002::C005"",""P-D01-W002::C007"",""P-D01-W002::C008"",""P-D01-W002::C009"",""P-D01-W002::C010"",""P-D01-W002::C012"",""P-D01-W002::C014"",""P-D01-W002::C015"",""P-D01-W002::C016"",""P-D01-W002::C017""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01"",""2022-05-17"",""2022-07-19""]","[0,154,210,175,168,42,140,210,168,119,77,63]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0]","[0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0]",2022-07-19,0,False,True,08aaffabb3e7682e512c51014f8049fe510a5539998a640d2aac702b0684b362,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-D01-W005::C017::C018,P-D01-W005,P-D01,GEO_SW,C017,2022-07-19,C018,2022-10-18,12,12,16,4,False,"[""P-D01-W005::C001"",""P-D01-W005::C003"",""P-D01-W005::C005"",""P-D01-W005::C007"",""P-D01-W005::C008"",""P-D01-W005::C009"",""P-D01-W005::C010"",""P-D01-W005::C012"",""P-D01-W005::C014"",""P-D01-W005::C015"",""P-D01-W005::C016"",""P-D01-W005::C017""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01"",""2022-05-17"",""2022-07-19""]","[0,154,210,175,168,42,140,210,168,119,77,63]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0]","[0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0]",2022-07-19,0,False,True,5851306dd6c5b524dd77578b501bbcde2aaa196622ead208c08ae4961f2e0b47,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-D01-W006::C017::C018,P-D01-W006,P-D01,GEO_SW,C017,2022-07-19,C018,2022-10-18,12,12,16,4,False,"[""P-D01-W006::C001"",""P-D01-W006::C003"",""P-D01-W006::C005"",""P-D01-W006::C007"",""P-D01-W006::C008"",""P-D01-W006::C009"",""P-D01-W006::C010"",""P-D01-W006::C012"",""P-D01-W006::C014"",""P-D01-W006::C015"",""P-D01-W006::C016"",""P-D01-W006::C017""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01"",""2022-05-17"",""2022-07-19""]","[0,154,210,175,168,42,140,210,168,119,77,63]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0]","[0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0]",2022-07-19,0,False,True,2285ff3725a410632dfa0d332e788b33d41e3d3d71a8b0e3bdada90c1f301b77,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-D01-W007::C017::C018,P-D01-W007,P-D01,GEO_SW,C017,2022-07-19,C018,2022-10-18,12,12,16,4,False,"[""P-D01-W007::C001"",""P-D01-W007::C003"",""P-D01-W007::C005"",""P-D01-W007::C007"",""P-D01-W007::C008"",""P-D01-W007::C009"",""P-D01-W007::C010"",""P-D01-W007::C012"",""P-D01-W007::C014"",""P-D01-W007::C015"",""P-D01-W007::C016"",""P-D01-W007::C017""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-03-01"",""2022-05-17"",""2022-07-19""]","[0,154,210,175,168,42,140,210,168,119,77,63]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0]","[0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0]",2022-07-19,0,False,True,b4541399490fdabd324416f1f5ee6599046cad584615baef42d8852e766aeea2,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H03-W001::C017::C018,P-H03-W001,P-H03,GEO_SE,C017,2022-07-19,C018,2022-10-18,12,12,16,4,False,"[""P-H03-W001::C001"",""P-H03-W001::C002"",""P-H03-W001::C003"",""P-H03-W001::C005"",""P-H03-W001::C006"",""P-H03-W001::C008"",""P-H03-W001::C009"",""P-H03-W001::C010"",""P-H03-W001::C012"",""P-H03-W001::C014"",""P-H03-W001::C016"",""P-H03-W001::C017""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-05-14"",""2019-08-27"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-07-19""]","[0,56,98,210,105,238,42,140,210,168,196,63]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0]","[0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0]",2022-07-19,0,False,True,69c65e8f53dfe0ecb6fd497dda4a777974f4233f3f3a906130223b96134bc831,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H03-W002::C017::C018,P-H03-W002,P-H03,GEO_SE,C017,2022-07-19,C018,2022-10-18,12,12,16,4,False,"[""P-H03-W002::C001"",""P-H03-W002::C002"",""P-H03-W002::C003"",""P-H03-W002::C005"",""P-H03-W002::C006"",""P-H03-W002::C007"",""P-H03-W002::C008"",""P-H03-W002::C009"",""P-H03-W002::C010"",""P-H03-W002::C012"",""P-H03-W002::C016"",""P-H03-W002::C017""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-05-14"",""2019-08-27"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2022-05-17"",""2022-07-19""]","[0,56,98,210,105,70,168,42,140,210,364,63]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0]","[0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0]",2022-07-19,0,False,True,20f8e9aa20312e91eb508757984387006ce8425b2f7ca7209453b627e82a22d1,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H03-W004::C017::C018,P-H03-W004,P-H03,GEO_SE,C017,2022-07-19,C018,2022-10-18,13,13,16,3,False,"[""P-H03-W004::C001"",""P-H03-W004::C002"",""P-H03-W004::C003"",""P-H03-W004::C005"",""P-H03-W004::C006"",""P-H03-W004::C007"",""P-H03-W004::C008"",""P-H03-W004::C009"",""P-H03-W004::C010"",""P-H03-W004::C012"",""P-H03-W004::C014"",""P-H03-W004::C016"",""P-H03-W004::C017""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-05-14"",""2019-08-27"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-07-19""]","[0,56,98,210,105,70,168,42,140,210,168,196,63]","[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0]","[0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0]",2022-07-19,0,False,True,0e3c7dcf93ad8c6bcd11b49df25203fa32c890f557d93194438b1a9392974bf4,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H03-W006::C017::C018,P-H03-W006,P-H03,GEO_SE,C017,2022-07-19,C018,2022-10-18,13,13,16,3,False,"[""P-H03-W006::C001"",""P-H03-W006::C002"",""P-H03-W006::C003"",""P-H03-W006::C005"",""P-H03-W006::C006"",""P-H03-W006::C007"",""P-H03-W006::C008"",""P-H03-W006::C009"",""P-H03-W006::C010"",""P-H03-W006::C012"",""P-H03-W006::C014"",""P-H03-W006::C016"",""P-H03-W006::C017""]","[""2018-05-15"",""2018-07-10"",""2018-10-16"",""2019-05-14"",""2019-08-27"",""2019-11-05"",""2020-04-21"",""2020-06-02"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-07-19""]","[0,56,98,210,105,70,168,42,140,210,168,196,63]","[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0]","[0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0]",2022-07-19,0,False,True,1e9928b2161647302bfa26470415598004964f0d1ef8ea5137ec1faca94d947a,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W002::C017::C018,P-H04-W002,P-H04,GEO_SW,C017,2022-07-19,C018,2022-10-18,12,12,16,4,False,"[""P-H04-W002::C001"",""P-H04-W002::C003"",""P-H04-W002::C007"",""P-H04-W002::C008"",""P-H04-W002::C010"",""P-H04-W002::C011"",""P-H04-W002::C012"",""P-H04-W002::C013"",""P-H04-W002::C014"",""P-H04-W002::C015"",""P-H04-W002::C016"",""P-H04-W002::C017""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01"",""2022-05-17"",""2022-07-19""]","[0,154,385,168,182,98,112,56,112,119,77,63]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0]","[0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0]",2022-07-19,0,False,True,40d450c19f88d7f24448ea1530a8060cbf1b838f4a8c8a802f2c693af227fc99,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W003::C017::C018,P-H04-W003,P-H04,GEO_SW,C017,2022-07-19,C018,2022-10-18,12,12,16,4,False,"[""P-H04-W003::C001"",""P-H04-W003::C003"",""P-H04-W003::C007"",""P-H04-W003::C008"",""P-H04-W003::C010"",""P-H04-W003::C011"",""P-H04-W003::C012"",""P-H04-W003::C013"",""P-H04-W003::C014"",""P-H04-W003::C015"",""P-H04-W003::C016"",""P-H04-W003::C017""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01"",""2022-05-17"",""2022-07-19""]","[0,154,385,168,182,98,112,56,112,119,77,63]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0]","[0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0]",2022-07-19,0,False,True,62f3916ed082138f0c1d1fca62d6a9bee9d81bed791fcb48714495746cbe1b88,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W004::C017::C018,P-H04-W004,P-H04,GEO_SW,C017,2022-07-19,C018,2022-10-18,12,12,16,4,False,"[""P-H04-W004::C001"",""P-H04-W004::C003"",""P-H04-W004::C007"",""P-H04-W004::C008"",""P-H04-W004::C010"",""P-H04-W004::C011"",""P-H04-W004::C012"",""P-H04-W004::C013"",""P-H04-W004::C014"",""P-H04-W004::C015"",""P-H04-W004::C016"",""P-H04-W004::C017""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01"",""2022-05-17"",""2022-07-19""]","[0,154,385,168,182,98,112,56,112,119,77,63]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0]","[0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0]",2022-07-19,0,False,True,a037f7fe9599161abda5e8787b71ba2db344441edb7be22d14d2ef13b7111bf1,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W005::C017::C018,P-H04-W005,P-H04,GEO_SW,C017,2022-07-19,C018,2022-10-18,12,12,16,4,False,"[""P-H04-W005::C001"",""P-H04-W005::C003"",""P-H04-W005::C007"",""P-H04-W005::C008"",""P-H04-W005::C010"",""P-H04-W005::C011"",""P-H04-W005::C012"",""P-H04-W005::C013"",""P-H04-W005::C014"",""P-H04-W005::C015"",""P-H04-W005::C016"",""P-H04-W005::C017""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01"",""2022-05-17"",""2022-07-19""]","[0,154,385,168,182,98,112,56,112,119,77,63]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0]","[0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0]",2022-07-19,0,False,True,fcb9ffcf578094b43da39299c9efe07fadc62acf0714bbd8723a639b23aa42c0,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H04-W006::C017::C018,P-H04-W006,P-H04,GEO_SW,C017,2022-07-19,C018,2022-10-18,12,12,16,4,False,"[""P-H04-W006::C001"",""P-H04-W006::C003"",""P-H04-W006::C007"",""P-H04-W006::C008"",""P-H04-W006::C010"",""P-H04-W006::C011"",""P-H04-W006::C012"",""P-H04-W006::C013"",""P-H04-W006::C014"",""P-H04-W006::C015"",""P-H04-W006::C016"",""P-H04-W006::C017""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-01-26"",""2021-05-18"",""2021-07-13"",""2021-11-02"",""2022-03-01"",""2022-05-17"",""2022-07-19""]","[0,154,385,168,182,98,112,56,112,119,77,63]","[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0]","[0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0]",2022-07-19,0,False,True,59cfa0826aa0188c95b425005b61366e3c39e8d83963f5125a333ba02fa08734,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H01-W001::C018::C019,P-H01-W001,P-H01,GEO_SW,C018,2022-10-18,C019,2023-01-17,10,10,16,6,False,"[""P-H01-W001::C001"",""P-H01-W001::C003"",""P-H01-W001::C005"",""P-H01-W001::C007"",""P-H01-W001::C008"",""P-H01-W001::C010"",""P-H01-W001::C012"",""P-H01-W001::C014"",""P-H01-W001::C016"",""P-H01-W001::C018""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-10-18""]","[0,154,210,175,168,182,210,168,196,154]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1]",2022-10-18,0,False,True,a97566dff0a171d2ec2a8f0cf6716e3f651b87b7b71df5f0c2bcee9f070c699d,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H01-W002::C018::C019,P-H01-W002,P-H01,GEO_SW,C018,2022-10-18,C019,2023-01-17,10,10,16,6,False,"[""P-H01-W002::C001"",""P-H01-W002::C003"",""P-H01-W002::C005"",""P-H01-W002::C007"",""P-H01-W002::C008"",""P-H01-W002::C010"",""P-H01-W002::C012"",""P-H01-W002::C014"",""P-H01-W002::C016"",""P-H01-W002::C018""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-10-18""]","[0,154,210,175,168,182,210,168,196,154]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1]",2022-10-18,0,False,True,d4821adc02e3c9e535a32bf0e88056749ebef52ad6a0ad35ff25a2cae69f5649,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H01-W003::C018::C019,P-H01-W003,P-H01,GEO_SW,C018,2022-10-18,C019,2023-01-17,10,10,16,6,False,"[""P-H01-W003::C001"",""P-H01-W003::C003"",""P-H01-W003::C005"",""P-H01-W003::C007"",""P-H01-W003::C008"",""P-H01-W003::C010"",""P-H01-W003::C012"",""P-H01-W003::C014"",""P-H01-W003::C016"",""P-H01-W003::C018""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-10-18""]","[0,154,210,175,168,182,210,168,196,154]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1]",2022-10-18,0,False,True,8a8ad20f622caf98f72cb455857dc3f1800949756bf680a7379f915436a98ca2,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H01-W005::C018::C019,P-H01-W005,P-H01,GEO_SW,C018,2022-10-18,C019,2023-01-17,10,10,16,6,False,"[""P-H01-W005::C001"",""P-H01-W005::C003"",""P-H01-W005::C005"",""P-H01-W005::C007"",""P-H01-W005::C008"",""P-H01-W005::C010"",""P-H01-W005::C012"",""P-H01-W005::C014"",""P-H01-W005::C016"",""P-H01-W005::C018""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-10-18""]","[0,154,210,175,168,182,210,168,196,154]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1]","[0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1]",2022-10-18,0,False,True,0e9a2d4aa334bfb780e4b50ac47739a97cc5626c950b45bf6929a22f34d1d552,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H01-W006::C018::C019,P-H01-W006,P-H01,GEO_SW,C018,2022-10-18,C019,2023-01-17,9,9,16,7,False,"[""P-H01-W006::C001"",""P-H01-W006::C003"",""P-H01-W006::C005"",""P-H01-W006::C007"",""P-H01-W006::C010"",""P-H01-W006::C012"",""P-H01-W006::C014"",""P-H01-W006::C016"",""P-H01-W006::C018""]","[""2018-05-15"",""2018-10-16"",""2019-05-14"",""2019-11-05"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-10-18""]","[0,154,210,175,350,210,168,196,154]","[1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1]",2022-10-18,0,False,True,424afad2c2c6d4b9895d6c2d4c6411f21f1c26299666c7a918a9537997c6f176,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H01-W007::C018::C019,P-H01-W007,P-H01,GEO_SW,C018,2022-10-18,C019,2023-01-17,9,9,16,7,False,"[""P-H01-W007::C001"",""P-H01-W007::C005"",""P-H01-W007::C007"",""P-H01-W007::C008"",""P-H01-W007::C010"",""P-H01-W007::C012"",""P-H01-W007::C014"",""P-H01-W007::C016"",""P-H01-W007::C018""]","[""2018-05-15"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-10-18""]","[0,364,175,168,182,210,168,196,154]","[1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1]","[0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,1]",2022-10-18,0,False,True,71f25451bc4658cf8d4dfd02abd7f44ea1f2b98f3a0d5cba5759e684e81f6ebe,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H02-W001::C018::C019,P-H02-W001,P-H02,GEO_SW,C018,2022-10-18,C019,2023-01-17,10,10,16,6,False,"[""P-H02-W001::C001"",""P-H02-W001::C003"",""P-H02-W001::C004"",""P-H02-W001::C005"",""P-H02-W001::C007"",""P-H02-W001::C010"",""P-H02-W001::C012"",""P-H02-W001::C014"",""P-H02-W001::C016"",""P-H02-W001::C018""]","[""2018-05-15"",""2018-10-16"",""2019-02-12"",""2019-05-14"",""2019-11-05"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-10-18""]","[0,154,119,91,175,350,210,168,196,154]","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1]","[0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,1]",2022-10-18,0,False,True,24bfbc62b1804f724ef5f13193600090e3167dd4293667575fa1b0b87df9fa33,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H02-W002::C018::C019,P-H02-W002,P-H02,GEO_SW,C018,2022-10-18,C019,2023-01-17,9,9,16,7,False,"[""P-H02-W002::C001"",""P-H02-W002::C003"",""P-H02-W002::C004"",""P-H02-W002::C005"",""P-H02-W002::C007"",""P-H02-W002::C008"",""P-H02-W002::C012"",""P-H02-W002::C016"",""P-H02-W002::C018""]","[""2018-05-15"",""2018-10-16"",""2019-02-12"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2021-05-18"",""2022-05-17"",""2022-10-18""]","[0,154,119,91,175,168,392,364,154]","[1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1]","[0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,1]",2022-10-18,0,False,True,0b0cb8a24824620d8b6c634c583a53653eb19a772c7d654bce14dd69fe05bb86,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H02-W003::C018::C019,P-H02-W003,P-H02,GEO_SW,C018,2022-10-18,C019,2023-01-17,9,9,16,7,False,"[""P-H02-W003::C001"",""P-H02-W003::C003"",""P-H02-W003::C007"",""P-H02-W003::C008"",""P-H02-W003::C010"",""P-H02-W003::C012"",""P-H02-W003::C014"",""P-H02-W003::C016"",""P-H02-W003::C018""]","[""2018-05-15"",""2018-10-16"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-10-18""]","[0,154,385,168,182,210,168,196,154]","[1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1]","[0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,1]",2022-10-18,0,False,True,ce26a71fb90820c10f4c55f4370ed5f623b5e69efb20c44d3e431eae55a0ae80,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
P-H02-W004::C018::C019,P-H02-W004,P-H02,GEO_SW,C018,2022-10-18,C019,2023-01-17,11,11,16,5,False,"[""P-H02-W004::C001"",""P-H02-W004::C003"",""P-H02-W004::C004"",""P-H02-W004::C005"",""P-H02-W004::C007"",""P-H02-W004::C008"",""P-H02-W004::C010"",""P-H02-W004::C012"",""P-H02-W004::C014"",""P-H02-W004::C016"",""P-H02-W004::C018""]","[""2018-05-15"",""2018-10-16"",""2019-02-12"",""2019-05-14"",""2019-11-05"",""2020-04-21"",""2020-10-20"",""2021-05-18"",""2021-11-02"",""2022-05-17"",""2022-10-18""]","[0,154,119,91,175,168,182,210,168,196,154]","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1]","[0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1]",2022-10-18,0,False,True,128ca4207bef2fd19a761b0759e5e5b66e07c2b5d2f09ae5b87a03b55527324a,normalized_hash_join_by_sample_id,artifacts/splits/t1_train_benchmark_v1/outer_assignments.csv,artifacts/splits/t1_train_benchmark_v1/inner_assignments.csv,True
