finding_id,stream,ext_id,finding,locator,affects,status,scope,confidence,conflict_with_local
RM-F-018,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-010,"Кандидатская диссертация Токсарова В.Н. «Экспериментальное определение напряжений в соляных породах» (Пермь, 2000, 05.15.11) подтверждена по метаданным. Это вероятный первоисточник линии «эффект Кайзера → λ ≈ 0,71» наряду с Асановым–Токсаровым 1999. Значения λ, рудники, глубины и методика в этой фазе не получены. λ для СКРУ-1 остаётся UNKNOWN.",карточка dissercat (выдача поиска),CW-1795 (rank 129); CW-0051 (rank 28); MR-CONF-009; MR-CONF-029; FC-032; FC-033,UNKNOWN,VKM_REGIONAL,MEDIUM,N
RM-F-019,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-011,"Найден PDF статьи в «Вестнике ННГУ» (2011, №4(5), с.2591…), текст которой начинается с 30-летнего опыта рудников ВКМ. Вероятно, это натурные наблюдения или моделирование МКЦ. Авторы и содержание не установлены: хост заблокирован. Лид для Phase 2.",URL PDF unn.ru (выдача поиска),MR-RHEO-CL-17 (лид); UNKNOWN №3 MECH_RHEO,UNKNOWN,VKM_REGIONAL,LOW,N
RM-F-020,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-012,"Машинное резюме поиска приписало статье «Estimation of Pillar Stability Based on Viscoelastic Model of Rock Mass» (JMS, DOI 10.1007/s10913-006-0002-2; по резюме — Назаров Л.А., Назарова Л.А.) оценку наследственной модели по пласту КрII ВКМ. Эта оценка принадлежит Константиновой–Чернопазову 2007. Смешение отклонено. Привязка статьи Назаровых к ВКМ не установлена, как ВКМ-свидетельство она не используется.",выдача WebSearch (резюме),защитная запись против ложной атрибуции (MR-RHEO-CL-17),UNKNOWN,other,LOW,N
RM-F-021,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-013,"Найдена рецензируемая зарубежная работа о трещинообразовании в соляных породах ВКМ (RMRE, ок. 2000). Трещиностойкость K_Ic и K_IIc в ней определялась методами механики разрушения в лаборатории и in situ, трещины характеризовались фильтрационными, электрометрическими, ЯМР и механическими методами. Значения в аннотации не приведены. Для MR-CONF-016 это ещё одна методическая линия с натурной составляющей.",аннотация Springer (машинное резюме WebSearch),MR-CONF-016; MM-FRAC-003/004; interfaces_damage_catalog (трещиностойкость),FACT,VKM_REGIONAL (LAB + FIELD),LOW,N
RM-F-022,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-014,"Аптуков–Волегов 2020 (JMS 56:167–173) определяют K_I и интенсивность освобождения энергии при отрыве для соляных пород ВКМ ещё одним методом: образцы с клиновидным надрезом и моделирование испытаний в ANSYS. В сумме для ВКМ известно не менее пяти методических линий: трёхточечный изгиб [25], микроиндентирование [68], дисковый метод (VKM-SRC-025), клиновидный надрез (2020), натурные испытания (RMRE). Это подкрепляет вывод MR-CONF-016: K_Ic соли ВКМ зависит от метода. Значения разных методов нельзя усреднять — их хранят как набор с меткой метода. Числа 2020 г. — UNKNOWN.",аннотация Springer (выдача поиска),MR-CONF-016; MM-FRAC-003/004; FC-025,FACT,VKM_REGIONAL (LAB),MEDIUM,N (расширяет MR-CONF-016)
RM-F-023,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-015,"Первоисточник [25] табл. 7.1 VKM-SRC-025 (Зильбершмидт–Тимофеев, ГЖ 1987 №9) существует и цитируется в зарубежной литературе, но онлайн недоступен. Значение K_Ic каменной соли при трёхточечном изгибе остаётся CITED_IN_SOURCE (через VKM-SRC-025). Скрябина–Зильбершмидт [68] (сборник ППИ) поиском не найдена.",выдача поиска (библиографии статей о трещинах в соли),CW-1640; CW-1675; EV-VN-S025-0911..0917; MR-CONF-016,UNKNOWN,VKM_REGIONAL,MEDIUM,N
RM-F-024,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-016,"Линия механики контактов и прослоев «Барях–Ломакин» складывается так: статья 2011 (ГИАБ №4) = VKM-SRC-033, уже в корпусе; кандидатская диссертация Ломакина И.С. (25.00.20, совет Д 004.026.01 ГИ УрО РАН) — только метаданные; статья Ломакина 2022 = VKM-SRC-032 в корпусе. Внешне ничего нового о законе K_c(δ_c) (4.12) или о нормативной кривой «Указаний» [77] не получено. Конфликты MR-CONF-010 и FC-021 без Указаний 2004 [77] (внутренний документ) не разрешаются.","объявление совета (mi-perm.ru, выдача поиска); SOURCE_COVERAGE_MASTER (VKM-SRC-033)",CW-1844; MR-CONF-010; FC-021; MM-PILLAR-006/011; MM-CONTACT-*,UNKNOWN,VKM_REGIONAL,MEDIUM,N
RM-F-025,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-017,"Лид по СКРУ-1 из машинного резюме статьи «Разработка технологии выемки карналлитового пласта с повышенным извлечением»: на СКРУ-1 карналлитовый пласт отрабатывается с закладкой с начала 1940-х гг. Параметры камерной системы (камера 8 м, МКЦ 19 м) рассчитаны с большим запасом прочности. Для механики это означает, что карналлитовые МКЦ СКРУ-1 проектировались как жёсткие (малая степень нагружения C). Значит, режим медленной ползучести целиков для них вероятнее катастрофического (гипотеза). Требует сверки с потоками MINING и SKRU1_SPECIFIC и с проектом СКПРУ-1 (CW-1696).","машинное резюме WebSearch (cyberleninka, текст недоступен)",MM-PILLAR-001/010 (геометрия СКРУ-1); MR-CONF-021 (контраст с СКРУ-2 1995); CW-1696; кросс-поток SKRU1_SPECIFIC/MINING,FACT,SKRU1,LOW,N (проверить против геометрии камер пласта В в каталоге MINING)
RM-F-026,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-018,"В ГИ УрО РАН предложено использовать относительную поперечную деформацию МКЦ как информативный параметр состояния несущих элементов ВКМ (GDSP 2018, вып. 16). Это внешний контекст для соотношения ε_прод = ε_попер/1,6 (MM-PILLAR-009) и критической деформации ≈5 % (MM-PILLAR-004, N28). Численные пороги из резюме не получены.",машинное резюме WebSearch,MM-PILLAR-009; MM-PILLAR-004; MR-RHEO-N28; оператор наблюдения конвергенции/деформаций МКЦ,FACT,VKM_REGIONAL,LOW,N
RM-F-027,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-019,"Статья Вестника ПФИЦ 2021 №1 «Физическое и математическое моделирование процесса деформирования и разрушения междукамерных целиков» — вероятная журнальная публикация линии Барях–Цаюков (крупные образцы плюс численная модель). Её содержание и параметры не получены. Приписать ей конкретные утверждения резюме (испытания образцов разных масштабов, длительное нагружение) нельзя.",заголовок в выдаче поиска,MR-RHEO-CL-18..21; RM-F-013,UNKNOWN,VKM_REGIONAL,LOW,N
RM-F-028,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-020,"Первоисточник линии λ ≈ 0,71 подтверждён библиографически: Асанов–Токсаров, «Экспериментальное определение напряжений в соляном массиве с использованием эффекта Кайзера», труды конференции «Геодинамика и напряжённое состояние недр Земли», Новосибирск, СО РАН, 1999. Число 0,71 ни в одном внешнем фрагменте не встречено и известно только через Лебедеву и Бельтюкова. MR-CONF-009 не меняется. Для СКРУ-1 λ = UNKNOWN; в WorldSpec это набор гипотез.",выдача поиска (карточки dissercat; библиографии),CW-0051 (rank 28); MR-CONF-009; MR-CONF-029; FC-033; FC-032,UNKNOWN,VKM_REGIONAL,MEDIUM,N
RM-F-029,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-021,"По аннотации Барях–Цаюков 2022 (FIS 16(62)) сравнили критерии разрушения соли по одноосному сжатию крупных кубических образцов в упругопластической модели. Рассмотрены Треска (ассоциированный), Кулон–Мор (ассоциированный и неассоциированный), параболический аналог МК и объёмный критерий. Процесс адекватно описывают линейный МК с неассоциированным течением и ассоциированный объёмный параболический критерий с линейным изотропным упрочнением. Для WorldSpec это LAB-обоснование пластической части моделей VKM-SRC-036. Параболический, т.е. квадратичный по напряжениям, объёмный критерий согласуется с размерностью Φ ~ МПа² из анализа FC-035. Место отбора образцов в аннотации не указано.",аннотация FIS (машинное резюме WebSearch),MR-RHEO-CL-18..21; MM-CREEP-018/019; MM-STR-010/011; FC-035; VKM-SRC-036,FACT,VKM_REGIONAL (LAB),MEDIUM,N
RM-F-030,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-022,"Целевой поиск температуры лабораторных испытаний соляных пород ВКМ на ползучесть ничего не дал: ни одного источника с температурой опытов или термостатированием. Все LAB-законы ВКМ остаются без температурного члена и без указанной температуры опытов. Перенос на массив СКРУ-1, где температура пород тоже не измерена (GAP-E прошлого релиза), требует явного ENGINEERING_ASSUMPTION.",—,UNKNOWN №3 MECH_RHEO; MR-RHEO-CL-01..21 (temperature_assumption); GAP-E,UNKNOWN,VKM_REGIONAL,HIGH,N
RM-F-031,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-023,"Внешних натурных измерений напряжений на СКРУ-1 и новых (после 2019 г.) публикаций Бельтюкова и соавторов с числами поиск не выявил. Новейшие известные данные — VKM-SRC-029 (λ = 0,6, БКПРУ-2) и VKM-SRC-030 (Соликамская впадина, скважины) — уже в корпусе. Начальное поле напряжений СКРУ-1 остаётся UNKNOWN.",—,UNKNOWN №1 MECH_RHEO; MR-CONF-009; FC-033; EV-VN-S029-0393,UNKNOWN,SKRU1,MEDIUM,N
RM-F-032,RHEOLOGY_MECH,EXTWEB-RHEOLOGY_MECH-001,"Символьный вывод этого проекта (без чисел) по списку литературы Баряха–Самоделкиной 2005: Амусин–Линьков 1974 и аппроксимации Ильюшина 1968. Модифицированный метод переменных модулей E^p = E^0/[1+Ψ(t)] — квазиупругая аппроксимация линейной наследственной ползучести. При постоянной нагрузке она точна; при релаксации и перераспределении напряжений (целики, подработанная толща) — приближённа. Релаксационная форма ползучести контакта (5.17) VKM-SRC-025 — такая же аппроксимация. Для WorldSpec: адаптер «модуль по расписанию» не тождествен наследственному закону; при переходе к решателю с настоящей вязкоупругостью (ряд Прони / MFront) результаты двух постановок будут различаться. Это различие — MODEL_CHOICE, а не ошибка данных.",RM-FV-005; список литературы Springer (сессия 1),MM-CREEP-012; MR-RHEO-CL-12; MR-RHEO-N02; FC-038; адаптер решателя (Phase 2),DERIVATION,GENERAL_METHOD,MEDIUM,N
F-GPR-001,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-001,"Kovin's GPR field data were acquired in Solikamsk potash mine 3 (JSC Silvinit) — i.e. SKRU-3, not SKRU-1: Site 1 at mining level AB, South-East Panel 4, chambers 164/166/168/173; Site 2 in conveyor drift, brine-collector drift and Red II (КрII) entry, Block 1 of SE Panel 4. Ore extracted from about 300 m depth.",dissertation ch.1.3.3 (parser p.~114); site description ch.1,GPR-001; GPR-104; site attribution of Kovin data,FACT,OTHER_VKM_SITE_ANALOGUE (SKRU-3),HIGH,"N (consistent with local GPR-001: SKRU-3, участок 18, блок 2, панель 4, камеры 160–168; chamber numbers overlap)"
F-GPR-002,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-001,Measured EM properties table (Table 1.1 'Measured electrical properties of materials that may be encountered in the Upper Kama potash mines'): rock salt ε 5.85 / v 0.124 m/ns (rock sample test); rock salt 5.67 / 0.126 (rock sample test); rock salt 6.46 / 0.118 (WARR sounding); sylvinite 6.25 / 0.12 (CMP sounding); carnallite 5.33 / 0.13 (rock sample test); Marker Clay 25 / 0.06 (GPR data inversion).,Table 1.1 (parser p.~120),GPR-105; GPR-106; GPR-CF1; GPR-042..GPR-047; MM-GPR-002,FACT,OTHER_VKM_SITE_ANALOGUE (SKRU-3 samples/soundings),HIGH,"Y — complements local lab values (VKM-SRC-041: sylvinite ε 5.76–6.69 along bedding, 8.82 across on sample 1). Kovin gives carnallite and marker clay, absent locally. Values are ε' (real part) derived from velocity; no conductivity measured."
F-GPR-003,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-001,"In-situ CMP/WARR soundings in the sylvinite zone and underlying rock salt plus diffraction-hyperbola fitting showed that in most instances an average velocity of 0.12 m/ns can be used for interpretation and time-to-depth conversion; velocity in the mine appeared slightly lower than in laboratory samples, attributed to bulk clay content.","dissertation summary/conclusions (parser pp.~99-102, 118-120)",GPR-037; GPR-020; GPR-CF1; GPR-CF8; CW-0063,FACT,OTHER_VKM_SITE_ANALOGUE (SKRU-3),HIGH,Y — local corpus attributes 12 cm/ns to Zhukov et al. 2017 [21]; an earlier independent in-situ derivation of 0.12 m/ns exists in Kovin 2010 (same mine SKRU-3). The 12 cm/ns value therefore has two lineages (Kovin 2010 CMP/WARR; Zhukov et al. 2017 profiling/transillumination).
F-GPR-004,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-001,"Attenuation was NOT measured in the mine; Kovin uses literature attenuation coefficients of 1–2 dB/m for salts, citing Annan et al. (1988, Saskatchewan potash).",dissertation ch.1 (EM properties section),GPR-105; SGP-061; GPR-082 (Annan 1988),ANALOGUE,NON-VKM analogue (Saskatchewan potash),HIGH,N — confirms GAP GPR-105 remains open: no in-situ VKM attenuation/conductivity located.
F-GPR-005,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-001,"Achieved penetration: up to 10 m with 400 MHz and up to 20 m with 150 MHz antennas (OKO GPR, Logical Systems, Russia; antennas 50, 150, 250, 400, 1200 MHz). Vertical resolution by quarter-wavelength rule at 0.12 m/ns: ~0.6 m (50 MHz), ~0.2 m (150 MHz), ~0.075 m (400 MHz), ~0.025 m (1200 MHz).",dissertation ch.1 (acquisition/resolution section),GPR-023; GPR-024; GPR-027; GPR-CF2,FACT,OTHER_VKM_SITE_ANALOGUE (SKRU-3),MEDIUM,"Y — local SRC-015 declares 400 MHz 'до 6 м' and ~8 см resolution; SRC-040 table 4.2 gives 400 MHz 5.5–10 m (mean 7.9); Kovin gives up to 10 m (400 MHz) and 20 m (150 MHz). Different equipment (OKO vs SIR-3000) and depth definitions; keep as range, do not average. Resolution numbers are parser-extracted and theoretical (λ/4)."
F-GPR-006,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-001,"Observable with GPR in SKRU-3 salts: open fractures of millimetric–centimetric opening (high salt/air contrast), stress-relief cracks, faults, folds of variable amplitude (asymmetric folds with deeper western limbs), Marker Clay interlayer, opposite pillar walls and adjacent tunnels; FK filtering improved fracture detection; migration required for true geometry of folded beds.",abstract p.iv; ch.2-3 (per parser),GPR-001; GPR-067 (observation semantics); GPR-011,FACT,OTHER_VKM_SITE_ANALOGUE (SKRU-3),HIGH,N
F-GPR-007,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-002,"Peer-reviewed J. Appl. Geophys. paper: continuous common-offset GPR in a JSC Silvinit potash mine; open fractures, faults and folds mapped in 2-D and 3-D; mm-scale fractures detectable due to high salt/air dielectric contrast and low background noise in uniform salt; FK filtering improved fracture imaging; migration needed for strongly folded beds.",abstract,GPR-072; GPR-001,FACT,OTHER_VKM_SITE_ANALOGUE (SKRU-3 per EXTWEB-001),HIGH,N
F-GPR-008,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-003,Publisher abstract of Zhukov et al. 2017: velocity work was carried out in the mine of SKRU-3 using profiling and transillumination; generalization gave average EM velocity values for different beds. The recommended single value (12 cm/ns) and per-bed table could NOT be read (full text not accessible).,"annotation, p.28",CW-0063; GPR-037; GPR-CF8; GPR-029,FACT,OTHER_VKM_SITE_ANALOGUE (SKRU-3),MEDIUM,"N — consistent with SRC-040 table 4.1 (SKRU-3, per-bed 9.6–13 cm/ns). The exact statement of 12 cm/ns in the 2017 article remains UNVERIFIED."
F-GPR-009,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-004,"English abstract of the GIAB 2026 hypsometry paper (VKM-SRC-015) states the trials were made in the roof and floor of 'driven permanent roadways' (капитальные выработки) and recommends GPR installation on a roadheader; reference [21] is indeed Zhukov, Prigara, Pushkareva, Tsarev 2017 Инженерные изыскания No 3 pp. 28–33.",abstract; reference list item 21,GPR-CF7; GPR-CF8; GPR-097; GPR-098,FACT,VKM_REGIONAL,HIGH,Y — GPR-CF7 (капитальные vs подготовительные): the published abstract sides with 'permanent (капитальные)' roadways; body text (p.6 in corpus) says preparatory — conflict persists within the source.
F-GPR-010,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-005,"GPR survey for planned hydro-isolating bulkheads in the underlying rock salt (ПдКС) of an unnamed VKM mine: SIR-3000 with a paired (separable Tx/Rx) 100 MHz antenna; three profiles in transport (TS1), conveyor (BS1) and backfill (VS1) drifts; depth calibration by diffraction hyperbolae on fold hinges and tie to underground boreholes ~2 km west.","Методика; Результаты, pp. 84-86",GPR-074; GPR-104 (mine unnamed),FACT,VKM_REGIONAL (mine unnamed),HIGH,N
F-GPR-011,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-005,"As the Marker Clay bed deepens, the clay fraction in the section increases and the average EM velocity drops from 15 to 12 cm/ns; the velocity used inside the Marker Clay bed for depth conversion is 6 cm/ns; average МГ thickness from borehole tie ~1.5 m.","Результаты исследований, p.~86",GPR-CF1; GPR-106; GPR-029; MM-GPR-002,FACT,"VKM_REGIONAL (ПдКС, mine unnamed)",HIGH,"Y — adds a 15 cm/ns upper value for clean ПдКС (above local range 9.6–13 cm/ns of SRC-040 and 12 cm/ns of SRC-015); 6 cm/ns in МГ agrees with Kovin's 0.06 m/ns (ε 25). Keep as range, no averaging."
F-GPR-012,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-005,"Folding: in upper ПдКС first-order folds with amplitude ≤1 m and width ≤2 m (structural complex I after Golubev); folds of the Marker Clay bed reach 5 m amplitude at ~10 m width, with gypsum/halite-healed fractures possible in such folds.","Результаты исследований, p.~86-87; Fig. 3",geology: fold hypsometry; GPR observation operator for bed geometry,FACT,VKM_REGIONAL,HIGH,N
F-GPR-013,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-005,"Limitations: GPR data unusable where the floor is covered by wet salt fines (штыб) and brine puddles (strong attenuation); clay interlayers raise bulk conductivity and attenuation; depth error grows with depth, borehole tie required. Conclusions: GPR (100 MHz) sees the first tens of metres with vertical resolution 0.3 m; mine S-wave seismic (ПВРО) resolution 1.25 m but insensitive to clay interlayers; GPR vs seismic picks of МГ top correlate at 0.99.","Выводы, p.~89; text p.~87-88",GPR-067; GPR-105; SGP-029; GPR-108,FACT,VKM_REGIONAL,HIGH,"Y — local GPR-024 (SKRU-3, 100 MHz mean 14 m) vs 'first tens of metres' here (paired 100 MHz, ПдКС): consistent in order but not identical; keep both."
F-SEIS-001,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-006,"All operating VKM mines have routine (режимный) seismological monitoring by GI UrO RAN; networks are heterogeneous: minimum representative energy class from 1.5 (south BKPRU-2) to 3.7 (BKPRU-4), epicentre location error correspondingly 30–250 m.","p.25-26, section 'Режимные наблюдения в горных выработках'",SGP-055; SGP-005; observation operator (seismic),FACT,VKM_REGIONAL,HIGH,N — fills network-parameter part of GAP SGP-055; SKRU-1 specific class/location error not stated separately.
F-SEIS-002,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-006,Cumulative recurrence graphs 2007–2017 for SKRU-1 and SKRU-2 mine fields: events are registered without omissions starting from energy 1 kJ on both fields (lower on parts of the fields).,"p.26, Fig. 1",SGP-055; SGP-005; SKRU-1 seismic observation operator (completeness threshold),FACT,SITE_SPECIFIC (SKRU-1 and SKRU-2 fields),HIGH,"N — first external SKRU-1-specific network characteristic (completeness ~1 kJ, 2007–2017). Catalogue itself still not accessible."
F-SEIS-003,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-006,"Each mine field registers from several tens to several hundreds of seismic events per year, mainly related to failure of load-bearing elements of workings (pillars) or roof falls; data flow near-real-time to the Perm processing centre; catalogues and derived seismic-energy-density maps are used by the operator for mine planning and for prioritizing backfilling of mined-out space.",p.26,SGP-005; SGP-055; MINING backfill chronology; information lifecycle,FACT,VKM_REGIONAL (incl. SKRU-1),HIGH,N
F-SEIS-004,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-006,"Instrumentation: since 1995 analogue telemetry with vertical seismometers (dynamic range ~60 dB); detailed monitoring with IMS/ISSI (3G14, 3G4.5, SAQS, GS), REFTEK 130; sensors used over time: СМ3-КВ, СМ3-ОС, GS-20DX, A1632, GS-1, HS-1, L4C-3D; HS-1 velocimeters with natural frequency 2 Hz chosen for VKM; Ermak-5 recorder (GI UrO RAN, 2017), 15 units operating; authors call for 3-component sensors, wider band and denser networks to obtain focal mechanisms (not available at the time).",p.27-28,SGP-055; observation operator limits (no mechanisms),FACT,VKM_REGIONAL,HIGH,N
F-SEIS-005,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-006,"Accident monitoring: BKPRU-1 (2006–2007) local network of 8 borehole sensors (≤50 m holes) + 6 surface pavilions outlined the expected sinkhole by spring 2007; sinkhole 50 m diameter formed 28 July 2007 after bursts of tens of events per hour. At SKRU-2 a sharp increase of seismic activity was detected 2.5 months before surface collapse, while other geophysical methods and repeat levelling showed no anomaly.","p.26-27, Fig. 2",accident scenario; SGP-055; levelling/InSAR observation operator limits (precursor visibility),FACT,"OTHER_VKM_SITE_ANALOGUE (BKPRU-1, SKRU-2 — SKRU-2 borders SKRU-1)",HIGH,N — important for accident-scenario observation design: seismic precursor preceded levelling-detectable anomaly at SKRU-2 (qualitative).
F-SEIS-006,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-007,"SKRU-1 seismic network: 7 underground seismic pavilions (uneven layout dictated by mining situation and installation feasibility) with vertical СМ3-КВ seismometers (0.5–100 Hz); in summer 2022 nine additional surface pavilions above the workings, each with a 3-component 2 Hz seismometer in a 10 m borehole and an autonomous recorder.",p.77-78 (network section),SGP-055; SGP-005; SKRU-1 seismic observation operator,FACT,SITE_SPECIFIC (SKRU-1),HIGH,N — fills network part of GAP SGP-055 for SKRU-1 specifically.
F-SEIS-007,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-007,From 2000 to November 2022 more than 3000 seismic events associated with deformation of the undermined rock mass were registered at SKRU-1; total energy of events on the mine territory 4 MJ. The event catalogue itself is not published.,p.78,SGP-055; SGP-059,FACT,SITE_SPECIFIC (SKRU-1),HIGH,"N — catalogue (times, coordinates, energies) remains inaccessible; only aggregate statistics."
F-SEIS-008,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-007,"Es (seismic energy release density) is computed per one-year interval and expressed in J/100 m²; zones with Es > 20 J/100 m² are treated as geodynamically hazardous; maps are smoothed with radius 375 m; the 2023 forecast map legend reads 'Es_max, Дж/100 кв.м.'.","p.76 (abstract), Fig. 2, Fig. 5 legend",SGP-005; SGP-049 (SGP-CF2); SGP-004,FACT,SITE_SPECIFIC (SKRU-1),HIGH,Y — resolves SGP-CF2: original unit is J/100 m² per year (same as Malovichko threshold 20 J/100 m²·yr); the 'Дж/м²' classes in VKM-SRC-023 re-digitization are a unit transcription error (LOCAL_DISTORTED).
F-SEIS-009,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-007,"Forecast model: P(t) = P0·Σ U_i(t,t_i)/n with P0 = maximum Es level for the mine-working-age factor (J/100 m²), U_i relative time-varying influence of factors (age of mined rooms, age and type of backfill); regression ln(Es_max) = 1.84·ln(P(t)). Explanatory power is low: correlation 0.1–0.3 (0.2–0.4 after smoothing), R² 0.01–0.13 (0.02–0.18 in log form).","p.78-80, eqs. (1)-(2), Figs. 3-4",SGP-005; MM (new candidate formula: seismic energy density forecast),MODEL_CHOICE,SITE_SPECIFIC (SKRU-1),HIGH,"N — important caveat: the SKRU-1 Es forecast is a weakly explanatory empirical model; should be used as context/constraint, not as physics."
F-SEIS-010,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-007,"Spatial pattern at SKRU-1: low predicted values in the central part of the mine field; elevated Es in south-western and south-eastern parts (2020 actual map) and in the north-east. No mention of accelerated subsidence, block numbers or the Volodinskaya/Rubtsovskaya fault zones.","p.79-80, Figs. 2 and 5",SGP-005; SGP-003; SGP-060,FACT,SITE_SPECIFIC (SKRU-1),MEDIUM,N — consistent with local SGP-005 (maxima SW and north strip; centre 5–10). Does not resolve GAP SGP-060 (block 115 accelerated subsidence).
F-GPR-014,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-008,"Prigara et al. 2024 (GZh No.12, monitoring of hydro-isolating pillars) could not be located with the available tools; its content (methods, repeat surveys, pillar states) remains unread, so the accident-scenario GPR monitoring operator is still defined only by the local one-line mention. The DOI as cited is unverified; one machine summary tied it to an unrelated article (probably spurious).",3 WebSearch queries (RU title+authors; DOI; EN),GPR-073; CW-1509; accident-scenario observation operator (hydro-isolating pillars),UNKNOWN,VKM_REGIONAL,LOW,"N (possible DOI mismatch — unverified LEAD, check in Phase 2)"
F-GPR-015,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-017,"LEAD (search-engine machine summary of Tatarkin's dissertation page, not the text itself): at VKM, rocks dominated by rock salt show the highest resistivity, about 35 000–45 000 Ohm·m; conductivity of the salt sequence is attributed to low-resistivity salt-clay interbeds, intergranular boundaries and macro-/micro-fractures. Measurement type (lab vs in-mine), mine and bed are unknown.",search summary for dslib.net / earthpapers.net pages (autoreferat),GPR-105; SGP-061; SGP-043; future gprMax/EM forward-model parameterization (Phase 2),UNKNOWN (LEAD — not verified in the source),VKM_REGIONAL (scale LAB/MASSIF unknown),LOW,N — local corpus gives only qualitative 'low conductivity'; if verified this would be the first numeric VKM resistivity prior. Not to be entered as a parameter before reading the autoreferat.
F-GPR-016,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-018,"Annan, Davis & Gendzwill (1988) abstract supports only the qualitative basis of GPR in potash: dry salt has very low electrical conductivity, so radar signals traverse substantial salt thicknesses with little attenuation; radar sounding proved effective in several Saskatchewan potash mines. The 1–2 dB/m attenuation that Kovin (2010) attributes to Annan et al. is not in the abstract and remains unverified.",abstract (via search summary),F-GPR-004; GPR-082; GPR-105,ANALOGUE,NON_VKM analogue (Saskatchewan potash),MEDIUM (qualitative part); numeric part NOT_VERIFIABLE,N — consistent with local qualitative statements; numeric attenuation for VKM still absent (GAP GPR-105 open).
F-SEIS-011,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-009,"Glebov's dissertation on rational geophysical complexes for studying the water-protective strata exists as cited (Perm, 2006, specialty 25.00.16, 156 p.; subtitle 'на примере Верхнекамского месторождения калийных солей'). Content not reached: the 27 SRC-040 claims that depend on it remain second-hand.",bibliographic record (search summary; PGNIU alumni page hit),CW-1896; VKM-SRC-040 ref [7] dependent claims; SGP-026..031 (methods for ВЗТ),FACT (bibliographic),VKM_REGIONAL,MEDIUM,"Y (minor, bibliographic): title wording «геофизических исследований» (summary) vs «геофизических методов исследований» (local) — LEAD, LOW confidence."
F-SEIS-012,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-010,"Bibliographic completion: Sanfirov et al. 2008, Gornyi Zhurnal No.10, pp. 45–48. Abstract-level (LEAD): seismic acquisition, digital processing and interpretation over VKM aimed to delineate ВЗТ zones whose elastic properties differ from the host massif — i.e. anomaly detection, consistent with the local statement that surface seismic gives qualitative ВЗТ anomalies without transfer functions to mechanical properties.",bibliographic record + abstract-level summary,CW-1424; SGP-026; SGP-027,FACT (bibliographic); content = LEAD,VKM_REGIONAL,LOW,Y (bibliographic): local page range truncated ('с. 45-'). Content: N.
F-SEIS-013,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-012,"Bibliographic completion: Zhukov, Prigara, Tsarev, Shustkina 2019, GIAB No.4, pp. 121–136 (local citation truncated to '121-13').",bibliographic record (search summary),CW-1427; SGP-029,FACT (bibliographic),VKM_REGIONAL,MEDIUM,Y (bibliographic only): truncated page range in VKM-SRC-012 ref [64].
