issue_id,issue_type,borehole_ids,ids_as_printed,sources,locators,vn_ids,description,evidence_for_identity,evidence_against_identity,decision,identity_confidence,what_would_resolve,status
ISS-AUTO-274,SAME_ID_DIFFERENT_CONTEXT,BH-M135-274;BH-DUR-S011-274;BH-M39-S011-274,274,VKM-SRC-011;VKM-SRC-014,"BH-M135-274: 011 p24, 014 p19 | BH-DUR-S011-274: 011 p61, 011 p62 | BH-M39-S011-274: 011 p112",EV-VN-S011-0405;EV-VN-S014-0236;EV-VN-S011-1210;EV-VN-S011-1300;EV-VN-S011-1951,"Номер «274» встречается в 3 несвязанных контекстах: BH-M135-274 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-DUR-S011-274 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-274 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-276,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-276;BH-UM11-276,276,VKM-SRC-011;VKM-SRC-014,"BH-DUR-S011-276: 011 p60 | BH-UM11-276: 014 p20, 014 p9",EV-VN-S011-1163;EV-VN-S014-0074;EV-VN-S014-0283,"Номер «276» встречается в 2 несвязанных контекстах: BH-DUR-S011-276 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-UM11-276 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-277,SAME_ID_DIFFERENT_CONTEXT,BH-UM11-277;BH-B4-277,277,VKM-SRC-014,"BH-UM11-277: 014 p20, 014 p9 | BH-B4-277: 014 p103",EV-VN-S014-0077;EV-VN-S014-0286;EV-VN-S014-0723,"Номер «277» встречается в 2 несвязанных контекстах: BH-UM11-277 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]; BH-B4-277 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-282,SAME_ID_DIFFERENT_CONTEXT,BH-SECBL-282;BH-M135-282;BH-B4-282,282,VKM-SRC-011;VKM-SRC-014;VKM-SRC-037,"BH-SECBL-282: 011 p24, 037 p6 | BH-M135-282: 014 p19 | BH-B4-282: 014 p103",EV-VN-S011-0439;EV-VN-S037-0081;EV-VN-S014-0249;EV-VN-S014-0794,"Номер «282» встречается в 3 несвязанных контекстах: BH-SECBL-282 [Широтный разрез Березниковского района (Усольский купол – Камский прог]; BH-M135-282 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-B4-282 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-284,SAME_ID_DIFFERENT_CONTEXT,BH-BOR-S011-284;BH-M39-S011-284,284,VKM-SRC-011,"BH-BOR-S011-284: 011 p64, 011 p65 | BH-M39-S011-284: 011 p112",EV-VN-S011-1360;EV-VN-S011-1381;EV-VN-S011-1890,Номер «284» встречается в 2 несвязанных контекстах: BH-BOR-S011-284 [Боровицкая площадь (Боровицкий прогиб)]; BH-M39-S011-284 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-29,SAME_ID_DIFFERENT_CONTEXT,BH-M39-S011-29;BH-SOL-29;BH-GREM-S024-29,29,VKM-SRC-011;VKM-SRC-014;VKM-SRC-024,BH-M39-S011-29: 011 p112 | BH-SOL-29: 014 p78 | BH-GREM-S024-29: 024 p120,EV-VN-S011-1923;EV-VN-S014-0500;EV-VN-S024-0406,Номер «29» встречается в 3 несвязанных контекстах: BH-M39-S011-29 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-SOL-29 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-GREM-S024-29 [Гремячинское месторождение (Волгоградская обл.)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-299,SAME_ID_DIFFERENT_CONTEXT,BH-SOL-299;BH-M39-S011-299,299,VKM-SRC-011,BH-SOL-299: 011 p49 | BH-M39-S011-299: 011 p112,EV-VN-S011-0998;EV-VN-S011-1930,Номер «299» встречается в 2 несвязанных контекстах: BH-SOL-299 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-M39-S011-299 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-3,SAME_ID_DIFFERENT_CONTEXT,BH-HIST-S011-3;BH-SOL-3;BH-GREM-S024-3,3,VKM-SRC-011;VKM-SRC-014;VKM-SRC-024,BH-HIST-S011-3: 011 p146 | BH-SOL-3: 014 p78 | BH-GREM-S024-3: 024 p120,EV-VN-S011-2674;EV-VN-S014-0481;EV-VN-S024-0397,Номер «3» встречается в 3 несвязанных контекстах: BH-HIST-S011-3 [Первые солеразведочные скважины г. Соликамска 1925–1927 гг. (SRC-011 П]; BH-SOL-3 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-GREM-S024-3 [Гремячинское месторождение (Волгоградская обл.)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,POSSIBLE_SAME,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-30,SAME_ID_DIFFERENT_CONTEXT,BH-SOL-30;BH-GREM-S024-30,30,VKM-SRC-011;VKM-SRC-012;VKM-SRC-014;VKM-SRC-024,"BH-SOL-30: 011 p49, 012 p28, 012 p64, 012 p67, 014 p78 | BH-GREM-S024-30: 024 p120",EV-VN-S011-0991;EV-VN-S012-0084;EV-VN-S012-0313;EV-VN-S012-0374;EV-VN-S014-0527;EV-VN-S024-0403,Номер «30» встречается в 2 несвязанных контекстах: BH-SOL-30 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-GREM-S024-30 [Гремячинское месторождение (Волгоградская обл.)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,DIFFERENT_OR_OFFSITE,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-303,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-303;BH-M39-S011-303;BH-TEACH-S020-303,303,VKM-SRC-011;VKM-SRC-020,"BH-DUR-S011-303: 011 p61, 011 p62 | BH-M39-S011-303: 011 p112 | BH-TEACH-S020-303: 020 p110",EV-VN-S011-1218;EV-VN-S011-1250;EV-VN-S011-1263;EV-VN-S011-1896;EV-VN-S020-0281,"Номер «303» встречается в 3 несвязанных контекстах: BH-DUR-S011-303 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-303 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-TEACH-S020-303 [Учебная иллюстрация без привязки (SRC-020 рис.3.5)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-31,SAME_ID_DIFFERENT_CONTEXT,BH-M211-S011-31;BH-UM11-31;BH-GREM-S024-31,31,VKM-SRC-011;VKM-SRC-014;VKM-SRC-024,"BH-M211-S011-31: 011 p47 | BH-UM11-31: 014 p20, 014 p9 | BH-GREM-S024-31: 024 p120",EV-VN-S011-0924;EV-VN-S014-0070;EV-VN-S014-0279;EV-VN-S024-0382,"Номер «31» встречается в 3 несвязанных контекстах: BH-M211-S011-31 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]; BH-UM11-31 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]; BH-GREM-S024-31 [Гремячинское месторождение (Волгоградская обл.)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-348,SAME_ID_DIFFERENT_CONTEXT,BH-B1-348;BH-TEACH-S020-348,348,VKM-SRC-011;VKM-SRC-020,BH-B1-348: 011 p27 | BH-TEACH-S020-348: 020 p110,EV-VN-S011-0504;EV-VN-S020-0273,"Номер «348» встречается в 2 несвязанных контекстах: BH-B1-348 [БКПРУ-1 (Березники), поверхностные скважины]; BH-TEACH-S020-348 [Учебная иллюстрация без привязки (SRC-020 рис.3.5)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,DIFFERENT_OR_OFFSITE,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-38,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-38;BH-DUR-S011-38;BH-CHASH-S011-38,38,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025,"BH-SECI-38: 011 p7, 014 p17, 023 p28, 025 p8 | BH-DUR-S011-38: 011 p60 | BH-CHASH-S011-38: 011 p95",EV-VN-S011-0113;EV-VN-S014-0204;EV-VN-S023-0117;EV-VN-S025-0055;EV-VN-S011-1154;EV-VN-S011-1662,"Номер «38» встречается в 3 несвязанных контекстах: BH-SECI-38 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-DUR-S011-38 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-CHASH-S011-38 [Чашкинское нефтяное месторождение]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-4,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-4;BH-UNLOC-S011-4;BH-HIST-S011-4;BH-GREM-S024-4,4,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-024;VKM-SRC-025,"BH-SECI-4: 011 p7, 014 p17, 023 p28, 025 p8 | BH-UNLOC-S011-4: 011 p117 | BH-HIST-S011-4: 011 p146 | BH-GREM-S024-4: 024 p100, 024 p120, 024 p94",EV-VN-S011-0086;EV-VN-S014-0177;EV-VN-S023-0090;EV-VN-S025-0028;EV-VN-S011-2002;EV-VN-S011-2675;EV-VN-S024-0256;EV-VN-S024-0298;EV-VN-S024-0395,"Номер «4» встречается в 4 несвязанных контекстах: BH-SECI-4 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-UNLOC-S011-4 [ВКМС, место скважины в источнике не указано (SRC-011 текст)]; BH-HIST-S011-4 [Первые солеразведочные скважины г. Соликамска 1925–1927 гг. (SRC-011 П]; BH-GREM-S024-4 [Гремячинское месторождение (Волгоградская обл.)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-40,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-40;BH-M211-S011-40;BH-SECBL-40,40,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025;VKM-SRC-037,"BH-SECI-40: 011 p7, 014 p17, 023 p28, 025 p8 | BH-M211-S011-40: 011 p47 | BH-SECBL-40: 037 p6",EV-VN-S011-0115;EV-VN-S014-0206;EV-VN-S023-0119;EV-VN-S025-0057;EV-VN-S011-0938;EV-VN-S037-0066,"Номер «40» встречается в 3 несвязанных контекстах: BH-SECI-40 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-M211-S011-40 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]; BH-SECBL-40 [Широтный разрез Березниковского района (Усольский купол – Камский прог]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-406,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-406;BH-M39-S011-406;BH-UM11-406,406,VKM-SRC-011;VKM-SRC-014,BH-SWK-S011-406: 011 p11 | BH-M39-S011-406: 011 p112 | BH-UM11-406: 014 p9,EV-VN-S011-0192;EV-VN-S011-1957;EV-VN-S014-0095,"Номер «406» встречается в 3 несвязанных контекстах: BH-SWK-S011-406 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-M39-S011-406 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-UM11-406 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-421,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-421;BH-TEACH-S020-421,421,VKM-SRC-011;VKM-SRC-020,BH-SWK-S011-421: 011 p11 | BH-TEACH-S020-421: 020 p110,EV-VN-S011-0194;EV-VN-S020-0284,"Номер «421» встречается в 2 несвязанных контекстах: BH-SWK-S011-421 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-TEACH-S020-421 [Учебная иллюстрация без привязки (SRC-020 рис.3.5)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,DIFFERENT_OR_OFFSITE,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-429,SAME_ID_DIFFERENT_CONTEXT,BH-B3-429;BH-M211-S011-429,429,VKM-SRC-011,BH-B3-429: 011 p33 | BH-M211-S011-429: 011 p47,EV-VN-S011-0609;EV-VN-S011-0948,"Номер «429» встречается в 2 несвязанных контекстах: BH-B3-429 [БКПРУ-3, район провала 1986]; BH-M211-S011-429 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-433,SAME_ID_DIFFERENT_CONTEXT,BH-B3-433;BH-M211-S011-433,433,VKM-SRC-011,BH-B3-433: 011 p33 | BH-M211-S011-433: 011 p47,EV-VN-S011-0610;EV-VN-S011-0950,"Номер «433» встречается в 2 несвязанных контекстах: BH-B3-433 [БКПРУ-3, район провала 1986]; BH-M211-S011-433 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-451,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-451;BH-UNLOC-S011-451;BH-M39-S011-451,451,VKM-SRC-011,"BH-DUR-S011-451: 011 p31, 011 p61, 011 p64 | BH-UNLOC-S011-451: 011 p107, 011 p86, 011 p97 | BH-M39-S011-451: 011 p112",EV-VN-S011-0562;EV-VN-S011-1206;EV-VN-S011-1339;EV-VN-S011-1585;EV-VN-S011-1674;EV-VN-S011-1759;EV-VN-S011-1586;EV-VN-S011-1949,"Номер «451» встречается в 3 несвязанных контекстах: BH-DUR-S011-451 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-UNLOC-S011-451 [ВКМС, место скважины в источнике не указано (SRC-011 текст)]; BH-M39-S011-451 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-454,SAME_ID_DIFFERENT_CONTEXT,BH-M135-454;BH-B4-454,454,VKM-SRC-011;VKM-SRC-014,"BH-M135-454: 011 p24, 014 p19 | BH-B4-454: 014 p103",EV-VN-S011-0408;EV-VN-S014-0239;EV-VN-S014-0698,"Номер «454» встречается в 2 несвязанных контекстах: BH-M135-454 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-B4-454 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-456,SAME_ID_DIFFERENT_CONTEXT,BH-M135-456;BH-B4-456,456,VKM-SRC-011;VKM-SRC-014,"BH-M135-456: 011 p24, 014 p19 | BH-B4-456: 014 p103",EV-VN-S011-0406;EV-VN-S014-0237;EV-VN-S014-0719,"Номер «456» встречается в 2 несвязанных контекстах: BH-M135-456 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-B4-456 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-47,SAME_ID_DIFFERENT_CONTEXT,BH-TYU-S005-47;BH-M135-47;BH-UM11-47,47,VKM-SRC-005;VKM-SRC-011;VKM-SRC-014,BH-TYU-S005-47: 005 p2 | BH-M135-47: 011 p24 | BH-UM11-47: 014 p9,EV-VN-S005-0016;EV-VN-S011-0417;EV-VN-S014-0040,"Номер «47» встречается в 3 несвязанных контекстах: BH-TYU-S005-47 [Тюбегатанское месторождение (Узбекистан), участок пласта Нижний II]; BH-M135-47 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-UM11-47 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-471,SAME_ID_DIFFERENT_CONTEXT,BH-B1-471;BH-B4-471,471,VKM-SRC-011;VKM-SRC-014,BH-B1-471: 011 p27 | BH-B4-471: 014 p103,EV-VN-S011-0505;EV-VN-S014-0760,"Номер «471» встречается в 2 несвязанных контекстах: BH-B1-471 [БКПРУ-1 (Березники), поверхностные скважины]; BH-B4-471 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,POSSIBLE_SAME,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-484,SAME_ID_DIFFERENT_CONTEXT,BH-B4-484;BH-M211-S011-484,484,VKM-SRC-011;VKM-SRC-014,"BH-B4-484: 011 p27, 011 p78, 011 p88, 014 p103 | BH-M211-S011-484: 011 p47",EV-VN-S011-0483;EV-VN-S011-1541;EV-VN-S011-1619;EV-VN-S014-0777;EV-VN-S011-0937,"Номер «484» встречается в 2 несвязанных контекстах: BH-B4-484 [БКПРУ-4, поверхностные скважины]; BH-M211-S011-484 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-497,SAME_ID_DIFFERENT_CONTEXT,BH-SECBL-497;BH-B4-497,497,VKM-SRC-011;VKM-SRC-014,BH-SECBL-497: 011 p24 | BH-B4-497: 014 p103,EV-VN-S011-0438;EV-VN-S014-0792,"Номер «497» встречается в 2 несвязанных контекстах: BH-SECBL-497 [Широтный разрез Березниковского района (Усольский купол – Камский прог]; BH-B4-497 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,POSSIBLE_SAME,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-499,SAME_ID_DIFFERENT_CONTEXT,BH-M135-499;BH-B4-499,499,VKM-SRC-011;VKM-SRC-014,"BH-M135-499: 011 p24, 014 p19 | BH-B4-499: 014 p103",EV-VN-S011-0407;EV-VN-S014-0238;EV-VN-S014-0685,"Номер «499» встречается в 2 несвязанных контекстах: BH-M135-499 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-B4-499 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-5,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-5_n1;BH-SECI-5_n2;BH-B1GEO-S011-5;BH-M39-S011-5;BH-HIST-S011-5;BH-SOL-5;BH-GREM-S024-5,5,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-024;VKM-SRC-025,"BH-SECI-5_n1: 011 p7, 014 p17, 023 p28, 025 p8 | BH-SECI-5_n2: 011 p7, 014 p17, 023 p28, 025 p8 | BH-B1GEO-S011-5: 011 p36 | BH-M39-S011-5: 011 p112 | BH-HIST-S011-5: 011 p146 | BH-SOL-5: 014 p78 | BH-GREM-S024-5: 024 p120",EV-VN-S011-0085;EV-VN-S014-0176;EV-VN-S023-0089;EV-VN-S025-0027;EV-VN-S011-0088;EV-VN-S014-0179;EV-VN-S023-0092;EV-VN-S025-0030;EV-VN-S011-0677;EV-VN-S011-1916;EV-VN-S011-2676;EV-VN-S014-0478;EV-VN-S024-0413,"Номер «5» встречается в 7 несвязанных контекстах: BH-SECI-5_n1 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-SECI-5_n2 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-B1GEO-S011-5 [БКПРУ-1, пос. Нов. Зырянка: инженерно-геологические скважины ПГСП «Гео]; BH-M39-S011-5 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-HIST-S011-5 [Первые солеразведочные скважины г. Соликамска 1925–1927 гг. (SRC-011 П]; BH-SOL-5 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-GREM-S024-5 [Гремячинское месторождение (Волгоградская обл.)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-501,SAME_ID_DIFFERENT_CONTEXT,BH-B4-501;BH-OIL-S030-501,501,VKM-SRC-014;VKM-SRC-030,BH-B4-501: 014 p103 | BH-OIL-S030-501: 030 p4,EV-VN-S014-0732;EV-VN-S030-0034,"Номер «501» встречается в 2 несвязанных контекстах: BH-B4-501 [БКПРУ-4, поверхностные скважины]; BH-OIL-S030-501 [Нефтяные скважины Соликамской впадины (SRC-030)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-503,SAME_ID_DIFFERENT_CONTEXT,BH-B1-503;BH-B4-503;BH-OIL-S030-503,503,VKM-SRC-011;VKM-SRC-014;VKM-SRC-030,BH-B1-503: 011 p27 | BH-B4-503: 014 p103 | BH-OIL-S030-503: 030 p4,EV-VN-S011-0506;EV-VN-S014-0730;EV-VN-S030-0033,"Номер «503» встречается в 3 несвязанных контекстах: BH-B1-503 [БКПРУ-1 (Березники), поверхностные скважины]; BH-B4-503 [БКПРУ-4, поверхностные скважины]; BH-OIL-S030-503 [Нефтяные скважины Соликамской впадины (SRC-030)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-510,SAME_ID_DIFFERENT_CONTEXT,BH-M39-S011-510;BH-UM11-510,510,VKM-SRC-011;VKM-SRC-014,"BH-M39-S011-510: 011 p112 | BH-UM11-510: 014 p20, 014 p9",EV-VN-S011-1929;EV-VN-S014-0067;EV-VN-S014-0276,Номер «510» встречается в 2 несвязанных контекстах: BH-M39-S011-510 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-UM11-510 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-517,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-517;BH-UM11-517;BH-OIL-S030-517,517,VKM-SRC-011;VKM-SRC-014;VKM-SRC-030,"BH-DUR-S011-517: 011 p59, 011 p61 | BH-UM11-517: 014 p20, 014 p9 | BH-OIL-S030-517: 030 p4",EV-VN-S011-1134;EV-VN-S011-1241;EV-VN-S014-0073;EV-VN-S014-0282;EV-VN-S030-0031,"Номер «517» встречается в 3 несвязанных контекстах: BH-DUR-S011-517 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-UM11-517 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]; BH-OIL-S030-517 [Нефтяные скважины Соликамской впадины (SRC-030)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-519,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-519;BH-M39-S011-519,519,VKM-SRC-011,"BH-DUR-S011-519: 011 p61, 011 p63 | BH-M39-S011-519: 011 p112",EV-VN-S011-1211;EV-VN-S011-1310;EV-VN-S011-1943,"Номер «519» встречается в 2 несвязанных контекстах: BH-DUR-S011-519 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-519 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-522,SAME_ID_DIFFERENT_CONTEXT,BH-M211-S011-522;BH-DUR-S011-522,522,VKM-SRC-011,"BH-M211-S011-522: 011 p47 | BH-DUR-S011-522: 011 p62, 011 p64",EV-VN-S011-0927;EV-VN-S011-1253;EV-VN-S011-1289;EV-VN-S011-1342,"Номер «522» встречается в 2 несвязанных контекстах: BH-M211-S011-522 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]; BH-DUR-S011-522 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-533,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-533;BH-B4-533,533,VKM-SRC-011;VKM-SRC-014,BH-DUR-S011-533: 011 p31 | BH-B4-533: 014 p103,EV-VN-S011-0565;EV-VN-S014-0688,"Номер «533» встречается в 2 несвязанных контекстах: BH-DUR-S011-533 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-B4-533 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-534,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-534;BH-UNLOC-S011-534,534,VKM-SRC-011,"BH-DUR-S011-534: 011 p60, 011 p62 | BH-UNLOC-S011-534: 011 p107",EV-VN-S011-1174;EV-VN-S011-1282;EV-VN-S011-1758,"Номер «534» встречается в 2 несвязанных контекстах: BH-DUR-S011-534 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-UNLOC-S011-534 [ВКМС, место скважины в источнике не указано (SRC-011 текст)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
