pick_id,borehole_id,borehole_id_as_printed,unit_as_printed,unit_canonical_guess,pick_kind,reference,reference_detail,top_depth_m,bottom_depth_m,top_abs_m,bottom_abs_m,thickness_m,value_as_printed,tvd_as_printed,units,source_id,locator,vn_id,extraction_method,quote_check,visual_check,pick_quality,order_check,status,scope,scale,confidence,notes
PK-00557,BH-SOL-217,217,Маркирующий горизонт (МГ),МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",408.5,,,,,"408,5",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0335,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00558,BH-SOL-217,217,"Подстилающая каменная соль (ПдКС, ниже МГ)",ПдКС_под_МГ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",410.25,,,,,"410,25",,m,VKM-SRC-012,p.65 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0335,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU2,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00559,BH-SOL-1409,1409,PP (MD_RKB top),ПП?(label PP; position-check),STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),206.44,,,,,top_depth_m=206.44,6.92,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0419,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,label PP: position-check required (see ISS-PICK-PP),FACT,UNSTATED,FIELD,HIGH,
PK-00560,BH-SOL-1409,1409,PKS (MD_RKB top),ПКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),223.8,,,,,top_depth_m=223.8,24.28,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0419,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00561,BH-SOL-1409,1409,CZ (MD_RKB top),СКЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),243.5,,,,,top_depth_m=243.5,43.98,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0419,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00562,BH-SOL-1409,1409,SZ (MD_RKB top),СЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),304.8,,,,,top_depth_m=304.8,105.28,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0419,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00563,BH-SOL-1409,1409,PDKS (MD_RKB top),ПдКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),325.9,,,,,top_depth_m=325.9,126.38,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0419,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00564,BH-SOL-1409,1409,MG (MD_RKB top),МГ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),348.2,,,,,top_depth_m=348.2,148.68,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0419,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00565,BH-SOL-1407,1407,PP (MD_RKB top),ПП?(label PP; position-check),STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),202.7,,,,,top_depth_m=202.7,-3.85,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0418,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,label PP: position-check required (see ISS-PICK-PP),FACT,UNSTATED,FIELD,HIGH,
PK-00566,BH-SOL-1407,1407,PKS (MD_RKB top),ПКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),222.2,,,,,top_depth_m=222.2,15.65,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0418,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00567,BH-SOL-1407,1407,CZ (MD_RKB top),СКЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),242.5,,,,,top_depth_m=242.5,35.95,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0418,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00568,BH-SOL-1407,1407,SZ (MD_RKB top),СЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),305.7,,,,,top_depth_m=305.7,99.15,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0418,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00569,BH-SOL-1407,1407,PDKS (MD_RKB top),ПдКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),329.1,,,,,top_depth_m=329.1,122.55,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0418,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00570,BH-SOL-1407,1407,MG (MD_RKB top),МГ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),356.8,,,,,top_depth_m=356.8,150.25,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0418,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00571,BH-SOL-1402,1402,CZ (MD_RKB top),СКЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),166.9,,,,,top_depth_m=166.9,-40.73,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0411,VISUAL_READ,EXACT,"Visual check this stream (p71): label «PP» at 251,19 between SZ and PDKS confirmed as printed",NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00572,BH-SOL-1402,1402,SZ (MD_RKB top),СЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),230.4,,,,,top_depth_m=230.4,22.77,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0411,VISUAL_READ,EXACT,"Visual check this stream (p71): label «PP» at 251,19 between SZ and PDKS confirmed as printed",NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00573,BH-SOL-1402,1402,PP (MD_RKB top),ПП?(label PP; position-check),STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),251.19,,,,,top_depth_m=251.19,43.56,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0411,VISUAL_READ,EXACT,"Visual check this stream (p71): label «PP» at 251,19 between SZ and PDKS confirmed as printed",NUMERIC,label PP: position-check required (see ISS-PICK-PP),FACT,UNSTATED,FIELD,HIGH,
PK-00574,BH-SOL-1402,1402,PDKS (MD_RKB top),ПдКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),270.55,,,,,top_depth_m=270.55,62.92,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0411,VISUAL_READ,EXACT,"Visual check this stream (p71): label «PP» at 251,19 between SZ and PDKS confirmed as printed",NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00575,BH-SOL-1402,1402,MG (MD_RKB top),МГ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),328.8,,,,,top_depth_m=328.8,121.17,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0411,VISUAL_READ,EXACT,"Visual check this stream (p71): label «PP» at 251,19 between SZ and PDKS confirmed as printed",NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00576,BH-SOL-1405,1405,PP (MD_RKB top),ПП?(label PP; position-check),STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),199.7,,,,,top_depth_m=199.7,40.8,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0417,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,label PP: position-check required (see ISS-PICK-PP),FACT,UNSTATED,FIELD,HIGH,
PK-00577,BH-SOL-1405,1405,PKS (MD_RKB top),ПКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),221,,,,,top_depth_m=221.0,62.1,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0417,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00578,BH-SOL-1405,1405,CZ (MD_RKB top),СКЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),240.7,,,,,top_depth_m=240.7,81.8,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0417,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00579,BH-SOL-1405,1405,SZ (MD_RKB top),СЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),299.9,,,,,top_depth_m=299.9,141.0,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0417,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00580,BH-SOL-1405,1405,PDKS (MD_RKB top),ПдКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),322.6,,,,,top_depth_m=322.6,163.7,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0417,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00581,BH-SOL-1405,1405,MG (MD_RKB top),МГ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),346.8,,,,,top_depth_m=346.8,187.9,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0417,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00582,BH-SOL-1405,1405,PP (MD_RKB top),ПП?(label PP; position-check),STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),199.7,,,,,top_depth_m=199.7,40.8,m,VKM-SRC-012,p.87 Рис. 3.20 (каротажные панели 1405),EV-VN-S012-0479,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,label PP: position-check required (see ISS-PICK-PP),FACT,UNSTATED,FIELD,HIGH,
PK-00583,BH-SOL-1405,1405,PKS (MD_RKB top),ПКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),221,,,,,top_depth_m=221.0,62.1,m,VKM-SRC-012,p.87 Рис. 3.20 (каротажные панели 1405),EV-VN-S012-0479,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00584,BH-SOL-1405,1405,CZ (MD_RKB top),СКЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),240.7,,,,,top_depth_m=240.7,81.8,m,VKM-SRC-012,p.87 Рис. 3.20 (каротажные панели 1405),EV-VN-S012-0479,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00585,BH-SOL-1405,1405,ab (пласт АБ) (MD_RKB top),пласт АБ,SEAM,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),299.66,,,,,top_depth_m=299.66,140.76,m,VKM-SRC-012,p.87 Рис. 3.20 (каротажные панели 1405),EV-VN-S012-0479,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00586,BH-SOL-1405,1405,kr2 (пласт КрII) (MD_RKB top),пласт КрII,SEAM,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),309.79,,,,,top_depth_m=309.79,150.89,m,VKM-SRC-012,p.87 Рис. 3.20 (каротажные панели 1405),EV-VN-S012-0479,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00587,BH-SOL-1405,1405,PDKS (MD_RKB top),ПдКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),322.6,,,,,top_depth_m=322.6,163.7,m,VKM-SRC-012,p.87 Рис. 3.20 (каротажные панели 1405),EV-VN-S012-0479,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00588,BH-SOL-1405,1405,MG (MD_RKB top),МГ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),346.8,,,,,top_depth_m=346.8,187.9,m,VKM-SRC-012,p.87 Рис. 3.20 (каротажные панели 1405),EV-VN-S012-0479,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00589,BH-SOL-1401,1401,CZ (MD_RKB top),СКЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),167,,,,,top_depth_m=167.0,-9.12,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0410,VISUAL_READ,EXACT,Visual check this stream (SRC-012 p71 @110 dpi): panel labels and MD values legible; MD−TVD constant within well (read consistency),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00590,BH-SOL-1401,1401,SZ (MD_RKB top),СЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),205.7,,,,,top_depth_m=205.7,29.58,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0410,VISUAL_READ,EXACT,Visual check this stream (SRC-012 p71 @110 dpi): panel labels and MD values legible; MD−TVD constant within well (read consistency),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00591,BH-SOL-1401,1401,PDKS (MD_RKB top),ПдКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),243.9,,,,,top_depth_m=243.9,67.78,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0410,VISUAL_READ,EXACT,Visual check this stream (SRC-012 p71 @110 dpi): panel labels and MD values legible; MD−TVD constant within well (read consistency),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00592,BH-SOL-1401,1401,MG (MD_RKB top),МГ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),285.8,,,,,top_depth_m=285.8,109.68,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0410,VISUAL_READ,EXACT,Visual check this stream (SRC-012 p71 @110 dpi): panel labels and MD values legible; MD−TVD constant within well (read consistency),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00593,BH-SOL-1403,1403,PP (MD_RKB top),ПП?(label PP; position-check),STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),105.25,,,,,top_depth_m=105.25,-59.51,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0412,VISUAL_READ,EXACT,"Visual check this stream (p71): «PP» printed twice (105,25 and 225,31) confirmed as printed",NUMERIC,label PP: position-check required (see ISS-PICK-PP),FACT,UNSTATED,FIELD,HIGH,
PK-00594,BH-SOL-1403,1403,CZ (MD_RKB top),СКЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),110.45,,,,,top_depth_m=110.45,-54.31,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0412,VISUAL_READ,EXACT,"Visual check this stream (p71): «PP» printed twice (105,25 and 225,31) confirmed as printed",NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00595,BH-SOL-1403,1403,SZ (MD_RKB top),СЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),163.85,,,,,top_depth_m=163.85,-0.91,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0412,VISUAL_READ,EXACT,"Visual check this stream (p71): «PP» printed twice (105,25 and 225,31) confirmed as printed",NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00596,BH-SOL-1403,1403,PDKS (MD_RKB top),ПдКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),201.7,,,,,top_depth_m=201.7,36.94,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0412,VISUAL_READ,EXACT,"Visual check this stream (p71): «PP» printed twice (105,25 and 225,31) confirmed as printed",NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00597,BH-SOL-1403,1403,PP (MD_RKB top),ПП?(label PP; position-check),STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),225.31,,,,,top_depth_m=225.31,60.55,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0412,VISUAL_READ,EXACT,"Visual check this stream (p71): «PP» printed twice (105,25 and 225,31) confirmed as printed",NUMERIC,label PP: position-check required (see ISS-PICK-PP),FACT,UNSTATED,FIELD,HIGH,
PK-00598,BH-SOL-1403,1403,MG (MD_RKB top),МГ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),233.9,,,,,top_depth_m=233.9,69.14,m,VKM-SRC-012,"p.71 Рис. 3.8 (межскважинная корреляция, альбомная стр.)",EV-VN-S012-0412,VISUAL_READ,EXACT,"Visual check this stream (p71): «PP» printed twice (105,25 and 225,31) confirmed as printed",NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00599,BH-SOL-1404,1404,PKS (MD_RKB top),ПКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),145.4,,,,,top_depth_m=145.4,-31.98,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0416,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00600,BH-SOL-1404,1404,CZ (MD_RKB top),СКЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),161.7,,,,,top_depth_m=161.7,-15.68,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0416,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00601,BH-SOL-1404,1404,PP (MD_RKB top),ПП?(label PP; position-check),STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),212.68,,,,,top_depth_m=212.68,35.3,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0416,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,label PP: position-check required (see ISS-PICK-PP),FACT,UNSTATED,FIELD,HIGH,
PK-00602,BH-SOL-1404,1404,SZ (MD_RKB top),СЗ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),229.3,,,,,top_depth_m=229.3,51.92,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0416,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00603,BH-SOL-1404,1404,PDKS (MD_RKB top),ПдКС,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),255.75,,,,,top_depth_m=255.75,78.37,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0416,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00604,BH-SOL-1404,1404,MG (MD_RKB top),МГ,STRAT_BOUNDARY,depth_below_collar,MD from RKB (rotary kelly bushing); KB height above ground not stated; TVD printed alongside (datum not stated),289,,,,,top_depth_m=289.0,111.62,m,VKM-SRC-012,p.72 Рис. 3.9 (альбомная стр.),EV-VN-S012-0416,VISUAL_READ,EXACT,sweep visual read (not re-checked in this stream),NUMERIC,ORDER_OK,FACT,UNSTATED,FIELD,HIGH,
PK-00605,BH-B4-498,№ 498,УГВ (groundwater level),уровень подземных вод,STRAT_BOUNDARY,depth_below_collar,,29,,,,,top_depth_m=29,,m,VKM-SRC-016,p.8 §Анализ целостности ВЗТ,EV-VN-S016-0065,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,BKPRU4,FIELD,MEDIUM,
PK-00606,BH-B4-498,498,уровень грунтовых вод (УГВ),уровень подземных вод,HYDRO_LEVEL,depth_below_collar,,29,,,,,29,,m,VKM-SRC-016,p.8 §Анализ целостности ВЗТ; Рис. 5,EV-VN-S016-0064,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,BKPRU4,FIELD,MEDIUM,"groundwater level depth 29 m per borehole 498; upper check path at 30 m depth (Fig.5 a), lower check path at 365 m depth near roof of first-stage chambers in seam АБ (Fig.5 б)"
PK-00607,BHG-S014-1097,"geological column, Saskatoon deposit (not a named borehole)",limestones (Dowson Bay aquifer) base / 'второй красный пласт' base,UNRESOLVED:limestones (Dowson Bay aquifer) base / 'второй красный пласт,GROUP_POOLED_INTERVAL,depth_below_collar,,,1063,,,,bottom_depth_m=1063,,m,VKM-SRC-014,p.203 Рис. 8.4,EV-VN-S014-1097,VISUAL_READ,NOT_FOUND,sweep visual read (not re-checked in this stream),NUMERIC,,FACT,NON_VKM,FIELD,MEDIUM,"интервал по безымянной группе скважин (пул), не отбивка одной скважины"
PK-00608,BHG-S014-1097,"geological column, Saskatoon deposit (not a named borehole)",clay layer,UNRESOLVED:clay layer,GROUP_POOLED_INTERVAL,unknown,,,,,,,"thickness_m=≤0,5",,m,VKM-SRC-014,p.203 Рис. 8.4,EV-VN-S014-1097,VISUAL_READ,NOT_FOUND,sweep visual read (not re-checked in this stream),NON_NUMERIC_AS_PRINTED,,FACT,NON_VKM,FIELD,MEDIUM,"unparsed as printed: thickness_m=≤0,5 | интервал по безымянной группе скважин (пул), не отбивка одной скважины"
PK-00609,BHG-S014-1097,"geological column, Saskatoon deposit (not a named borehole)",IV sylvinite (A),UNRESOLVED:IV sylvinite (A),GROUP_POOLED_INTERVAL,depth_below_collar,,,1080,,,,"bottom_depth_m=1080; thickness_m=3,5–4,0 (K2O 21–23 %)",,m,VKM-SRC-014,p.203 Рис. 8.4,EV-VN-S014-1097,VISUAL_READ,NOT_FOUND,sweep visual read (not re-checked in this stream),NUMERIC,,FACT,NON_VKM,FIELD,MEDIUM,"unparsed as printed: thickness_m=3,5–4,0 (K2O 21–23 %) | интервал по безымянной группе скважин (пул), не отбивка одной скважины"
