session_id,campaign_id,date,point_id,session_index,receiver_model,duration_min,baseline_length_km,pdop,n_satellites,solution_type,observed_height_m_raw,standard_uncertainty_height_mm,qc_status,provenance
GNSS-C022-P-H07-REF-A-1,C022,2023-11-07,P-H07-REF-A,1,dual_frequency_synthetic_class,86,5.363809107,1.215995675,16,fixed,201.0995592,3.603080882,accepted,S
GNSS-C022-P-H07-REF-A-2,C022,2023-11-07,P-H07-REF-A,2,dual_frequency_synthetic_class,89,6.6586752,2.864444721,13,float,201.096301,9.649450729,warning,S
GNSS-C022-P-H07-W007-1,C022,2023-11-07,P-H07-W007,1,dual_frequency_synthetic_class,56,4.370342352,2.765339291,17,fixed,202.7789228,5.128534843,accepted,S
GNSS-C022-P-H07-W007-2,C022,2023-11-07,P-H07-W007,2,dual_frequency_synthetic_class,90,7.512505903,2.870151675,16,fixed,202.7828621,5.809417905,accepted,S
GNSS-C022-P-H07-W001-1,C022,2023-11-07,P-H07-W001,1,dual_frequency_synthetic_class,57,6.298686577,2.595804193,15,fixed,201.7372011,5.289148196,accepted,S
GNSS-C022-P-H07-W001-2,C022,2023-11-07,P-H07-W001,2,dual_frequency_synthetic_class,71,4.437737325,3.337274234,11,fixed,201.7354056,5.769794376,warning,S
GNSS-C022-P-H07-W002-1,C022,2023-11-07,P-H07-W002,1,dual_frequency_synthetic_class,97,1.29811371,3.215093393,16,fixed,201.8149098,5.0702632,warning,S
GNSS-C022-P-H07-W002-2,C022,2023-11-07,P-H07-W002,2,dual_frequency_synthetic_class,100,6.174009354,2.677722974,14,float,201.8158084,9.356816956,warning,S
GNSS-C022-P-V01-REF-A-1,C022,2023-11-07,P-V01-REF-A,1,dual_frequency_synthetic_class,57,5.141833288,1.677410782,12,fixed,159.9090052,4.070681852,accepted,S
GNSS-C022-P-V01-REF-A-2,C022,2023-11-07,P-V01-REF-A,2,dual_frequency_synthetic_class,71,2.528543237,2.892096216,15,fixed,159.9039186,4.936443621,accepted,S
GNSS-C022-P-V01-W002-1,C022,2023-11-07,P-V01-W002,1,dual_frequency_synthetic_class,63,7.863161409,2.015373881,12,fixed,160.5807903,4.932280323,accepted,S
GNSS-C022-P-V01-W002-2,C022,2023-11-07,P-V01-W002,2,dual_frequency_synthetic_class,53,7.547038209,2.133686683,17,fixed,160.5936787,5.005522229,accepted,S
GNSS-C022-P-V01-W004-1,C022,2023-11-07,P-V01-W004,1,dual_frequency_synthetic_class,88,1.093501219,2.718111739,11,fixed,160.9189527,4.486753132,accepted,S
GNSS-C022-P-V01-W004-2,C022,2023-11-07,P-V01-W004,2,dual_frequency_synthetic_class,76,4.307701748,1.787781334,9,fixed,160.9241878,4.041945782,accepted,S
GNSS-C022-P-V01-W007-1,C022,2023-11-07,P-V01-W007,1,dual_frequency_synthetic_class,109,3.680793626,3.369899234,16,float,161.3393655,9.66943201,warning,S
GNSS-C022-P-V01-W007-2,C022,2023-11-07,P-V01-W007,2,dual_frequency_synthetic_class,108,3.266274635,2.882250481,18,fixed,161.3346524,5.058404963,accepted,S
GNSS-C022-P-V02-REF-A-1,C022,2023-11-07,P-V02-REF-A,1,dual_frequency_synthetic_class,94,5.533775934,3.067330923,10,fixed,171.8458555,5.670143684,warning,S
GNSS-C022-P-V02-REF-A-2,C022,2023-11-07,P-V02-REF-A,2,dual_frequency_synthetic_class,115,3.957819842,1.21756875,14,fixed,171.85597,3.351733196,accepted,S
GNSS-C022-P-V02-W004-1,C022,2023-11-07,P-V02-W004,1,dual_frequency_synthetic_class,120,1.133634947,3.04163106,14,fixed,172.8586145,4.849848457,warning,S
GNSS-C022-P-V02-W004-2,C022,2023-11-07,P-V02-W004,2,dual_frequency_synthetic_class,84,1.538531481,1.690383814,12,fixed,172.8579289,3.436357862,accepted,S
GNSS-C022-P-V02-W002-1,C022,2023-11-07,P-V02-W002,1,dual_frequency_synthetic_class,74,4.150246934,1.748398339,15,fixed,172.3381018,3.970282621,accepted,S
GNSS-C022-P-V02-W002-2,C022,2023-11-07,P-V02-W002,2,dual_frequency_synthetic_class,105,1.78762484,3.045353372,17,fixed,172.3244789,4.971661181,warning,S
GNSS-C022-P-V02-W001-1,C022,2023-11-07,P-V02-W001,1,dual_frequency_synthetic_class,93,4.862029199,2.685276485,10,fixed,172.1802187,5.128969389,accepted,S
GNSS-C022-P-V02-W001-2,C022,2023-11-07,P-V02-W001,2,dual_frequency_synthetic_class,84,3.25718227,2.495673453,18,fixed,172.1808866,4.631533607,accepted,S
GNSS-C022-P-V03-REF-A-1,C022,2023-11-07,P-V03-REF-A,1,dual_frequency_synthetic_class,83,6.004020708,2.98700311,18,fixed,180.7935975,5.666427149,accepted,S
GNSS-C022-P-V03-REF-A-2,C022,2023-11-07,P-V03-REF-A,2,dual_frequency_synthetic_class,83,2.634936861,2.368493546,17,fixed,180.7923589,4.379631535,accepted,S
GNSS-C022-P-V03-W006-1,C022,2023-11-07,P-V03-W006,1,dual_frequency_synthetic_class,90,2.45301797,3.208001777,18,fixed,181.581725,5.270345189,warning,S
GNSS-C022-P-V03-W006-2,C022,2023-11-07,P-V03-W006,2,dual_frequency_synthetic_class,111,5.848421912,2.739759546,11,fixed,181.5841235,5.366451445,accepted,S
GNSS-C022-P-V03-W001-1,C022,2023-11-07,P-V03-W001,1,dual_frequency_synthetic_class,86,5.313669617,2.154399591,13,fixed,180.9564799,4.626300081,accepted,S
GNSS-C022-P-V03-W001-2,C022,2023-11-07,P-V03-W001,2,dual_frequency_synthetic_class,90,4.634216228,1.916541304,9,fixed,180.9526588,4.242354355,accepted,S
GNSS-C022-P-V03-W003-1,C022,2023-11-07,P-V03-W003,1,dual_frequency_synthetic_class,58,7.846479593,1.842326158,12,fixed,180.2969737,4.738925101,accepted,S
GNSS-C022-P-V03-W003-2,C022,2023-11-07,P-V03-W003,2,dual_frequency_synthetic_class,64,5.535721073,3.100560832,17,fixed,180.3116697,5.707046708,warning,S
GNSS-C022-P-V04-REF-A-1,C022,2023-11-07,P-V04-REF-A,1,dual_frequency_synthetic_class,115,5.492408317,1.997438825,9,fixed,194.4730386,4.485816205,accepted,S
GNSS-C022-P-V04-REF-A-2,C022,2023-11-07,P-V04-REF-A,2,dual_frequency_synthetic_class,51,2.962981829,3.093945129,18,float,194.47624,9.236676371,warning,S
GNSS-C022-P-V04-W002-1,C022,2023-11-07,P-V04-W002,1,dual_frequency_synthetic_class,48,2.356276916,1.363243033,16,fixed,195.0539534,3.223697181,accepted,S
GNSS-C022-P-V04-W002-2,C022,2023-11-07,P-V04-W002,2,dual_frequency_synthetic_class,117,5.152284672,2.718869419,14,fixed,195.0607505,5.218167602,accepted,S
GNSS-C022-P-V04-W006-1,C022,2023-11-07,P-V04-W006,1,dual_frequency_synthetic_class,102,2.8877105,2.314814488,15,fixed,195.4952589,4.366083826,accepted,S
GNSS-C022-P-V04-W006-2,C022,2023-11-07,P-V04-W006,2,dual_frequency_synthetic_class,61,3.979930687,1.2012222,17,fixed,195.4896417,3.337731943,accepted,S
GNSS-C022-P-V04-W005-1,C022,2023-11-07,P-V04-W005,1,dual_frequency_synthetic_class,105,6.166063118,1.593912867,14,fixed,195.2991828,4.163195515,accepted,S
GNSS-C022-P-V04-W005-2,C022,2023-11-07,P-V04-W005,2,dual_frequency_synthetic_class,89,4.125126096,1.953953964,16,fixed,195.2960929,4.191872057,accepted,S
GNSS-C022-P-V05-REF-A-1,C022,2023-11-07,P-V05-REF-A,1,dual_frequency_synthetic_class,104,1.121850181,2.317523222,13,fixed,195.6672655,4.051208577,accepted,S
GNSS-C022-P-V05-REF-A-2,C022,2023-11-07,P-V05-REF-A,2,dual_frequency_synthetic_class,48,6.423707354,1.883304933,16,fixed,195.6621072,4.52790275,accepted,S
GNSS-C022-P-V05-W004-1,C022,2023-11-07,P-V05-W004,1,dual_frequency_synthetic_class,58,6.382741917,1.622155578,9,fixed,195.2840013,4.233264681,accepted,S
GNSS-C022-P-V05-W004-2,C022,2023-11-07,P-V05-W004,2,dual_frequency_synthetic_class,66,7.500141793,1.306125011,12,fixed,195.2913629,4.086763035,accepted,S
GNSS-C022-P-V05-W005-1,C022,2023-11-07,P-V05-W005,1,dual_frequency_synthetic_class,113,3.606016748,2.384319649,17,fixed,195.347951,4.571834629,accepted,S
GNSS-C022-P-V05-W005-2,C022,2023-11-07,P-V05-W005,2,dual_frequency_synthetic_class,107,4.613021032,3.111109619,10,float,195.3555419,9.552564366,warning,S
GNSS-C022-P-V05-W002-1,C022,2023-11-07,P-V05-W002,1,dual_frequency_synthetic_class,101,6.406632332,3.038085379,13,fixed,195.0406391,5.795087737,warning,S
GNSS-C022-P-V05-W002-2,C022,2023-11-07,P-V05-W002,2,dual_frequency_synthetic_class,95,3.965700404,3.239071128,9,fixed,195.0345411,5.576804314,warning,S
GNSS-C022-P-V06-REF-A-1,C022,2023-11-07,P-V06-REF-A,1,dual_frequency_synthetic_class,48,5.437213532,2.548772072,16,fixed,199.8104753,5.082347715,accepted,S
GNSS-C022-P-V06-REF-A-2,C022,2023-11-07,P-V06-REF-A,2,dual_frequency_synthetic_class,116,7.288877702,1.907125312,17,fixed,199.8171245,4.70983583,accepted,S
GNSS-C022-P-V06-W006-1,C022,2023-11-07,P-V06-W006,1,dual_frequency_synthetic_class,90,2.564141893,2.130879952,16,fixed,201.243194,4.105513488,accepted,S
GNSS-C022-P-V06-W006-2,C022,2023-11-07,P-V06-W006,2,dual_frequency_synthetic_class,92,4.751696632,1.747626081,17,fixed,201.2493634,4.077694083,accepted,S
GNSS-C022-P-V06-W003-1,C022,2023-11-07,P-V06-W003,1,dual_frequency_synthetic_class,108,4.685404072,2.731565147,9,fixed,200.5766322,5.148094394,accepted,S
GNSS-C022-P-V06-W003-2,C022,2023-11-07,P-V06-W003,2,dual_frequency_synthetic_class,90,5.705067929,2.107327184,18,fixed,200.5675205,4.64497213,accepted,S
GNSS-C022-P-V06-W002-1,C022,2023-11-07,P-V06-W002,1,dual_frequency_synthetic_class,72,7.222315286,2.90658833,17,float,200.4886253,9.797263914,warning,S
GNSS-C022-P-V06-W002-2,C022,2023-11-07,P-V06-W002,2,dual_frequency_synthetic_class,85,5.561800467,3.281127528,18,fixed,200.4811975,5.910364364,warning,S
GNSS-C024-P-D01-REF-A-1,C024,2024-05-14,P-D01-REF-A,1,dual_frequency_synthetic_class,104,1.734964982,2.079191185,12,fixed,160.4494305,3.899404,accepted,S
GNSS-C024-P-D01-REF-A-2,C024,2024-05-14,P-D01-REF-A,2,dual_frequency_synthetic_class,70,7.706919372,2.890183205,13,fixed,160.4333547,5.866447012,accepted,S
GNSS-C024-P-D01-W001-1,C024,2024-05-14,P-D01-W001,1,dual_frequency_synthetic_class,107,2.922590867,2.641487677,15,fixed,160.648891,4.7317028,accepted,S
GNSS-C024-P-D01-W001-2,C024,2024-05-14,P-D01-W001,2,dual_frequency_synthetic_class,56,1.067103513,1.306014497,11,fixed,160.641867,2.928694579,accepted,S
GNSS-C024-P-D01-W006-1,C024,2024-05-14,P-D01-W006,1,dual_frequency_synthetic_class,52,6.364674032,1.567475702,12,fixed,161.7679802,4.169864598,accepted,S
GNSS-C024-P-D01-W006-2,C024,2024-05-14,P-D01-W006,2,dual_frequency_synthetic_class,99,5.352904253,1.911961904,17,fixed,161.7729277,4.36668086,accepted,S
GNSS-C024-P-D01-W003-1,C024,2024-05-14,P-D01-W003,1,dual_frequency_synthetic_class,57,3.734454334,2.383610121,15,fixed,161.1749618,4.594172913,accepted,S
GNSS-C024-P-D01-W003-2,C024,2024-05-14,P-D01-W003,2,dual_frequency_synthetic_class,55,2.136616783,1.366918104,13,fixed,161.1823776,3.188200935,accepted,S
GNSS-C024-P-H01-REF-A-1,C024,2024-05-14,P-H01-REF-A,1,dual_frequency_synthetic_class,70,6.87263114,2.357240753,18,fixed,159.9269416,5.130038434,accepted,S
GNSS-C024-P-H01-REF-A-2,C024,2024-05-14,P-H01-REF-A,2,dual_frequency_synthetic_class,109,2.744053237,1.266241544,10,fixed,159.9242872,3.186795281,accepted,S
GNSS-C024-P-H01-W002-1,C024,2024-05-14,P-H01-W002,1,dual_frequency_synthetic_class,45,5.157609728,3.029284132,17,fixed,160.1410399,5.560582297,warning,S
GNSS-C024-P-H01-W002-2,C024,2024-05-14,P-H01-W002,2,dual_frequency_synthetic_class,88,6.418694733,1.558242371,17,fixed,160.1442681,4.169431661,accepted,S
GNSS-C024-P-H01-W007-1,C024,2024-05-14,P-H01-W007,1,dual_frequency_synthetic_class,114,0.9465568445,2.87122664,16,fixed,162.1222717,4.628729536,accepted,S
GNSS-C024-P-H01-W007-2,C024,2024-05-14,P-H01-W007,2,dual_frequency_synthetic_class,116,1.613613377,2.97181471,10,fixed,162.1114198,4.859446589,accepted,S
GNSS-C024-P-H01-W003-1,C024,2024-05-14,P-H01-W003,1,dual_frequency_synthetic_class,105,5.03159188,3.281666051,13,fixed,160.3185294,5.815519194,warning,S
GNSS-C024-P-H01-W003-2,C024,2024-05-14,P-H01-W003,2,dual_frequency_synthetic_class,51,4.948793066,1.584828845,12,fixed,160.3185022,3.934094481,accepted,S
GNSS-C024-P-H02-REF-A-1,C024,2024-05-14,P-H02-REF-A,1,dual_frequency_synthetic_class,68,5.654694725,3.115256857,18,fixed,162.7201745,5.744627593,warning,S
GNSS-C024-P-H02-REF-A-2,C024,2024-05-14,P-H02-REF-A,2,dual_frequency_synthetic_class,45,5.100562784,1.551513477,14,fixed,162.7288447,3.924766125,accepted,S
GNSS-C024-P-H02-W004-1,C024,2024-05-14,P-H02-W004,1,dual_frequency_synthetic_class,114,5.871628538,1.92506224,17,fixed,163.8396881,4.474461601,accepted,S
GNSS-C024-P-H02-W004-2,C024,2024-05-14,P-H02-W004,2,dual_frequency_synthetic_class,116,4.76186948,2.914714601,12,fixed,163.8349122,5.363322568,accepted,S
GNSS-C024-P-H02-W006-1,C024,2024-05-14,P-H02-W006,1,dual_frequency_synthetic_class,109,5.500587875,2.106209321,18,fixed,164.3585354,4.60693607,accepted,S
GNSS-C024-P-H02-W006-2,C024,2024-05-14,P-H02-W006,2,dual_frequency_synthetic_class,110,1.580863807,3.168693505,17,fixed,164.3557163,5.07011834,warning,S
GNSS-C024-P-H02-W001-1,C024,2024-05-14,P-H02-W001,1,dual_frequency_synthetic_class,68,3.246666737,1.748647692,11,fixed,163.1047164,3.807912474,accepted,S
GNSS-C024-P-H02-W001-2,C024,2024-05-14,P-H02-W001,2,dual_frequency_synthetic_class,107,3.955736091,2.569614675,12,fixed,163.1059352,4.838608639,accepted,S
GNSS-C024-P-H03-REF-A-1,C024,2024-05-14,P-H03-REF-A,1,dual_frequency_synthetic_class,93,6.608166258,3.128107334,11,fixed,196.2915392,5.930387994,warning,S
GNSS-C024-P-H03-REF-A-2,C024,2024-05-14,P-H03-REF-A,2,dual_frequency_synthetic_class,66,1.029099325,3.310157801,11,fixed,196.2902327,5.126411459,warning,S
GNSS-C024-P-H03-W003-1,C024,2024-05-14,P-H03-W003,1,dual_frequency_synthetic_class,50,4.80496937,2.500420423,13,fixed,196.3702154,4.915356951,accepted,S
GNSS-C024-P-H03-W003-2,C024,2024-05-14,P-H03-W003,2,dual_frequency_synthetic_class,46,1.460264437,1.729993184,11,fixed,196.3682695,3.465840102,accepted,S
GNSS-C024-P-H03-W005-1,C024,2024-05-14,P-H03-W005,1,dual_frequency_synthetic_class,72,2.481110139,1.308183439,15,fixed,196.6075038,3.185601608,accepted,S
GNSS-C024-P-H03-W005-2,C024,2024-05-14,P-H03-W005,2,dual_frequency_synthetic_class,78,6.199240767,2.826364852,13,fixed,196.6038453,5.524864675,accepted,S
GNSS-C024-P-H03-W007-1,C024,2024-05-14,P-H03-W007,1,dual_frequency_synthetic_class,83,4.620764923,2.338616221,15,fixed,196.5545795,4.70421553,accepted,S
GNSS-C024-P-H03-W007-2,C024,2024-05-14,P-H03-W007,2,dual_frequency_synthetic_class,72,6.721759752,3.031512514,9,fixed,196.5616213,5.844580521,warning,S
GNSS-C024-P-H04-REF-A-1,C024,2024-05-14,P-H04-REF-A,1,dual_frequency_synthetic_class,95,1.427008442,1.403890093,13,fixed,174.0165634,3.101140621,accepted,S
GNSS-C024-P-H04-REF-A-2,C024,2024-05-14,P-H04-REF-A,2,dual_frequency_synthetic_class,63,3.112052617,2.307338263,13,fixed,174.0152436,4.39824156,accepted,S
GNSS-C024-P-H04-W005-1,C024,2024-05-14,P-H04-W005,1,dual_frequency_synthetic_class,67,5.380979639,1.854109734,12,fixed,178.6684814,4.308097043,accepted,S
GNSS-C024-P-H04-W005-2,C024,2024-05-14,P-H04-W005,2,dual_frequency_synthetic_class,65,4.823923215,2.059739849,18,fixed,178.6665687,4.434020012,accepted,S
GNSS-C024-P-H04-W006-1,C024,2024-05-14,P-H04-W006,1,dual_frequency_synthetic_class,88,0.8828503861,2.035590469,14,fixed,179.2899094,3.698062585,accepted,S
GNSS-C024-P-H04-W006-2,C024,2024-05-14,P-H04-W006,2,dual_frequency_synthetic_class,95,6.337145294,3.041760351,13,fixed,179.2891341,5.786622539,warning,S
GNSS-C024-P-H04-W002-1,C024,2024-05-14,P-H04-W002,1,dual_frequency_synthetic_class,89,3.374041837,1.449374887,17,fixed,176.0676767,3.501639906,accepted,S
GNSS-C024-P-H04-W002-2,C024,2024-05-14,P-H04-W002,2,dual_frequency_synthetic_class,84,3.533913449,1.650438136,12,fixed,176.0674899,3.751586371,accepted,S
GNSS-C024-P-H05-REF-A-1,C024,2024-05-14,P-H05-REF-A,1,dual_frequency_synthetic_class,105,5.857124955,1.541734269,14,fixed,196.1639898,4.050190188,accepted,S
GNSS-C024-P-H05-REF-A-2,C024,2024-05-14,P-H05-REF-A,2,dual_frequency_synthetic_class,119,7.316590213,1.421894502,13,fixed,196.1683898,4.181070191,accepted,S
GNSS-C024-P-H05-W005-1,C024,2024-05-14,P-H05-W005,1,dual_frequency_synthetic_class,120,6.549618585,2.426692839,10,fixed,197.2802764,5.148293468,accepted,S
GNSS-C024-P-H05-W005-2,C024,2024-05-14,P-H05-W005,2,dual_frequency_synthetic_class,87,1.187831078,2.649015608,16,fixed,197.2736612,4.427726763,accepted,S
GNSS-C024-P-H05-W001-1,C024,2024-05-14,P-H05-W001,1,dual_frequency_synthetic_class,75,7.637355581,2.175127734,13,fixed,195.8987459,5.067364512,accepted,S
GNSS-C024-P-H05-W001-2,C024,2024-05-14,P-H05-W001,2,dual_frequency_synthetic_class,65,4.206269571,3.22317757,11,fixed,195.8920849,5.60262385,warning,S
GNSS-C024-P-H05-W003-1,C024,2024-05-14,P-H05-W003,1,dual_frequency_synthetic_class,79,2.507884471,2.072566725,11,float,196.5668651,8.031242602,warning,S
GNSS-C024-P-H05-W003-2,C024,2024-05-14,P-H05-W003,2,dual_frequency_synthetic_class,88,5.830950005,3.085794204,18,fixed,196.5768137,5.743944626,warning,S
GNSS-C024-P-H06-REF-A-1,C024,2024-05-14,P-H06-REF-A,1,dual_frequency_synthetic_class,111,2.921472859,2.714841503,15,float,186.0199524,8.812190768,warning,S
GNSS-C024-P-H06-REF-A-2,C024,2024-05-14,P-H06-REF-A,2,dual_frequency_synthetic_class,58,1.993990482,1.203871261,14,fixed,186.0151703,2.983176674,accepted,S
GNSS-C024-P-H06-W005-1,C024,2024-05-14,P-H06-W005,1,dual_frequency_synthetic_class,102,7.751957675,1.981308506,9,fixed,191.5031323,4.874791738,accepted,S
GNSS-C024-P-H06-W005-2,C024,2024-05-14,P-H06-W005,2,dual_frequency_synthetic_class,98,4.670870679,2.392178264,16,fixed,191.4937338,4.772152812,accepted,S
GNSS-C024-P-H06-W001-1,C024,2024-05-14,P-H06-W001,1,dual_frequency_synthetic_class,98,2.619858485,3.382331162,16,fixed,188.1258541,5.492138806,warning,S
GNSS-C024-P-H06-W001-2,C024,2024-05-14,P-H06-W001,2,dual_frequency_synthetic_class,89,3.405094026,2.406482018,9,fixed,188.1285166,4.560047144,accepted,S
GNSS-C024-P-H06-W003-1,C024,2024-05-14,P-H06-W003,1,dual_frequency_synthetic_class,47,4.234984075,2.705496637,14,fixed,189.9577897,5.038343434,accepted,S
GNSS-C024-P-H06-W003-2,C024,2024-05-14,P-H06-W003,2,dual_frequency_synthetic_class,69,4.32695949,3.11028444,12,fixed,189.9546529,5.500165593,warning,S
GNSS-C024-P-H07-REF-A-1,C024,2024-05-14,P-H07-REF-A,1,dual_frequency_synthetic_class,48,7.133325959,2.196596171,12,float,201.0894632,9.000254461,warning,S
GNSS-C024-P-H07-REF-A-2,C024,2024-05-14,P-H07-REF-A,2,dual_frequency_synthetic_class,111,4.063340348,2.862894227,11,float,201.1009099,9.180584913,warning,S
GNSS-C024-P-H07-W007-1,C024,2024-05-14,P-H07-W007,1,dual_frequency_synthetic_class,61,4.399937255,1.598442996,13,fixed,202.7795229,3.850276002,accepted,S
GNSS-C024-P-H07-W007-2,C024,2024-05-14,P-H07-W007,2,dual_frequency_synthetic_class,64,1.206069047,2.398614927,17,fixed,202.7791782,4.155568849,accepted,S
GNSS-C024-P-H07-W001-1,C024,2024-05-14,P-H07-W001,1,dual_frequency_synthetic_class,89,5.618797802,1.446019611,11,fixed,201.7239852,3.902005176,accepted,S
GNSS-C024-P-H07-W001-2,C024,2024-05-14,P-H07-W001,2,dual_frequency_synthetic_class,88,4.60912572,1.633393559,11,fixed,201.7180149,3.926375545,accepted,S
GNSS-C024-P-H07-W002-1,C024,2024-05-14,P-H07-W002,1,dual_frequency_synthetic_class,63,3.689744755,1.361950956,18,float,201.7999636,7.462300107,warning,S
GNSS-C024-P-H07-W002-2,C024,2024-05-14,P-H07-W002,2,dual_frequency_synthetic_class,89,7.189665712,2.244125402,9,fixed,201.7865006,5.06267777,accepted,S
GNSS-C024-P-V01-REF-A-1,C024,2024-05-14,P-V01-REF-A,1,dual_frequency_synthetic_class,109,5.866440408,2.110434048,10,fixed,159.9024051,4.677436726,accepted,S
GNSS-C024-P-V01-REF-A-2,C024,2024-05-14,P-V01-REF-A,2,dual_frequency_synthetic_class,54,3.034979667,2.35057824,15,fixed,159.9064796,4.431932405,accepted,S
GNSS-C024-P-V01-W002-1,C024,2024-05-14,P-V01-W002,1,dual_frequency_synthetic_class,53,7.698058707,1.317568056,18,fixed,160.5752378,4.134975429,accepted,S
GNSS-C024-P-V01-W002-2,C024,2024-05-14,P-V01-W002,2,dual_frequency_synthetic_class,55,2.41369157,2.634392007,16,fixed,160.5752706,4.63229569,accepted,S
GNSS-C024-P-V01-W004-1,C024,2024-05-14,P-V01-W004,1,dual_frequency_synthetic_class,48,6.808965903,2.707142156,10,fixed,160.9090641,5.503470234,accepted,S
GNSS-C024-P-V01-W004-2,C024,2024-05-14,P-V01-W004,2,dual_frequency_synthetic_class,99,1.293790251,2.257348908,9,fixed,160.9143555,4.015966044,accepted,S
GNSS-C024-P-V01-W007-1,C024,2024-05-14,P-V01-W007,1,dual_frequency_synthetic_class,64,1.5282313,2.435587757,10,fixed,161.3109097,4.254228167,accepted,S
GNSS-C024-P-V01-W007-2,C024,2024-05-14,P-V01-W007,2,dual_frequency_synthetic_class,109,1.457073432,2.196835848,12,fixed,161.310667,3.978792651,accepted,S
GNSS-C024-P-V02-REF-A-1,C024,2024-05-14,P-V02-REF-A,1,dual_frequency_synthetic_class,58,5.478691332,1.707761288,12,fixed,171.8427471,4.164701856,accepted,S
GNSS-C024-P-V02-REF-A-2,C024,2024-05-14,P-V02-REF-A,2,dual_frequency_synthetic_class,74,7.745080958,2.99401995,11,fixed,171.8531451,5.987536518,accepted,S
GNSS-C024-P-V02-W004-1,C024,2024-05-14,P-V02-W004,1,dual_frequency_synthetic_class,64,4.085112868,3.06503977,10,fixed,172.8433661,5.406864063,warning,S
GNSS-C024-P-V02-W004-2,C024,2024-05-14,P-V02-W004,2,dual_frequency_synthetic_class,58,2.571412356,3.281357378,14,float,172.8388438,9.37234734,warning,S
GNSS-C024-P-V02-W002-1,C024,2024-05-14,P-V02-W002,1,dual_frequency_synthetic_class,50,5.569552176,2.710906821,12,fixed,172.3135236,5.284516895,accepted,S
GNSS-C024-P-V02-W002-2,C024,2024-05-14,P-V02-W002,2,dual_frequency_synthetic_class,83,3.012997016,2.780644871,17,float,172.3053262,8.901048822,warning,S
GNSS-C024-P-V02-W001-1,C024,2024-05-14,P-V02-W001,1,dual_frequency_synthetic_class,119,6.576100028,3.384699796,16,fixed,172.155208,6.20686778,warning,S
GNSS-C024-P-V02-W001-2,C024,2024-05-14,P-V02-W001,2,dual_frequency_synthetic_class,69,6.461302283,2.42615004,17,fixed,172.1645639,5.131799454,accepted,S
GNSS-C024-P-V03-REF-A-1,C024,2024-05-14,P-V03-REF-A,1,dual_frequency_synthetic_class,102,7.353353593,1.390367103,17,fixed,180.7807336,4.15300746,accepted,S
GNSS-C024-P-V03-REF-A-2,C024,2024-05-14,P-V03-REF-A,2,dual_frequency_synthetic_class,67,5.492666585,2.201801024,9,fixed,180.7833923,4.710661112,accepted,S
GNSS-C024-P-V03-W006-1,C024,2024-05-14,P-V03-W006,1,dual_frequency_synthetic_class,107,6.757907283,2.898520454,18,fixed,181.5664313,5.704795811,accepted,S
GNSS-C024-P-V03-W006-2,C024,2024-05-14,P-V03-W006,2,dual_frequency_synthetic_class,98,3.356917835,1.543614918,16,fixed,181.558638,3.60222162,accepted,S
GNSS-C024-P-V03-W001-1,C024,2024-05-14,P-V03-W001,1,dual_frequency_synthetic_class,99,7.491156316,1.919764368,12,fixed,180.9300088,4.760148942,accepted,S
GNSS-C024-P-V03-W001-2,C024,2024-05-14,P-V03-W001,2,dual_frequency_synthetic_class,66,6.251804295,2.356591646,10,fixed,180.9297598,5.017575584,accepted,S
GNSS-C024-P-V03-W003-1,C024,2024-05-14,P-V03-W003,1,dual_frequency_synthetic_class,101,4.489322415,2.08458216,9,fixed,180.2761799,4.401118411,accepted,S
GNSS-C024-P-V03-W003-2,C024,2024-05-14,P-V03-W003,2,dual_frequency_synthetic_class,54,5.616126046,1.311333872,16,fixed,180.2782328,3.753369948,accepted,S
GNSS-C024-P-V04-REF-A-1,C024,2024-05-14,P-V04-REF-A,1,dual_frequency_synthetic_class,111,2.68942642,3.287694873,15,float,194.4648199,9.400561116,warning,S
GNSS-C024-P-V04-REF-A-2,C024,2024-05-14,P-V04-REF-A,2,dual_frequency_synthetic_class,67,5.644055939,1.67152821,18,fixed,194.463384,4.1546111,accepted,S
GNSS-C024-P-V04-W002-1,C024,2024-05-14,P-V04-W002,1,dual_frequency_synthetic_class,56,2.087187213,1.487656467,14,fixed,195.0521661,3.312115812,accepted,S
GNSS-C024-P-V04-W002-2,C024,2024-05-14,P-V04-W002,2,dual_frequency_synthetic_class,89,0.8470550569,2.588624173,14,float,195.0605158,8.2999565,warning,S
GNSS-C024-P-V04-W006-1,C024,2024-05-14,P-V04-W006,1,dual_frequency_synthetic_class,110,2.682629083,2.182098379,16,fixed,195.4798705,4.183181451,accepted,S
GNSS-C024-P-V04-W006-2,C024,2024-05-14,P-V04-W006,2,dual_frequency_synthetic_class,48,2.70678041,2.164741077,12,fixed,195.4804184,4.168435658,accepted,S
GNSS-C024-P-V04-W005-1,C024,2024-05-14,P-V04-W005,1,dual_frequency_synthetic_class,56,4.725677297,2.814088952,17,fixed,195.294283,5.246119761,accepted,S
GNSS-C024-P-V04-W005-2,C024,2024-05-14,P-V04-W005,2,dual_frequency_synthetic_class,73,3.785303493,1.745551698,10,fixed,195.2997449,3.901461497,accepted,S
GNSS-C024-P-V05-REF-A-1,C024,2024-05-14,P-V05-REF-A,1,dual_frequency_synthetic_class,54,1.94224044,1.793880999,16,fixed,195.6654295,3.622872378,accepted,S
